,atletas.nome,atletas.rodada_id,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.variacao_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.apelido,atletas.minimo_para_valorizar,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,V,GC
529,Renan Rodrigues Fonseca Viana,11,0.0,renan-viana,5,0.0,115266,False,Athlético-PR,0.0,1.0,6,0,R. Viana,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_pf3ihrT.png,Renan Viana,,,,,,,,,,,,,,,,,,,,,
530,Rômulo Helberte Pereira Junior,11,1.24,romulo,3,0.06,115268,True,Atlético-MG,0.8,1.69,7,5,Rômulo,282,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,Rômulo,,2.0,,,,,,7.0,6.0,,2.0,,,,,,,,,,
531,Iarley Gilberto de Barros Leal,11,0.0,iarley,5,0.0,115524,False,Fortaleza,0.0,1.0,6,0,Iarley,356,,Iarley,,,,,,,,,,,,,,,,,,,,,
532,Marcos Victor Ferreira da Silva,11,0.0,marcos-victor,3,0.0,115537,False,Bahia,0.0,3.0,6,0,M. Victor,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Cxk2KLL.png,Marcos Victor,,,,,,,,,,,,,,,,,,,,,
533,Lucas Eduardo Müller - Milla,11,0.0,mila,4,0.0,115671,False,Grêmio,0.0,3.0,6,0,Mila,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,Mila,,,,,,,,,,,,,,,,,,,,,
534,Gabriel Delfim Ferreira,11,0.0,gabriel-delfim,1,0.0,115674,False,Atlético-MG,0.0,2.0,6,0,G. Delfim,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,Gabriel Delfim,,,,,,,,,,,,,,,,,,,,,
535,Everton Gustavo Fernandes Araújo,11,2.8,evertton-araujo,4,0.0,115914,False,Flamengo,0.0,3.18,6,3,E. Araújo,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,Evertton Araújo,,1.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,
536,Leanderson da Silva Genésio,11,0.0,lele,5,0.0,115915,False,Fluminense,0.0,4.0,5,0,Lelê,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,Lelê,,,,,,,,,,,,,,,,,,,,,
537,Endrick Felipe Moreira de Sousa,11,3.02,endrick,5,0.0,115959,False,Palmeiras,0.0,9.4,6,6,Endrick,275,https://s.sde.globo.com/media/person_role/2024/06/05/photo_FORMATO_IXK3ihA.png,Endrick,,3.0,,,,,,6.0,13.0,2.0,8.0,16.0,,,,,,,1.0,,
538,Denilson Alves Borges,11,1.29,denilson,4,-0.3,115986,True,Cuiabá,1.3,2.44,7,8,Denilson,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,Denilson,,3.0,,,,1.0,,7.0,6.0,3.0,2.0,5.0,,,,,,,,,
539,Matheus Gonçalves Martins,11,0.0,matheus-goncalves,4,0.0,116012,False,Flamengo,0.0,4.0,6,0,M. Gonçalves,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,Matheus Gonçalves,,,,,,,,,,,,,,,,,,,,,
540,Igor Jesus Lima,11,1.9,igor-jesus,4,0.0,116013,False,Flamengo,0.0,3.9,5,3,I. Jesus,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_dY49V4i.png,Igor Jesus,,1.0,,,,,,5.0,1.0,,,2.0,,,,,,,,,
541,Petterson Novaes Reis,11,0.0,petterson,5,0.0,116025,False,Athlético-PR,0.0,2.0,6,0,Petterson,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_x9GN6Vh.png,Petterson,,,,,,,,,,,,,,,,,,,,,
542,Victor Hugo Gomes Silva,11,0.38,victor-hugo,4,-0.3,116034,True,Flamengo,0.0,2.55,6,6,V. Hugo,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_tzeghN4.png,Victor Hugo,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
543,José Hugo Sousa dos Santos,11,1.8,ze-hugo,5,0.0,116056,False,Vitória,0.0,3.81,6,4,Z. Hugo,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,Zé Hugo,,,,,,,,4.0,1.0,1.0,,3.0,,,,,,,,,
544,Luís Eduardo Soares da Silva,11,6.78,cuiabano,2,-0.99,116065,True,Botafogo,0.5,8.0,7,9,Cuiabano,263,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,Cuiabano,,1.0,,,,,3.0,15.0,10.0,2.0,5.0,15.0,,1.0,,2.0,,,,,
545,Thiago Beltrame Stallbaum,11,0.0,thiago-beltrame,1,0.0,116067,False,Grêmio,0.0,1.0,6,0,T. Beltrame,284,,Thiago Beltrame,,,,,,,,,,,,,,,,,,,,,
546,João Moreira Sanmartin Souza,11,7.1,joao-moreira,2,0.0,116137,False,São Paulo,0.0,6.33,6,1,J. Moreira,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,João Moreira,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
547,Daniel de Melo Araújo Junior,11,1.5,daniel-junior,4,0.0,116432,False,Vitória,0.0,3.05,6,3,D. Júnior,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_P6qw5Xf.png,Daniel Júnior,,,,,,,,,,1.0,1.0,5.0,,,,,,,,,
548,Hércules Pereira do Nascimento,11,2.92,hercules,4,-0.24,116447,True,Fortaleza,1.5,5.01,6,10,Hércules,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,Hércules,,1.0,,,,,,17.0,12.0,2.0,2.0,3.0,,1.0,,,,,,,
549,Lucas Gabriel Di Yorio,11,-0.05,di-yorio,5,-0.49,116655,True,Athlético-PR,-0.2,3.14,6,2,D. Yorio,293,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,Di Yorio,,1.0,,,,,,1.0,3.0,,1.0,,,,2.0,,,,,,
550,Kauã Inacio Moroso,11,0.0,kaua-moroso,1,0.0,116937,False,Criciúma,0.0,1.0,6,0,K. Moroso,288,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,Kauã Moroso,,,,,,,,,,,,,,,,,,,,,
551,Guilherme Silva,11,0.0,guilherme-silva,2,0.0,116939,False,Criciúma,0.0,1.0,6,0,G. Silva,288,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,Guilherme Silva,,,,,,,,,,,,,,,,,,,,,
552,Werik Silva Pinto,11,-0.44,popo,5,-0.2,116994,True,Juventude,0.0,0.64,6,5,Popó,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_EiH3NWS.png,Popó,,,,,,,,1.0,4.0,,1.0,,,,,,1.0,,,,
553,Gabriel Knesowitsch,11,1.95,gabriel,3,0.0,117061,False,Cuiabá,0.0,2.32,6,2,Gabriel,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,Gabriel,,,,,,,,2.0,,,,3.0,,,,,,,,,
554,Thiago Nicolás Borbas Silva,11,1.12,thiago-borbas,5,-0.38,117314,True,Bragantino,-0.3,4.11,6,11,T. Borbas,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,Thiago Borbas,,2.0,,,,,,3.0,13.0,3.0,2.0,3.0,,1.0,1.0,,,,,,
555,Robert Renan Alves Barbosa,11,6.46,robert-renan,3,0.0,117330,False,Internacional,0.0,9.08,7,5,R. Renan,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cScwdGd.png,Robert Renan,,1.0,,,,,3.0,10.0,5.0,1.0,2.0,,,,,1.0,,,,,
556,Kawan Thomaz Reis de Moraes,11,0.0,kawan,3,0.0,117343,False,Botafogo,0.0,1.0,6,0,Kawan,263,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,Kawan,,,,,,,,,,,,,,,,,,,,,
557,Jhosefer Raphael Januário,11,0.0,jhosefer,5,0.0,117350,False,Cruzeiro,0.0,1.0,6,0,Jhosefer,283,,Jhosefer,,,,,,,,,,,,,,,,,,,,,
558,Otávio Eleodoro Rezende Costa,11,0.0,otavio,1,0.0,117404,False,Cruzeiro,0.0,1.0,6,0,Otávio,283,,Otávio,,,,,,,,,,,,,,,,,,,,,
559,Leonardo Mana Hernandes,11,0.7,leo-mana,2,0.3,117459,True,Corinthians,1.7,1.98,6,2,L. Maná,264,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,Léo Maná,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,
560,Giuliano Galoppo,11,1.48,galoppo,4,-0.13,117579,True,São Paulo,1.5,4.6,6,7,Galoppo,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,Galoppo,,2.0,,,,,,4.0,7.0,4.0,3.0,5.0,,,,,,,,,
561,Alejo Cruz Techera,11,1.22,alejo-cruz,5,-0.43,117622,True,Atlético-GO,-0.9,2.26,6,9,A. Cruz,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,Alejo Cruz,,1.0,,,,,,7.0,7.0,1.0,,9.0,,,,,,,,,
562,Rodrigo Garro,11,5.34,garro,4,0.76,117632,True,Corinthians,8.6,8.46,7,10,Garro,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,Garro,,4.0,,,,,,16.0,15.0,7.0,8.0,30.0,1.0,,1.0,2.0,,,,,
563,Pedro Miguel Faria Caixinha,11,4.75,pedro-caixinha,6,0.12,117711,True,Bragantino,5.2,8.92,7,11,P. Caixinha,280,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,Pedro Caixinha,,,,,,,,,,,,,,,,,,,,5.0,
564,Young Navarro Moraes,11,-1.0,young,1,0.0,117818,False,São Paulo,0.0,0.64,6,0,Young,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,Young,,1.0,,,,,,,,,,,,,,,,,,,
565,Vitor Hugo Amorim de Assis,11,0.72,vitinho,4,-0.13,117842,True,Cruzeiro,-0.1,1.87,6,6,Vitinho,283,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,Vitinho,,,,,,,,2.0,1.0,,1.0,3.0,,,1.0,,,,,,
566,Giovane Santana do Nascimento,11,0.37,giovane,5,0.0,117849,False,Corinthians,0.0,1.74,6,3,Giovane,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,Giovane,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,
567,Wesley Gassova Ribeiro Teixeira,11,4.15,wesley,5,-0.15,117909,True,Corinthians,3.4,6.44,7,11,Wesley,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_KAHpgBA.png,Wesley,,2.0,,,,,,14.0,9.0,6.0,3.0,16.0,,2.0,2.0,,,,,,
568,Breno de Souza Bidon,11,2.17,breno-bidon,4,-0.11,117910,True,Corinthians,2.4,3.15,7,9,B. Bidon,264,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,Breno Bidon,,2.0,,,,,,11.0,14.0,4.0,1.0,14.0,,,1.0,,,,,,
569,Iago Teodoro da Silva Nogueira,11,0.0,iago,3,0.0,118090,False,Flamengo,0.0,1.0,6,0,Iago,262,,Iago,,,,,,,,,,,,,,,,,,,,,
570,Nathan Camargo dos Santos,11,0.0,nathan-camargo,4,0.0,118175,False,Bragantino,0.0,3.0,6,0,N. Camargo,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,Nathan Camargo,,,,,,,,,,,,,,,,,,,,,
571,Anderson Leal Gomes,11,6.15,anderson-gomes,6,1.85,118181,True,Atlético-GO,6.15,7.02,7,1,A. Gomes,373,https://s.sde.globo.com/media/person_role/2022/05/16/2cac4df92578f2317dc3afe8d728b472_220x220.png,Anderson Gomes,,,,,,,,,,,,,,,,,,,,,
572,Ronald Cardoso Falkoski,11,0.0,ronald,4,0.0,118238,False,Grêmio,0.0,3.22,6,1,Ronald,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,Ronald,,,,,,,,,,,,,,,,,,,,,
573,Pedro Henrique Franklim da Silva,11,0.0,pedrao,3,0.0,118293,False,Cruzeiro,0.0,2.0,6,0,Pedrão,283,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,Pedrão,,,,,,,,,,,,,,,,,,,,,
574,Eliédson Pereira de Souza,11,-0.3,eliedson,4,0.0,118305,False,Criciúma,0.0,2.27,6,1,Eliédson,288,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,Eliédson,,,,,,,,,1.0,,,,,,,,,,,,
575,Weliton Santos do Amaral,11,0.0,weliton,5,0.0,118433,False,Flamengo,0.0,1.0,6,0,Weliton,262,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_Evh0gJv.png,Weliton,,,,,,,,,,,,,,,,,,,,,
576,José Welinton Campos Menezes,11,0.0,ze-welinton,2,0.0,118501,False,Flamengo,0.0,1.0,6,0,Z. Welinton,262,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,Zé Welinton,,,,,,,,,,,,,,,,,,,,,
577,Rodrigo Huendra Almeida Mendonça,11,2.7,rodriguinho,4,0.0,118563,False,São Paulo,0.0,3.13,6,2,Rodriguinho,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,Rodriguinho,,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,
578,Eliel Chrytian Pereira Silva,11,4.02,eliel,5,-0.29,118745,True,Cuiabá,4.2,5.32,6,5,Eliel,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,Eliel,,1.0,,,,,,3.0,1.0,2.0,3.0,10.0,,1.0,,,,,,,
579,Mateus Carvalho dos Santos,11,3.36,mateus-carvalho,4,0.88,118752,True,Vasco,7.5,6.12,7,9,M. Carvalho,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,Mateus Carvalho,,2.0,,,,,,16.0,9.0,2.0,1.0,9.0,,1.0,,,,,,,
580,Alexsander Christian Gomes da Costa - Cristhian,11,3.2,alexsander,4,-0.46,118774,True,Fluminense,1.2,5.93,6,6,Alexsander,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_35s5NpC.png,Alexsander,,1.0,,,,,,9.0,8.0,1.0,2.0,8.0,,,,1.0,,,,,
581,Jacob Christian Montes,11,7.7,jacob-montes,4,0.0,118843,False,Botafogo,0.0,3.47,6,1,J. Montes,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_m1vIram.png,Jacob Montes,,,,,,,,,1.0,,,,,1.0,,,,,,,
582,Ruan Pereira Duarte,11,1.37,ruan,5,0.0,120444,False,Juventude,0.0,1.91,6,4,Ruan,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_FNxwSO0.png,Ruan,,,,,,,,2.0,1.0,2.0,,2.0,,,,,,,,,
583,Arthur Sousa Araújo,11,0.5,arthur-sousa,5,-0.01,120856,True,Corinthians,0.5,1.99,6,1,A. Sousa,264,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_pbRL2zS.png,Arthur Sousa,,,,,,,,,,,,1.0,,,,,,,,,
584,Erick Marcus dos Santos Oliveira do Carmo,11,1.7,erick-marcus,5,0.0,121184,False,Vasco,0.0,3.47,6,2,E. Marcus,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_NNvdTOg.png,Erick Marcus,,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,
585,Diego Kauan Silva Santos,11,0.0,dija,2,0.0,121220,False,Bragantino,0.0,1.0,6,0,Dija,280,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,Dija,,,,,,,,,,,,,,,,,,,,,
586,Kauan Rodrigues da Silva,11,0.5,kauan,4,0.0,121237,False,Fortaleza,0.0,1.99,6,1,Kauan,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,Kauan,,,,,,,,,,,,1.0,,,,,,,,,
587,Cauê Pereira da Rocha,11,0.0,da-rocha,2,0.0,121397,False,Juventude,0.0,1.0,6,0,D. Rocha,286,,Da Rocha,,,,,,,,,,,,,,,,,,,,,
588,Guilherme Miranda Madruga Gomes,11,0.2,guilherme-madruga,4,0.0,121762,False,Cuiabá,0.0,2.83,6,3,G. Madruga,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,Guilherme Madruga,,,,,,,,,2.0,1.0,,,,,,,,,,,
589,André Henrique da Silva Martins,11,0.0,andre,5,0.0,121792,False,Grêmio,0.0,4.0,5,0,André,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,André,,,,,,,,,,,,,,,,,,,,,
590,Kayke Ferrari Guimarães,11,0.0,kayke,4,-0.1,121824,True,Corinthians,0.0,0.9,6,1,Kayke,264,,Kayke,,,,,,,,,,,,,,,,,,,,,
591,Kauê Rodrigues Pessanha,11,0.0,kaue,4,0.0,121827,False,Botafogo,0.0,1.0,6,0,Kauê,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,Kauê,,,,,,,,,,,,,,,,,,,,,
592,Janderson de Carvalho Costa,11,2.72,janderson,5,0.0,121830,False,Vitória,0.0,4.1,5,4,Janderson,287,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,Janderson,,,,,,,,5.0,3.0,1.0,2.0,6.0,,,,,,,,,
593,Ryan Carlos Santos de Sousa,11,0.0,ryan,2,0.0,122300,False,Bahia,0.0,3.0,6,0,Ryan,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_2ivgpWa.png,Ryan,,,,,,,,,,,,,,,,,,,,,
594,Kennedy Anderson Gomes Ferreira,11,0.0,kennedy,5,0.0,122301,False,Bahia,0.0,1.0,6,0,Kennedy,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,Kennedy,,,,,,,,,,,,,,,,,,,,,
595,Matheus Macedo dos Santos,11,0.0,mateus-macedo,3,0.0,122317,False,Atlético-GO,0.0,1.0,6,0,M. Macedo,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,Mateus Macedo,,,,,,,,,,,,,,,,,,,,,
596,Francisco Dyogo Bento Alves,11,0.0,dyogo-alves,1,0.0,122318,False,Flamengo,0.0,1.0,6,0,D. Alves,262,,Dyogo Alves,,,,,,,,,,,,,,,,,,,,,
597,Daniel dos Santos Sales,11,0.0,daniel-sales,2,0.0,122320,False,Flamengo,0.0,1.0,6,0,D. Sales,262,,Daniel Sales,,,,,,,,,,,,,,,,,,,,,
598,Lorran Lucas Pereira de Sousa,11,4.05,lorran,4,0.77,122321,True,Flamengo,5.7,4.88,7,8,Lorran,262,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,Lorran,,,,,,,,7.0,7.0,5.0,6.0,5.0,,1.0,2.0,1.0,,,,,
599,Lyncon Correa Gonçalves,11,0.0,lyncon,3,0.0,122378,False,Vasco,0.0,1.0,6,0,Lyncon,267,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,Lyncon,,,,,,,,,,,,,,,,,,,,,
600,Matheus Gabriel Julião Damasceno,11,0.0,juliao,2,0.0,122380,False,Vasco,0.0,1.0,6,0,Julião,267,https://s.sde.globo.com/media/person_role/2024/05/09/photo_FORMATO_7dRSlSv.png,Julião,,,,,,,,,,,,,,,,,,,,,
601,Talisson de Almeida,11,-0.15,talisson,5,0.0,122393,False,Bragantino,0.0,2.3,6,2,Talisson,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HTUJbDI.png,Talisson,,,,,,,,,1.0,,,,,,,,,,,,
602,Gustavo Ribeiro Neves,11,1.67,gustavinho,4,-0.27,122394,True,Bragantino,0.0,2.98,6,11,Gustavinho,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,Gustavinho,,,,,,,,5.0,8.0,1.0,2.0,4.0,,,,2.0,,,,,
603,Ryan Gustavo de Lima,11,0.0,ryan,4,0.0,122396,False,Corinthians,0.0,1.0,6,0,Ryan,264,,Ryan,,,,,,,,,,,,,,,,,,,,,
604,Pablo Santos de Alcantara,11,-0.3,pablo-baianinho,4,0.0,122413,False,Vitória,0.0,0.79,6,1,P. Baianinho,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,Pablo Baianinho,,,,,,,,,1.0,,,,,,,,,,,,
605,Lucca Holanda Sampaio Tavares,11,0.68,lucca,5,-0.19,122420,True,Internacional,0.5,1.95,6,6,Lucca,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,Lucca,,,,,,,,2.0,5.0,,1.0,5.0,,,1.0,,,,,,
606,Isaac Rodrigues de Lima,11,1.1,isaac,5,0.0,122439,False,Fluminense,0.0,2.3,6,2,Isaac,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,Isaac,,,,,,,,1.0,,,,2.0,,,,,,,,,
607,Rayan Vitor Simplício Rocha,11,1.89,rayan,5,0.0,122486,False,Vasco,0.0,3.08,6,7,Rayan,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,Rayan,,,,,,,,4.0,1.0,2.0,6.0,3.0,,,,,,,,,
608,Alexsandro Amorim de Freitas Filho,11,0.0,amorim,4,0.0,122598,False,Fortaleza,0.0,1.0,6,0,Amorim,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,Amorim,,,,,,,,,,,,,,,,,,,,,
609,Matheus José Belém de Souza,11,0.0,matheus-belem,3,0.0,122602,False,São Paulo,0.0,2.0,6,0,M. Belém,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,Matheus Belém,,,,,,,,,,,,,,,,,,,,,
610,João Wellington Gadelha Melo de Oliveira,11,0.45,japa,4,-0.24,122660,True,Cruzeiro,0.0,1.75,6,4,Japa,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,Japa,,,,,,,,2.0,2.0,,,,,,,,,,,,
611,Lucas de Souza Cunha,11,2.6,lucas-cunha,3,0.0,122755,False,Bragantino,0.0,6.38,6,2,L. Cunha,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,Lucas Cunha,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
612,Gustavo Daniel da Silva Gonçalves,11,0.0,gustavo-daniel,2,0.0,122819,False,Atlético-GO,0.0,1.0,6,0,G. Daniel,373,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,Gustavo Daniel,,,,,,,,,,,,,,,,,,,,,
613,Abner Salles da Silva,11,0.0,abner,3,0.0,122861,False,Juventude,0.0,0.81,6,1,Abner,286,,Abner,,,,,,,,,,,,,,,,,,,,,
614,Emiliano Rodríguez Rosales,11,1.44,emiliano-rodriguez,5,-0.41,122887,True,Atlético-GO,0.0,3.3,7,10,E. Rodríguez,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,Emiliano Rodríguez,,,,,,,,4.0,5.0,3.0,5.0,8.0,,,5.0,,,,,,
615,Patrick Roberto da Silva Campos,11,0.0,patrick,4,0.0,122990,False,Palmeiras,0.0,1.0,6,0,Patrick,275,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,Patrick,,,,,,,,,,,,,,,,,,,,,
616,Marcello Gesteira de Souza,11,0.0,marcello,3,0.0,122995,False,Bahia,0.0,1.0,6,0,Marcello,265,,Marcello,,,,,,,,,,,,,,,,,,,,,
617,Sidney de Carvalho Duarte,11,0.0,sidney,4,0.0,123005,False,Bahia,0.0,1.0,6,0,Sidney,265,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,Sidney,,,,,,,,,,,,,,,,,,,,,
618,Luis Henrique Hoffmann,11,0.0,zinho,5,0.0,123153,False,Grêmio,0.0,1.0,6,0,Zinho,284,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,Zinho,,,,,,,,,,,,,,,,,,,,,
619,Carlos Eduardo Amaral Pereira de Castro,11,2.55,cadu,5,1.02,123359,True,Atlético-MG,6.9,3.58,6,7,Cadu,282,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,Cadu,,,,,,,,9.0,13.0,2.0,1.0,10.0,1.0,,2.0,,,,,,
620,Cauly Oliveira Souza,11,2.6,cauly,4,-0.51,123360,True,Bahia,0.0,6.3,7,10,Cauly,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,Cauly,,,,,,,,3.0,4.0,2.0,4.0,10.0,1.0,,,2.0,,,,,
621,Roger Gabriel Farias de Jesus,11,0.0,roger,4,0.0,123494,False,Bahia,0.0,1.0,6,0,Roger,265,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,Roger,,,,,,,,,,,,,,,,,,,,,
622,João Victor Broad Moreira Guimarães,11,0.0,jota,4,0.0,123497,False,Bahia,0.0,1.0,6,0,Jota,265,,Jota,,,,,,,,,,,,,,,,,,,,,
623,José Guilherme de Lima Costa,11,2.13,ze-guilherme,2,0.0,123717,False,Grêmio,0.0,2.24,6,4,Z. Guilherme,284,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,Zé Guilherme,,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,,
624,Brahian Palacios Alzate,11,5.47,palacios,5,1.43,123873,True,Atlético-MG,11.1,6.28,2,4,Palacios,282,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,Palacios,,,,,,,,3.0,,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,
625,Fábio Soares dos Santos,11,0.25,fabio,5,-0.26,123960,True,Vitória,0.0,1.75,6,2,Fábio,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,Fábio,,,,,,,,,,,,1.0,,,,,,,,,
626,Everton Tiago Barella de Souza Messias,11,0.0,everton,5,0.0,124158,False,Bragantino,0.0,1.0,6,0,Everton,280,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,Everton,,,,,,,,,,,,,,,,,,,,,
