,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.media_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.status_id,atletas.pontos_num,atletas.nome,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.apelido,atletas.clube_id,A,DS,FC,FD,FS,FT,V,CA,CV,FF,G,I,SG,DE,GS,PP,PS,PC,GC,DP
256,5,breno-lopes,93988,10.51,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,,Fortaleza,5.88,True,B. Lopes,7,22.5,Breno Henrique Vasconcelos Lopes,3.32,17,13,Breno Lopes,356,3.0,5.0,8.0,10.0,37.0,1.0,,2.0,,12.0,2.0,4.0,,,,,1.0,,,
257,1,john-victor,94044,8.06,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,,Botafogo,4.45,True,J. Victor,7,10.0,John Victor Maciel Furtado,0.19,17,14,John Victor,263,,,1.0,,3.0,,,1.0,,,,,6.0,42.0,10.0,,,,,
258,4,matheus-fernandes,94067,10.8,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,,Bragantino,7.88,False,M. Fernandes,6,0.0,Matheus Fernandes Siqueira,0.0,17,5,Matheus Fernandes,280,1.0,17.0,5.0,2.0,7.0,,,,,2.0,1.0,,,,,,,,,
259,5,felipe-vizeu,94138,3.38,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,,Criciúma,0.87,True,F. Vizeu,6,1.3,Felipe dos Reis Pereira Vizeu do Carmo,-0.07,17,3,Felipe Vizeu,288,,,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,
260,4,maycon,94154,4.65,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,,Corinthians,0.2,False,Maycon,5,0.0,Maycon de Andrade Barberan,0.0,17,2,Maycon,264,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,
261,4,raphael-veiga,94509,11.68,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,,Palmeiras,5.23,True,R. Veiga,7,3.9,Raphael Cavalcante Veiga,-1.13,17,15,Raphael Veiga,275,3.0,10.0,10.0,14.0,20.0,,,1.0,1.0,25.0,2.0,3.0,,,,1.0,,,,
262,5,pedro,94583,14.97,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,,Flamengo,8.29,False,Pedro,7,0.0,Pedro Guilherme Abreu dos Santos,0.0,17,16,Pedro,262,5.0,12.0,11.0,13.0,18.0,1.0,,2.0,,8.0,8.0,3.0,,,,,1.0,,,
263,4,jhegson-mendez,94786,4.0,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_PUzvx3f.png,,São Paulo,0.0,False,J. Méndez,6,0.0,Jhegson Sebastián Méndez Carabalí,0.0,17,0,Jhegson Méndez,276,,,,,,,,,,,,,,,,,,,,
264,4,battaglia,94845,2.58,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,,Atlético-MG,1.24,False,Battaglia,7,0.0,Rodrigo Andrés Battaglia,0.0,17,12,Battaglia,282,,17.0,19.0,3.0,8.0,,,3.0,2.0,2.0,,,,,,,,,,
265,4,lucas-fernandes,94931,3.47,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,,Cuiabá,0.82,False,L. Fernandes,6,0.0,Lucas Fernandes da Silva,0.0,17,7,Lucas Fernandes,1371,,1.0,3.0,3.0,4.0,,,1.0,,1.0,,,,,,,,,,
266,2,juninho-capixaba,94968,10.51,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,,Bragantino,5.09,False,J. Capixaba,7,0.0,Luis Antônio da Rocha Júnior,0.0,17,13,Juninho Capixaba,280,,40.0,17.0,2.0,23.0,,,3.0,,3.0,,1.0,2.0,,,,,,,
267,5,gabriel-taliari,95131,4.27,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,,Juventude,2.73,True,G. Taliari,6,6.4,Gabriel Pereira Taliari,0.59,17,8,Gabriel Taliari,286,2.0,3.0,5.0,2.0,9.0,1.0,,,,,,1.0,,,,,,,,
268,4,gregore,95464,4.0,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,,Botafogo,2.09,True,Gregore,7,2.3,Gregore de Magalhães da Silva,-0.12,17,15,Gregore,263,1.0,31.0,46.0,1.0,6.0,,,3.0,,1.0,,,,,,,1.0,,,
269,2,igor-vinicius,95466,6.52,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,,São Paulo,4.49,True,I. Vinícius,3,5.8,Igor Vinícius de Souza,0.24,17,16,Igor Vinícius,276,2.0,27.0,10.0,1.0,23.0,1.0,,3.0,1.0,1.0,,1.0,5.0,,,,,,1.0,
270,4,raniele,95556,7.34,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,,Corinthians,3.85,True,Raniele,3,7.9,Raniele Almeida Melo,1.11,17,16,Raniele,264,,38.0,19.0,7.0,23.0,1.0,,6.0,,6.0,,1.0,,,,,,,,
271,4,lucas-kal,95662,3.67,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,,Atlético-GO,2.05,True,L. Kal,7,1.5,Lucas Kal Schenfeld Progioli,-0.28,17,13,Lucas Kal,373,1.0,16.0,11.0,2.0,4.0,,,1.0,,3.0,,,,,,,,,,
272,2,trauco,95738,3.84,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,,Criciúma,1.9,True,Trauco,6,0.0,Miguel Ángel Trauco Saavedra,-0.17,17,10,Trauco,288,,5.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,
273,3,tobias-figueiredo,95878,2.04,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,,Criciúma,0.38,False,T. Figueiredo,6,0.0,Tobias Pereira Figueiredo,0.0,17,5,Tobias Figueiredo,288,,,3.0,1.0,4.0,,,2.0,,2.0,,,,,,,,,,
274,4,machado,96089,1.7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,,Cruzeiro,-0.03,False,Machado,6,0.0,Luiz Filipe da Rosa Machado - Felipe,0.0,17,6,Machado,283,,2.0,7.0,,3.0,,,2.0,,,,,,,,,,,,
275,4,lima,96340,7.62,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,,Fluminense,3.86,False,Lima,5,0.0,Vinicius Moreira de Lima,0.0,17,9,Lima,266,,10.0,10.0,1.0,19.0,,,2.0,1.0,5.0,2.0,,,,,,,,,
276,4,matheus-pereira,96610,10.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,,Cruzeiro,6.86,False,M. Pereira,7,0.0,Matheus Fellipe Costa Pereira,0.0,17,14,Matheus Pereira,283,2.0,7.0,13.0,7.0,36.0,2.0,,4.0,,17.0,5.0,4.0,,,,,,,,
277,4,allan,96652,4.02,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,,Flamengo,1.83,False,Allan,3,0.0,Allan Rodrigues de Souza,0.0,17,13,Allan,262,,19.0,15.0,2.0,11.0,,,3.0,,2.0,,,,,,,,1.0,,
278,6,gabriel-milito,96673,8.35,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,,Atlético-MG,4.7,True,G. Milito,7,2.7,Gabriel Alejandro Milito,-0.53,17,16,Gabriel Milito,282,,,,,,,5.0,,,,,,,,,,,,,
279,2,bustos,96678,9.18,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,,Internacional,5.61,False,Bustos,7,0.0,Fabricio Tomás Bustos Sein,0.0,17,9,Bustos,285,,18.0,9.0,,7.0,,,3.0,,4.0,1.0,1.0,4.0,,,,,,,
280,2,saravia,96725,6.85,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,,Atlético-MG,4.11,True,Saravia,7,0.9,Renzo Saravia,-0.66,17,12,Saravia,282,,28.0,25.0,1.0,17.0,,,2.0,,2.0,,1.0,3.0,,,,,1.0,,
281,3,camutanga,96793,2.34,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,,Vitória,0.63,False,Camutanga,5,0.0,Cleidson Andrade da Souza Silva,0.0,17,4,Camutanga,287,,3.0,3.0,1.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,
282,5,carlinhos,96831,2.91,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,,Flamengo,1.82,False,Carlinhos,6,0.0,Carlos Moisés de Lima,0.0,17,6,Carlinhos,262,,,2.0,1.0,,,,,,3.0,1.0,1.0,,,,,,,,
283,5,arthur-gomes,96966,7.61,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,,Cruzeiro,3.78,False,A. Gomes,7,0.0,Arthur Gomes Lourenço,0.0,17,12,Arthur Gomes,283,1.0,10.0,13.0,8.0,9.0,,,1.0,,5.0,2.0,9.0,,,,,,,,
284,5,yony-gonzalez,97080,3.37,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,,Atlético-GO,1.4,True,Y. González,6,2.4,Jony Alexander González Copete,0.2,17,6,Yony González,373,,2.0,4.0,2.0,8.0,,,,,1.0,,,,,,,,,,
285,2,dudu,97133,3.81,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,,Fortaleza,0.5,False,Dudu,6,0.0,Luís Eduardo Marques dos Santos,0.0,17,1,Dudu,356,,,,,1.0,,,,,,,,,,,,,,,
286,4,villasanti,97145,8.51,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,,Grêmio,3.58,True,Villasanti,7,3.2,Mathías Adalberto Villasanti Rolón,-0.5,17,8,Villasanti,284,1.0,20.0,13.0,1.0,7.0,,,2.0,,1.0,,,,,,,,,,
287,5,janderson,97245,4.76,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,,Atlético-GO,3.1,True,Janderson,7,3.1,Janderson Santos de Souza,0.76,17,1,Janderson,373,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,
288,6,rogerio-ceni,97341,9.69,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,,Bahia,5.2,False,R. Ceni,7,0.0,Rogério Mücke Ceni,0.0,17,15,Rogério Ceni,265,,,,,,,8.0,,,,,,,,,,,,,
289,3,romercio,97443,3.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,,Juventude,0.0,False,Romércio,6,0.0,Romércio Pereira da Conceição,0.0,17,0,Romércio,286,,,,,,,,,,,,,,,,,,,,
290,2,marcal,97468,6.81,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,,Botafogo,4.8,True,Marçal,7,9.0,Fernando Marçal de Oliveira,0.44,17,5,Marçal,263,,9.0,5.0,1.0,9.0,,,1.0,,,,,2.0,,,,,,,
291,4,shaylon,97520,4.84,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,,Atlético-GO,2.76,True,Shaylon,7,0.8,Shaylon Kallyson Cardozo - Cardoso,-0.93,17,16,Shaylon,373,1.0,11.0,10.0,4.0,3.0,1.0,,2.0,,12.0,2.0,,,,,1.0,,,,
292,2,willean-lepo,97522,4.99,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,,Vitória,3.69,True,W. Lepo,7,1.8,William Bernardo Willemen - Willeam Lepu,-0.54,17,13,Willean Lepo,287,,31.0,9.0,3.0,11.0,,,2.0,,2.0,,2.0,1.0,,,,,,,
293,5,culebra,97640,2.02,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,,Vitória,1.23,False,Culebra,6,0.0,Eryc Leonel Castillo Arroyo - Erick,0.0,17,8,Culebra,287,,1.0,3.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,
294,3,felix-torres,97642,6.94,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,,Corinthians,3.42,True,F. Torres,7,1.2,Félix Eduardo Torres Caicedo,-0.32,17,10,Félix Torres,264,,15.0,9.0,1.0,2.0,1.0,,2.0,,1.0,,1.0,3.0,,,,,,,
295,3,murilo,97653,9.67,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,,Palmeiras,3.62,True,Murilo,7,0.5,Murilo Cerqueira Paim,-0.49,17,12,Murilo,275,,11.0,14.0,1.0,3.0,,,3.0,,6.0,,1.0,6.0,,,,,,,
296,3,reynaldo,97768,3.22,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,,Vitória,1.57,False,Reynaldo,6,0.0,Reynaldo César Moraes,0.0,17,4,Reynaldo,287,,6.0,3.0,,,,,,,,,,,,,,,,,
297,5,erick,97810,4.07,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,,São Paulo,1.18,False,Erick,6,0.0,Erick de Arruda Serafim,0.0,17,7,Erick,276,1.0,2.0,2.0,,5.0,,,1.0,,,,,,,,,,,,
298,3,leo-ortiz,97867,7.38,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,,Flamengo,2.96,False,L. Ortiz,6,0.0,Leonardo Rech Ortiz,0.0,17,10,Léo Ortiz,262,1.0,12.0,7.0,1.0,3.0,,,2.0,,2.0,,,2.0,,,,,,,
299,2,iago,97868,6.0,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,,Bahia,0.0,False,Iago,7,0.0,Iago Amaral Borduchi,0.0,17,0,Iago,265,,,,,,,,,,,,,,,,,,,,
300,3,vitao,97900,5.13,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,,Internacional,2.94,False,Vitão,6,0.0,Vitor Eduardo da Silva Matos,0.0,17,10,Vitão,285,,7.0,11.0,2.0,5.0,,,3.0,,3.0,,,4.0,,,,,,,
301,4,luis-oyama,97908,3.56,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,,Juventude,1.76,True,L. Oyama,6,0.8,Luís Felipe Oyama,-0.46,17,5,Luís Oyama,286,,4.0,,2.0,,,,,,2.0,,,,,,,,,,
302,4,erick,98022,7.89,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,,Athlético-PR,4.56,False,Erick,7,0.0,Erick Luis Conrado de Carvalho,0.0,17,15,Erick,293,,34.0,19.0,4.0,15.0,2.0,,1.0,,10.0,1.0,1.0,,,,,,,,
303,5,pedro-raul,98225,2.63,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,,Corinthians,0.84,False,P. Raul,6,0.0,Pedro Raul Garay da Silva,0.0,17,10,Pedro Raul,264,,6.0,9.0,2.0,6.0,,,2.0,,1.0,,2.0,,,,,,,,
304,3,bastos,98280,6.08,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,,Botafogo,4.39,True,Bastos,7,5.6,Bartolomeu Jacinto Quissanga,0.34,17,16,Bastos,263,,15.0,16.0,,4.0,,,3.0,,5.0,3.0,,6.0,,,,,,,
305,3,kanu,98484,2.93,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,,Bahia,1.53,False,Kanu,7,0.0,Victor Hugo Soares dos Santos,0.0,17,12,Kanu,265,,5.0,14.0,1.0,11.0,,,5.0,,,,,3.0,,,,,,,
306,4,jean-lucas,98517,7.86,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,,Bahia,5.02,False,J. Lucas,7,0.0,Jean Lucas de Souza Oliveira,0.0,17,15,Jean Lucas,265,4.0,17.0,16.0,8.0,21.0,,,2.0,,17.0,1.0,1.0,,,,,,,,
307,3,kuscevic,98619,5.31,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,,Fortaleza,4.18,False,Kuscevic,7,0.0,Benjamín Kuščević Jaramillo,0.0,17,4,Kuscevic,356,,3.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,
308,5,savarino,98672,7.15,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,,Botafogo,4.53,True,Savarino,7,0.8,Jefferson David Savarino Quintero,-1.26,17,10,Savarino,263,1.0,1.0,5.0,5.0,3.0,,,1.0,,3.0,4.0,2.0,,,,,,,,
309,5,cuello,98909,6.04,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,,Athlético-PR,4.07,False,Cuello,6,0.0,Tomás Esteban Cuello,0.0,17,11,Cuello,293,1.0,8.0,9.0,6.0,10.0,2.0,,,,9.0,1.0,5.0,,,,,,,,
310,2,vina,98974,5.65,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,,Flamengo,0.7,False,Viña,6,0.0,Matías Nicolás Viña Susperreguy,0.0,17,4,Viña,262,,1.0,,,,,,,,2.0,,,,,,,,,,
311,5,vegetti,99198,11.91,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,,Vasco,6.5,True,Vegetti,7,1.4,Pablo Vegetti,-0.83,17,16,Vegetti,267,,7.0,21.0,15.0,42.0,1.0,,3.0,,28.0,6.0,15.0,,,,2.0,2.0,,,
312,2,puma-rodriguez,99213,4.1,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,,Vasco,2.15,False,P. Rodríguez,6,0.0,José Luis Rodríguez Bebanz,0.0,17,7,Puma Rodríguez,267,,4.0,2.0,,,,,,,1.0,,,2.0,,,,,,,
313,4,de-la-cruz,99228,14.07,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,,Flamengo,9.31,False,D. Cruz,7,0.0,Diego Nicolás de la Cruz Arcosa,0.0,17,7,De la Cruz,262,2.0,17.0,10.0,5.0,18.0,1.0,,1.0,,6.0,2.0,,,,,,,,,
314,4,gonzalo-freitas,99234,3.0,https://s.sde.globo.com/media/person_role/2024/07/09/photo_220x220_kjVJl4y.png,,Atlético-GO,0.0,False,G. Freitas,6,0.0,Gonzalo Gastón Freitas Silva,0.0,17,0,Gonzalo Freitas,373,,,,,,,,,,,,,,,,,,,,
315,4,pochettino,99267,9.07,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,,Fortaleza,5.59,True,Pochettino,7,9.1,Tomás Pochettino,0.65,17,14,Pochettino,356,6.0,21.0,12.0,3.0,11.0,,,4.0,,7.0,2.0,2.0,,,,,,,,
316,3,alexander-barboza,99274,4.88,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,,Botafogo,3.41,True,A. Barboza,7,5.4,Alexander Nahuel Barboza Ullúa,-0.25,17,9,Alexander Barboza,263,,8.0,11.0,2.0,,,,4.0,1.0,5.0,,1.0,5.0,,,,,,,
317,5,dinenno,99316,7.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,,Cruzeiro,0.0,False,Dinenno,5,0.0,Juan Ignacio Dinenno de Cara,0.0,17,0,Dinenno,283,,,,,,,,,,,,,,,,,,,,
318,6,luis-zubeldia,99366,10.25,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,,São Paulo,5.34,True,L. Zubeldía,7,7.77,Luis Francisco Zubeldía,0.63,17,14,Luis Zubeldía,276,,,,,,,8.0,,,,,,,,,,,,,
319,3,robert-rojas,99387,3.23,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,,Vasco,2.0,False,R. Rojas,6,0.0,Robert Samuel Rojas Chávez,0.0,17,4,Robert Rojas,267,,3.0,2.0,,,,,,,,,,1.0,,,,,,,
320,4,baralhas,99440,4.97,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,,Atlético-GO,3.37,True,Baralhas,6,0.0,Gabriel Baralhas dos Santos,-0.48,17,14,Baralhas,373,,21.0,10.0,8.0,7.0,,,4.0,,10.0,1.0,1.0,,,,,,,,
321,1,rossi,99552,5.12,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,,Flamengo,2.2,False,Rossi,7,0.0,Agustín Daniel Rossi,0.0,17,16,Rossi,262,,,,,2.0,,,,,,,,3.0,36.0,17.0,,,,,
322,2,guilherme-romao,99623,4.9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,,Atlético-GO,3.81,True,G. Romão,7,3.3,Guilherme Kennedy Romão,-0.11,17,15,Guilherme Romão,373,2.0,8.0,11.0,6.0,22.0,,,3.0,,10.0,1.0,3.0,2.0,,,,,,,
323,4,cifuentes,99766,2.54,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,,Cruzeiro,0.7,False,Cifuentes,6,0.0,José Adoni Cifuentes Charcopa,0.0,17,3,Cifuentes,283,,2.0,1.0,,,,,,,,,,,,,,,,,
324,4,arias,99815,12.96,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,,Fluminense,5.35,False,Arias,7,0.0,Jhon Adolfo Arias Andrade,0.0,17,6,Arias,266,,13.0,6.0,5.0,17.0,,,1.0,,6.0,,,,,,,,,,
325,5,paulinho,99818,11.2,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,,Atlético-MG,5.37,True,Paulinho,7,0.0,Paulo Henrique Sampaio Filho,-1.96,17,15,Paulinho,282,1.0,14.0,8.0,9.0,9.0,,,2.0,1.0,4.0,6.0,6.0,,,,,,,,
326,3,alan-franco,99889,6.51,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,,São Paulo,3.49,False,A. Franco,7,0.0,Alan Javier Franco,0.0,17,12,Alan Franco,276,1.0,16.0,7.0,,3.0,,,3.0,1.0,3.0,,1.0,5.0,,,,,,1.0,
327,5,carrillo,100076,3.58,https://s.sde.globo.com/media/person_role/2024/07/12/photo_220x220_lgqGgyh.png,,Juventude,0.0,True,Carrillo,6,0.0,Ronie Edmundo Carrillo Morales,-0.42,17,1,Carrillo,286,,,,,,,,,,,,,,,,,,,,
328,4,zaracho,100079,7.55,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,,Atlético-MG,3.77,False,Zaracho,6,0.0,Federico Matías Javier Zaracho,0.0,17,11,Zaracho,282,,15.0,10.0,2.0,12.0,,,1.0,,4.0,2.0,1.0,,,,,,,,
329,4,igor-gomes,100084,5.22,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,,Atlético-MG,2.75,False,I. Gomes,6,0.0,Igor Silveira Gomes,0.0,17,11,Igor Gomes,282,2.0,10.0,12.0,3.0,12.0,1.0,,3.0,,3.0,,,,,,,,,,
330,4,pedro-augusto,100085,3.64,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,,Fortaleza,2.4,True,P. Augusto,7,1.2,Pedro Augusto Borges da Costa,-0.66,17,14,Pedro Augusto,356,1.0,27.0,25.0,2.0,15.0,,,6.0,,1.0,,,,,,,,1.0,,
331,3,segovia,100453,3.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,,Botafogo,0.0,False,Segovia,6,0.0,Luis Geovanny Segovia Vega,0.0,17,0,Segovia,263,,,,,,,,,,,,,,,,,,,,
332,5,yuri-alberto,100652,7.26,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,,Corinthians,4.08,True,Y. Alberto,7,4.0,Yuri Alberto Monteiro da Silva,0.33,17,14,Yuri Alberto,264,1.0,12.0,15.0,7.0,18.0,1.0,,4.0,,13.0,2.0,6.0,,,,,,,,
333,4,matheus-henrique,100742,7.0,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,,Cruzeiro,0.0,False,M. Henrique,6,0.0,Matheus Henrique de Souza,0.0,17,0,Matheus Henrique,283,,,,,,,,,,,,,,,,,,,,
334,4,liziero,100761,4.0,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,,São Paulo,0.0,False,Liziero,6,0.0,Igor Matheus Liziero Pereira,0.0,17,0,Liziero,276,,,,,,,,,,,,,,,,,,,,
335,1,brenno,100830,4.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,,Grêmio,0.0,False,Brenno,6,0.0,Brenno Oliveira Fraga Costa,0.0,17,0,Brenno,284,,,,,,,,,,,,,,,,,,,,
336,2,lucas-esteves,100846,3.61,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,,Vitória,2.77,True,L. Esteves,7,1.5,Lucas Esteves de Souza,-0.26,17,14,Lucas Esteves,287,1.0,15.0,14.0,3.0,11.0,,,3.0,,8.0,1.0,5.0,,,,,,,,
337,3,luan-candido,100848,5.27,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,,Bragantino,3.08,False,L. Cândido,7,0.0,Luan Cândido de Almeida,0.0,17,14,Luan Cândido,280,,20.0,26.0,2.0,5.0,,,3.0,,9.0,1.0,2.0,2.0,,,,,,,
338,4,ronald-lopes,100969,3.86,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,,Criciúma,2.03,True,R. Lopes,6,0.9,Ronald dos Santos Lopes,0.14,17,10,Ronald Lopes,288,1.0,14.0,17.0,,10.0,,,3.0,,2.0,,,,,,,,,,
339,5,derek,100976,3.19,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,,Atlético-GO,1.69,True,Derek,6,-0.3,Derek Freitas Ribeiro,-0.2,17,10,Derek,373,,7.0,7.0,1.0,6.0,,,1.0,1.0,3.0,1.0,,,,,,,,,
340,4,nonato,100987,5.0,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,,Fluminense,0.0,False,Nonato,6,0.0,Gustavo Nonato Santana,0.0,17,0,Nonato,266,,,,,,,,,,,,,,,,,,,,
341,5,junior-santos,101002,8.34,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,,Botafogo,4.54,True,J. Santos,7,5.1,José Antonio dos Santos Júnior,0.11,17,16,Júnior Santos,263,2.0,8.0,16.0,13.0,15.0,1.0,,2.0,,14.0,3.0,15.0,,,,,,,,
342,5,ferreira,101290,7.63,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,,São Paulo,4.3,True,Ferreira,7,-0.8,Aldemir dos Santos Ferreira,-1.1,17,13,Ferreira,276,1.0,8.0,9.0,4.0,16.0,,,4.0,,4.0,4.0,1.0,,,,,,,,
