,atletas.posicao_id,atletas.status_id,atletas.nome,atletas.foto,atletas.media_num,atletas.entrou_em_campo,atletas.jogos_num,atletas.slug,atletas.pontos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.rodada_id,atletas.preco_num,atletas.clube_id,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,GC,V
253,5,2,Gabriel Pereira Taliari,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,2.34,True,5,gabriel-taliari,1.0,Gabriel Taliari,,-0.52,95131,G. Taliari,Juventude,13,3.37,286,,,,,,,,3.0,1.0,,7.0,1.0,,1.0,1.0,,,,,
254,4,6,Gregore de Magalhães da Silva,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,1.6,True,11,gregore,1.2,Gregore,,-0.36,95464,Gregore,Botafogo,13,3.68,263,3.0,,,,,,22.0,30.0,1.0,,4.0,,,,,,,,,
255,2,7,Igor Vinícius de Souza,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,4.56,True,12,igor-vinicius,6.1,Igor Vinícius,,0.53,95466,I. Vinícius,São Paulo,13,6.5,276,3.0,,,,,3.0,20.0,9.0,1.0,1.0,19.0,1.0,,1.0,2.0,,,,1.0,
256,4,7,Raniele Almeida Melo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,3.68,True,12,raniele,2.1,Raniele,,-0.37,95556,Raniele,Corinthians,13,6.61,264,4.0,,,,,,25.0,12.0,5.0,4.0,19.0,1.0,,,,,,,,
257,4,7,Lucas Kal Schenfeld Progioli,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,2.02,True,9,lucas-kal,9.8,Lucas Kal,,1.58,95662,L. Kal,Atlético-GO,13,4.7,373,1.0,,,,,,11.0,7.0,,2.0,3.0,,,,1.0,,,,,
258,2,7,Miguel Ángel Trauco Saavedra,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,2.05,True,6,trauco,0.0,Trauco,,-0.22,95738,Trauco,Criciúma,13,4.03,288,1.0,,,,,,4.0,,,,1.0,,1.0,,,,,,,
259,3,2,Tobias Pereira Figueiredo,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,0.38,True,5,tobias-figueiredo,2.5,Tobias Figueiredo,,0.47,95878,T. Figueiredo,Criciúma,13,2.04,288,2.0,,,,,,,3.0,1.0,2.0,4.0,,,,,,,,,
260,4,6,Luiz Filipe da Rosa Machado - Felipe,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,0.13,True,4,machado,0.0,Machado,,-0.38,96089,Machado,Cruzeiro,13,2.37,283,1.0,,,,,,1.0,4.0,,,3.0,,,,,,,,,
261,4,5,Vinicius Moreira de Lima,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,3.86,False,9,lima,0.0,Lima,,0.0,96340,Lima,Fluminense,13,7.62,266,2.0,,,,,,10.0,10.0,1.0,5.0,19.0,,2.0,,,1.0,,,,
262,4,7,Matheus Fellipe Costa Pereira,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,7.15,True,11,matheus-pereira,9.8,Matheus Pereira,,0.51,96610,M. Pereira,Cruzeiro,13,10.99,283,4.0,,,,,,4.0,10.0,6.0,13.0,31.0,2.0,4.0,2.0,2.0,,,,,
263,4,7,Allan Rodrigues de Souza,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,2.04,True,10,allan,4.6,Allan,,0.76,96652,Allan,Flamengo,13,4.78,262,2.0,,,,,,15.0,10.0,2.0,,10.0,,,,,,,,,
264,6,7,Gabriel Alejandro Milito,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,5.08,True,12,gabriel-milito,4.21,Gabriel Milito,,-0.28,96673,G. Milito,Atlético-MG,13,8.85,282,,,,,,,,,,,,,,,,,,,,4.0
265,2,7,Fabricio Tomás Bustos Sein,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,4.79,False,8,bustos,0.0,Bustos,,0.0,96678,Bustos,Internacional,13,8.11,285,3.0,,,,,4.0,15.0,7.0,,3.0,6.0,,,,,,,,,
266,2,5,Renzo Saravia,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,4.39,False,10,saravia,0.0,Saravia,,0.0,96725,Saravia,Atlético-MG,13,7.06,282,2.0,,,,1.0,3.0,24.0,22.0,1.0,2.0,14.0,,,1.0,,,,,,
267,3,5,Cleidson Andrade da Souza Silva,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,0.63,False,4,camutanga,0.0,Camutanga,,0.0,96793,Camutanga,Vitória,13,2.34,287,1.0,,,,,,3.0,3.0,1.0,2.0,2.0,,,,,1.0,,,,
268,5,7,Carlos Moisés de Lima,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,0.33,False,3,carlinhos,0.0,Carlinhos,,0.0,96831,Carlinhos,Flamengo,13,2.22,262,,,,,,,,2.0,,2.0,,,,,,,,,,
269,5,7,Arthur Gomes Lourenço,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,2.68,True,9,arthur-gomes,2.4,Arthur Gomes,,0.1,96966,A. Gomes,Cruzeiro,13,5.29,283,1.0,,,,,,5.0,9.0,4.0,2.0,6.0,,1.0,6.0,1.0,,,,,
270,5,6,Jony Alexander González Copete,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,1.7,False,3,yony-gonzalez,0.0,Yony González,,0.0,97080,Y. González,Atlético-GO,13,3.82,373,,,,,,,1.0,2.0,1.0,1.0,5.0,,,,,,,,,
271,2,6,Luís Eduardo Marques dos Santos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,0.5,True,1,dudu,0.5,Dudu,,-0.19,97133,Dudu,Fortaleza,13,3.81,356,,,,,,,,,,,1.0,,,,,,,,,
272,4,2,Mathías Adalberto Villasanti Rolón,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,3.66,False,5,villasanti,0.0,Villasanti,,0.0,97145,Villasanti,Grêmio,13,8.93,284,1.0,,,,,,10.0,9.0,1.0,1.0,6.0,,,,1.0,,,,,
273,6,7,Rogério Mücke Ceni,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,5.2,True,12,rogerio-ceni,3.04,Rogério Ceni,,-0.46,97341,R. Ceni,Bahia,13,9.4,265,,,,,,,,,,,,,,,,,,,,6.0
274,3,6,Romércio Pereira da Conceição,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,0.0,False,0,romercio,0.0,Romércio,,0.0,97443,Romércio,Juventude,13,3.0,286,,,,,,,,,,,,,,,,,,,,
275,5,6,Gustavo Henric da Silva,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6NQENP4.png,2.04,True,10,gustavo-mosquito,0.0,Gustavo Mosquito,,-0.38,97450,G. Mosquito,Corinthians,13,3.95,264,1.0,,,,,,4.0,5.0,,2.0,7.0,,1.0,,1.0,,,,,
276,2,2,Fernando Marçal de Oliveira,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,1.8,False,2,marcal,0.0,Marçal,,0.0,97468,Marçal,Botafogo,13,4.85,263,1.0,,,,,,1.0,1.0,1.0,,5.0,,,,,,,,,
277,4,7,Shaylon Kallyson Cardozo - Cardoso,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,2.63,True,12,shaylon,1.8,Shaylon,,0.12,97520,Shaylon,Atlético-GO,13,4.96,373,2.0,,,,,,9.0,6.0,4.0,9.0,1.0,1.0,1.0,,1.0,,1.0,,,
278,2,7,William Bernardo Willemen - Willeam Lepu,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,3.73,True,9,willean-lepo,1.2,Willean Lepo,,-1.09,97522,W. Lepo,Vitória,13,4.8,287,2.0,,,,,1.0,22.0,5.0,2.0,,7.0,,,2.0,,,,,,
279,5,6,Óscar Eduardo Estupiñán Vallesilla,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO.png,3.96,True,9,estupinan,1.2,Estupiñán,,-1.12,97547,Estupiñán,Bahia,13,5.62,265,1.0,,,,,,1.0,4.0,4.0,3.0,1.0,,3.0,,1.0,,,,,
280,5,6,Erick Leonel Castillo Arroyo - Culebra,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,1.33,True,7,eryc-castillo,0.0,Eryc Castillo,,-0.09,97640,E. Castillo,Vitória,13,2.03,287,,,,,,,1.0,3.0,1.0,,,,1.0,2.0,,,,,,
281,3,6,Félix Eduardo Torres Caicedo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,4.25,False,7,felix-torres,0.0,Félix Torres,,0.0,97642,F. Torres,Corinthians,13,7.53,264,1.0,,,,,3.0,11.0,7.0,1.0,,1.0,1.0,,1.0,,,,,,
282,3,2,Murilo Cerqueira Paim,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,3.9,False,11,murilo,0.0,Murilo,,0.0,97653,Murilo,Palmeiras,13,10.16,275,3.0,,,,,6.0,11.0,14.0,1.0,6.0,2.0,,,1.0,,,,,,
283,3,6,Reynaldo César Moraes,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,1.57,False,4,reynaldo,0.0,Reynaldo,,0.0,97768,Reynaldo,Vitória,13,3.22,287,,,,,,,6.0,3.0,,,,,,,,,,,,
284,5,6,Erick de Arruda Serafim,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,1.66,False,5,erick,0.0,Erick,,0.0,97810,Erick,São Paulo,13,4.78,276,1.0,,,,,,2.0,2.0,,,5.0,,,,1.0,,,,,
285,3,6,Leonardo Rech Ortiz,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,2.67,True,8,leo-ortiz,-0.3,Léo Ortiz,,-0.53,97867,L. Ortiz,Flamengo,13,7.23,262,2.0,,,,,2.0,9.0,6.0,1.0,2.0,3.0,,,,,,,,,
286,3,7,Vitor Eduardo da Silva Matos,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,2.94,True,10,vitao,1.7,Vitão,,-0.32,97900,Vitão,Internacional,13,5.13,285,3.0,,,,,4.0,7.0,11.0,2.0,3.0,5.0,,,,,,,,,
287,4,6,Luís Felipe Oyama,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,2.0,False,4,luis-oyama,0.0,Luís Oyama,,0.0,97908,L. Oyama,Juventude,13,4.02,286,,,,,,,4.0,,2.0,1.0,,,,,,,,,,
288,2,6,Felipe Vieira Augusto,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_g3d23Nj.png,0.0,False,0,felipe-vieira,0.0,Felipe Vieira,,0.0,97927,F. Vieira,Vitória,13,2.0,287,,,,,,,,,,,,,,,,,,,,
289,4,7,Erick Luis Conrado de Carvalho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,4.55,True,13,erick,4.3,Erick,,0.34,98022,Erick,Athlético-PR,13,7.87,293,1.0,,,,,,30.0,17.0,2.0,8.0,13.0,2.0,1.0,1.0,,,,,,
290,5,6,Pedro Raul Garay da Silva,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,0.86,True,9,pedro-raul,-0.6,Pedro Raul,,-0.65,98225,P. Raul,Corinthians,13,2.52,264,1.0,,,,,,5.0,8.0,2.0,,6.0,,,2.0,,,,,,
291,3,7,Bartolomeu Jacinto Quissanga,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,4.62,True,13,bastos,8.1,Bastos,,1.01,98280,Bastos,Botafogo,13,6.44,263,2.0,,,,,4.0,13.0,12.0,,5.0,4.0,,3.0,,,,,,,
292,3,7,Victor Hugo Soares dos Santos,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,1.46,True,9,kanu,-1.3,Kanu,,-0.38,98484,Kanu,Bahia,13,2.77,265,4.0,,,,,2.0,5.0,10.0,1.0,,6.0,,,,,,,,,
293,4,7,Jean Lucas de Souza Oliveira,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,4.58,True,12,jean-lucas,3.1,Jean Lucas,,0.22,98517,J. Lucas,Bahia,13,7.21,265,2.0,,,,,,14.0,14.0,6.0,14.0,16.0,,1.0,1.0,2.0,,,,,
294,3,6,Benjamín Kuščević Jaramillo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,5.57,False,3,kuscevic,0.0,Kuscevic,,0.0,98619,Kuscevic,Fortaleza,13,6.99,356,,,,,,1.0,3.0,1.0,,,1.0,,1.0,1.0,,,,,,
295,5,6,Jefferson David Savarino Quintero,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,3.95,False,7,savarino,0.0,Savarino,,0.0,98672,Savarino,Botafogo,13,6.81,263,1.0,,,,,,1.0,4.0,4.0,2.0,3.0,,2.0,2.0,1.0,,,,,
296,5,5,Tomás Esteban Cuello,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,4.24,False,10,cuello,0.0,Cuello,,0.0,98909,Cuello,Athlético-PR,13,6.28,293,,,,,,,7.0,9.0,6.0,8.0,9.0,2.0,1.0,4.0,1.0,,,,,
297,2,6,Matías Nicolás Viña Susperreguy,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,0.7,False,4,vina,0.0,Viña,,0.0,98974,Viña,Flamengo,13,5.65,262,,,,,,,1.0,,,2.0,,,,,,,,,,
298,5,7,Pablo Vegetti,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,6.07,True,12,vegetti,9.7,Vegetti,,1.09,99198,Vegetti,Vasco,13,12.88,267,3.0,,,,,,1.0,17.0,9.0,18.0,31.0,1.0,5.0,10.0,,,1.0,1.0,,
299,2,6,José Luis Rodríguez Bebanz,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,1.72,False,6,puma-rodriguez,0.0,Puma Rodríguez,,0.0,99213,P. Rodríguez,Vasco,13,3.32,267,,,,,,1.0,4.0,1.0,,1.0,,,,,,,,,,
300,4,6,Diego Nicolás de la Cruz Arcosa,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,9.31,False,7,de-la-cruz,0.0,De la Cruz,,0.0,99228,D. Cruz,Flamengo,13,14.07,262,1.0,,,,,,17.0,10.0,5.0,6.0,18.0,1.0,2.0,,2.0,,,,,
301,4,7,Tomás Pochettino,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,5.37,True,10,pochettino,9.2,Pochettino,,0.65,99267,Pochettino,Fortaleza,13,8.91,356,3.0,,,,,,16.0,8.0,3.0,6.0,7.0,,1.0,1.0,4.0,,,,,
302,3,6,Alexander Nahuel Barboza Ullúa,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,1.57,False,6,alexander-barboza,0.0,Alexander Barboza,,0.0,99274,A. Barboza,Botafogo,13,2.99,263,3.0,,,,,2.0,2.0,3.0,2.0,2.0,,,,1.0,,1.0,,,,
303,5,5,Juan Ignacio Dinenno de Cara,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,0.0,False,0,dinenno,0.0,Dinenno,,0.0,99316,Dinenno,Cruzeiro,13,7.0,283,,,,,,,,,,,,,,,,,,,,
304,6,7,Luis Francisco Zubeldía,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,5.22,True,10,luis-zubeldia,6.65,Luis Zubeldía,,0.36,99366,L. Zubeldía,São Paulo,13,10.21,276,,,,,,,,,,,,,,,,,,,,5.0
305,3,6,Robert Samuel Rojas Chávez,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,1.05,False,2,robert-rojas,0.0,Robert Rojas,,0.0,99387,R. Rojas,Vasco,13,2.94,267,,,,,,,2.0,1.0,,,,,,,,,,,,
306,4,2,Gabriel Baralhas dos Santos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,3.67,False,10,baralhas,0.0,Baralhas,,0.0,99440,Baralhas,Atlético-GO,13,5.41,373,3.0,,,,,,16.0,7.0,5.0,9.0,3.0,,1.0,1.0,,,,,,
307,1,7,Agustín Daniel Rossi,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,2.7,True,13,rossi,3.5,Rossi,,-0.13,99552,Rossi,Flamengo,13,6.07,262,,31.0,,12.0,,3.0,,,,,2.0,,,,,,,,,
308,2,7,Guilherme Kennedy Romão,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,4.36,True,11,guilherme-romao,3.7,Guilherme Romão,,0.21,99623,G. Romão,Atlético-GO,13,5.09,373,2.0,,,,,2.0,3.0,7.0,5.0,9.0,15.0,,1.0,2.0,2.0,,,,,
309,4,6,José Adoni Cifuentes Charcopa,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,0.7,False,3,cifuentes,0.0,Cifuentes,,0.0,99766,Cifuentes,Cruzeiro,13,2.54,283,,,,,,,2.0,1.0,,,,,,,,,,,,
310,4,6,Jhon Adolfo Arias Andrade,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,5.35,False,6,arias,0.0,Arias,,0.0,99815,Arias,Fluminense,13,12.96,266,1.0,,,,,,13.0,6.0,5.0,6.0,17.0,,,,,,,,,
311,5,7,Paulo Henrique Sampaio Filho,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,5.93,True,11,paulinho,8.0,Paulinho,,0.77,99818,Paulinho,Atlético-MG,13,12.87,282,2.0,,,,,,9.0,7.0,8.0,4.0,8.0,,5.0,4.0,1.0,1.0,,,,
312,3,7,Alan Javier Franco,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,3.8,True,9,alan-franco,0.9,Alan Franco,,-0.05,99889,A. Franco,São Paulo,13,6.82,276,3.0,,,,,4.0,11.0,6.0,,3.0,3.0,,,1.0,1.0,,,,1.0,
313,4,6,Federico Matías Javier Zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,3.77,False,11,zaracho,0.0,Zaracho,,0.0,100079,Zaracho,Atlético-MG,13,7.55,282,1.0,,,,,,15.0,10.0,2.0,4.0,12.0,,2.0,1.0,,,,,,
314,4,2,Igor Silveira Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,2.77,True,10,igor-gomes,2.7,Igor Gomes,,0.44,100084,I. Gomes,Atlético-MG,13,5.29,282,3.0,,,,,,8.0,11.0,3.0,3.0,11.0,1.0,,,2.0,,,,,
315,4,7,Pedro Augusto Borges da Costa,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,2.31,False,10,pedro-augusto,0.0,Pedro Augusto,,0.0,100085,P. Augusto,Fortaleza,13,3.87,356,6.0,,,,,,18.0,19.0,2.0,1.0,10.0,,,,1.0,,,,,
316,3,6,Luis Geovanny Segovia Vega,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,0.0,False,0,segovia,0.0,Segovia,,0.0,100453,Segovia,Botafogo,13,3.0,263,,,,,,,,,,,,,,,,,,,,
317,5,7,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,5.2,True,10,yuri-alberto,3.3,Yuri Alberto,,-0.3,100652,Y. Alberto,Corinthians,13,7.85,264,3.0,,,,,,11.0,10.0,5.0,11.0,13.0,1.0,2.0,5.0,1.0,,,,,
318,4,6,Matheus Henrique de Souza,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,0.0,False,0,matheus-henrique,0.0,Matheus Henrique,,0.0,100742,M. Henrique,Cruzeiro,13,7.0,283,,,,,,,,,,,,,,,,,,,,
319,2,7,Lucas Esteves de Souza,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,1.82,True,10,lucas-esteves,1.8,Lucas Esteves,,0.2,100846,L. Esteves,Vitória,13,3.03,287,3.0,,,,,,7.0,6.0,2.0,5.0,7.0,,,3.0,1.0,,,,,
320,3,2,Luan Cândido de Almeida,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,3.29,True,12,luan-candido,2.6,Luan Cândido,,0.16,100848,L. Cândido,Bragantino,13,5.44,280,3.0,,,,,2.0,17.0,22.0,1.0,9.0,5.0,,1.0,2.0,,,,,,
321,4,7,Ronald dos Santos Lopes,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,3.27,False,6,ronald-lopes,0.0,Ronald Lopes,,0.0,100969,R. Lopes,Criciúma,13,4.71,288,2.0,,,,,,12.0,13.0,,2.0,9.0,,,,1.0,,,,,
322,5,6,Derek Freitas Ribeiro,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,2.14,True,8,derek,1.7,Derek,,0.14,100976,Derek,Atlético-GO,13,3.74,373,1.0,,,,,,5.0,5.0,1.0,3.0,4.0,,1.0,,,,,,,
323,5,7,José Antonio dos Santos Júnior,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,4.86,True,12,junior-santos,-0.8,Júnior Santos,,-0.51,101002,J. Santos,Botafogo,13,7.9,263,2.0,,,,,,7.0,15.0,6.0,9.0,11.0,1.0,3.0,6.0,2.0,,,,,
324,5,7,Aldemir dos Santos Ferreira,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,4.0,True,10,ferreira,12.6,Ferreira,,1.82,101290,Ferreira,São Paulo,13,9.21,276,2.0,,,,,,5.0,6.0,3.0,1.0,9.0,,3.0,1.0,1.0,,,,,
325,5,6,Ademir da Silva Santos Júnior,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,2.55,True,11,ademir,1.7,Ademir,,-0.1,101314,Ademir,Bahia,13,4.54,265,,,,,,,8.0,4.0,1.0,2.0,8.0,,1.0,2.0,1.0,,,,,
326,2,6,Cláudio Rodrigues Gomes,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,-0.45,False,2,guga,0.0,Guga,,0.0,101319,Guga,Fluminense,13,5.19,266,3.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,
327,3,7,Danilo Boza Júnior,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,3.23,True,10,danilo-boza,0.0,Danilo Boza,,-0.31,101431,D. Boza,Juventude,13,5.52,286,1.0,,,,,2.0,5.0,1.0,3.0,5.0,4.0,,1.0,,,,,,,
328,4,7,João Pedro Vilardi Pinto,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,2.2,True,4,pepe,4.3,Pepê,,0.05,101573,Pepê,Grêmio,13,5.57,284,,,,,,,7.0,4.0,,2.0,6.0,,,,,1.0,,,,
329,4,7,Hugo Moura Arruda da Silva,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,2.37,True,7,hugo-moura,1.9,Hugo Moura,,-0.08,101594,H. Moura,Vasco,13,5.22,267,2.0,,,,,,12.0,8.0,,2.0,6.0,,,,1.0,1.0,,,,
330,2,7,Ramon Ramos Lima,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,4.55,True,7,ramon,2.9,Ramon,,-0.14,101597,Ramon,Cuiabá,13,5.9,1371,3.0,,,,,2.0,9.0,7.0,,1.0,5.0,,1.0,1.0,1.0,,,,,
331,4,7,Caio Vinicius da Conceição,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,0.6,True,5,caio-vinicius,0.4,Caio Vinícius,,-0.4,101601,C. Vinícius,Vitória,13,2.15,287,4.0,,,,,,5.0,6.0,,1.0,4.0,,,,,,,,,
332,4,6,Daniel Nascimento Peixoto dos Santos,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,1.2,False,1,peixoto,0.0,Peixoto,,0.0,101651,Peixoto,Juventude,13,2.26,286,,,,,,,,,1.0,,,,,,,,,,,
333,4,6,Rhaldney Norberto Simião Gomes,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,2.12,False,10,rhaldney,0.0,Rhaldney,,0.0,101666,Rhaldney,Atlético-GO,13,3.29,373,4.0,,,,,,20.0,15.0,1.0,,9.0,,,,,,,,,
334,2,6,Felipe Jonatan Rocha Andrade,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,3.3,True,8,felipe-jonatan,1.8,Felipe Jonatan,,-0.51,101708,F. Jonatan,Fortaleza,13,5.88,356,,,,,,3.0,4.0,3.0,1.0,1.0,11.0,,,,,,,,,
335,5,7,Alerrandro Barra Mansa Realino de Souza,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,3.45,True,10,alerrandro,3.2,Alerrandro,,-0.17,101715,Alerrandro,Vitória,13,6.39,287,1.0,,,,,,10.0,5.0,6.0,5.0,18.0,,,2.0,1.0,,,,,
336,2,6,Railan Reis Ferreira - Raylan,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,4.63,True,6,railan,6.7,Railan,,0.47,101726,Railan,Cuiabá,13,5.84,1371,1.0,,,,,2.0,5.0,5.0,,1.0,7.0,,,,2.0,,,,,
337,2,6,Matheus França Silva,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,3.68,True,11,matheuzinho,0.0,Matheuzinho,,0.0,101727,Matheuzinho,Corinthians,13,6.03,264,2.0,,,,,3.0,17.0,6.0,1.0,4.0,9.0,,,,,,,,,
338,3,6,Diego Henrique Costa Barbosa,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,2.58,True,12,diego-costa,0.0,Diego Costa,,-0.1,101728,D. Costa,São Paulo,13,4.5,276,2.0,,,,,4.0,11.0,15.0,2.0,1.0,2.0,,,,,,,,,
339,2,7,Claudio Coelho Salvático,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,3.52,True,10,claudinho,10.4,Claudinho,,1.45,101752,Claudinho,Criciúma,13,5.81,288,2.0,,,,,1.0,12.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,
