,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.jogos_num,atletas.entrou_em_campo,atletas.foto,atletas.status_id,atletas.nome,atletas.preco_num,DS,FC,FD,FF,FS,G,I,CA,FT,A,SG,PP,CV,PC,PS,GC,V,DE,GS,DP
374,,4,280,jadsom-silva,Jadsom Silva,103695,4.3,0.58,37,1.52,Bragantino,J. Silva,27,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,6,Jadsom Meemyas de Oliveira da Silva,3.07,46.0,34.0,1.0,6.0,4.0,,,9.0,,,,,1.0,,,,,,,
375,,5,283,gabriel-veron,Gabriel Veron,103764,1.4,-0.58,37,3.43,Cruzeiro,G. Veron,25,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,7,Gabriel Veron Fonseca de Souza,4.83,22.0,14.0,3.0,9.0,5.0,5.0,2.0,3.0,1.0,2.0,,,,,,,,,,
376,,4,275,gabriel-menino,Gabriel Menino,103767,1.0,-0.02,37,2.34,Palmeiras,G. Menino,25,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,6,Gabriel Vinícius Menino,4.76,28.0,29.0,6.0,17.0,25.0,1.0,5.0,7.0,1.0,,,,1.0,,,,,,,
377,,4,288,higor-meritao,Higor Meritão,103987,0.0,0.0,37,3.0,Criciúma,H. Meritão,15,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,6,Higor Matheus Meritão,4.06,18.0,18.0,3.0,8.0,12.0,2.0,1.0,3.0,,,,,,,,,,,,
378,,3,276,sabino,Sabino,104075,-0.3,-0.04,37,3.12,São Paulo,Sabino,12,True,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,6,José Sabino Chagas Monteiro,5.58,12.0,11.0,3.0,4.0,5.0,,,3.0,,,4.0,,,,,,,,,
379,,3,282,bruno-fuchs,Bruno Fuchs,104085,0.0,0.0,37,2.3,Atlético-MG,B. Fuchs,23,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,6,Bruno de Lara Fuchs,5.07,32.0,21.0,1.0,1.0,14.0,,,7.0,1.0,1.0,3.0,,1.0,1.0,,,,,,
380,,1,287,lucas-arcanjo,Lucas Arcanjo,104118,0.0,-1.02,37,2.78,Vitória,L. Arcanjo,35,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,7,Lucas Willians Assis Arcanjo,3.68,,,,,8.0,,,4.0,,,7.0,,,,,,,113.0,50.0,
381,,4,264,ruan,Ruan,104153,0.0,0.0,37,0.0,Corinthians,Ruan,0,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,6,Ruan de Oliveira Ferreira,3.0,,,,,,,,,,,,,,,,,,,,
382,,1,263,raul,Raul,104191,-1.0,-0.4,37,-1.0,Botafogo,Raul,0,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,6,Raul Jonas Steffens,1.6,,,,,,,,1.0,,,,,,,,,,,,
383,,5,286,edson-carioca,Edson Carioca,104204,0.0,0.0,37,4.19,Juventude,E. Carioca,12,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,6,Edson Guilherme Mendes dos Santos,4.67,12.0,16.0,2.0,5.0,15.0,3.0,2.0,2.0,,1.0,,,,,,,,,,
384,,3,267,joao-victor,João Victor,104250,5.9,0.49,37,2.66,Vasco,J. Victor,21,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,7,João Victor da Silva Marcelino,5.37,23.0,12.0,1.0,3.0,20.0,1.0,,4.0,,1.0,3.0,,2.0,,,,,,,
385,,3,373,adriano-martins,Adriano Martins,104253,3.8,0.2,37,2.98,Atlético-GO,A. Martins,31,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,7,Adriano Martins da Fonseca,4.78,49.0,31.0,7.0,10.0,11.0,,2.0,7.0,,,6.0,,,2.0,,,,,,
386,,2,286,joao-lucas,João Lucas,104257,6.8,1.12,37,4.64,Juventude,J. Lucas,25,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,7,João Lucas de Almeida Carvalho,7.14,40.0,27.0,4.0,12.0,26.0,1.0,,6.0,,6.0,4.0,,,,,1.0,,,,
387,,1,282,matheus-mendes,Matheus Mendes,104383,0.0,0.0,37,2.86,Atlético-MG,M. Mendes,11,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,6,Matheus Mendes Werneck de Oliveira,4.52,,,,,3.0,,,1.0,,,1.0,,,,,,,37.0,18.0,1.0
388,,4,293,christian,Christian,104502,5.3,0.71,37,2.04,Athlético-PR,Christian,22,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,7,Christian Roberto Alves Cardoso,5.07,24.0,37.0,6.0,7.0,28.0,1.0,4.0,7.0,,,,,,,,,,,,
389,,5,263,igor-jesus,Igor Jesus,104528,2.1,-0.65,37,5.34,Botafogo,I. Jesus,20,True,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,7,Igor Jesus Maciel da Cruz,7.01,9.0,20.0,16.0,19.0,39.0,5.0,10.0,2.0,2.0,1.0,,,,,,,,,,
390,,1,280,fabricio,Fabrício,104588,0.0,0.0,37,2.0,Bragantino,Fabrício,1,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,6,Fabrício Oliveira de Souza,0.64,,,,,,,,1.0,,,,,,,,,,5.0,2.0,
391,,5,356,moises,Moisés,104666,0.5,-0.04,37,2.85,Fortaleza,Moisés,23,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,7,Moisés Vieira da Veiga,4.62,7.0,2.0,5.0,11.0,7.0,4.0,5.0,,1.0,1.0,,,,,,,,,,
392,,4,288,newton,Newton,104693,0.0,0.0,37,2.61,Criciúma,Newton,25,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,7,Newton Araújo da Costa Júnior,3.76,38.0,47.0,5.0,13.0,19.0,1.0,2.0,5.0,,1.0,,,,,,,,,,
393,,6,356,juan-vojvoda,Juan Vojvoda,104754,2.07,-0.08,37,5.3,Fortaleza,J. Vojvoda,34,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,7,Juan Pablo Vojvoda Rizzo,8.74,,,,,,,,,,,,,,,,,18.0,,,
394,,2,293,leo-godoy,Leo Godoy,104759,0.6,-0.12,37,2.56,Athlético-PR,L. Godoy,24,True,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,7,Leonardo Ezequiel Godoy,5.77,14.0,31.0,1.0,4.0,15.0,1.0,1.0,5.0,,2.0,6.0,,,1.0,,,,,,
395,,4,265,acevedo,Acevedo,104783,0.0,0.0,37,1.27,Bahia,Acevedo,6,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,7,Nicolás Brian Acevedo Tabárez,4.04,4.0,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
396,,5,284,arezo,Arezo,104849,0.0,0.0,37,1.51,Grêmio,Arezo,8,False,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,6,Douglas Matías Arezo Martínez,4.16,3.0,3.0,4.0,4.0,1.0,,1.0,,,,,,,,1.0,,,,,
397,,3,287,wagner-leonardo,Wagner Leonardo,104994,1.2,-0.86,37,3.86,Vitória,W. Leonardo,34,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,7,Wagner Leonardo Calvelo de Souza,5.42,39.0,14.0,6.0,8.0,9.0,5.0,2.0,4.0,,,8.0,,1.0,,,1.0,,,,
398,,3,283,joao-marcelo,João Marcelo,105047,1.7,0.16,37,2.9,Cruzeiro,J. Marcelo,28,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,7,João Marcelo Messias Ferreira,4.47,27.0,19.0,3.0,6.0,10.0,,2.0,6.0,,2.0,8.0,,1.0,,,,,,,
399,,3,276,ferraresi,Ferraresi,105300,0.0,0.0,37,4.8,São Paulo,Ferraresi,14,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,6,Nahuel Adolfo Ferraresi Hernández,6.86,22.0,10.0,1.0,2.0,4.0,1.0,,2.0,1.0,1.0,5.0,,,,,,,,,
400,,5,373,hurtado,Hurtado,105301,-0.5,-0.34,37,1.34,Atlético-GO,Hurtado,17,True,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,6,Jan Carlos Hurtado Anchico,3.54,9.0,21.0,7.0,3.0,10.0,1.0,4.0,2.0,,,,,1.0,,,,,,,
401,,3,265,gabriel-xavier,Gabriel Xavier,105373,0.0,0.0,37,3.09,Bahia,G. Xavier,31,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,7,Gabriel Lheman Xavier - Lhman,5.15,41.0,40.0,7.0,8.0,10.0,,,6.0,,,9.0,,,,,,,,,
402,,2,264,matheus-bidu,Matheus Bidu,105531,0.0,0.0,37,4.79,Corinthians,M. Bidu,21,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,7,Matheus Lima Beltrão Oliveira Valin,9.54,26.0,10.0,6.0,8.0,20.0,2.0,2.0,2.0,,1.0,6.0,,,,,,,,,
403,,5,356,lucero,Lucero,105568,-1.8,-0.48,37,3.03,Fortaleza,Lucero,28,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,7,Juan Martín Lucero,7.18,6.0,35.0,12.0,16.0,25.0,7.0,8.0,8.0,,1.0,,1.0,,,,,,,,
404,,2,267,lucas-piton,Lucas Piton,105584,9.0,1.06,37,4.12,Vasco,L. Piton,31,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,3,Lucas Piton Crivellaro,7.56,59.0,33.0,2.0,9.0,11.0,1.0,,6.0,,5.0,5.0,,,,,,,,,
405,,4,373,roni,Roni,105585,-0.4,-0.46,37,2.0,Atlético-GO,Roni,21,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,7,Roni Medeiros de Moura,3.01,25.0,16.0,4.0,5.0,10.0,1.0,,5.0,,,,,,,,,,,,
406,,4,275,mauricio,Maurício,105647,10.1,1.35,37,2.99,Palmeiras,Maurício,22,True,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,6,Maurício Magalhães Prado,6.76,11.0,11.0,7.0,11.0,24.0,3.0,,2.0,1.0,,,,,,2.0,,,,,
407,,5,264,talles-magno,Talles Magno,105786,0.0,0.0,37,3.44,Corinthians,T. Magno,12,False,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,6,Talles Magno Bacelar Martins,6.65,7.0,8.0,4.0,4.0,9.0,2.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,
408,,5,285,wesley,Wesley,105811,1.3,-1.2,37,7.29,Internacional,Wesley,29,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,7,Wesley Ribeiro Silva,10.85,45.0,56.0,19.0,20.0,78.0,11.0,8.0,11.0,4.0,1.0,,,,,3.0,,,,,
409,,3,287,edu,Edu,105842,2.4,-0.72,37,2.55,Vitória,Edu,11,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,7,Lucas Eduardo Ribeiro de Souza,4.24,10.0,5.0,1.0,1.0,3.0,,,1.0,,,3.0,,,,,,,,,
410,,3,293,belezi,Belezi,105844,0.0,-1.51,37,3.38,Athlético-PR,Belezi,6,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,7,Lucas Belezi Barbosa,3.84,6.0,5.0,1.0,3.0,,1.0,,2.0,,,1.0,,,,,,,,,
411,,4,264,matheus-araujo,Matheus Araújo,105845,0.0,0.0,37,0.43,Corinthians,M. Araújo,4,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,6,Matheus de Araújo Andrade,2.76,1.0,,,,1.0,,,,,,,,,,,,,,,
412,,4,285,romulo,Rômulo,105911,2.9,0.1,37,2.25,Internacional,Rômulo,24,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,6,Rômulo Zanre Zwarg,3.84,40.0,32.0,2.0,5.0,16.0,,1.0,2.0,1.0,,,,,,,,,,,
413,,1,285,rochet,Rochet,105949,-2.0,-0.93,37,3.35,Internacional,Rochet,23,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,7,Sergio Ramón Rochet Álvarez,5.13,,,,,6.0,,,4.0,,,7.0,,,,,,,63.0,20.0,
414,,2,286,ewerthon,Ewerthon,106082,2.9,-0.14,37,3.31,Juventude,Ewerthon,20,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,7,Ewerthon Diógenes da Silva,5.51,18.0,4.0,5.0,10.0,10.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,
415,,6,287,thiago-carpini,Thiago Carpini,106147,3.7,-0.63,37,4.78,Vitória,T. Carpini,33,True,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,7,Thiago Carpini Barbosa,7.94,,,,,,,,,,,,,,,,,13.0,,,
416,,1,280,lucao,Lucão,106160,0.0,0.0,37,2.13,Bragantino,Lucão,8,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,6,Lucas Alexandre Galdino de Azevedo,3.36,,,,,,,,1.0,,,1.0,,,,,,,22.0,9.0,
417,,4,285,bruno-gomes,Bruno Gomes,106202,4.7,0.53,37,3.39,Internacional,B. Gomes,23,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,7,Bruno Gomes da Silva Clevelário,4.68,36.0,22.0,2.0,7.0,30.0,1.0,,1.0,,2.0,,,,,1.0,,,,,
418,,4,276,marcos-antonio,Marcos Antônio,106294,0.0,-0.33,37,0.8,São Paulo,M. Antônio,12,True,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,6,Marcos Antônio Silva Santos,3.31,7.0,12.0,,1.0,10.0,,,1.0,,,,,,,,,,,,
419,,4,265,caio-alexandre,Caio Alexandre,106323,0.0,0.0,37,1.9,Bahia,C. Alexandre,32,False,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,7,Caio Alexandre Souza e Silva,4.57,33.0,47.0,2.0,8.0,45.0,1.0,2.0,5.0,1.0,,,,,1.0,,,,,,
420,,2,283,wesley-gasolina,Wesley Gasolina,106327,0.0,0.0,37,2.4,Cruzeiro,W. Gasolina,4,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,6,Wesley David de Oliveira Andrade,3.54,2.0,2.0,,1.0,4.0,,,,,,1.0,,,,,,,,,
421,,5,288,jhonata-robert,Jhonata Robert,106371,3.8,0.63,37,2.67,Criciúma,J. Robert,4,True,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,5,Jhonata Robert Alves da Silva,3.69,3.0,,1.0,3.0,7.0,,,,,,,,,,,,,,,
422,,3,280,eduardo-santos,Eduardo Santos,106434,0.0,0.0,37,3.08,Bragantino,E. Santos,21,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,5,Eduardo Gonzaga Mendes Santos,4.4,22.0,6.0,1.0,6.0,10.0,1.0,,4.0,,,5.0,,,,,,,,,
423,,3,283,villalba,Villalba,106593,0.0,0.0,37,2.85,Cruzeiro,Villalba,21,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,6,Lucas Hernán Villalba,4.85,17.0,17.0,2.0,1.0,6.0,,1.0,2.0,,,8.0,,,,,,,,,
424,,5,263,carlos-alberto,Carlos Alberto,106704,0.0,0.0,37,2.66,Botafogo,C. Alberto,7,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,6,Carlos Alberto Gomes da Silva Filho,5.14,5.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,
425,,4,276,rodrigo-nestor,Rodrigo Nestor,106822,1.7,0.25,37,1.13,São Paulo,R. Nestor,24,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,6,Rodrigo Nestor Bertalia,3.8,6.0,12.0,9.0,4.0,9.0,,4.0,3.0,,2.0,,,1.0,,1.0,,,,,
426,,2,276,welington,Welington,106824,0.0,0.0,37,4.18,São Paulo,Welington,22,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,6,Welington Damascena Santos,7.73,34.0,22.0,2.0,6.0,25.0,,,6.0,,1.0,8.0,,,1.0,,,,,,
427,,2,276,patryck,Patryck,106829,1.4,0.11,37,2.25,São Paulo,Patryck,11,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,6,Patryck Lanza dos Reis,3.28,12.0,8.0,,1.0,6.0,,1.0,1.0,,,2.0,,,,,,,,,
428,,3,293,luan-patrick,Luan Patrick,106835,0.0,0.0,37,0.0,Athlético-PR,L. Patrick,0,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,6,Luan Patrick Wiedthauper,5.0,,,,,,,,,,,,,,,,,,,,
429,,2,293,fernando,Fernando,106950,0.0,0.0,37,2.08,Athlético-PR,Fernando,13,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,6,Fernando Augusto Pereira Bueno Júnior,4.09,10.0,12.0,,1.0,8.0,,1.0,3.0,,1.0,3.0,,1.0,,,,,,,
430,,1,287,yuri-sena,Yuri Sena,107075,0.0,0.0,37,0.0,Vitória,Y. Sena,0,False,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,6,Yuri Sena dos Reis Batista,1.0,,,,,,,,,,,,,,,,,,,,
431,,4,287,gabriel-santiago,Gabriel Santiago,107078,0.0,0.0,37,0.0,Vitória,G. Santiago,0,False,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,6,Gabriel Santiago Oliveira,3.0,,,,,,,,,,,,,,,,,,,,
432,,2,265,luciano-juba,Luciano Juba,107093,0.0,0.0,37,4.04,Bahia,L. Juba,33,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,7,Luciano Batista da Silva Júnior,6.4,38.0,6.0,5.0,7.0,12.0,3.0,1.0,2.0,,1.0,9.0,,,,,,,,,
433,,4,275,richard-rios,Richard Ríos,107111,9.8,0.6,37,4.6,Palmeiras,R. Ríos,21,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,7,Richard Ríos Montoya,8.36,34.0,38.0,4.0,14.0,29.0,2.0,1.0,5.0,2.0,4.0,,,,,,,,,,
434,,5,263,jeffinho,Jeffinho,107170,0.0,0.0,37,3.65,Botafogo,Jeffinho,7,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,6,Jefferson Ruan Pereira dos Santos,6.22,4.0,7.0,4.0,5.0,6.0,1.0,,2.0,,1.0,,,,,,,,,,
435,,4,288,patrick-de-paula,Patrick de Paula,107172,0.0,0.0,37,1.8,Criciúma,P. Paula,8,False,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,6,Patrick de Paula Carreiro,2.38,9.0,5.0,2.0,4.0,3.0,,,2.0,,,,,,,,,,,,
436,,4,276,michel-araujo,Michel Araújo,107173,0.0,0.0,37,1.76,São Paulo,M. Araújo,19,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,6,Michel Daryl Araújo Villar,3.91,19.0,15.0,3.0,4.0,15.0,,,4.0,,1.0,,,,,,,,,,
437,,4,285,bruno-tabata,Bruno Tabata,107174,3.0,-0.06,37,4.07,Internacional,B. Tabata,11,True,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,7,Bruno Vinícius Souza Ramos,6.49,10.0,4.0,6.0,3.0,13.0,1.0,1.0,,,2.0,,,,,,,,,,
438,,1,264,matheus-donelli,Matheus Donelli,107179,0.0,0.0,37,3.43,Corinthians,M. Donelli,7,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,6,Matheus Planelles Donelli,4.59,,,,,,,,,,,,,,,,,,29.0,12.0,1.0
439,,1,293,leo-linck,Léo Linck,107183,0.0,0.0,37,1.82,Athlético-PR,L. Linck,14,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,6,Leonardo Matias Baiersdorf Linck,3.29,,,,,1.0,,,1.0,,,1.0,,2.0,,,,,48.0,21.0,
440,,2,293,leonardo-ataide,Leonardo Ataíde,107191,0.0,0.0,37,0.0,Athlético-PR,L. Ataíde,0,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,6,Leonardo Ataíde de Oliveira Siqueira,2.0,,,,,,,,,,,,,,,,,,,,
441,,4,1371,max,Max,107203,0.0,0.0,37,1.69,Cuiabá,Max,18,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,6,Max Alves da Silva,2.69,11.0,6.0,4.0,12.0,9.0,,,3.0,1.0,,,,,,,,,,,
442,,1,356,magrao,Magrão,107221,0.0,0.0,37,0.0,Fortaleza,Magrão,0,False,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,6,Audenirton Soares da Silva,2.0,,,,,,,,,,,,,,,,,,,,
443,,2,275,vanderlan,Vanderlan,107236,0.2,-0.72,37,3.82,Palmeiras,Vanderlan,24,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,2,Vanderlan Barbosa da Silva,6.21,19.0,18.0,,4.0,4.0,,,,,3.0,11.0,,,1.0,,,,,,
444,,5,286,marcelinho,Marcelinho,107238,1.1,0.16,37,3.12,Juventude,Marcelinho,21,True,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,6,Marcelo José de Lima Filho,4.52,8.0,8.0,7.0,9.0,28.0,2.0,5.0,2.0,,3.0,,,,,,,,,,
445,,4,293,ze-vitor,Zé Vitor,107256,0.0,0.0,37,0.35,Athlético-PR,Z. Vitor,9,False,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,6,Jose Vitor Silva Neves,1.52,3.0,5.0,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,
446,,5,373,thayllon,Thayllon,107664,0.0,0.0,37,0.0,Atlético-GO,Thayllon,0,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,6,Thayllon Lopes Medeiros,2.0,,,,,,,,,,,,,,,,,,,,
447,,2,285,nathan,Nathan,107676,0.0,0.0,37,-0.3,Internacional,Nathan,1,False,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,6,Nathan Santos de Araújo,2.55,,1.0,,,,,,,,,,,,,,,,,,
448,,5,288,eduardo-melo,Eduardo Melo,107700,0.0,0.0,37,0.0,Criciúma,E. Melo,0,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,6,Eduardo de Queiroz Melo,3.0,,,,,,,,,,,,,,,,,,,,
449,,1,373,emerson-junior,Emerson Júnior,107740,0.0,0.0,37,0.0,Atlético-GO,E. Júnior,0,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,6,Emerson Fabiano Kerber Júnior,2.0,,,,,,,,,,,,,,,,,,,,
450,,4,293,praxedes,Praxedes,107744,0.0,0.0,37,1.16,Athlético-PR,Praxedes,12,False,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,6,Bruno Conceição Praxedes,2.86,10.0,12.0,2.0,2.0,7.0,,,2.0,,,,,,,,,,,,
451,,1,265,adriel,Adriel,107748,0.0,0.0,37,-0.67,Bahia,Adriel,3,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,7,Adriel Vasconcelos Ramos,2.09,,,,,,,,,,,,,,,,,,2.0,4.0,
452,,6,286,fabio-matias,Fábio Matias,107771,5.9,0.24,37,4.63,Juventude,F. Matias,5,True,https://s.sde.globo.com/media/person_role/2024/10/30/photo_FORMATO_HxiWyPj.png,7,Fábio Henrique Matias,7.42,,,,,,,,,,,,,,,,,2.0,,,
453,,4,283,fernando-henrique,Fernando Henrique,107800,0.0,0.0,37,0.0,Cruzeiro,F. Henrique,0,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_7OiYeRo.png,6,Fernando Henrique do Nascimento Pereira,4.0,,,,,,,,,,,,,,,,,,,,
454,,3,284,nata,Natã,107801,0.0,0.0,37,3.09,Grêmio,Natã,11,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,6,Natã Felipe de Amorim Santos,4.06,7.0,2.0,1.0,,2.0,,,1.0,,,5.0,,,,,,,,,
455,,1,287,fintelman,Fintelman,107859,0.0,0.0,37,0.0,Vitória,Fintelman,0,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,6,Alexandre Fintelman de Mello Ribeiro da Silva,2.0,,,,,,,,,,,,,,,,,,,,
456,,4,276,bobadilla,Bobadilla,107873,0.0,0.0,37,2.2,São Paulo,Bobadilla,18,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,6,Damián Josué Bobadilla Benítez,3.8,24.0,25.0,1.0,6.0,2.0,1.0,,3.0,2.0,,,,,,,,,,,
457,,2,264,hugo,Hugo,107908,0.0,0.0,37,4.15,Corinthians,Hugo,25,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,6,Hugo Ferreira de Farias,6.82,41.0,38.0,1.0,9.0,11.0,,1.0,3.0,2.0,4.0,6.0,,,1.0,,,,,,
458,,4,282,fausto-vera,Fausto Vera,107950,3.5,0.38,37,3.35,Atlético-MG,F. Vera,22,True,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_Nu8Wc03.png,7,Fausto Mariano Vera,5.13,30.0,26.0,8.0,17.0,12.0,2.0,,,1.0,,,,,,,1.0,,,,
459,,5,1371,isidro-pitta,Isidro Pitta,108133,0.4,-0.74,37,2.58,Cuiabá,I. Pitta,31,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,7,Isidro Miguel Pitta Saldívar,4.49,6.0,26.0,16.0,21.0,29.0,4.0,27.0,5.0,1.0,1.0,,1.0,,,2.0,,,,,
