,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.foto,atletas.posicao_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.nome,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.pontos_num,atletas.clube_id,atletas.apelido,atletas.apelido_abreviado,atletas.media_num,atletas.slug,CA,DS,FC,FS,FD,FF,SG,G,I,A,CV,FT,V,PS,DE,GS,PC,PP,DP,GC
160,26,86686,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,4,0.0,False,Danilo das Neves Pinheiro,33,6,2.98,0.0,263,Tchê Tchê,T. Tchê,0.95,tche-tche,2.0,13.0,14.0,15.0,5.0,6.0,,,,,1.0,,,,,,,,,
161,14,86713,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,2,0.0,False,Jonathan Francisco Lemos,33,6,3.65,0.0,288,Jonathan,Jonathan,1.93,jonathan,2.0,19.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,
162,10,86757,,Flamengo,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,5,0.0,False,Everton Sousa Soares,33,5,6.98,0.0,262,Everton,Everton,4.72,everton,1.0,11.0,6.0,6.0,8.0,8.0,,1.0,2.0,2.0,,,,,,,,,,
163,17,86766,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,4,-0.06,True,Matheus Rossetto,33,6,2.84,0.1,356,Matheus Rossetto,M. Rossetto,1.67,matheus-rossetto,3.0,25.0,14.0,10.0,,1.0,,,,,,,,,,,,,,
164,24,86777,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,4,0.0,False,Danilo Barbosa da Silva,33,6,6.25,0.0,263,Danilo Barbosa,D. Barbosa,3.34,danilo-barbosa,4.0,35.0,18.0,15.0,1.0,5.0,,3.0,,2.0,,,,1.0,,,,,,
165,18,86859,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,4,0.0,False,José Welison da Silva,33,6,3.61,0.0,356,José Welison,J. Welison,1.66,jose-welison,1.0,23.0,10.0,4.0,,3.0,,,,1.0,1.0,,,,,,,,,
166,32,87008,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,1,0.5,True,Leonardo César Jardim,33,7,6.33,3.0,267,Léo Jardim,L. Jardim,3.34,leo-jardim,,,,1.0,,,6.0,,,,,,,,125.0,49.0,,,,
167,8,87009,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,4,0.0,False,Nathan Allan de Souza,33,6,3.42,0.0,284,Nathan,Nathan,1.3,nathan,1.0,5.0,3.0,5.0,2.0,2.0,,,2.0,,,,,,,,,,,
168,21,87225,,Bragantino,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,3,-0.17,True,Pedro Henrique Ribeiro Gonçalves,33,7,6.12,6.2,280,Pedro Henrique,P. Henrique,3.15,pedro-henrique,3.0,29.0,16.0,13.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,2.0,,,
169,15,87228,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,2,0.0,False,Guilherme Antonio Arana Lopes,33,2,10.2,0.0,282,Guilherme Arana,G. Arana,4.92,guilherme-arana,4.0,23.0,12.0,10.0,8.0,8.0,4.0,1.0,2.0,1.0,,,,,,,,,,
170,27,87242,,Bahia,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,4,0.12,True,Carlos María de Pena Bonino,33,6,2.5,0.8,265,Carlos de Pena,C. Pena,1.13,carlos-de-pena,4.0,9.0,9.0,7.0,2.0,7.0,,,,3.0,,,,,,,,,,
171,17,87258,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,5,0.0,False,Yeferson Julio Soteldo Martínez,33,2,10.18,0.0,284,Soteldo,Soteldo,5.05,soteldo,1.0,8.0,4.0,27.0,5.0,4.0,,5.0,3.0,2.0,,2.0,,,,,,,,
172,13,87342,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,3,0.0,False,Walter Kannemann,33,5,4.46,0.0,284,Kannemann,Kannemann,2.79,kannemann,7.0,17.0,22.0,10.0,1.0,3.0,3.0,,,2.0,1.0,,,,,,1.0,,,
173,21,87391,,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,5,1.46,True,Allano Brendon de Souza Lima,33,7,5.58,13.0,288,Allano,Allano,3.48,allano,6.0,28.0,30.0,42.0,8.0,8.0,,1.0,6.0,2.0,2.0,2.0,,,,,,,,
174,29,87470,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,4,0.24,True,Thaciano Mickael da Silva,33,6,6.61,4.3,265,Thaciano,Thaciano,3.74,thaciano,5.0,20.0,19.0,15.0,8.0,24.0,,6.0,21.0,2.0,,1.0,,,,,,,,
175,0,87603,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,1,0.0,False,Mateus Pasinato,33,6,2.59,0.0,1371,Mateus Pasinato,M. Pasinato,-1.0,mateus-pasinato,1.0,,,,,,,,,,,,,,,,,,,
176,16,87660,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,4,0.39,True,Pablo Ignacio Galdames Millán,33,6,4.69,3.0,267,Galdames,Galdames,2.13,galdames,4.0,21.0,29.0,9.0,4.0,3.0,,,1.0,2.0,,,,,,,,,,
177,7,87747,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,4,0.0,False,Yago Felipe da Costa Rocha,33,6,1.83,0.0,265,Yago Felipe,Y. Felipe,0.16,yago-felipe,2.0,3.0,6.0,1.0,,1.0,,,,,,,,,,,,,,
178,1,87808,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,3,0.0,False,Philipe Sampaio Azevedo,33,6,3.84,0.0,373,Philipe Sampaio,P. Sampaio,0.7,philipe-sampaio,,,1.0,2.0,,,,,,,,,,,,,,,,
179,7,87853,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,3,0.0,False,Paolo Mauricio Lemos Merladett,33,6,9.13,0.0,282,Mauricio Lemos,M. Lemos,2.43,mauricio-lemos,3.0,5.0,10.0,1.0,,2.0,3.0,,1.0,,,,,,,,,,,
180,15,87863,,Flamengo,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,4,0.0,False,Giorgian Daniel de Arrascaeta Benedetti,33,5,15.07,0.0,262,Arrascaeta,Arrascaeta,7.26,arrascaeta,3.0,14.0,11.0,28.0,7.0,9.0,,5.0,2.0,5.0,,1.0,,1.0,,,,,,
181,26,87999,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,4,0.0,False,Gustavo Henrique Furtado Scarpa,33,7,10.1,0.0,282,Gustavo Scarpa,G. Scarpa,5.37,gustavo-scarpa,3.0,26.0,10.0,33.0,17.0,22.0,,4.0,4.0,5.0,1.0,2.0,,,,,,,,
182,22,88033,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,3,0.0,False,Alan Pereira Empereur,33,5,3.99,0.0,1371,Alan Empereur,A. Empereur,2.52,alan-empereur,6.0,14.0,9.0,13.0,2.0,4.0,6.0,,,1.0,,,,,,,,,,
183,0,88136,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,1,0.0,False,Ivan Quaresma da Silva,33,5,3.0,0.0,285,Ivan,Ivan,0.0,ivan,,,,,,,,,,,,,,,,,,,,
184,9,88312,,Atlético-MG,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,3,0.0,False,Júnior Osmar Ignacio Alonso Mujica,33,2,7.01,0.0,282,Junior Alonso,J. Alonso,3.72,junior-alonso,2.0,11.0,13.0,,,4.0,3.0,1.0,,,,,,,,,,,,
185,24,88323,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,5,-0.43,True,Ángel Rodrigo Romero Villamayor,33,6,5.78,-0.6,264,Ángel Romero,Ã. Romero,3.67,angel-romero,6.0,18.0,17.0,36.0,9.0,16.0,,5.0,7.0,,,,,1.0,,,,1.0,,
186,27,88393,,Flamengo,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,2,0.0,False,Ayrton Lucas Dantas de Medeiros,33,6,8.23,0.0,262,Ayrton Lucas,A. Lucas,4.56,ayrton-lucas,3.0,30.0,20.0,29.0,4.0,13.0,7.0,2.0,,2.0,,2.0,,,,,1.0,,,
187,9,88479,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,4,0.0,False,Walace Souza Silva,33,6,3.87,0.0,283,Walace,Walace,1.04,walace,2.0,8.0,9.0,5.0,1.0,1.0,,,,,,,,,,,,,,
188,3,89048,,Corinthians,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,5,0.0,False,Héctor José Hernández Marrero,33,5,3.66,0.0,264,Héctor Hernández,H. Hernández,0.6,hector-hernandez,,,1.0,1.0,,2.0,,,,,,,,,,,,,,
189,24,89224,,Criciúma,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,4,0.2,True,Gustavo Bonatto Barreto,33,7,5.15,4.3,288,Barreto,Barreto,3.1,barreto,3.0,40.0,40.0,24.0,3.0,4.0,,2.0,1.0,1.0,,1.0,,,,,1.0,,,
190,28,89256,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,4,0.0,False,Gerson Santos da Silva,33,2,8.59,0.0,262,Gerson,Gerson,5.02,gerson,1.0,33.0,25.0,53.0,11.0,13.0,,3.0,4.0,7.0,,,,1.0,,,,,,
191,24,89273,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,2,0.0,False,João Pedro Maturano dos Santos,33,7,5.22,0.0,284,João Pedro,J. Pedro,3.38,joao-pedro,3.0,22.0,9.0,9.0,4.0,9.0,6.0,,1.0,2.0,,2.0,,,,,2.0,,,
192,29,89275,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,2,-0.19,True,Willian de Asevedo Furtado,33,6,11.44,3.8,283,William,William,7.32,william,7.0,75.0,36.0,17.0,9.0,20.0,10.0,5.0,,3.0,,,,,,,,,,
193,9,89368,,Grêmio,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,5,0.0,False,Martin Christensen Braithwaite,33,7,12.96,0.0,284,Braithwaite,Braithwaite,7.32,braithwaite,1.0,3.0,15.0,11.0,4.0,6.0,,5.0,3.0,2.0,,2.0,,,,,,,,1.0
194,26,89467,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,5,0.0,False,Erick Samuel Correa Farias,33,6,4.45,0.0,286,Erick,Erick,2.83,erick,1.0,22.0,9.0,7.0,11.0,7.0,,3.0,4.0,1.0,,,,,,,,,,
195,13,89493,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,3,0.0,False,Igor Rabello da Costa,33,6,5.26,0.0,282,Igor Rabello,I. Rabello,1.87,igor-rabello,2.0,11.0,10.0,5.0,1.0,2.0,3.0,,1.0,,1.0,,,,,,1.0,,,
196,20,89637,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,4,0.0,False,Thiago Maia Alencar,33,7,5.04,0.0,285,Thiago Maia,T. Maia,3.07,thiago-maia,4.0,29.0,22.0,8.0,2.0,6.0,,1.0,1.0,4.0,,,,,,,2.0,,,
197,27,89840,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,5,0.52,True,Jonathan Calleri,33,7,9.51,4.5,276,Calleri,Calleri,4.05,calleri,6.0,11.0,36.0,47.0,9.0,14.0,,5.0,26.0,4.0,,3.0,,1.0,,,,,,
198,26,89846,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,4,0.0,False,Franco Cristaldo,33,2,8.52,0.0,284,Cristaldo,Cristaldo,4.42,cristaldo,1.0,23.0,9.0,31.0,10.0,12.0,,5.0,2.0,2.0,,1.0,,1.0,,,,,,
199,24,89883,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,4,0.0,False,Douglas Moreira Fagundes,33,7,3.64,0.0,284,Dodi,Dodi,2.1,dodi,6.0,33.0,24.0,27.0,2.0,4.0,,,,1.0,,,,,,,,,,
200,19,90061,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,2,0.0,False,Bruno de Jesus Pacheco,33,6,8.14,0.0,356,Bruno Pacheco,B. Pacheco,4.12,bruno-pacheco,4.0,25.0,13.0,18.0,1.0,4.0,6.0,1.0,,1.0,,,,,,,,,,
201,22,90285,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,5,0.0,False,Bruno Henrique Pinto,33,7,8.79,0.0,262,Bruno Henrique,B. Henrique,5.02,bruno-henrique,6.0,29.0,35.0,46.0,12.0,9.0,,5.0,4.0,,,2.0,,2.0,,,,,,
202,6,90302,,Criciúma,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,5,0.1,True,Pedro Rocha Neves,33,6,4.31,2.4,288,Pedro Rocha,P. Rocha,2.15,pedro-rocha,,4.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,
203,21,90303,,Bragantino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,4,-0.27,True,Lincoln Henrique Oliveira dos Santos,33,7,5.25,-1.1,280,Lincoln,Lincoln,3.09,lincoln,4.0,16.0,12.0,30.0,3.0,7.0,,3.0,,1.0,,,,,,,,,,
204,23,90309,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5,0.0,False,David Correa da Fonseca,33,5,7.19,0.0,267,David,David,3.88,david,5.0,24.0,24.0,23.0,3.0,18.0,,4.0,9.0,3.0,1.0,,,,,,,,,
205,17,90449,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,4,0.0,False,Júlio César de Rezende Miranda,33,5,3.7,0.0,265,Rezende,Rezende,1.39,rezende,3.0,16.0,12.0,13.0,,2.0,,,,,,1.0,,,,,,,,
206,5,90540,,Juventude,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,5,-0.51,True,Diego Gonçalves,33,6,3.01,0.8,286,Diego Gonçalves,D. Gonçalves,1.16,diego-goncalves,,3.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,
207,16,90588,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,4,0.0,False,Caique de Jesus Gonçalves,33,5,4.32,0.0,286,Caíque,Caíque,2.84,caique,5.0,35.0,17.0,26.0,,2.0,,,,,,,,,,,1.0,,,
208,5,90590,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,1,0.0,False,Mateus Eduardo Claus,33,6,3.29,0.0,286,Mateus Claus,M. Claus,2.3,mateus-claus,3.0,,,1.0,,,,,,,,,,,24.0,10.0,,,,
209,24,90634,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,4,0.01,True,Lucas da Silva Izidoro,33,6,2.46,0.7,1371,Lucas Mineiro,L. Mineiro,1.21,lucas-mineiro,5.0,29.0,45.0,19.0,,4.0,,,1.0,,,,,,,,,,,
210,29,90703,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,4,-1.05,True,Matheus Martins Fogaça de Paulo,33,7,8.62,2.8,287,Matheuzinho,Matheuzinho,5.78,matheuzinho,5.0,34.0,21.0,74.0,15.0,18.0,,5.0,4.0,5.0,,1.0,,1.0,,,,,,
211,27,90715,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,5,0.13,True,Luiz Fernando Moraes dos Santos,33,7,8.44,6.4,373,Luiz Fernando,L. Fernando,4.62,luiz-fernando,7.0,28.0,24.0,48.0,12.0,26.0,,6.0,9.0,,,,,,,1.0,,,,
212,23,90768,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,3,0.0,False,Fabrício Bruno Soares de Faria,33,2,4.98,0.0,262,Fabrício Bruno,F. Bruno,2.31,fabricio-bruno,3.0,16.0,6.0,10.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,
213,13,90917,,Vitória,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,5,0.2,True,Carlos Eduardo Ferreira de Souza,33,7,4.62,2.6,287,Carlos Eduardo,C. Eduardo,2.94,carlos-eduardo,2.0,15.0,11.0,15.0,4.0,11.0,,,5.0,1.0,,,,1.0,,,1.0,,,
214,18,90943,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,3,0.0,False,José Marcos Alves Luis,33,6,2.53,0.0,286,Zé Marcos,Z. Marcos,1.54,ze-marcos,7.0,15.0,13.0,20.0,1.0,3.0,2.0,,,,1.0,,,,,,,,,
215,15,90947,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,3,0.0,False,Tomás Cardona,33,6,5.73,0.0,356,Cardona,Cardona,3.69,cardona,3.0,21.0,22.0,4.0,1.0,2.0,7.0,,1.0,,,,,,,,,,,
216,25,91101,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,1,0.49,True,Ronaldo de Oliveira Strada,33,7,5.64,12.0,373,Ronaldo,Ronaldo,3.34,ronaldo,3.0,,2.0,4.0,,,6.0,,,1.0,1.0,,,,81.0,35.0,,,1.0,
217,13,91151,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,5,-0.32,True,Everaldo Silva do Nascimento,33,3,3.53,-1.6,287,Everaldo,Everaldo,1.85,everaldo,3.0,5.0,13.0,14.0,1.0,1.0,,2.0,,,,,,,,,,,,
218,11,91190,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,2,-1.29,True,Ítaro Patric Cardoso Calmon,33,6,3.31,0.0,287,PK,PK,2.44,pk,,10.0,7.0,3.0,1.0,3.0,2.0,,2.0,1.0,1.0,,,,,,,,,
219,18,91473,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,4,0.0,False,Erick Antonio Pulgar Farfán,33,2,3.78,0.0,262,Erick Pulgar,E. Pulgar,2.05,erick-pulgar,4.0,32.0,28.0,8.0,2.0,2.0,,,,,,1.0,,,,,,,,
220,12,91509,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,3,0.35,True,Rodrigo Eduardo da Silva,33,7,4.3,1.1,286,Rodrigo Sam,R. Sam,3.0,rodrigo-sam,4.0,16.0,13.0,8.0,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,
221,26,91573,,São Paulo,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,3,0.0,False,Robert Abel Arboleda Escobar,33,6,7.75,0.0,276,Arboleda,Arboleda,4.21,arboleda,3.0,35.0,18.0,11.0,2.0,5.0,9.0,2.0,2.0,,,1.0,,,,,,,,
222,30,91607,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,5,0.0,False,Ronielson da Silva Barbosa,33,7,6.21,0.0,275,Rony,Rony,3.08,rony,4.0,15.0,21.0,27.0,18.0,17.0,,4.0,13.0,1.0,,,,,,,,,,
223,4,91627,,Juventude,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,4,0.0,False,Carlos Eduardo de Souza Vieira,33,6,3.3,0.0,286,Dudu Vieira,D. Vieira,2.12,dudu-vieira,,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
224,3,91664,,Botafogo,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,3,0.0,False,Adryelson Shawann Lima Silva,33,2,8.83,0.0,263,Adryelson,Adryelson,5.3,adryelson,,2.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,
225,24,91706,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,2,-0.21,True,Marlon Rodrigues Xavier,33,6,7.34,0.8,283,Marlon,Marlon,3.05,marlon,2.0,36.0,28.0,12.0,2.0,4.0,7.0,,,,2.0,,,,,,,,,
226,2,91772,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,3,-0.69,True,David de Duarte Macedo,33,2,6.15,1.2,265,David Duarte,D. Duarte,4.85,david-duarte,,1.0,,1.0,,,,1.0,,,,,,,,,,,,
227,24,91866,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,3,-0.03,True,José Ivaldo Almeida Silva,33,7,5.12,0.0,283,Zé Ivaldo,Z. Ivaldo,3.62,ze-ivaldo,8.0,21.0,22.0,17.0,9.0,13.0,8.0,1.0,3.0,,,,,,,,1.0,,,
228,15,91908,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,5,0.0,False,Cristian David Pavón,33,6,6.09,0.0,284,Pavón,Pavón,3.01,pavon,3.0,10.0,9.0,6.0,9.0,9.0,,1.0,1.0,2.0,,,,,,,,,,
229,21,92075,,Corinthians,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,6,-0.42,True,Ramón Ángel Díaz,33,7,8.64,5.41,264,Ramón Díaz,R. Díaz,5.5,ramon-diaz,,,,,,,,,,,,,9.0,,,,,,,
230,7,92087,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,3,0.0,False,Lyanco Evangelista Silveira Neves Vojnovic,33,2,6.11,0.0,282,Lyanco,Lyanco,2.83,lyanco,2.0,13.0,14.0,2.0,,3.0,2.0,,,,1.0,,,,,,,,,
231,17,92146,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,5,0.0,False,Andre Luis da Costa Alfredo,33,2,2.2,0.0,1371,André Luís,A. Luís,0.77,andre-luis,2.0,4.0,8.0,14.0,3.0,3.0,,,2.0,,,,,,,,,,,
232,13,92149,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,5,0.0,False,Lucas Nicolás Alario,33,6,2.27,0.0,285,Alario,Alario,0.2,alario,4.0,1.0,14.0,4.0,2.0,9.0,,,9.0,,,,,,,,1.0,,,
233,4,92207,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,1,0.0,False,Caíque Luiz Santos da Purificação,33,6,3.71,0.0,284,Caíque,Caíque,1.5,caique,1.0,,,,,,,,,,,,,,13.0,6.0,,,,
234,17,92237,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,3,0.0,False,Rodrigo Ely,33,7,5.76,0.0,284,Rodrigo Ely,R. Ely,4.02,rodrigo-ely,5.0,20.0,11.0,10.0,6.0,7.0,5.0,1.0,1.0,,,1.0,,,,,1.0,,,
235,13,92440,,Corinthians,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,3,0.0,False,André Ramalho Silva,33,6,5.97,0.0,264,André Ramalho,A. Ramalho,2.37,andre-ramalho,3.0,14.0,14.0,5.0,1.0,2.0,4.0,,1.0,,1.0,,,,,,1.0,,,
236,23,92496,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,4,-0.06,True,Raul Lô Gonçalves,33,6,2.85,1.1,280,Raul,Raul,2.36,raul,2.0,33.0,19.0,12.0,2.0,5.0,,1.0,,1.0,,,,,,,,,,1.0
237,26,92696,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,5,1.08,True,Renato Kayzer de Souza,33,6,6.43,8.0,356,Renato Kayzer,R. Kayzer,3.51,renato-kayzer,2.0,15.0,31.0,24.0,8.0,13.0,,6.0,8.0,1.0,1.0,1.0,,,,,,,,
238,12,92708,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,5,0.0,False,Deyverson Brum Silva Acosta,33,7,6.05,0.0,282,Deyverson,Deyverson,2.62,deyverson,2.0,2.0,10.0,14.0,5.0,5.0,,2.0,9.0,1.0,,,,1.0,,,,1.0,,
239,0,92811,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,0.0,False,Bruno Rafael Rodrigues do Nascimento,33,5,5.0,0.0,275,Bruno Rodrigues,B. Rodrigues,0.0,bruno-rodrigues,,,,,,,,,,,,,,,,,,,,
240,15,92854,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,5,0.0,False,Rafael Santos Borré Maury,33,7,11.28,0.0,285,Borré,Borré,6.62,borre,3.0,18.0,25.0,11.0,11.0,17.0,,6.0,9.0,2.0,,1.0,,,,,,1.0,,
241,7,92981,,Juventude,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,4,0.63,True,Ronaldo da Silva Souza,33,7,8.84,5.3,286,Ronaldo,Ronaldo,5.94,ronaldo,1.0,12.0,12.0,6.0,1.0,2.0,,2.0,,2.0,,,,,,,,,,
242,15,93108,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,4,0.0,False,Mateus da Silva Vital Assumpção,33,7,3.43,0.0,283,Mateus Vital,M. Vital,1.48,mateus-vital,,2.0,1.0,13.0,2.0,4.0,,1.0,,,,,,,,,,,,
243,16,93478,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,5,0.0,False,Wanderson Maciel Sousa Campos,33,6,4.66,0.0,285,Wanderson,Wanderson,1.72,wanderson,2.0,10.0,12.0,10.0,4.0,4.0,,1.0,2.0,,,,,,,,,,,
244,18,93637,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,2,0.41,True,Bruno Nunes de Barros,33,7,4.76,7.9,373,Bruno Tubarão,B. Tubarão,2.77,bruno-tubarao,2.0,20.0,13.0,10.0,3.0,4.0,4.0,,1.0,,,,,,,,,,,
