,atletas.slug,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.entrou_em_campo,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.status_id,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.apelido_abreviado,V,CA,DE,FS,GS,SG,A,DS,FC,FD,FF,G,I,CV,FT,PC,PS,PP,DP,GC
611,lorran,Lorran Lucas Pereira de Sousa,5.7,0.77,,Lorran,True,2.52,4.22,122321,4,Flamengo,16,6,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,27,262,Lorran,,,,6.0,,,1.0,12.0,10.0,7.0,6.0,1.0,2.0,,,,,,,
612,lyncon,Lyncon Correa Gonçalves,0.0,0.0,,Lyncon,False,8.0,3.97,122378,3,Vasco,1,6,https://s.sde.globo.com/media/person_role/2024/07/07/photo_FORMATO_Dm2djjq.png,27,267,Lyncon,,,,,,,,,,,,1.0,,,,,,,,
613,lucas-eduardo,Lucas Eduardo de Souza Oliveira,0.0,0.0,,Lucas Eduardo,False,0.0,1.0,122379,4,Vasco,0,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1YblXkK.png,27,267,L. Eduardo,,,,,,,,,,,,,,,,,,,,
614,gustavinho,Gustavo Ribeiro Neves,0.0,0.0,,Gustavinho,False,2.06,3.3,122394,4,Bragantino,20,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,27,280,Gustavinho,,,,6.0,,,3.0,11.0,11.0,2.0,4.0,1.0,,,,,,,,
615,ryan,Ryan Gustavo de Lima,0.0,0.0,,Ryan,False,2.06,2.44,122396,4,Corinthians,11,7,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_r9tm9Th.png,27,264,Ryan,,2.0,,5.0,,,,19.0,15.0,2.0,2.0,,,,,,,,,
616,pablo-baianinho,Pablo Santos de Alcântara,0.0,0.0,,Pablo Baianinho,False,-0.15,0.69,122413,4,Vitória,2,6,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,27,287,P. Baianinho,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,
617,lucca,Lucca Holanda Sampaio Tavares,0.0,0.0,,Lucca,False,0.66,1.79,122420,5,Internacional,8,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,27,285,Lucca,,,,7.0,,,,2.0,7.0,,2.0,,1.0,,,,,,,
618,isaac,Isaac Rodrigues de Lima,0.0,0.0,,Isaac,False,1.32,2.53,122439,5,Fluminense,4,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,27,266,Isaac,,,,4.0,,,,3.0,1.0,,,,,,,,,,,
619,rayan,Rayan Vitor Simplício Rocha,-0.3,-0.23,,Rayan,True,1.68,2.76,122486,5,Vasco,17,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,27,267,Rayan,,2.0,,11.0,,,,6.0,4.0,4.0,8.0,1.0,,,,,,,,
620,gb,Gabriel Souza da Silva,0.0,0.0,,GB,False,6.55,4.64,122487,5,Vasco,2,6,,27,267,GB,,1.0,,3.0,,,,3.0,2.0,,2.0,1.0,,,,,,,,
621,emerson-rodriguez,Emerson Rivaldo Rodríguez Valois,0.0,-0.26,,Emerson Rodríguez,True,2.31,3.55,122525,5,Vasco,7,6,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_K1FY4p0.png,27,267,E. Rodríguez,,,,3.0,,,,3.0,1.0,1.0,3.0,1.0,2.0,,,,,,,
622,wallace-yan,Wallace Yan de Souza Barreto,0.8,0.18,,Wallace Yan,True,0.8,1.18,122573,4,Flamengo,1,6,,27,262,W. Yan,,,,,,,,,,,1.0,,,,,,,,,
623,lucas-furtado,Lucas Furtado dos Santos,0.0,0.0,,Lucas Furtado,False,0.0,1.0,122575,1,Flamengo,0,6,,27,262,L. Furtado,,,,,,,,,,,,,,,,,,,,
624,amorim,Alexsandro Amorim de Freitas Filho,0.0,0.0,,Amorim,False,0.0,1.0,122598,4,Fortaleza,0,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,27,356,Amorim,,,,,,,,,,,,,,,,,,,,
625,matheus-belem,Matheus José Belém de Souza,0.0,0.0,,Matheus Belém,False,0.0,2.0,122602,3,São Paulo,0,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,27,276,M. Belém,,,,,,,,,,,,,,,,,,,,
626,japa,João Wellington Gadelha Melo de Oliveira,0.0,0.0,,Japa,False,0.5,1.55,122660,4,Cruzeiro,6,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,27,283,Japa,,,,,,,,3.0,2.0,,,,,,,,,,,
627,lucas-cunha,Lucas de Souza Cunha,0.2,-0.34,,Lucas Cunha,True,1.3,3.51,122755,3,Bragantino,8,7,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,27,280,L. Cunha,,2.0,,3.0,,1.0,,5.0,3.0,,1.0,,,,,,,,,
628,jadson,Jadson Alves de Lima,0.0,0.0,,Jadson,False,1.2,1.36,122797,5,Cuiabá,1,6,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,27,1371,Jadson,,,,,,,,,,1.0,,,,,,,,,,
629,gustavo-daniel,Gustavo Daniel da Silva Gonçalves,0.0,0.0,,Gustavo Daniel,False,0.0,1.0,122819,2,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,27,373,G. Daniel,,,,,,,,,,,,,,,,,,,,
630,abner,Abner Salles da Silva,0.0,0.0,,Abner,False,0.13,0.75,122861,3,Juventude,3,6,,27,286,Abner,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
631,emiliano-rodriguez,Emiliano Rodríguez Rosales,0.0,0.0,,Emiliano Rodríguez,False,1.27,3.03,122887,5,Atlético-GO,19,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,27,373,E. Rodríguez,,2.0,,22.0,,,,6.0,9.0,6.0,9.0,,8.0,1.0,,,,,,
632,patrick,Patrick Roberto da Silva Campos,0.0,0.0,,Patrick,False,0.0,1.0,122990,4,Palmeiras,0,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,27,275,Patrick,,,,,,,,,,,,,,,,,,,,
633,tiago,Tiago Souza de Jesus Carvalho,0.0,0.0,,Tiago,False,-0.3,1.7,123004,5,Bahia,1,6,,27,265,Tiago,,,,,,,,,1.0,,,,,,,,,,,
634,sidney,Sidney de Carvalho Duarte,0.0,0.0,,Sidney,False,0.0,1.0,123005,4,Bahia,0,6,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,27,265,Sidney,,,,,,,,,,,,,,,,,,,,
635,zinho,Luis Henrique Hoffmann,0.0,0.0,,Zinho,False,0.0,1.0,123153,5,Grêmio,0,6,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,27,284,Zinho,,,,,,,,,,,,,,,,,,,,
636,cadu,Carlos Eduardo Amaral Pereira de Castro,9.1,0.77,,Cadu,True,3.5,4.98,123359,5,Atlético-MG,19,6,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,27,282,Cadu,,1.0,,26.0,,,,21.0,25.0,4.0,3.0,3.0,5.0,,2.0,,,,,
637,cauly,Cauly Oliveira Souza,5.8,-0.22,,Cauly,True,2.53,6.26,123360,4,Bahia,25,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,27,265,Cauly,,1.0,,23.0,,,4.0,6.0,16.0,5.0,13.0,1.0,3.0,,2.0,,,,,
638,roger,Roger Gabriel Farias de Jesus,0.0,0.0,,Roger,False,0.0,1.0,123494,4,Bahia,0,6,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,27,265,Roger,,,,,,,,,,,,,,,,,,,,
639,jota,João Victor Broad Moreira Guimarães,0.0,0.0,,Jota,False,0.0,1.0,123497,4,Bahia,0,6,,27,265,Jota,,,,,,,,,,,,,,,,,,,,
640,ze-guilherme,José Guilherme de Lima Costa,0.0,0.0,,Zé Guilherme,False,2.77,3.3,123717,2,Grêmio,6,6,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,27,284,Z. Guilherme,,,,4.0,,1.0,,8.0,4.0,1.0,,,,,,,,,,
641,luciano-rodriguez,Luciano Rodríguez Rosales,0.5,-1.58,,Luciano Rodríguez,True,2.85,5.53,123795,5,Bahia,8,6,https://s.sde.globo.com/media/person_role/2024/08/08/photo_FORMATO_JO2CdTv.png,27,265,L. Rodríguez,,,,11.0,,,,1.0,2.0,4.0,5.0,1.0,1.0,,,,,,,
642,palacios,Brahian Palacios Alzate,5.5,0.53,,Palacios,True,3.92,5.62,123873,5,Atlético-MG,14,6,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,27,282,Palacios,,2.0,,7.0,,,1.0,14.0,9.0,11.0,4.0,2.0,2.0,,,,2.0,,,
643,ainoa,Ainoã Ricardo Silva Oliveira,0.0,0.0,,Ainoã,False,0.0,1.0,123958,2,Flamengo,0,6,,27,262,Ainoã,,,,,,,,,,,,,,,,,,,,
644,fabio,Fábio Soares dos Santos,0.0,0.0,,Fábio,False,0.17,1.55,123960,5,Vitória,3,6,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,27,287,Fábio,,,,1.0,,,,,,,,,,,,,,,,
645,riquelme,Riquelme Reis de Almeida de Jesus dos Santos,0.0,0.0,,Riquelme,False,0.5,1.08,123961,4,Bragantino,1,6,,27,280,Riquelme,,,,1.0,,,,,,,,,,,,,,,,
646,henry-mosquera,Henry David Mosquera Sánchez,4.6,0.51,,Henry Mosquera,True,1.65,3.3,124239,5,Bragantino,23,7,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,27,280,H. Mosquera,,4.0,,19.0,,,1.0,12.0,22.0,9.0,8.0,,6.0,,1.0,,,,,
647,kauan,Kauan Jesus Santos Oliveira,0.0,0.0,,Kauan,False,0.0,1.0,124264,1,Internacional,0,6,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_AOu7Nff.png,27,285,Kauan,,,,,,,,,,,,,,,,,,,,
648,evertow,Evertow Vaz Pereira da Silva,0.0,0.0,,Evertow,False,0.0,1.0,124266,3,Internacional,0,6,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_YgddPlw.png,27,285,Evertow,,,,,,,,,,,,,,,,,,,,
649,gustavo-prado,Gustavo Prado Alves,8.6,1.25,,Gustavo Prado,True,1.34,2.82,124271,4,Internacional,18,6,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,27,285,G. Prado,,1.0,,6.0,,,1.0,9.0,9.0,5.0,4.0,,2.0,,,,,,,
650,gabriel-carvalho,Gabriel Carvalho Teixeira,0.0,0.0,,Gabriel Carvalho,False,4.91,5.61,124275,4,Internacional,8,7,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,27,285,G. Carvalho,,2.0,,6.0,,,2.0,10.0,7.0,4.0,7.0,1.0,,,,,,,,
651,ricardo-mathias,Ricardo Mathias da Silva,0.0,0.0,,Ricardo Mathias,False,1.2,2.28,124280,5,Internacional,2,6,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,27,285,R. Mathias,,,,,,,,,,,3.0,,,,,,,,,
652,leo-aragao,Leonardo de Aragão Carvalho,0.0,0.0,,Léo Aragão,False,0.0,2.0,124369,1,Cruzeiro,0,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,27,283,L. Aragão,,,,,,,,,,,,,,,,,,,,
653,mateo-ponte,Mateo Ponte Costa,6.3,0.6,,Mateo Ponte,True,5.59,7.74,124481,2,Botafogo,13,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,27,263,M. Ponte,,3.0,,5.0,,4.0,,27.0,21.0,,4.0,3.0,2.0,,,,,,,
654,haller,Rafael Germán Haller Piloni,0.0,0.0,,Haller,False,5.9,4.88,124487,2,Atlético-GO,1,6,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_5U0etRx.png,27,373,Haller,,,,,,1.0,,1.0,1.0,,,,,,,,,,,
655,giay,Agustín Giay,8.9,0.59,,Giay,True,6.68,9.17,124526,2,Palmeiras,5,6,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_cssYjfO.png,27,275,Giay,,,,11.0,,2.0,,14.0,7.0,2.0,1.0,,,,,,,,,
656,roque-junior,Roque Santos de Jesus Júnior,0.0,0.0,,Roque Júnior,False,0.0,2.0,124663,3,Vitória,0,6,https://s.sde.globo.com/media/person_role/2024/07/19/photo_FORMATO_h1raV1Z.png,27,287,R. Júnior,,,,,,,,,,,,,,,,,,,,
657,felipe-negrucci,Felipe Negrucci Berdague,0.0,0.0,,Felipe Negrucci,False,0.0,2.0,124674,4,São Paulo,0,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,27,276,F. Negrucci,,,,,,,,,,,,,,,,,,,,
658,paulo-vitor,Paulo Vitor Monteiro,0.0,-0.07,,Paulo Vitor,True,0.43,0.92,124690,4,Atlético-MG,7,6,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,27,282,P. Vitor,,1.0,,5.0,,,,3.0,7.0,,,,,,,,,,,
659,leandro,Leandro Mathias Silva Bueno,0.0,0.0,,Leandro,False,0.0,1.0,124701,1,São Paulo,0,6,,27,276,Leandro,,,,,,,,,,,,,,,,,,,,
660,esquerdinha,João Henrique Mendes da Silva,0.0,0.0,,Esquerdinha,False,3.28,3.39,124728,2,Fluminense,5,6,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,27,266,Esquerdinha,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,
661,nathan-fernandes,Nathan Ribeiro Fernandes,0.0,0.0,,Nathan Fernandes,False,0.77,2.18,124757,5,Grêmio,16,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,27,284,N. Fernandes,,3.0,,13.0,,,,7.0,9.0,2.0,5.0,,1.0,1.0,,,,,,
662,kaua-elias,Kauã Elias Nogueira,0.0,-0.19,,Kauã Elias,True,3.31,3.19,124821,5,Fluminense,18,7,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,27,266,K. Elias,,1.0,,6.0,,,1.0,4.0,10.0,6.0,5.0,5.0,2.0,,,,,,,
663,jonathan-jesus,Jonathan de Jesus Alves,6.2,1.95,,Jonathan Jesus,True,6.2,4.95,124912,3,Cruzeiro,1,6,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_gDnfcOD.png,27,283,J. Jesus,,,,,,1.0,,1.0,,,,,,,,,,,,
664,renato,Renato Santos da Cruz,0.0,0.0,,Renato,False,0.0,1.0,124918,3,Corinthians,0,6,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,27,264,Renato,,,,,,,,,,,,,,,,,,,,
665,wesley-costa,Wesley Costa da Silva,0.0,0.0,,Wesley Costa,False,0.0,1.0,125000,2,Grêmio,0,6,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,27,284,W. Costa,,,,,,,,,,,,,,,,,,,,
666,viery,Viery Fernandes Santos Lopes,0.0,0.0,,Viery,False,0.0,1.0,125467,3,Grêmio,0,6,,27,284,Viery,,,,,,,,,,,,,,,,,,,,
667,alisson,Alisson Santana Lopes da Fonseca,0.0,0.0,,Alisson,False,2.57,4.28,125469,4,Atlético-MG,11,6,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,27,282,Alisson,,,,15.0,,,,9.0,9.0,4.0,10.0,,1.0,,,,,,,
668,serginho,Sérgio Antonio de Luiz Junior,0.0,0.0,,Serginho,False,1.03,2.81,125471,5,Criciúma,3,6,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_ouzG8H9.png,27,288,Serginho,,1.0,,3.0,,,,2.0,3.0,1.0,,,1.0,,,,,,,
669,dudu,Eduardo Kogitzki Anastacio,0.0,0.0,,Dudu,False,0.0,1.0,125746,4,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,27,293,Dudu,,,,,,,,,,,,,,,,,,,,
670,rafael-monteiro,Rafael Monteiro Reis,0.0,0.0,,Rafael Monteiro,False,0.0,1.0,125804,2,Fluminense,0,6,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,27,266,R. Monteiro,,,,,,,,,,,,,,,,,,,,
671,zapelli,Bruno Zapelli,0.0,0.0,,Zapelli,False,2.56,4.86,125926,4,Athlético-PR,22,7,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,27,293,Zapelli,,3.0,,14.0,,,3.0,19.0,15.0,7.0,6.0,,1.0,,2.0,,,,,
672,paulinho,Paulo Lucas Santos de Paula,0.0,0.0,,Paulinho,False,0.0,6.0,126182,4,Vasco,0,5,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,27,267,Paulinho,,,,,,,,,,,,,,,,,,,,
673,derik-lacerda,Derik Gean Severino Lacerda,1.0,-0.03,,Derik Lacerda,True,2.64,3.86,126216,5,Cuiabá,16,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,27,1371,D. Lacerda,,5.0,,23.0,,,,13.0,13.0,2.0,7.0,2.0,1.0,,,,,,,
674,justen,Lucas da Silva Justen,0.0,0.0,,Justen,False,0.0,3.0,126387,2,Fluminense,0,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,27,266,Justen,,,,,,,,,,,,,,,,,,,,
675,barreal,Álvaro Martín Barreal,1.7,-0.29,,Barreal,True,3.86,5.06,126471,5,Cruzeiro,19,2,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,27,283,Barreal,,3.0,,17.0,,,3.0,21.0,17.0,7.0,7.0,2.0,,,1.0,,,,,
676,igor-coronado,Igor Caique Coronado,5.9,0.45,,Igor Coronado,True,3.5,6.84,126900,4,Corinthians,22,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,27,264,I. Coronado,,4.0,,23.0,,,2.0,29.0,20.0,5.0,17.0,1.0,,,1.0,,,,,
677,artur-jorge,Artur Jorge Torres Gomes Araújo Amorim,8.28,0.18,,Artur Jorge,True,5.87,9.27,127273,6,Botafogo,27,7,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,27,263,A. Jorge,17.0,,,,,,,,,,,,,,,,,,,
678,matheus-reis,Matheus dos Reis Francisco,0.0,0.0,,Matheus Reis,False,0.0,1.0,127969,5,Fluminense,0,6,,27,266,M. Reis,,,,,,,,,,,,,,,,,,,,
679,randerson,Randerson de Sousa Almeida,0.0,0.0,,Randerson,False,0.45,1.83,128099,4,Atlético-GO,2,6,,27,373,Randerson,,,,,,,,1.0,1.0,,,,,,,,,,,
680,marcao,Marcos André Paulino Maia,0.0,0.0,,Marcão,False,0.0,1.0,128429,3,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,27,293,Marcão,,,,,,,,,,,,,,,,,,,,
681,joao-cruz,João Victor Machado Cruz,1.7,-0.5,,João Cruz,True,3.21,3.52,128431,4,Athlético-PR,8,7,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,27,293,J. Cruz,,2.0,,3.0,,,1.0,5.0,9.0,1.0,7.0,1.0,,,1.0,,,,,
682,rayan-lucas,Rayan Lucas Marques de Souza,0.0,0.0,,Rayan Lucas,False,0.0,3.0,128590,4,Flamengo,0,6,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,27,262,R. Lucas,,,,,,,,,,,,,,,,,,,,
683,william-gomes,William Gomes Carvalho Santos,-1.3,-1.83,,William Gomes,True,5.13,4.42,128668,5,São Paulo,6,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,27,276,W. Gomes,,2.0,,,,,,5.0,4.0,5.0,4.0,2.0,2.0,,1.0,,,,,
684,luiz-felipe,Luiz Felipe Mathias Silva,0.0,0.0,,Luiz Felipe,False,0.0,1.0,128669,4,Cuiabá,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,27,1371,L. Felipe,,,,,,,,,,,,,,,,,,,,
685,talles-wander,Talles Wander Santos Ribeiro,0.0,0.0,,Talles Wander,False,0.0,1.0,128769,5,São Paulo,0,6,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,27,276,T. Wander,,,,,,,,,,,,,,,,,,,,
686,estevao,Estêvão Willian Almeida de Oliveira Gonçalves,0.0,0.0,,Estêvão,False,7.91,9.24,128915,5,Palmeiras,22,2,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,27,275,Estêvão,,2.0,,19.0,,,7.0,24.0,19.0,16.0,17.0,9.0,4.0,,1.0,,1.0,,,
687,hernandes,Hernandes Fagundes de Alencar,0.0,0.0,,Hernandes,False,0.0,1.0,129319,2,Cuiabá,0,6,,27,1371,Hernandes,,,,,,,,,,,,,,,,,,,,
688,wendel,Wendel Silva Passos,0.0,0.0,,Wendel,False,0.0,1.0,129661,4,Bahia,0,6,,27,265,Wendel,,,,,,,,,,,,,,,,,,,,
689,ruan-pablo,Ruan Pablo Barbosa Sousa,0.0,0.0,,Ruan Pablo,False,-0.1,0.87,129663,5,Bahia,1,6,,27,265,R. Pablo,,,,,,,,,,,,,1.0,,,,,,,
690,pablo,Pablo de Paula Cardoso,0.0,0.0,,Pablo,False,0.0,1.0,129665,1,Vasco,0,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,27,267,Pablo,,,,,,,,,,,,,,,,,,,,
691,jp,João Pedro Murilo de Paula Morais,0.0,0.0,,JP,False,2.32,2.99,129666,4,Vasco,10,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,27,267,JP,,,,4.0,,,1.0,12.0,7.0,2.0,2.0,,1.0,,,,,,,
692,lucas-barreto,Lucas Fonseca Gomes Barreto,0.0,0.0,,Lucas Barreto,False,0.0,1.0,129697,1,Botafogo,0,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_wPOUIvU.png,27,263,L. Barreto,,,,,,,,,,,,,,,,,,,,
693,eduardo,Eduardo Batista dos Santos,0.0,0.0,,Eduardo,False,0.0,1.0,129761,1,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,27,373,Eduardo,,,,,,,,,,,,,,,,,,,,
694,max,Maswel Ananias Silva,0.0,0.0,,Max,False,0.56,1.54,129766,5,Atlético-GO,13,6,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,27,373,Max,,3.0,,6.0,,,,4.0,6.0,3.0,,,2.0,,,,1.0,,,
695,joao-vitor,João Vitor Cardoso de Souza,0.0,0.0,,João Vitor,False,0.0,1.0,129999,2,Juventude,0,6,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,27,286,J. Vitor,,,,,,,,,,,,,,,,,,,,
696,luiz-gustavo,Luiz Gustavo da Silva Alves,0.0,0.0,,Luiz Gustavo,False,-0.3,0.79,130020,3,Atlético-GO,1,6,,27,373,L. Gustavo,,,,,,,,,1.0,,,,,,,,,,,
697,carbone,João Victor Schlickmann Carbone,0.0,0.0,,Carbone,False,0.0,1.0,130190,2,Flamengo,0,6,,27,262,Carbone,,,,,,,,,,,,,,,,,,,,
698,luis-aucelio,Luis Guilherme de Oliveira Aucélio,0.0,0.0,,Luis Aucélio,False,0.0,1.0,130191,4,Flamengo,0,6,,27,262,L. Aucélio,,,,,,,,,,,,,,,,,,,,
699,pedro-leao,Pedro Henrique Leão Alves Lopes,0.0,0.0,,Pedro Leão,False,0.0,1.0,130192,4,Flamengo,0,6,,27,262,P. Leão,,,,,,,,,,,,,,,,,,,,
700,erick-garcia,Erick Ryan Garcia da Silva,0.0,0.0,,Erick Garcia,False,0.0,1.0,130211,3,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,27,288,E. Garcia,,,,,,,,,,,,,,,,,,,,
701,leandrinho,Leandro Viana da Silva Gama,0.0,0.0,,Leandrinho,False,3.93,5.38,130254,2,Vasco,10,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_5FEEg9Y.png,27,267,Leandrinho,,,,7.0,,3.0,1.0,6.0,2.0,1.0,,1.0,,,,,,,,
702,guilherme-estrella,Guilherme Estrella de Paiva,0.0,0.0,,Guilherme Estrella,False,3.93,3.89,130255,4,Vasco,3,5,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,27,267,G. Estrella,,1.0,,4.0,,,,2.0,4.0,,2.0,1.0,,,,,,,,
703,phillipe-gabriel,Phillipe Gabriel Pires de Oliveira,0.0,0.0,,Phillipe Gabriel,False,0.0,1.0,130280,1,Vasco,0,6,https://s.sde.globo.com/media/person_role/2024/07/06/photo_FORMATO_La3OCV2.png,27,267,P. Gabriel,,,,,,,,,,,,,,,,,,,,
704,breno-santos,Breno Santos Ignacio,0.0,0.0,,Breno Santos,False,0.0,2.0,130281,4,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,27,373,B. Santos,,,,,,,,,,,,,,,,,,,,
705,geovane,Pedro Geovane Paranhos Santos,0.0,0.0,,Geovane,False,0.0,1.0,130284,5,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,27,373,Geovane,,,,,,,,,,,,,,,,,,,,
706,rhyan,Rhyan Luca Carvalho de Arruda,0.0,0.0,,Rhyan,False,0.0,1.0,130305,1,Cuiabá,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,27,1371,Rhyan,,,,,,,,,,,,,,,,,,,,
707,rafael-pinna,Rafael Oliveira Pinna,0.0,0.0,,Rafael Pinna,False,0.0,1.0,130316,5,Juventude,0,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_keCwUL8.png,27,286,R. Pinna,,,,,,,,,,,,,,,,,,,,
708,luiz-gustavo,Luiz Gustavo Marinho Ribeiro dos Santos,0.0,0.0,,Luiz Gustavo,False,0.0,1.0,130393,3,Vasco,0,6,,27,267,L. Gustavo,,,,,,,,,,,,,,,,,,,,
709,jan-lucumi,Jan Fanc Lucumií González,0.0,0.0,,Jan Lucumí,False,1.47,2.54,130398,5,Fluminense,3,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,27,266,J. Lucumí,,,,5.0,,,,4.0,2.0,,1.0,,1.0,1.0,,,,,,
