,atletas.entrou_em_campo,atletas.slug,atletas.foto,atletas.apelido,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.atleta_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.variacao_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,SG,DE,GS,PS,V,PP,PC,GC,DP
85,False,vitor-hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,Vitor Hugo,265,3,Vitor Hugo Franchescoli de Souza,72605,Bahia,1,3.58,6,,0.0,0.0,V. Hugo,21,0.0,,,,,,,,,,,,,,,,,,,,
86,True,fernandinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,Fernandinho,293,4,Fernando Luiz Rosa,72775,Athlético-PR,17,6.44,6,,-0.3,-0.31,Fernandinho,21,3.4,3.0,6.0,,16.0,27.0,8.0,4.0,18.0,,2.0,1.0,,,,,,,,,
87,True,wilker-angel,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,Wilker Ángel,288,3,Wílker José Ángel Romero,72801,Criciúma,8,4.41,7,,8.9,1.78,W. Ángel,21,2.47,,1.0,,7.0,15.0,2.0,,3.0,,1.0,,1.0,,,,,,,,
88,False,mercado,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,Mercado,285,3,Gabriel Iván Mercado,72951,Internacional,10,4.69,6,,0.0,0.0,Mercado,21,2.3,,5.0,,6.0,5.0,,1.0,3.0,,,,4.0,,,,,,,,
89,True,samuel-xavier,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,Samuel Xavier,266,2,Samuel Xavier Brito,73384,Fluminense,14,7.38,7,,12.6,1.14,S. Xavier,21,4.44,2.0,2.0,,16.0,16.0,2.0,3.0,30.0,,,1.0,4.0,,,,,,,,
90,False,bruno-alves,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,Bruno Alves,1371,3,Bruno Fabiano Alves,73620,Cuiabá,10,4.08,6,,0.0,0.0,B. Alves,21,2.43,,,,8.0,6.0,1.0,1.0,9.0,,,,2.0,,,,,,,,
91,False,rodrigo-caio,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,Rodrigo Caio,284,3,Rodrigo Caio Coquette Russo,73800,Grêmio,1,5.38,6,,0.0,0.0,R. Caio,21,0.0,,,,,,,,,,,,,,,,,,,,
92,True,walisson-maia,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,Walisson Maia,288,3,Walisson Moreira Farias Maia,73991,Criciúma,9,3.59,6,,0.0,0.05,W. Maia,21,2.08,1.0,1.0,,5.0,8.0,,2.0,1.0,,,,2.0,,,,,,1.0,,
93,False,gatito-fernandez,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,Gatito Fernández,263,1,Roberto Junior Fernández Torres,74061,Botafogo,3,6.82,6,,0.0,0.0,G. Fernández,21,2.0,,1.0,,,,,,,,,,1.0,6.0,4.0,,,,,,
94,True,campbell,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,Campbell,373,5,Joel Nathaniel Campbell Samuels,74157,Atlético-GO,1,10.16,7,,10.1,3.16,Campbell,21,10.1,,1.0,,2.0,1.0,,,2.0,,1.0,,,,,,,,,,
95,False,jorginho,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,Jorginho,373,4,Jorge de Moura Xavier,77544,Atlético-GO,0,4.0,6,,0.0,0.0,Jorginho,21,0.0,,,,,,,,,,,,,,,,,,,,
96,True,madson,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,Madson,293,2,Madson Ferreira dos Santos,78077,Athlético-PR,14,4.2,6,,1.7,0.17,Madson,21,2.03,1.0,2.0,,5.0,5.0,,2.0,9.0,,,1.0,3.0,,,,,,,,
97,True,everaldo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,Everaldo,265,5,Everaldo Stum,78117,Bahia,19,7.07,7,,2.1,0.01,Everaldo,21,4.52,1.0,3.0,,7.0,22.0,11.0,9.0,16.0,2.0,6.0,3.0,,,,,,,,,
98,False,gustavo-henrique,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,Gustavo Henrique,264,3,Gustavo Henrique Vernes,78248,Corinthians,8,5.4,6,,0.0,0.0,G. Henrique,21,0.58,,3.0,1.0,2.0,9.0,1.0,4.0,3.0,,,,1.0,,,,,,,,
99,False,rene,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,Renê,285,2,Renê Rodrigues Martins,78445,Internacional,12,8.87,6,,0.0,0.0,Renê,21,5.25,1.0,2.0,,24.0,10.0,3.0,4.0,15.0,,,,4.0,,,,,,,,
100,True,claudio-tencati,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,Cláudio Tencati,288,6,Cláudio Tencati,78450,Criciúma,17,6.47,7,,4.39,-0.19,C. Tencati,21,4.43,,,,,,,,,,,,,,,,6.0,,,,
101,False,jean-mota,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,Jean Mota,287,4,Jean Mota Oliveira de Sousa,78548,Vitória,13,3.28,6,,0.0,0.0,J. Mota,21,1.38,,,,2.0,6.0,2.0,2.0,5.0,1.0,1.0,1.0,,,,,,,,,
102,True,jonathan-cafu,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,Jonathan Cafu,1371,5,Jonathan Renato Barbosa,78580,Cuiabá,14,3.54,6,,0.5,-0.31,J. Cafu,21,2.14,,,,8.0,12.0,4.0,4.0,16.0,,1.0,,,,,,,,,,
103,True,gabriel,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,Gabriel,293,4,Gabriel Girotto Franco,78605,Athlético-PR,7,4.95,7,,7.0,1.16,Gabriel,21,2.14,,1.0,,10.0,8.0,1.0,4.0,4.0,,,,,,,,,,,,
104,False,ramiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,Ramiro,283,4,Ramiro Moschen Benetti,78715,Cruzeiro,16,3.35,6,,0.0,0.0,Ramiro,21,1.69,,2.0,,16.0,14.0,1.0,2.0,7.0,,1.0,1.0,,,,,,,,,
105,True,reinaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,Reinaldo,284,2,Reinaldo Manoel da Silva,78850,Grêmio,13,8.33,6,,5.0,-0.37,Reinaldo,21,5.3,,2.0,,11.0,9.0,12.0,7.0,9.0,,2.0,1.0,4.0,,,,,,,,
106,True,thiago-santos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,Thiago Santos,266,3,Thiago dos Santos,78855,Fluminense,11,3.76,7,,7.8,0.65,T. Santos,21,2.5,,4.0,,11.0,14.0,3.0,3.0,5.0,,,,3.0,,,,,,1.0,,
107,True,luiz-felipe,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,Luiz Felipe,373,3,Luiz Felipe do Nascimento dos Santos,79035,Atlético-GO,9,3.41,7,,0.2,-0.32,L. Felipe,21,2.43,,2.0,1.0,11.0,9.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,
108,False,victor-cuesta,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,Víctor Cuesta,265,3,Víctor Leandro Cuesta,79113,Bahia,5,3.22,6,,0.0,0.0,V. Cuesta,21,0.82,,3.0,,5.0,7.0,,1.0,5.0,,,1.0,,,,,,,,,
109,True,filipe-augusto,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,Filipe Augusto,1371,4,Filipe Augusto Carvalho Souza,79268,Cuiabá,7,1.12,6,,-1.6,-0.4,F. Augusto,21,0.07,,4.0,,4.0,11.0,1.0,1.0,2.0,,,,,,,,,,,,
110,True,roger-machado,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,Roger Machado,285,6,Roger Machado Marques,79437,Internacional,17,6.95,7,,3.62,0.17,R. Machado,21,4.57,,,,,,,,,,,,,,,,4.0,,,,
111,False,cano,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,Cano,266,5,Germán Ezequiel Cano,79631,Fluminense,14,7.18,6,,0.0,0.0,Cano,21,2.32,,3.0,,3.0,5.0,11.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,
112,True,lucas-silva,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,Lucas Silva,283,4,Lucas Silva Borges,79701,Cruzeiro,18,4.01,6,,1.4,0.08,L. Silva,21,1.28,,3.0,,7.0,14.0,4.0,7.0,13.0,,1.0,,,,,,,,,1.0,
113,True,antonio-carlos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,Antônio Carlos,266,3,Antônio Carlos Cunha Capocasali Júnior,79702,Fluminense,11,3.36,6,,6.6,0.19,A. Carlos,21,1.81,,1.0,,4.0,5.0,,4.0,9.0,,,1.0,2.0,,,,,,,,
114,True,jadson,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,Jadson,286,4,Jadson Alves dos Santos,80129,Juventude,15,9.59,7,,6.8,-0.52,Jadson,21,5.79,5.0,6.0,1.0,36.0,23.0,4.0,8.0,31.0,,1.0,2.0,,,,,,,,,
115,False,yago-pikachu,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,Yago Pikachu,356,4,Glaybson Yago Souza Lisboa,80196,Fortaleza,16,4.37,6,,-1.0,-0.07,Y. Pikachu,21,2.86,2.0,4.0,,13.0,7.0,1.0,8.0,22.0,,1.0,2.0,,,,,,,,,
116,False,rafa-silva,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,Rafa Silva,283,5,Rafael da Silva,80225,Cruzeiro,8,5.88,6,,0.0,0.0,R. Silva,21,4.04,,2.0,,4.0,6.0,4.0,1.0,4.0,,3.0,3.0,,,,,,,,,
117,False,luciano,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,Luciano,276,5,Luciano da Rocha Neves,80287,São Paulo,17,10.0,3,,0.0,0.0,Luciano,21,5.98,1.0,9.0,,16.0,22.0,12.0,14.0,27.0,3.0,6.0,2.0,,,,1.0,,1.0,,,
118,True,gilberto,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,Gilberto,265,2,Gilberto Moraes Júnior,80313,Bahia,12,6.95,7,,0.5,-0.31,Gilberto,21,3.97,,1.0,,17.0,10.0,2.0,5.0,14.0,,1.0,1.0,2.0,,,,,,,,
119,False,arthur-caike,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,Arthur Caíke,288,5,Arthur Caíke do Nascimento Cruz,80337,Criciúma,15,4.6,6,,0.0,0.0,A. Caíke,21,3.32,,1.0,,3.0,11.0,5.0,13.0,16.0,1.0,3.0,9.0,,,,,,,,,
120,False,pedro-geromel,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,Pedro Geromel,284,3,Pedro Tonon Geromel,80853,Grêmio,6,5.77,6,,0.0,0.0,P. Geromel,21,3.13,,3.0,,3.0,2.0,1.0,2.0,2.0,,,,3.0,,,,,,,,
121,False,jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair,267,4,Jair Rodrigues Júnior,81091,Vasco,0,4.0,5,,0.0,0.0,Jair,21,0.0,,,,,,,,,,,,,,,,,,,,
122,False,mayke,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,Mayke,275,2,Mayke Rocha de Oliveira,81150,Palmeiras,16,8.52,6,,0.0,0.0,Mayke,21,4.64,,3.0,,24.0,12.0,,1.0,7.0,,1.0,2.0,8.0,,,,,,,,
123,False,rossi,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,Rossi,267,5,Rosicley Pereira da Silva,81798,Vasco,11,4.43,6,,0.0,0.0,Rossi,21,1.75,1.0,2.0,,12.0,9.0,,1.0,8.0,,,2.0,,,,,,,,,
124,False,alisson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,Alisson,276,4,Alisson Euler de Freitas Castro,81845,São Paulo,16,6.88,5,,0.0,0.0,Alisson,21,3.59,2.0,4.0,,25.0,21.0,4.0,2.0,27.0,,1.0,,,,,,,,,,
125,True,joao-ricardo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,João Ricardo,356,1,João Ricardo Riedi,81881,Fortaleza,19,8.2,7,,4.0,-0.25,J. Ricardo,21,4.87,,1.0,,1.0,,,,1.0,,,,6.0,80.0,18.0,,,,,,
126,True,willian-oliveira,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,Willian Oliveira,287,4,Willian Osmar de Oliveira Silva,81952,Vitória,19,8.23,7,,4.7,-0.39,W. Oliveira,21,5.53,1.0,2.0,,32.0,21.0,2.0,12.0,32.0,,5.0,,,,,2.0,,,,,
127,True,ze-rafael,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,Zé Rafael,275,4,José Rafael Vivian,82455,Palmeiras,12,5.35,6,,2.7,0.03,Z. Rafael,21,2.2,2.0,5.0,,12.0,23.0,2.0,3.0,16.0,,,,,,,1.0,,,,,
128,True,otavio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,Otávio,282,4,Otávio Henrique Passos Santos,82463,Atlético-MG,12,5.3,7,,-0.1,-0.6,Otávio,21,3.29,,1.0,,30.0,17.0,2.0,4.0,8.0,,,,,,,,,,,,
129,False,luiz-araujo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,Luiz Araújo,262,5,Luiz de Araújo Guimarães Neto,82627,Flamengo,19,8.5,3,,0.0,0.0,L. Araújo,21,5.46,4.0,3.0,,26.0,17.0,9.0,13.0,26.0,1.0,3.0,2.0,,,,,,,,,
130,False,tinga,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,Tinga,356,2,Guilherme de Jesus da Silva,82628,Fortaleza,17,5.09,6,,0.0,0.0,Tinga,21,3.62,,1.0,,22.0,12.0,,3.0,5.0,1.0,1.0,,5.0,,,,,,1.0,,
131,True,marcelo-hermes,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,Marcelo Hermes,288,2,Marcelo Gazella Hermes,82639,Criciúma,16,5.03,7,,0.5,-0.51,M. Hermes,21,3.15,1.0,2.0,,19.0,17.0,4.0,5.0,6.0,,1.0,,2.0,,,,,,,,
132,True,wellington-rato,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,Wellington Rato,276,4,Wellington Soares da Silva,82766,São Paulo,12,6.52,7,,6.1,0.79,W. Rato,21,1.45,1.0,1.0,,4.0,5.0,3.0,3.0,9.0,,,3.0,,,,,,,,,
133,True,gabriel,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,Gabriel,262,5,Gabriel Barbosa Almeida,83257,Flamengo,10,6.74,7,,2.0,0.17,Gabriel,21,2.92,1.0,1.0,,1.0,1.0,3.0,3.0,5.0,,2.0,3.0,,,,,,,,,
134,True,leo-pereira,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,Léo Pereira,262,3,Leonardo Pereira,83528,Flamengo,16,6.19,7,,4.0,0.31,L. Pereira,21,2.07,,4.0,,16.0,11.0,,2.0,11.0,,,,3.0,,,,,,1.0,,
135,True,neris,https://s.sde.globo.com/media/person_role/2024/07/26/photo_FORMATO_oIJDX3q.png,Neris,287,3,Hueglo dos Santos Neris,83786,Vitória,8,5.19,7,,6.2,0.32,Neris,21,3.11,,,,9.0,10.0,1.0,,2.0,,,1.0,3.0,,,,,,,,
136,True,clayson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,Clayson,1371,5,Clayson Henrique da Silva Vieira,83817,Cuiabá,14,4.13,7,,3.1,0.26,Clayson,21,1.95,,3.0,,6.0,7.0,3.0,6.0,16.0,,1.0,3.0,,,,1.0,,,,,
137,False,tiquinho-soares,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,Tiquinho Soares,263,5,Francisco das Chagas Soares dos Santos Meireles,84042,Botafogo,14,10.2,6,,0.0,0.0,T. Soares,21,4.75,3.0,3.0,,8.0,25.0,2.0,7.0,25.0,,4.0,2.0,,,,,,,,,
138,False,jemerson,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,Jemerson,284,3,Jemerson de Jesus Nascimento,84263,Grêmio,5,5.73,6,,0.0,0.0,Jemerson,21,2.96,,2.0,,1.0,7.0,,1.0,4.0,,,1.0,3.0,,,,,,,,
139,False,alisson,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,Alisson,288,1,Alisson Machado dos Santos,84266,Criciúma,4,2.29,6,,0.0,0.0,Alisson,21,0.87,,2.0,,,,,,1.0,,,,,9.0,4.0,,,,,,
140,False,fernando-sobral,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,Fernando Sobral,1371,4,Fernando Pereira do Nascimento,84428,Cuiabá,14,5.84,6,,0.0,0.0,F. Sobral,21,3.17,1.0,1.0,,16.0,4.0,3.0,6.0,12.0,,1.0,1.0,,,,,,,,,
141,True,lucas-romero,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,Lucas Romero,283,4,Lucas Daniel Romero,84558,Cruzeiro,17,5.17,7,,2.6,0.26,L. Romero,21,2.86,1.0,2.0,1.0,33.0,23.0,3.0,6.0,15.0,,,,,,,,,,,,
142,True,fellipe-mateus,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,Fellipe Mateus,288,4,Fellipe Mateus de Sena Araújo,84587,Criciúma,13,6.8,7,,0.5,-0.78,F. Mateus,21,4.14,,2.0,,11.0,10.0,7.0,7.0,33.0,,2.0,,,,,,,,1.0,,
143,False,lucas-evangelista,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,Lucas Evangelista,280,4,Lucas Evangelista Santana de Oliveira,84674,Bragantino,13,7.73,6,,0.0,0.0,L. Evangelista,21,3.79,1.0,2.0,,12.0,11.0,3.0,8.0,19.0,,2.0,4.0,,,,,,,,,
144,False,varela,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,Varela,262,2,Guillermo Varela Olivera,84816,Flamengo,7,6.66,6,,0.0,0.0,Varela,21,4.84,,,,11.0,7.0,2.0,,11.0,,,1.0,3.0,,,,,,,,
145,True,rafael-ratao,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,Rafael Ratão,265,5,Rafael Rogério da Silva,84918,Bahia,6,4.79,6,,2.4,0.23,R. Ratão,21,2.37,,,,2.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
146,True,marcos-felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,Marcos Felipe,265,1,Marcos Felipe de Freitas Monteiro,85004,Bahia,19,6.8,7,,4.0,0.51,M. Felipe,21,3.17,,1.0,,1.0,,,,2.0,,,,4.0,61.0,22.0,,,,,,
147,True,oscar-romero,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,Óscar Romero,263,4,Óscar David Romero Villamayor,85034,Botafogo,15,8.21,6,,13.1,1.72,Ã. Romero,21,3.88,3.0,4.0,,20.0,10.0,8.0,2.0,14.0,,1.0,,,,,,,,,,
148,False,damian-suarez,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,Damián Suárez,263,2,Damián Nicolás Suárez,85277,Botafogo,17,5.46,6,,0.0,0.0,D. Suárez,21,3.83,1.0,5.0,,22.0,26.0,1.0,5.0,13.0,,,2.0,7.0,,,,,,,,
149,True,alex-santana,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,Alex Santana,264,4,Alex Paulo Menezes Santana,85465,Corinthians,8,3.69,5,,3.0,-0.19,A. Santana,21,1.57,,4.0,,9.0,9.0,1.0,6.0,5.0,,,,,,,,,,,,
150,True,leo,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,Léo,267,3,Leonardo Pinheiro da Conceição,85626,Vasco,17,4.3,7,,3.5,0.12,Léo,21,2.68,,1.0,,19.0,13.0,2.0,1.0,9.0,,,1.0,4.0,,,,,,,,
151,True,ricardo-ryller,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,Ricardo Ryller,287,4,Ricardo Ryller Ribeiro Lino Silva,85856,Vitória,4,4.73,7,,2.6,0.12,R. Ryller,21,2.5,,,,6.0,5.0,,1.0,7.0,,,,,,,,,,,,
152,True,hyoran,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,Hyoran,285,4,Hyoran Kaue Dalmoro,85931,Internacional,10,3.83,6,,0.0,-0.1,Hyoran,21,1.38,,,,5.0,6.0,1.0,5.0,9.0,,,1.0,,,,,,,,,
153,True,bolasie,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,Bolasie,288,5,Yannick Bolasie,86292,Criciúma,15,7.95,7,,6.4,-1.28,Bolasie,21,5.28,3.0,2.0,,8.0,20.0,10.0,14.0,10.0,1.0,4.0,5.0,,,,,,,,,
154,False,caio-dantas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,Caio Dantas,287,5,Caio Henrique da Silva Dantas,86362,Vitória,0,3.0,6,,0.0,0.0,C. Dantas,21,0.0,,,,,,,,,,,,,,,,,,,,
155,True,victor-luis,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,Victor Luis,267,2,Victor Luis Chuab Zamblauskas,86410,Vasco,8,5.2,7,,8.9,0.98,V. Luis,21,3.47,1.0,2.0,1.0,12.0,8.0,1.0,,9.0,,,,2.0,,,,,,,,
156,True,keno,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,Keno,266,5,Marcos da Silva França,86485,Fluminense,12,5.35,6,,4.4,0.35,Keno,21,1.62,,,,8.0,8.0,3.0,7.0,7.0,,,3.0,,,,,,,,,
157,False,jandrei,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,Jandrei,276,1,Jandrei Chitolina Carniel,86508,São Paulo,8,6.32,6,,0.0,0.0,Jandrei,21,3.06,,,,,,,,5.0,,,,2.0,22.0,10.0,,,,,,
158,False,rodrigo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,Rodrigo,288,3,Rodrigo Fagundes de Freitas,86684,Criciúma,15,4.73,3,,0.0,0.0,Rodrigo,21,3.46,1.0,5.0,,27.0,17.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,,,,,,2.0,,
159,True,tche-tche,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,Tchê Tchê,263,4,Danilo das Neves Pinheiro,86686,Botafogo,18,2.95,6,,-3.0,-0.74,T. Tchê,21,1.16,,1.0,1.0,9.0,8.0,4.0,6.0,14.0,,,,,,,,,,,,
160,True,jonathan,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,Jonathan,288,2,Jonathan Francisco Lemos,86713,Criciúma,9,3.21,6,,-0.3,-0.62,Jonathan,21,2.0,,,,13.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,
161,False,everton,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,Everton,262,5,Everton Sousa Soares,86757,Flamengo,9,7.36,6,,0.0,0.0,Everton,21,4.98,2.0,1.0,,10.0,6.0,7.0,8.0,6.0,,1.0,2.0,,,,,,,,,
162,True,matheus-rossetto,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,Matheus Rossetto,356,4,Matheus Rossetto,86766,Fortaleza,9,2.81,7,,0.0,-0.54,M. Rossetto,21,1.57,,1.0,,13.0,8.0,,,4.0,,,,,,,,,,,,
163,True,danilo-barbosa,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,Danilo Barbosa,263,4,Danilo Barbosa da Silva,86777,Botafogo,18,7.07,7,,2.4,-0.06,D. Barbosa,21,3.7,2.0,3.0,,25.0,14.0,,3.0,13.0,,3.0,,,,,1.0,,,,,
164,True,jose-welison,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,José Welison,356,4,José Welison da Silva,86859,Fortaleza,11,4.02,6,,1.2,0.08,J. Welison,21,1.66,,1.0,,15.0,6.0,,2.0,3.0,,,,,,,,,,,,
165,True,leo-jardim,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,Léo Jardim,267,1,Leonardo César Jardim,87008,Vasco,20,6.0,7,,-1.0,-0.26,L. Jardim,21,3.42,,,,,,,,,,,,4.0,79.0,31.0,,,,,,
166,True,nathan,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,Nathan,284,4,Nathan Allan de Souza,87009,Grêmio,7,3.62,7,,2.8,0.28,Nathan,21,1.24,,,,3.0,,1.0,2.0,5.0,,,2.0,,,,,,,,,
167,False,pedro-henrique,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,Pedro Henrique,280,3,Pedro Henrique Ribeiro Gonçalves,87225,Bragantino,12,5.84,5,,0.0,0.0,P. Henrique,21,2.79,,3.0,,16.0,12.0,,,8.0,,1.0,1.0,2.0,,,,,,1.0,,
168,True,guilherme-arana,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,Guilherme Arana,282,2,Guilherme Antonio Arana Lopes,87228,Atlético-MG,10,11.17,7,,3.9,0.34,G. Arana,21,5.56,1.0,3.0,,18.0,9.0,3.0,6.0,7.0,,1.0,2.0,3.0,,,,,,,,
169,True,carlos-de-pena,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,Carlos de Pena,265,4,Carlos María de Pena Bonino,87242,Bahia,18,2.41,6,,-0.5,-0.95,C. Pena,21,1.03,2.0,4.0,,5.0,6.0,2.0,4.0,6.0,,,,,,,,,,,,
170,False,soteldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,Soteldo,284,5,Yeferson Julio Soteldo Martínez,87258,Grêmio,9,11.08,6,,0.0,0.0,Soteldo,21,6.07,2.0,,,6.0,2.0,4.0,3.0,14.0,,3.0,1.0,,,,,,,,,
