,atletas.entrou_em_campo,atletas.slug,atletas.foto,atletas.apelido,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.atleta_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.variacao_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,SG,DE,GS,PS,V,PP,PC,GC,DP
257,False,pedro,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,Pedro,262,5,Pedro Guilherme Abreu dos Santos,94583,Flamengo,19,14.35,3,,0.0,0.0,Pedro,21,7.95,5.0,3.0,,15.0,13.0,14.0,10.0,21.0,1.0,10.0,3.0,,,,1.0,,1.0,,,
258,False,jhegson-mendez,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_PUzvx3f.png,Jhegson Méndez,276,4,Jhegson Sebastián Méndez Carabalí,94786,São Paulo,0,4.0,6,,0.0,0.0,J. Méndez,21,0.0,,,,,,,,,,,,,,,,,,,,
259,True,battaglia,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Battaglia,282,4,Rodrigo Andrés Battaglia,94845,Atlético-MG,15,2.74,7,,3.0,0.43,Battaglia,21,1.17,,3.0,2.0,17.0,20.0,3.0,2.0,8.0,1.0,,,,,,,,,,,
260,True,lucas-fernandes,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,Lucas Fernandes,1371,4,Lucas Fernandes da Silva,94931,Cuiabá,8,3.59,6,,1.7,0.12,L. Fernandes,21,0.93,,1.0,,2.0,3.0,3.0,1.0,5.0,,,,,,,,,,,,
261,False,juninho-capixaba,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,Juninho Capixaba,280,2,Luis Antônio da Rocha Júnior,94968,Bragantino,14,10.84,5,,0.0,0.0,J. Capixaba,21,5.18,,3.0,,41.0,18.0,2.0,3.0,24.0,,,1.0,3.0,,,,,,,,
262,False,gabriel-taliari,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,Gabriel Taliari,286,5,Gabriel Pereira Taliari,95131,Juventude,11,3.51,6,,0.0,0.0,G. Taliari,21,2.53,2.0,,,3.0,7.0,2.0,1.0,15.0,2.0,,3.0,,,,,,,,,
263,False,gregore,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,Gregore,263,4,Gregore de Magalhães da Silva,95464,Botafogo,18,3.76,6,,0.0,0.0,Gregore,21,1.98,1.0,4.0,,36.0,51.0,1.0,2.0,6.0,,,,,,,1.0,,,,,
264,False,igor-vinicius,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,Igor Vinícius,276,2,Igor Vinícius de Souza,95466,São Paulo,18,5.71,6,,0.0,0.0,I. Vinícius,21,4.07,2.0,3.0,1.0,28.0,13.0,1.0,1.0,27.0,1.0,,1.0,5.0,,,,,,1.0,1.0,
265,True,raniele,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,Raniele,264,4,Raniele Almeida Melo,95556,Corinthians,19,6.79,7,,3.0,-0.1,Raniele,21,3.89,,6.0,,49.0,22.0,7.0,6.0,23.0,1.0,,1.0,,,,,,,,,
266,False,lucas-kal,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,Lucas Kal,373,4,Lucas Kal Schenfeld Progioli,95662,Atlético-GO,16,3.24,6,,0.0,0.0,L. Kal,21,1.66,1.0,1.0,,16.0,11.0,2.0,3.0,4.0,,,,,,,,,,,,
267,True,trauco,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,Trauco,288,2,Miguel Ángel Trauco Saavedra,95738,Criciúma,13,4.05,7,,2.4,0.34,Trauco,21,1.86,,1.0,,9.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,
268,True,tobias-figueiredo,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,Tobias Figueiredo,288,3,Tobias Pereira Figueiredo,95878,Criciúma,8,1.55,7,,0.3,-0.01,T. Figueiredo,21,0.27,,2.0,,1.0,6.0,1.0,2.0,4.0,,,,,,,,,,,,
269,True,machado,https://s.sde.globo.com/media/person_role/2024/07/26/photo_FORMATO_qeBibe4.png,Machado,287,4,Luiz Filipe da Rosa Machado - Felipe,96089,Vitória,8,2.59,6,,4.1,0.5,Machado,21,0.7,,2.0,,6.0,8.0,,1.0,4.0,,,,,,,,,,,,
270,True,lima,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,Lima,266,4,Vinicius Moreira de Lima,96340,Fluminense,11,7.42,6,,1.5,-0.03,Lima,21,3.34,,2.0,1.0,10.0,10.0,1.0,5.0,23.0,,2.0,,,,,,,,,,
271,False,charles,https://s.sde.globo.com/media/person_role/2024/07/25/photo_FORMATO.png,Charles,264,4,Charles Rigon Mattos,96342,Corinthians,2,5.22,6,,0.0,0.0,Charles,21,2.1,,,,2.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
272,True,matheus-pereira,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,Matheus Pereira,283,4,Matheus Fellipe Costa Pereira,96610,Cruzeiro,18,10.21,7,,4.6,-1.05,M. Pereira,21,6.55,4.0,5.0,,8.0,18.0,11.0,17.0,53.0,2.0,5.0,6.0,,,,,,,,,
273,True,allan,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,Allan,262,4,Allan Rodrigues de Souza,96652,Flamengo,15,4.29,7,,2.4,-0.04,Allan,21,1.91,,3.0,,24.0,19.0,2.0,2.0,11.0,,,,,,,,,,1.0,,
274,True,gabriel-milito,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,Gabriel Milito,282,6,Gabriel Alejandro Milito,96673,Atlético-MG,19,8.62,7,,4.01,-0.16,G. Milito,21,4.85,,,,,,,,,,,,,,,,7.0,,,,
275,True,bustos,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,Bustos,285,2,Fabricio Tomás Bustos Sein,96678,Internacional,11,8.66,7,,8.9,1.53,Bustos,21,5.25,1.0,4.0,,22.0,16.0,,4.0,8.0,,1.0,1.0,4.0,,,,,,,,
276,True,saravia,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,Saravia,282,2,Renzo Saravia,96725,Atlético-MG,15,6.54,7,,0.0,-0.11,Saravia,21,3.72,,2.0,,30.0,28.0,1.0,2.0,17.0,,,1.0,4.0,,,,,,1.0,,
277,False,camutanga,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,Camutanga,287,3,Cleidson Andrade da Souza Silva,96793,Vitória,4,2.34,5,,0.0,0.0,Camutanga,21,0.63,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
278,True,carlinhos,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,Carlinhos,262,5,Carlos Moisés de Lima,96831,Flamengo,9,3.22,7,,0.6,-0.15,Carlinhos,21,2.24,,,,1.0,5.0,2.0,3.0,,,2.0,3.0,,,,,,,,,
279,True,arthur-gomes,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,Arthur Gomes,283,5,Arthur Gomes Lourenço,96966,Cruzeiro,16,5.53,6,,2.5,0.23,A. Gomes,21,3.14,1.0,1.0,,12.0,16.0,9.0,6.0,12.0,,2.0,11.0,,,,,,,,,
280,False,yony-gonzalez,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,Yony González,373,5,Jony Alexander González Copete,97080,Atlético-GO,9,2.83,6,,0.0,0.0,Y. González,21,1.15,,,,3.0,6.0,2.0,2.0,9.0,,,,,,,,,,,,
281,True,dudu,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,Dudu,356,2,Luís Eduardo Marques dos Santos,97133,Fortaleza,2,3.33,6,,0.0,-0.48,Dudu,21,0.25,,,,,,,,1.0,,,,,,,,,,,,
282,False,villasanti,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,Villasanti,284,4,Mathías Adalberto Villasanti Rolón,97145,Grêmio,11,9.17,6,,0.0,0.0,Villasanti,21,4.97,1.0,2.0,,34.0,19.0,1.0,1.0,13.0,,1.0,,,,,,,,,,
283,True,janderson,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,Janderson,373,5,Janderson Santos de Souza,97245,Atlético-GO,5,3.58,6,,-3.1,-1.77,Janderson,21,2.0,,2.0,1.0,7.0,9.0,2.0,3.0,9.0,,,,,,,,,,,,
284,True,rogerio-ceni,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,Rogério Ceni,265,6,Rogério Mücke Ceni,97341,Bahia,19,8.97,7,,2.96,-0.08,R. Ceni,21,4.69,,,,,,,,,,,,,,,,8.0,,,,
285,False,romercio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,Romércio,286,3,Romércio Pereira da Conceição,97443,Juventude,0,3.0,6,,0.0,0.0,Romércio,21,0.0,,,,,,,,,,,,,,,,,,,,
286,True,marcal,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,Marçal,263,2,Fernando Marçal de Oliveira,97468,Botafogo,8,5.68,6,,-0.3,-0.45,Marçal,21,4.09,,2.0,,13.0,7.0,1.0,,10.0,,,,3.0,,,,,,,,
287,True,shaylon,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,Shaylon,373,4,Shaylon Kallyson Cardozo - Cardoso,97520,Atlético-GO,19,4.73,7,,1.2,-0.14,Shaylon,21,2.5,1.0,2.0,,11.0,10.0,6.0,13.0,3.0,1.0,2.0,,,,,,,1.0,,,
288,False,willean-lepo,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,Willean Lepo,287,2,William Bernardo Willemen - Willeam Lepu,97522,Vitória,16,5.72,6,,0.0,0.0,W. Lepo,21,3.66,,2.0,,36.0,14.0,3.0,2.0,13.0,,,2.0,2.0,,,,,,,,
289,True,felix-torres,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,Félix Torres,264,3,Félix Eduardo Torres Caicedo,97642,Corinthians,14,6.45,7,,0.9,-0.23,F. Torres,21,2.87,,2.0,,18.0,18.0,1.0,1.0,2.0,1.0,,1.0,4.0,,,,,,,,
290,True,murilo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,Murilo,275,3,Murilo Cerqueira Paim,97653,Palmeiras,14,9.42,7,,0.5,-0.73,Murilo,21,3.45,,3.0,,11.0,16.0,1.0,6.0,4.0,,,1.0,7.0,,,,,,,,
291,False,erick,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,Erick,276,5,Erick de Arruda Serafim,97810,São Paulo,9,3.69,6,,0.0,0.0,Erick,21,0.88,1.0,1.0,,2.0,3.0,,,5.0,,,,,,,,,,,,
292,True,leo-ortiz,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,Léo Ortiz,262,3,Leonardo Rech Ortiz,97867,Flamengo,12,8.12,7,,5.6,-0.21,L. Ortiz,21,3.59,1.0,2.0,,18.0,7.0,1.0,3.0,4.0,,,,3.0,,,,,,,,
293,True,iago,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,Iago,265,2,Iago Amaral Borduchi,97868,Bahia,4,5.54,7,,4.4,0.3,Iago,21,2.17,,,,4.0,2.0,1.0,1.0,5.0,,,,,,,,,,,,
294,True,vitao,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,Vitão,285,3,Vitor Eduardo da Silva Matos,97900,Internacional,11,4.73,7,,0.0,-0.4,Vitão,21,2.67,,3.0,,7.0,11.0,2.0,3.0,5.0,,,,4.0,,,,,,,,
295,False,luis-oyama,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,Luís Oyama,286,4,Luís Felipe Oyama,97908,Juventude,8,4.79,6,,0.0,0.0,L. Oyama,21,2.44,,,,6.0,4.0,2.0,2.0,3.0,,1.0,,,,,,,,,,
296,True,erick,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,Erick,293,4,Erick Luis Conrado de Carvalho,98022,Athlético-PR,18,7.33,7,,0.2,-1.7,Erick,21,4.54,1.0,1.0,,39.0,23.0,5.0,11.0,18.0,2.0,1.0,1.0,,,,,,,,,
297,True,pedro-raul,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,Pedro Raul,264,5,Pedro Raul Garay da Silva,98225,Corinthians,13,3.33,6,,5.6,0.87,P. Raul,21,1.21,,2.0,,9.0,9.0,4.0,2.0,7.0,,,2.0,,,,,,,,,
298,True,bastos,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,Bastos,263,3,Bartolomeu Jacinto Quissanga,98280,Botafogo,20,5.3,7,,0.6,-0.08,Bastos,21,3.85,,3.0,,17.0,20.0,,7.0,4.0,,3.0,1.0,7.0,,,,,,1.0,,
299,True,kanu,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,Kanu,265,3,Victor Hugo Soares dos Santos,98484,Bahia,14,2.93,7,,0.9,0.03,Kanu,21,1.4,,6.0,,7.0,18.0,1.0,,13.0,,,,3.0,,,,,,,,
300,True,jean-lucas,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,Jean Lucas,265,4,Jean Lucas de Souza Oliveira,98517,Bahia,18,7.74,7,,4.0,-1.1,J. Lucas,21,5.11,4.0,3.0,,21.0,21.0,8.0,20.0,29.0,,2.0,1.0,,,,,,,,,
301,True,kuscevic,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,Kuscevic,356,3,Benjamín Kuščević Jaramillo,98619,Fortaleza,7,5.25,7,,2.3,-0.66,Kuscevic,21,3.44,,,1.0,7.0,3.0,,1.0,2.0,,1.0,2.0,2.0,,,,,,,,
302,False,savarino,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,Savarino,263,5,Jefferson David Savarino Quintero,98672,Botafogo,13,6.87,6,,0.0,0.0,Savarino,21,3.7,1.0,2.0,,1.0,6.0,8.0,3.0,4.0,,4.0,2.0,,,,,,,,,
303,True,cuello,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,Cuello,293,5,Tomás Esteban Cuello,98909,Athlético-PR,14,5.7,6,,-0.1,-1.28,Cuello,21,3.92,2.0,2.0,,11.0,11.0,8.0,10.0,12.0,2.0,1.0,5.0,,,,,,,,,
304,True,vina,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,Viña,262,2,Matías Nicolás Viña Susperreguy,98974,Flamengo,8,5.05,7,,1.4,-0.68,Viña,21,1.58,,1.0,,5.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,
305,True,vegetti,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,Vegetti,267,5,Pablo Vegetti,99198,Vasco,19,12.11,6,,4.7,-0.1,Vegetti,21,6.2,1.0,3.0,,9.0,23.0,15.0,30.0,47.0,2.0,6.0,15.0,,,,2.0,,2.0,,,
306,True,puma-rodriguez,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,Puma Rodríguez,267,2,José Luis Rodríguez Bebanz,99213,Vasco,9,4.51,7,,6.8,1.12,P. Rodríguez,21,2.43,,,,9.0,2.0,,2.0,,,,,2.0,,,,,,,,
307,False,de-la-cruz,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,De la Cruz,262,4,Diego Nicolás de la Cruz Arcosa,99228,Flamengo,9,13.15,6,,0.0,0.0,D. Cruz,21,8.13,2.0,1.0,,21.0,13.0,5.0,8.0,23.0,1.0,2.0,,,,,,,,,,
308,True,gonzalo-freitas,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,Gonzalo Freitas,373,4,Gonzalo Gastón Freitas Silva,99234,Atlético-GO,3,6.31,7,,3.6,-0.11,G. Freitas,21,5.67,,1.0,,10.0,4.0,4.0,3.0,2.0,,,,,,,,,,1.0,,
309,False,pochettino,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,Pochettino,356,4,Tomás Pochettino,99267,Fortaleza,15,9.55,5,,0.0,0.0,Pochettino,21,5.92,6.0,4.0,,23.0,13.0,3.0,7.0,12.0,,3.0,2.0,,,,,,,,,
310,True,alexander-barboza,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,Alexander Barboza,263,3,Alexander Nahuel Barboza Ullúa,99274,Botafogo,12,4.21,7,,-0.9,-0.84,A. Barboza,21,3.28,,4.0,1.0,10.0,15.0,3.0,6.0,1.0,,,1.0,6.0,,,,,,,,
311,True,dinenno,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,Dinenno,283,5,Juan Ignacio Dinenno de Cara,99316,Cruzeiro,3,7.47,6,,-1.0,-1.07,Dinenno,21,2.77,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,
312,True,luis-zubeldia,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,Luis Zubeldía,276,6,Luis Francisco Zubeldía,99366,São Paulo,18,10.05,7,,7.04,0.69,L. Zubeldía,21,5.16,,,,,,,,,,,,,,,,9.0,,,,
313,False,robert-rojas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,Robert Rojas,267,3,Robert Samuel Rojas Chávez,99387,Vasco,5,3.21,6,,0.0,0.0,R. Rojas,21,1.84,,,,4.0,2.0,,,,,,,1.0,,,,,,,,
314,True,baralhas,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,Baralhas,373,4,Gabriel Baralhas dos Santos,99440,Atlético-GO,18,5.57,7,,1.9,-0.16,Baralhas,21,3.83,1.0,4.0,,33.0,12.0,8.0,10.0,13.0,,1.0,1.0,,,,,,,,,
315,True,rossi,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,Rossi,262,1,Agustín Daniel Rossi,99552,Flamengo,19,5.3,7,,1.0,-0.56,Rossi,21,2.28,,,,,,,,4.0,,,,3.0,46.0,20.0,,,,,,
316,True,guilherme-romao,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,Guilherme Romão,373,2,Guilherme Kennedy Romão,99623,Atlético-GO,18,4.53,7,,0.8,0.38,G. Romão,21,3.48,3.0,4.0,1.0,10.0,14.0,6.0,12.0,25.0,,1.0,4.0,2.0,,,,,,,,
317,False,cifuentes,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,Cifuentes,283,4,José Adoni Cifuentes Charcopa,99766,Cruzeiro,3,2.54,6,,0.0,0.0,Cifuentes,21,0.7,,,,2.0,1.0,,,,,,,,,,,,,,,
318,True,arias,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,Arias,266,4,Jhon Adolfo Arias Andrade,99815,Fluminense,10,13.12,7,,4.2,0.09,Arias,21,6.27,1.0,2.0,,22.0,9.0,7.0,9.0,25.0,,1.0,1.0,,,,,,,,,
319,True,paulinho,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,Paulinho,282,5,Paulo Henrique Sampaio Filho,99818,Atlético-MG,18,11.26,7,,2.5,-0.13,Paulinho,21,5.13,1.0,2.0,1.0,19.0,8.0,9.0,7.0,14.0,,6.0,8.0,,,,1.0,,,,,
320,True,alan-franco,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,Alan Franco,276,3,Alan Javier Franco,99889,São Paulo,16,6.95,7,,6.2,0.91,A. Franco,21,3.19,1.0,5.0,1.0,18.0,13.0,,3.0,4.0,,,1.0,7.0,,,,,,,1.0,
321,True,carrillo,https://s.sde.globo.com/media/person_role/2024/07/12/photo_220x220_lgqGgyh.png,Carrillo,286,5,Ronie Edmundo Carrillo Morales,100076,Juventude,2,3.56,7,,1.4,-0.02,Carrillo,21,0.7,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
322,True,zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,282,4,Federico Matías Javier Zaracho,100079,Atlético-MG,12,7.36,6,,0.5,-0.19,Zaracho,21,3.5,,1.0,,15.0,10.0,2.0,4.0,13.0,,2.0,1.0,,,,,,,,,
323,False,igor-gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,Igor Gomes,282,4,Igor Silveira Gomes,100084,Atlético-MG,11,5.22,6,,0.0,0.0,I. Gomes,21,2.75,2.0,3.0,,10.0,12.0,3.0,3.0,12.0,1.0,,,,,,,,,,,
324,True,pedro-augusto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,Pedro Augusto,356,4,Pedro Augusto Borges da Costa,100085,Fortaleza,17,3.37,7,,0.2,-0.1,P. Augusto,21,2.09,1.0,6.0,,28.0,26.0,2.0,1.0,17.0,,,,,,,,,,1.0,,
325,False,segovia,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,Segovia,263,3,Luis Geovanny Segovia Vega,100453,Botafogo,0,3.0,6,,0.0,0.0,Segovia,21,0.0,,,,,,,,,,,,,,,,,,,,
326,False,yuri-alberto,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,Yuri Alberto,264,5,Yuri Alberto Monteiro da Silva,100652,Corinthians,17,8.84,5,,0.0,0.0,Y. Alberto,21,5.04,2.0,4.0,,13.0,21.0,10.0,14.0,26.0,1.0,4.0,8.0,,,,,,,,,
327,True,matheus-henrique,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,Matheus Henrique,283,4,Matheus Henrique de Souza,100742,Cruzeiro,4,8.13,7,,11.5,1.9,M. Henrique,21,4.5,,1.0,,4.0,4.0,1.0,4.0,6.0,,1.0,,,,,,,,,,
328,True,liziero,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,Liziero,276,4,Igor Matheus Liziero Pereira,100761,São Paulo,2,4.45,6,,2.5,0.18,Liziero,21,2.15,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,
329,False,brenno,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno,284,1,Brenno Oliveira Fraga Costa,100830,Grêmio,0,4.0,6,,0.0,0.0,Brenno,21,0.0,,,,,,,,,,,,,,,,,,,,
330,False,lucas-esteves,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,Lucas Esteves,287,2,Lucas Esteves de Souza,100846,Vitória,17,4.17,3,,0.0,0.0,L. Esteves,21,2.6,1.0,6.0,,17.0,19.0,3.0,9.0,15.0,,1.0,7.0,1.0,,,,,,,,
331,False,luan-candido,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,Luan Cândido,280,3,Luan Cândido de Almeida,100848,Bragantino,16,5.56,6,,0.0,0.0,L. Cândido,21,3.33,,4.0,,23.0,27.0,4.0,9.0,6.0,,1.0,2.0,3.0,,,,,,,,
332,True,ronald-lopes,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,Ronald Lopes,288,4,Ronald dos Santos Lopes,100969,Criciúma,13,3.88,6,,0.2,-0.88,R. Lopes,21,2.22,2.0,3.0,,16.0,19.0,,3.0,12.0,,,,,,,,,,,,
333,False,derek,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,Derek,373,5,Derek Freitas Ribeiro,100976,Atlético-GO,11,3.22,6,,0.0,0.0,Derek,21,1.58,,1.0,1.0,7.0,7.0,1.0,3.0,7.0,,1.0,,,,,,,,,,
334,False,nonato,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,Nonato,266,4,Gustavo Nonato Santana,100987,Fluminense,3,3.72,6,,0.0,0.0,Nonato,21,0.3,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,
335,False,junior-santos,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,Júnior Santos,263,5,José Antonio dos Santos Júnior,101002,Botafogo,17,7.59,5,,0.0,0.0,J. Santos,21,4.27,2.0,2.0,,8.0,16.0,13.0,14.0,15.0,1.0,3.0,16.0,,,,,,,,,
336,True,ferreira,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,Ferreira,276,5,Aldemir dos Santos Ferreira,101290,São Paulo,17,8.29,7,,3.2,0.07,Ferreira,21,4.59,1.0,4.0,,12.0,11.0,4.0,9.0,26.0,,5.0,1.0,,,,1.0,,,,,
337,False,ademir,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,Ademir,265,5,Ademir da Silva Santos Júnior,101314,Bahia,15,4.23,5,,0.0,0.0,Ademir,21,2.19,1.0,,,9.0,5.0,2.0,4.0,10.0,,1.0,2.0,,,,,,,,,
338,False,guga,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,Guga,266,2,Cláudio Rodrigues Gomes,101319,Fluminense,4,2.9,6,,0.0,0.0,Guga,21,-0.4,,3.0,1.0,3.0,5.0,,1.0,1.0,,,,,,,,,,,,
339,True,danilo-boza,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,Danilo Boza,286,3,Danilo Boza Júnior,101431,Juventude,13,5.7,7,,2.5,-0.49,D. Boza,21,3.13,,1.0,,6.0,2.0,4.0,6.0,5.0,,1.0,,3.0,,,,,,,,
340,True,pepe,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,Pepê,284,4,João Pedro Vilardi Pinto,101573,Grêmio,11,4.6,7,,0.9,-0.05,Pepê,21,2.09,,1.0,1.0,17.0,13.0,,2.0,18.0,,,1.0,,,,,,,,,
341,True,hugo-souza,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,Hugo Souza,264,1,Hugo de Souza Nogueira,101574,Corinthians,5,6.93,7,,1.0,-0.39,H. Souza,21,3.4,,1.0,,,,,,,,,,1.0,19.0,6.0,,,,,,
342,True,hugo-moura,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,Hugo Moura,267,4,Hugo Moura Arruda da Silva,101594,Vasco,13,5.66,7,,2.3,-0.22,H. Moura,21,3.22,3.0,5.0,1.0,25.0,19.0,1.0,6.0,9.0,,,,,,,,,,,,
