,atletas.media_num,atletas.pontos_num,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.status_id,atletas.atleta_id,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.clube_id,atletas.entrou_em_campo,atletas.nome,DS,FC,FF,FS,G,I,A,CA,FD,FT,SG,CV,V,DE,GS,PC,PP,PS,DP,GC
526,1.87,0.0,4,,Sforza,6,112906,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,Sforza,3.6,Vasco,sforza,0.0,19,15,267,False,Juan Sebastián Sforza,12.0,12.0,2.0,13.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,
527,2.65,0.0,5,,Werton,6,112984,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,Werton,3.18,Flamengo,werton,0.0,19,2,262,False,Werton de Almeida Rêgo,3.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,
528,0.0,0.0,4,,Peralta,6,112985,,Peralta,4.0,Cruzeiro,peralta,0.0,19,0,283,False,Fabrizio José Peralta Ramírez,,,,,,,,,,,,,,,,,,,,
529,0.0,0.0,1,,Lucas Wingert,6,113014,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,L. Wingert,3.0,Juventude,lucas-wingert,0.0,19,0,286,False,Lucas Leandro Wingert,,,,,,,,,,,,,,,,,,,,
530,5.35,0.0,4,,Kervin Andrade,6,113073,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,K. Andrade,6.3,Fortaleza,kervin-andrade,0.0,19,2,356,False,Kervin Mario Andrade Navarro,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
531,4.15,-0.7,5,,Flaco López,7,113103,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,F. López,6.3,Palmeiras,flaco-lopez,-1.22,19,17,275,True,José Manuel Alberto López,6.0,22.0,13.0,18.0,5.0,8.0,1.0,5.0,7.0,1.0,,,,,,,,,,
532,2.1,0.0,2,,Nathan Mendes,7,113157,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,N. Mendes,5.54,Bragantino,nathan-mendes,0.0,19,12,280,False,Nathan Gabriel de Souza Mendes,8.0,9.0,,10.0,,1.0,1.0,4.0,2.0,,2.0,,,,,,,,,
533,4.34,2.0,5,,Marquinhos,7,113158,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,Marquinhos,7.55,Fluminense,marquinhos,-0.03,19,13,266,True,Marcus Vinícius Oliveira Alencar,18.0,13.0,7.0,28.0,,1.0,1.0,2.0,6.0,3.0,,,,,,,,,,
534,0.0,0.0,3,,Michel,6,113159,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,Michel,2.0,Palmeiras,michel,0.0,19,0,275,False,Michel Augusto Modesto Rafael dos Santos,,,,,,,,,,,,,,,,,,,,
535,2.91,0.0,6,,Martín Varini,7,113228,https://s.sde.globo.com/media/person_role/2024/07/07/photo_220x220_YwgRivm.png,M. Varini,9.94,Athlético-PR,martin-varini,0.0,19,1,293,False,Martín Varini Di Zioli,,,,,,,,,,,,,,,,,,,,
536,2.73,0.0,4,,Pablo Maia,5,113359,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,P. Maia,6.49,São Paulo,pablo-maia,0.0,19,3,276,False,Pablo Gonçalves Maia Fortunato,4.0,6.0,4.0,4.0,,,,,,,,,,,,,,,,
537,2.08,2.4,4,,Du Queiroz,6,113687,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,D. Queiroz,4.72,Grêmio,du-queiroz,0.16,19,12,284,True,Eduardo Santos Queiroz,19.0,5.0,2.0,1.0,,,,2.0,3.0,,,,,,,,,,,
538,1.57,0.0,3,,Douglas Mendes,7,114311,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,D. Mendes,3.07,Bragantino,douglas-mendes,0.0,19,6,280,False,Douglas Mendes Moreira,,4.0,2.0,,,,,1.0,,,2.0,,,,,,,,,
539,4.23,0.0,3,,Gamarra,3,114334,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,Gamarra,7.26,Athlético-PR,gamarra,0.0,19,8,293,False,Mateo Gamarra González,16.0,8.0,2.0,2.0,,,,3.0,2.0,,3.0,,,,,,,,,
540,0.0,0.0,4,,Jader,6,114335,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WH7teaH.png,Jader,3.0,Athlético-PR,jader,0.0,19,0,293,False,Jader Barbosa da Silva Gentil,,,,,,,,,,,,,,,,,,,,
541,0.0,0.0,2,,Juan Tavares,6,114497,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,J. Tavares,1.0,Cuiabá,juan-tavares,0.0,19,0,1371,False,Juan Pablo Vilela Tavares,,,,,,,,,,,,,,,,,,,,
542,0.8,0.0,3,,Cleiton,6,114790,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,Cleiton,2.13,Flamengo,cleiton,0.0,19,1,262,False,Cleiton Santana dos Santos,,,1.0,,,,,,,,,,,,,,,,,
543,0.0,0.0,2,,Thauan Lara,6,115061,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_zPksBsJ.png,T. Lara,3.0,Fortaleza,thauan-lara,0.0,19,0,356,False,Thauan Lara dos Santos,,,,,,,,,,,,,,,,,,,,
544,1.88,-1.3,3,,Lucas Freitas,7,115141,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,L. Freitas,2.01,Juventude,lucas-freitas,-1.2,19,5,286,True,Lucas de Freitas Molarinho Chagas,3.0,3.0,1.0,2.0,,1.0,,,,,2.0,1.0,,,,2.0,,,,
545,0.0,0.0,5,,Caio Matheus,6,115227,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,C. Matheus,2.0,São Paulo,caio-matheus,0.0,19,0,276,False,Caio Matheus da Silva,,,,,,,,,,,,,,,,,,,,
546,3.72,0.0,2,,Wesley,6,115239,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,Wesley,4.65,Flamengo,wesley,0.0,19,13,262,False,Wesley Vinícius França Lima,26.0,15.0,3.0,21.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0
547,4.0,0.0,3,,Naves,6,115246,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,Naves,5.85,Palmeiras,naves,0.0,19,8,275,False,Kaiky Marques Naves,13.0,13.0,1.0,1.0,,,,1.0,,,4.0,,,,,,,,,
548,4.77,0.0,4,,Jhon Jhon,6,115248,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_LO4nXCP.png,J. Jhon,6.31,Bragantino,jhon-jhon,0.0,19,3,280,False,Jhonatan dos Santos Rosa,5.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,
549,0.0,0.0,5,,Renan Viana,6,115266,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_pf3ihrT.png,R. Viana,1.0,Athlético-PR,renan-viana,0.0,19,0,293,False,Renan Rodrigues Fonseca Viana,,,,,,,,,,,,,,,,,,,,
550,2.36,0.0,3,,Rômulo,6,115268,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,Rômulo,2.28,Atlético-MG,romulo,0.0,19,8,282,False,Rômulo Helberte Pereira Junior,13.0,9.0,3.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,
551,2.35,0.0,5,,Emersonn,6,115273,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,Emersonn,2.38,Athlético-PR,emersonn,0.0,19,4,293,False,Emersonn Correia da Silva,5.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,
552,0.0,0.0,3,,Yan Souto,6,115511,https://s.sde.globo.com/media/person_role/2024/07/21/photo_FORMATO_4OIbgLq.png,Y. Souto,2.0,Juventude,yan-souto,0.0,19,0,286,False,Yan da Cruz Souto,,,,,,,,,,,,,,,,,,,,
553,0.0,0.0,5,,Iarley,6,115524,,Iarley,1.0,Fortaleza,iarley,0.0,19,0,356,False,Iarley Gilberto de Barros Leal,,,,,,,,,,,,,,,,,,,,
554,-1.0,0.0,3,,Marcos Victor,6,115537,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Cxk2KLL.png,M. Victor,2.58,Bahia,marcos-victor,0.0,19,0,265,False,Marcos Victor Ferreira da Silva,,,,,,,,1.0,,,,,,,,,,,,
555,0.0,0.0,4,,Mila,6,115671,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,Mila,3.0,Grêmio,mila,0.0,19,0,284,False,Lucas Eduardo Müller - Milla,,,,,,,,,,,,,,,,,,,,
556,0.0,0.0,1,,Gabriel Delfim,6,115674,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,G. Delfim,2.0,Atlético-MG,gabriel-delfim,0.0,19,0,282,False,Gabriel Delfim Ferreira,,,,,,,,,,,,,,,,,,,,
557,2.22,0.0,4,,Evertton Araújo,6,115914,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,E. Araújo,2.93,Flamengo,evertton-araujo,0.0,19,4,262,False,Everton Gustavo Fernandes Araújo,1.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
558,0.0,0.0,5,,Lelê,5,115915,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,Lelê,4.0,Fluminense,lele,0.0,19,0,266,False,Leanderson da Silva Genésio,,,,,,,,,,,,,,,,,,,,
559,1.86,0.0,4,,Denilson,7,115986,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,Denilson,3.16,Cuiabá,denilson,0.0,19,13,1371,False,Denilson Alves Borges,13.0,12.0,3.0,8.0,,,1.0,3.0,4.0,,,,,,,1.0,,,,
560,2.57,0.6,4,,Matheus Gonçalves,6,116012,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,M. Gonçalves,4.5,Flamengo,matheus-goncalves,-0.77,19,3,262,True,Matheus Gonçalves Martins,3.0,3.0,2.0,2.0,,,,,2.0,,,,,,,,,,,
561,1.9,0.0,4,,Igor Jesus,6,116013,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_dY49V4i.png,I. Jesus,3.9,Flamengo,igor-jesus,0.0,19,3,262,False,Igor Jesus Lima,5.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,
562,0.0,0.0,5,,Petterson,6,116025,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_x9GN6Vh.png,Petterson,2.0,Athlético-PR,petterson,0.0,19,0,293,False,Petterson Novaes Reis,,,,,,,,,,,,,,,,,,,,
563,0.44,0.0,4,,Victor Hugo,6,116034,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_tzeghN4.png,V. Hugo,2.54,Flamengo,victor-hugo,0.0,19,8,262,False,Victor Hugo Gomes Silva,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,
564,2.88,5.0,5,,Zé Hugo,6,116056,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,Z. Hugo,4.57,Vitória,ze-hugo,-0.36,19,11,287,True,José Hugo Sousa dos Santos,7.0,8.0,2.0,7.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,
565,7.27,13.7,2,,Cuiabano,3,116065,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,Cuiabano,10.46,Botafogo,cuiabano,0.71,19,15,263,True,Luís Eduardo Soares da Silva,27.0,25.0,6.0,22.0,3.0,,3.0,3.0,6.0,,5.0,,,,,,,,,
566,0.0,0.0,1,,Thiago Beltrame,6,116067,,T. Beltrame,1.0,Grêmio,thiago-beltrame,0.0,19,0,284,False,Thiago Beltrame Stallbaum,,,,,,,,,,,,,,,,,,,,
567,7.1,0.0,2,,João Moreira,6,116137,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,J. Moreira,6.33,São Paulo,joao-moreira,0.0,19,1,276,False,João Moreira Sanmartin Souza,2.0,1.0,,,,,,,,,1.0,,,,,,,,,
568,1.08,0.0,4,,Daniel Júnior,6,116432,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_P6qw5Xf.png,D. Júnior,2.47,Vitória,daniel-junior,0.0,19,5,287,False,Daniel de Melo Araújo Junior,1.0,1.0,1.0,7.0,,,,1.0,1.0,,,,,,,,,,,
569,2.44,0.0,4,,Hércules,7,116447,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,Hércules,5.52,Fortaleza,hercules,0.0,19,16,356,False,Hércules Pereira do Nascimento,23.0,22.0,4.0,5.0,1.0,,1.0,3.0,2.0,1.0,,1.0,,,,,,,,
570,2.98,0.0,5,,Di Yorio,6,116655,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,D. Yorio,3.9,Athlético-PR,di-yorio,0.0,19,7,293,False,Lucas Gabriel Di Yorio,2.0,4.0,1.0,1.0,2.0,2.0,,1.0,3.0,,,,,,,,,,,
571,0.0,0.0,1,,Kauã Moroso,6,116937,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,K. Moroso,1.0,Criciúma,kaua-moroso,0.0,19,0,288,False,Kauã Inacio Moroso,,,,,,,,,,,,,,,,,,,,
572,0.0,0.0,2,,Guilherme Silva,6,116939,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,G. Silva,1.0,Criciúma,guilherme-silva,0.0,19,0,288,False,Guilherme Silva,,,,,,,,,,,,,,,,,,,,
573,-0.44,0.0,5,,Popó,6,116994,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_EiH3NWS.png,Popó,0.64,Juventude,popo,0.0,19,5,286,False,Werik Silva Pinto,1.0,4.0,1.0,,,,,,,,,1.0,,,,,,,,
574,1.95,0.0,3,,Gabriel,6,117061,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,Gabriel,2.32,Cuiabá,gabriel,0.0,19,2,1371,False,Gabriel Knesowitsch,2.0,,,3.0,,,,,,,,,,,,,,,,
575,1.04,0.0,5,,Thiago Borbas,7,117314,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,T. Borbas,3.85,Bragantino,thiago-borbas,0.0,19,15,280,False,Thiago Nicolás Borbas Silva,4.0,17.0,2.0,5.0,1.0,1.0,,2.0,5.0,,,,,,,,,,,
576,4.37,0.0,3,,Robert Renan,7,117330,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cScwdGd.png,R. Renan,7.38,Internacional,robert-renan,0.0,19,9,285,False,Robert Renan Alves Barbosa,16.0,12.0,2.0,,,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,
577,0.0,0.0,1,,Gabriel Souza,6,117339,,G. Souza,1.0,Bahia,gabriel-souza,0.0,19,0,265,False,Gabriel Gonçalves de Souza,,,,,,,,,,,,,,,,,,,,
578,0.0,0.0,3,,Kawan,6,117343,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,Kawan,1.0,Botafogo,kawan,0.0,19,0,263,False,Kawan Thomaz Reis de Moraes,,,,,,,,,,,,,,,,,,,,
579,0.0,0.0,5,,Jhosefer,6,117350,,Jhosefer,1.0,Cruzeiro,jhosefer,0.0,19,0,283,False,Jhosefer Raphael Januário,,,,,,,,,,,,,,,,,,,,
580,0.0,0.0,1,,Otávio,6,117404,,Otávio,1.0,Cruzeiro,otavio,0.0,19,0,283,False,Otávio Eleodoro Rezende Costa,,,,,,,,,,,,,,,,,,,,
581,0.24,0.0,2,,Léo Maná,6,117459,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,L. Maná,1.11,Corinthians,leo-mana,0.0,19,5,264,False,Leonardo Mana Hernandes,3.0,3.0,,1.0,,,,1.0,,,,,,,,1.0,,,,
582,1.44,0.0,4,,Galoppo,6,117579,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,Galoppo,4.32,São Paulo,galoppo,0.0,19,10,276,False,Giuliano Galoppo,6.0,7.0,5.0,5.0,,,,2.0,4.0,,,,,,,,,,,
583,1.27,2.5,5,,Alejo Cruz,3,117622,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,A. Cruz,2.62,Atlético-GO,alejo-cruz,0.22,19,17,373,True,Alejo Cruz Techera,13.0,11.0,2.0,14.0,,1.0,,3.0,3.0,,,,,,,,,,,
584,6.01,12.5,4,,Garro,7,117632,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,Garro,9.72,Corinthians,garro,1.5,19,17,264,True,Rodrigo Garro,22.0,18.0,12.0,50.0,3.0,1.0,2.0,6.0,13.0,1.0,,,,,,,,,,
585,4.76,0.0,6,,Pedro Caixinha,7,117711,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,P. Caixinha,9.21,Bragantino,pedro-caixinha,0.0,19,16,280,False,Pedro Miguel Faria Caixinha,,,,,,,,,,,,,7.0,,,,,,,
586,-1.0,0.0,1,,Young,6,117818,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,Young,0.64,São Paulo,young,0.0,19,0,276,False,Young Navarro Moraes,,,,,,,,1.0,,,,,,,,,,,,
587,1.72,0.0,4,,Vitinho,6,117842,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,Vitinho,2.83,Cruzeiro,vitinho,0.0,19,12,283,False,Vitor Hugo Amorim de Assis,3.0,2.0,5.0,5.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
588,1.2,0.0,5,,Giovane,6,117849,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,Giovane,2.11,Corinthians,giovane,0.0,19,7,264,False,Giovane Santana do Nascimento,,4.0,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
589,3.82,5.0,5,,Wesley,6,117909,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_KAHpgBA.png,Wesley,6.64,Corinthians,wesley,0.66,19,19,264,True,Wesley Gassova Ribeiro Teixeira,22.0,13.0,7.0,30.0,2.0,3.0,1.0,2.0,9.0,,,,,,,,,,,
590,2.45,0.0,4,,Breno Bidon,6,117910,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,B. Bidon,3.11,Corinthians,breno-bidon,0.0,19,14,264,False,Breno de Souza Bidon,22.0,19.0,1.0,22.0,,1.0,,3.0,4.0,,,,,,,,,,,
591,0.0,0.0,3,,Iago,6,118090,,Iago,1.0,Flamengo,iago,0.0,19,0,262,False,Iago Teodoro da Silva Nogueira,,,,,,,,,,,,,,,,,,,,
592,0.0,0.0,4,,Nathan Camargo,6,118175,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,N. Camargo,3.0,Bragantino,nathan-camargo,0.0,19,0,280,False,Nathan Camargo dos Santos,,,,,,,,,,,,,,,,,,,,
593,0.6,0.0,4,,Ronald,6,118238,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,Ronald,3.34,Grêmio,ronald,0.0,19,2,284,False,Ronald Cardoso Falkoski,1.0,,,,,,,,,,,,,,,,,,,
594,0.0,0.0,3,,Pedrão,6,118293,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,Pedrão,2.0,Cruzeiro,pedrao,0.0,19,0,283,False,Pedro Henrique Franklim da Silva,,,,,,,,,,,,,,,,,,,,
595,-0.3,0.0,4,,Eliédson,6,118305,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,Eliédson,2.27,Criciúma,eliedson,0.0,19,1,288,False,Eliédson Pereira de Souza,,1.0,,,,,,,,,,,,,,,,,,
596,0.0,0.0,5,,Weliton,6,118433,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_Evh0gJv.png,Weliton,1.0,Flamengo,weliton,0.0,19,0,262,False,Weliton Santos do Amaral,,,,,,,,,,,,,,,,,,,,
597,0.0,0.0,2,,Zé Welinton,6,118501,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,Z. Welinton,1.0,Flamengo,ze-welinton,0.0,19,0,262,False,José Welinton Campos Menezes,,,,,,,,,,,,,,,,,,,,
598,2.7,0.0,4,,Rodriguinho,6,118563,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,Rodriguinho,3.13,São Paulo,rodriguinho,0.0,19,2,276,False,Rodrigo Huendra Almeida Mendonça,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,
599,2.84,0.0,5,,Eliel,6,118745,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,Eliel,4.46,Cuiabá,eliel,0.0,19,8,1371,False,Eliel Chrytian Pereira Silva,5.0,2.0,3.0,11.0,1.0,,,1.0,2.0,,,,,,,,,,,
600,4.22,0.0,4,,Mateus Carvalho,7,118752,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,M. Carvalho,6.66,Vasco,mateus-carvalho,0.0,19,15,267,False,Mateus Carvalho dos Santos,37.0,21.0,2.0,18.0,2.0,1.0,,5.0,3.0,,,,,,,,,,,
601,2.55,0.0,4,,Alexsander,6,118774,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_35s5NpC.png,Alexsander,5.35,Fluminense,alexsander,0.0,19,11,266,False,Alexsander Christian Gomes da Costa - Cristhian,14.0,13.0,4.0,13.0,,,1.0,2.0,2.0,,,,,,,,,,,
602,0.75,1.8,5,,Lautaro Díaz,6,118775,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_UT1KNbY.png,L. Díaz,6.03,Cruzeiro,lautaro-diaz,-0.16,19,2,283,True,Lautaro Ariel Díaz,2.0,3.0,,,,,,,,,,,,,,,,,,
603,7.7,0.0,4,,Jacob Montes,6,118843,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_m1vIram.png,J. Montes,3.47,Botafogo,jacob-montes,0.0,19,1,263,False,Jacob Christian Montes,,1.0,,,1.0,,,,,,,,,,,,,,,
604,1.12,0.0,5,,Ruan,6,120444,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_FNxwSO0.png,Ruan,1.59,Juventude,ruan,0.0,19,6,286,False,Ruan Pereira Duarte,3.0,5.0,1.0,3.0,,1.0,,,2.0,,,,,,,,,,,
605,0.5,0.0,5,,Arthur Sousa,6,120856,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_pbRL2zS.png,A. Sousa,1.99,Corinthians,arthur-sousa,0.0,19,1,264,False,Arthur Sousa Araújo,,,,1.0,,,,,,,,,,,,,,,,
606,1.3,0.0,5,,Erick Marcus,6,121184,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_NNvdTOg.png,E. Marcus,2.94,Vasco,erick-marcus,0.0,19,5,267,False,Erick Marcus dos Santos Oliveira do Carmo,3.0,2.0,1.0,5.0,,,,1.0,1.0,,,,,,,,,,,
607,0.0,0.0,2,,Dija,6,121220,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,Dija,1.0,Bragantino,dija,0.0,19,0,280,False,Diego Kauan Silva Santos,,,,,,,,,,,,,,,,,,,,
608,0.73,0.0,4,,Kauan,6,121237,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,Kauan,1.87,Fortaleza,kauan,0.0,19,3,356,False,Kauan Rodrigues da Silva,1.0,,,2.0,,,,,,,,,,,,,,,,
609,0.0,0.0,2,,Da Rocha,6,121397,,D. Rocha,1.0,Juventude,da-rocha,0.0,19,0,286,False,Cauê Pereira da Rocha,,,,,,,,,,,,,,,,,,,,
610,-0.25,0.0,4,,Guilherme Madruga,6,121762,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,G. Madruga,1.98,Cuiabá,guilherme-madruga,0.0,19,4,1371,False,Guilherme Miranda Madruga Gomes,,4.0,,,,,,1.0,1.0,,,,,,,,,,,
611,0.0,0.0,5,,André,5,121792,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,André,4.0,Grêmio,andre,0.0,19,0,284,False,André Henrique da Silva Martins,,,,,,,,,,,,,,,,,,,,
612,0.0,0.0,4,,Kayke,6,121824,,Kayke,0.79,Corinthians,kayke,0.0,19,2,264,False,Kayke Ferrari Guimarães,,,,,,,,,,,,,,,,,,,,
613,1.53,0.5,4,,Kauê,6,121827,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,Kauê,2.09,Botafogo,kaue,0.0,19,6,263,True,Kauê Rodrigues Pessanha,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
614,3.07,0.0,5,,Janderson,7,121830,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,Janderson,4.46,Vitória,janderson,0.0,19,11,287,False,Janderson de Carvalho Costa,13.0,12.0,9.0,12.0,1.0,1.0,,3.0,3.0,,,,,,,,,,,
615,0.0,0.0,5,,Kennedy,6,122301,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,Kennedy,1.0,Bahia,kennedy,0.0,19,0,265,False,Kennedy Anderson Gomes Ferreira,,,,,,,,,,,,,,,,,,,,
616,0.0,0.0,3,,Mateus Macedo,6,122317,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,M. Macedo,1.0,Atlético-GO,mateus-macedo,0.0,19,0,373,False,Matheus Macedo dos Santos,,,,,,,,,,,,,,,,,,,,
617,0.0,0.0,1,,Dyogo Alves,6,122318,,D. Alves,1.0,Flamengo,dyogo-alves,0.0,19,0,262,False,Francisco Dyogo Bento Alves,,,,,,,,,,,,,,,,,,,,
618,0.0,0.0,2,,Daniel Sales,6,122320,,D. Sales,1.0,Flamengo,daniel-sales,0.0,19,0,262,False,Daniel dos Santos Sales,,,,,,,,,,,,,,,,,,,,
619,2.89,0.0,4,,Lorran,6,122321,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,Lorran,3.78,Flamengo,lorran,0.0,19,12,262,False,Lorran Lucas Pereira de Sousa,8.0,9.0,6.0,6.0,1.0,2.0,1.0,,6.0,,,,,,,,,,,
620,8.0,0.0,3,,Lyncon,6,122378,https://s.sde.globo.com/media/person_role/2024/07/07/photo_FORMATO_Dm2djjq.png,Lyncon,3.97,Vasco,lyncon,0.0,19,1,267,False,Lyncon Correa Gonçalves,,,,,1.0,,,,,,,,,,,,,,,
