,atletas.media_num,atletas.pontos_num,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.status_id,atletas.atleta_id,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.clube_id,atletas.entrou_em_campo,atletas.nome,DS,FC,FF,FS,G,I,A,CA,FD,FT,SG,CV,V,DE,GS,PC,PP,PS,DP,GC
173,6.47,0.0,2,,Guilherme Arana,7,87228,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,G. Arana,11.42,Atlético-MG,guilherme-arana,0.0,19,8,282,False,Guilherme Antonio Arana Lopes,16.0,6.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,,3.0,,,,,,,,,
174,0.77,1.7,4,,Carlos de Pena,7,87242,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,C. Pena,2.59,Bahia,carlos-de-pena,0.09,19,16,265,True,Carlos María de Pena Bonino,4.0,5.0,3.0,5.0,,,1.0,3.0,2.0,,,,,,,,,,,
175,5.47,7.4,5,,Soteldo,7,87258,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,Soteldo,10.44,Grêmio,soteldo,-0.27,19,8,284,True,Yeferson Julio Soteldo Martínez,5.0,2.0,2.0,12.0,2.0,,2.0,,4.0,,,,,,,,,,,
176,1.31,2.3,3,,Kannemann,7,87342,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,Kannemann,3.36,Grêmio,kannemann,-0.23,19,8,284,True,Walter Kannemann,8.0,12.0,,5.0,,,1.0,4.0,,,1.0,1.0,,,,1.0,,,,
177,0.79,0.0,5,,Allano,2,87391,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,Allano,2.28,Criciúma,allano,0.0,19,9,288,False,Allano Brendon de Souza Lima,8.0,11.0,2.0,10.0,,2.0,,2.0,2.0,,,2.0,,,,,,,,
178,3.61,1.8,4,,Thaciano,7,87470,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,Thaciano,6.35,Bahia,thaciano,-0.11,19,16,265,True,Thaciano Mickael da Silva,7.0,7.0,15.0,8.0,4.0,13.0,,3.0,4.0,1.0,,,,,,,,,,
179,-1.0,0.0,1,,Mateus Pasinato,6,87603,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,M. Pasinato,2.59,Cuiabá,mateus-pasinato,0.0,19,0,1371,False,Mateus Pasinato,,,,,,,,1.0,,,,,,,,,,,,
180,2.19,0.0,4,,Galdames,6,87660,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,Galdames,4.82,Vasco,galdames,0.0,19,11,267,False,Pablo Ignacio Galdames Millán,17.0,25.0,3.0,9.0,,1.0,1.0,3.0,2.0,,,,,,,,,,,
181,-0.27,0.0,4,,Yago Felipe,6,87747,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,Y. Felipe,2.48,Bahia,yago-felipe,0.0,19,3,265,False,Yago Felipe da Costa Rocha,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
182,2.65,0.0,3,,Mauricio Lemos,6,87853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,M. Lemos,9.41,Atlético-MG,mauricio-lemos,0.0,19,6,282,False,Paolo Mauricio Lemos Merladett,4.0,10.0,2.0,1.0,,,,3.0,,,3.0,,,,,,,,,
183,7.82,10.3,4,,Arrascaeta,7,87863,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,Arrascaeta,14.81,Flamengo,arrascaeta,0.33,19,6,262,True,Giorgian Daniel de Arrascaeta Benedetti,4.0,5.0,5.0,10.0,2.0,,3.0,1.0,3.0,,,,,,,,,1.0,,
184,6.15,0.0,4,,Gustavo Scarpa,7,87999,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,G. Scarpa,12.03,Atlético-MG,gustavo-scarpa,0.0,19,16,282,False,Gustavo Henrique Furtado Scarpa,13.0,7.0,12.0,22.0,3.0,3.0,5.0,3.0,13.0,1.0,,,,,,,,,,
185,1.98,0.0,3,,Alan Empereur,7,88033,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,A. Empereur,3.09,Cuiabá,alan-empereur,0.0,19,12,1371,False,Alan Pereira Empereur,3.0,5.0,2.0,8.0,,,1.0,4.0,,,3.0,,,,,,,,,
186,0.0,0.0,1,,Ivan,5,88136,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,Ivan,3.0,Internacional,ivan,0.0,19,0,285,False,Ivan Quaresma da Silva,,,,,,,,,,,,,,,,,,,,
187,7.0,0.0,3,,Junior Alonso,7,88312,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,J. Alonso,9.07,Atlético-MG,junior-alonso,0.0,19,2,282,False,Júnior Osmar Ignacio Alonso Mujica,2.0,4.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,
188,3.68,5.1,5,,Ángel Romero,7,88323,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,Ã. Romero,6.6,Corinthians,angel-romero,-0.26,19,13,264,True,Ángel Rodrigo Romero Villamayor,10.0,8.0,10.0,26.0,2.0,2.0,,2.0,2.0,,,,,,,,,1.0,,
189,4.37,0.0,2,,Ayrton Lucas,2,88393,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,A. Lucas,7.33,Flamengo,ayrton-lucas,-0.34,19,15,262,True,Ayrton Lucas Dantas de Medeiros,16.0,10.0,6.0,18.0,1.0,,1.0,1.0,2.0,2.0,3.0,,,,,,,,,
190,2.4,2.4,4,,Walace,6,88479,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,Walace,7.28,Cruzeiro,walace,0.28,19,1,283,True,Walace Souza Silva,1.0,,,,,,,,1.0,,,,,,,,,,,
191,4.34,0.0,6,,Petit,7,89141,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,Petit,6.19,Cuiabá,petit,0.0,19,10,1371,False,Armando Gonçalves Teixeira,,,,,,,,,,,,,2.0,,,,,,,
192,3.83,0.0,4,,Barreto,7,89224,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,Barreto,5.41,Criciúma,barreto,0.0,19,15,288,False,Gustavo Bonatto Barreto,28.0,32.0,3.0,15.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,1.0,,,,
193,4.26,10.8,4,,Gerson,7,89256,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,Gerson,7.55,Flamengo,gerson,1.17,19,18,262,True,Gerson Santos da Silva,22.0,19.0,8.0,29.0,1.0,1.0,4.0,1.0,7.0,,,,,,,,,,,
194,3.21,1.2,2,,João Pedro,7,89273,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,J. Pedro,5.27,Grêmio,joao-pedro,-0.68,19,14,284,True,João Pedro Maturano dos Santos,10.0,3.0,6.0,7.0,,,1.0,1.0,3.0,1.0,3.0,,,,,,,,,
195,8.16,13.1,2,,William,7,89275,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,William,12.94,Cruzeiro,william,1.74,19,16,283,True,Willian de Asevedo Furtado,43.0,19.0,8.0,7.0,3.0,,3.0,4.0,4.0,,7.0,,,,,,,,,
196,3.7,1.2,5,,Erick,7,89467,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,Erick,4.99,Juventude,erick,-0.39,19,16,286,True,Erick Samuel Correa Farias,19.0,3.0,5.0,5.0,3.0,4.0,,,6.0,,,,,,,,,,,
197,1.92,0.0,3,,Igor Rabello,6,89493,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,I. Rabello,4.69,Atlético-MG,igor-rabello,0.0,19,10,282,False,Igor Rabello da Costa,8.0,8.0,1.0,2.0,,,,2.0,1.0,,3.0,1.0,,,,1.0,,,,
198,2.39,0.0,4,,Thiago Maia,5,89637,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,T. Maia,4.68,Internacional,thiago-maia,0.0,19,10,285,False,Thiago Maia Alencar,18.0,12.0,4.0,3.0,,,,,1.0,,,,,,,,,,,
199,1.92,0.0,4,,Rodrigo Andrade,5,89646,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,R. Andrade,3.29,Vitória,rodrigo-andrade,0.0,19,6,287,False,José Rodrigo Andrade Ramos,7.0,6.0,3.0,5.0,,,,,,,,,,,,,,,,
200,2.62,0.0,5,,Iury Castilho,6,89695,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,I. Castilho,4.02,Vitória,iury-castilho,0.0,19,5,287,False,Iury Lirio Freitas de Castilho,,7.0,1.0,9.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,
201,4.72,0.5,5,,Calleri,7,89840,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,Calleri,10.07,São Paulo,calleri,-0.12,19,16,276,True,Jonathan Calleri,6.0,20.0,8.0,32.0,4.0,15.0,2.0,3.0,7.0,2.0,,,,,,,,,,
202,4.59,2.7,4,,Cristaldo,7,89846,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,Cristaldo,9.05,Grêmio,cristaldo,0.21,19,15,284,True,Franco Cristaldo,14.0,5.0,7.0,19.0,3.0,2.0,1.0,,7.0,,,,,,,,,1.0,,
203,1.24,0.0,4,,Dodi,6,89883,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,Dodi,2.87,Grêmio,dodi,0.0,19,14,284,False,Douglas Moreira Fagundes,11.0,17.0,3.0,15.0,,,,3.0,2.0,,,,,,,,,,,
204,0.65,0.0,5,,Everton Galdino,6,89918,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,E. Galdino,2.13,Grêmio,everton-galdino,0.0,19,12,284,False,Everton Galdino Moreira,5.0,8.0,4.0,8.0,,1.0,,4.0,1.0,,,,,,,,,,,
205,3.4,0.0,2,,Bruno Pacheco,7,90061,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,B. Pacheco,7.1,Fortaleza,bruno-pacheco,0.0,19,12,356,False,Bruno de Jesus Pacheco,14.0,8.0,3.0,6.0,1.0,,,2.0,,,3.0,,,,,,,,,
206,5.78,0.0,5,,Bruno Henrique,6,90285,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,B. Henrique,8.92,Flamengo,bruno-henrique,0.0,19,13,262,False,Bruno Henrique Pinto,19.0,17.0,7.0,26.0,4.0,3.0,,2.0,6.0,,,,,,,,,2.0,,
207,2.23,0.0,5,,Pedro Rocha,6,90302,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,P. Rocha,5.14,Fortaleza,pedro-rocha,0.0,19,3,356,False,Pedro Rocha Neves,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
208,3.76,0.0,4,,Lincoln,7,90303,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,Lincoln,6.03,Bragantino,lincoln,0.0,19,9,280,False,Lincoln Henrique Oliveira dos Santos,9.0,4.0,4.0,14.0,2.0,,,2.0,,,,,,,,,,,,
209,4.43,0.0,5,,David,7,90309,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,David,7.92,Vasco,david,0.0,19,15,267,False,David Correa da Fonseca,17.0,15.0,13.0,12.0,3.0,2.0,3.0,4.0,2.0,,,1.0,,,,,,,,
210,1.44,3.1,4,,Rezende,3,90449,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,Rezende,3.81,Bahia,rezende,0.08,19,14,265,True,Júlio César de Rezende Miranda,13.0,10.0,2.0,12.0,,,,3.0,,1.0,,,,,,,,,,
211,0.0,0.0,5,,Diego Gonçalves,6,90540,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,D. Gonçalves,4.0,Juventude,diego-goncalves,0.0,19,0,286,False,Diego Gonçalves,,,,,,,,,,,,,,,,,,,,
212,2.88,0.5,4,,Caíque,7,90588,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,Caíque,4.17,Juventude,caique,-0.35,19,15,286,True,Caique de Jesus Gonçalves,34.0,17.0,2.0,24.0,,,,5.0,,,,,,,,1.0,,,,
213,2.5,0.0,1,,Mateus Claus,6,90590,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,M. Claus,3.86,Juventude,mateus-claus,0.0,19,2,286,False,Mateus Eduardo Claus,,,,,,,,1.0,,,,,,8.0,2.0,,,,,
214,1.61,0.0,4,,Lucas Mineiro,7,90634,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,L. Mineiro,2.85,Cuiabá,lucas-mineiro,0.0,19,11,1371,False,Lucas da Silva Izidoro,16.0,21.0,3.0,9.0,,1.0,,2.0,,,,,,,,,,,,
215,5.42,8.1,4,,Matheuzinho,7,90703,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,Matheuzinho,9.02,Vitória,matheuzinho,1.01,19,17,287,True,Matheus Martins Fogaça de Paulo,17.0,11.0,12.0,39.0,2.0,1.0,4.0,2.0,10.0,,,,,,,,,,,
216,5.9,12.7,5,,Luiz Fernando,7,90715,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,L. Fernando,10.08,Atlético-GO,luiz-fernando,1.7,19,16,373,True,Luiz Fernando Moraes dos Santos,14.0,17.0,15.0,33.0,6.0,5.0,,3.0,9.0,,,,,,1.0,,,,,
217,2.59,0.8,3,,Fabrício Bruno,7,90768,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,F. Bruno,4.87,Flamengo,fabricio-bruno,-0.05,19,16,262,True,Fabrício Bruno Soares de Faria,12.0,3.0,3.0,6.0,1.0,,,3.0,2.0,,3.0,,,,,,,,,
218,0.0,0.0,5,,Carlos Eduardo,6,90917,https://s.sde.globo.com/media/person_role/2024/07/23/photo_220x220.png,C. Eduardo,4.0,Vitória,carlos-eduardo,0.0,19,0,287,False,Carlos Eduardo Ferreira de Souza,,,,,,,,,,,,,,,,,,,,
219,2.14,-1.9,3,,Zé Marcos,3,90943,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,Z. Marcos,2.71,Juventude,ze-marcos,-0.75,19,9,286,True,José Marcos Alves Luis,8.0,5.0,2.0,13.0,,,,4.0,,,2.0,1.0,,,,,,,,
220,3.86,0.0,3,,Cardona,6,90947,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,Cardona,5.05,Fortaleza,cardona,0.0,19,7,356,False,Tomás Cardona,7.0,7.0,1.0,2.0,,1.0,,1.0,,,4.0,,,,,,,,,
221,2.29,0.0,1,,Ronaldo,7,91101,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,Ronaldo,3.54,Atlético-GO,ronaldo,0.35,19,17,373,True,Ronaldo de Oliveira Strada,,2.0,,3.0,,,1.0,2.0,,,1.0,1.0,,53.0,27.0,,,,1.0,
222,2.97,8.2,5,,Everaldo,6,91151,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,Everaldo,5.61,Vitória,everaldo,1.27,19,4,287,True,Everaldo Silva do Nascimento,2.0,5.0,,6.0,1.0,,,,,,,,,,,,,,,
223,1.92,0.0,2,,PK,6,91190,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,PK,3.04,Vitória,pk,-0.64,19,9,287,True,Ítaro Patric Cardoso Calmon,7.0,6.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
224,0.86,0.0,4,,Carballo,6,91254,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,Carballo,2.74,Grêmio,carballo,0.0,19,9,284,False,Felipe Ignacio Carballo Ares,9.0,10.0,1.0,2.0,,,,3.0,1.0,,,,,,,,,,,
225,2.21,0.0,4,,Erick Pulgar,6,91473,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,E. Pulgar,4.74,Flamengo,erick-pulgar,0.0,19,9,262,False,Erick Antonio Pulgar Farfán,14.0,13.0,1.0,6.0,,,,1.0,1.0,1.0,,,,,,,,,,
226,4.41,0.0,3,,Rodrigo Sam,7,91509,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,R. Sam,5.45,Juventude,rodrigo-sam,0.0,19,8,286,False,Rodrigo Eduardo da Silva,11.0,9.0,1.0,8.0,1.0,,,3.0,,,3.0,,,,,,,,,
227,0.64,0.0,5,,Eder,2,91521,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,Eder,2.43,Criciúma,eder,0.0,19,13,288,False,Eder Citadin Martins,3.0,2.0,5.0,6.0,,1.0,,4.0,2.0,,,,,,,,,,,
228,4.17,2.1,3,,Arboleda,7,91573,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,Arboleda,7.43,São Paulo,arboleda,-0.49,19,17,276,True,Robert Abel Arboleda Escobar,24.0,12.0,1.0,7.0,1.0,1.0,,2.0,2.0,1.0,6.0,,,,,,,,,
229,3.49,0.0,5,,Rony,6,91607,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,Rony,6.58,Palmeiras,rony,-0.09,19,18,275,True,Ronielson da Silva Barbosa,13.0,17.0,10.0,21.0,3.0,9.0,,4.0,12.0,,,,,,,,,,,
230,3.46,0.0,2,,Marlon,6,91706,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,Marlon,8.91,Cruzeiro,marlon,0.0,19,10,283,False,Marlon Rodrigues Xavier,17.0,16.0,1.0,6.0,,,,,1.0,,4.0,2.0,,,,,,,,
231,0.0,0.0,3,,David Duarte,6,91772,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,D. Duarte,4.0,Bahia,david-duarte,0.0,19,0,265,False,David de Duarte Macedo,,,,,,,,,,,,,,,,,,,,
232,3.92,3.7,3,,Zé Ivaldo,3,91866,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,Z. Ivaldo,5.68,Cruzeiro,ze-ivaldo,0.15,19,15,283,True,José Ivaldo Almeida Silva,10.0,13.0,10.0,13.0,,2.0,,6.0,7.0,,7.0,,,,,1.0,,,,
233,2.98,0.0,5,,Pavón,7,91908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,Pavón,6.47,Grêmio,pavon,0.0,19,13,284,False,Cristian David Pavón,10.0,6.0,7.0,5.0,1.0,1.0,1.0,2.0,8.0,,,,,,,,,,,
234,5.24,5.21,6,,Ramón Díaz,7,92075,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,R. Díaz,8.38,Corinthians,ramon-diaz,-0.2,19,7,264,True,Ramón Ángel Díaz,,,,,,,,,,,,,3.0,,,,,,,
235,6.2,0.0,3,,Lyanco,6,92087,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,Lyanco,8.7,Atlético-MG,lyanco,0.0,19,1,282,False,Lyanco Evangelista Silveira Neves Vojnovic,1.0,,,,,,,,,,1.0,,,,,,,,,
236,0.48,0.0,5,,André Luís,6,92146,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,A. Luís,2.38,Cuiabá,andre-luis,0.0,19,9,1371,False,Andre Luis da Costa Alfredo,3.0,5.0,1.0,7.0,,,,2.0,,,,,,,,,,,,
237,-0.18,0.0,5,,Alario,6,92149,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,Alario,2.36,Internacional,alario,0.0,19,9,285,False,Lucas Nicolás Alario,1.0,11.0,4.0,4.0,,9.0,,4.0,1.0,,,,,,,1.0,,,,
238,3.25,0.73,6,,Jair Ventura,7,92180,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,J. Ventura,4.91,Juventude,jair-ventura,-0.66,19,11,286,True,Jair Ventura,,,,,,,,,,,,,2.0,,,,,,,
239,1.0,0.0,1,,Caíque,6,92207,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,Caíque,3.99,Grêmio,caique,0.0,19,1,284,False,Caíque Luiz Santos da Purificação,,,,,,,,,,,,,,3.0,2.0,,,,,
240,3.72,10.7,3,,Rodrigo Ely,7,92237,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,R. Ely,6.23,Grêmio,rodrigo-ely,0.83,19,12,284,True,Rodrigo Ely,11.0,8.0,6.0,7.0,1.0,1.0,,4.0,4.0,1.0,3.0,,,,,1.0,,,,
241,5.45,3.6,3,,André Ramalho,7,92440,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,A. Ramalho,8.21,Corinthians,andre-ramalho,-0.01,19,2,264,True,André Ramalho Silva,6.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,
242,1.12,0.0,4,,Raul,7,92496,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,Raul,2.79,Bragantino,raul,0.0,19,10,280,False,Raul Lô Gonçalves,3.0,8.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
243,2.62,0.0,5,,Renato Kayzer,6,92696,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,R. Kayzer,6.04,Fortaleza,renato-kayzer,0.0,19,15,356,False,Renato Kayzer de Souza,8.0,14.0,8.0,14.0,2.0,6.0,,1.0,5.0,1.0,,1.0,,,,,,,,
244,2.6,0.0,5,,Deyverson,6,92708,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,Deyverson,7.68,Cuiabá,deyverson,0.0,19,2,1371,False,Deyverson Brum Silva Acosta,1.0,1.0,,4.0,,1.0,,,2.0,,,,,,,,,,,
245,0.0,0.0,5,,Bruno Rodrigues,5,92811,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,B. Rodrigues,5.0,Palmeiras,bruno-rodrigues,0.0,19,0,275,False,Bruno Rafael Rodrigues do Nascimento,,,,,,,,,,,,,,,,,,,,
246,4.75,0.0,5,,Borré,7,92854,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,Borré,10.57,Internacional,borre,0.0,19,6,285,False,Rafael Santos Borré Maury,6.0,13.0,7.0,6.0,1.0,6.0,1.0,2.0,6.0,1.0,,,,,,,1.0,,,
247,2.26,0.0,4,,Mateus Vital,6,93108,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,M. Vital,4.16,Cruzeiro,mateus-vital,0.0,19,7,283,False,Mateus da Silva Vital Assumpção,1.0,,3.0,6.0,1.0,,,,1.0,,,,,,,,,,,
248,1.44,0.0,5,,Wanderson,6,93478,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,Wanderson,4.66,Internacional,wanderson,0.0,19,11,285,False,Wanderson Maciel Sousa Campos,8.0,12.0,4.0,10.0,,1.0,,2.0,3.0,,,,,,,,,,,
249,1.2,0.0,2,,Bruno Tubarão,6,93637,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,B. Tubarão,3.12,Atlético-GO,bruno-tubarao,0.0,19,10,373,False,Bruno Nunes de Barros,8.0,6.0,3.0,5.0,,,,2.0,1.0,,,,,,,,,,,
250,3.62,-0.3,2,,Gabriel Inocêncio,7,93702,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,G. Inocêncio,4.52,Juventude,gabriel-inocencio,-0.75,19,10,286,True,Gabriel de Souza Inocêncio,14.0,14.0,2.0,10.0,,1.0,,2.0,,,4.0,,,,,1.0,,,,
251,4.32,0.0,2,,Paulo Henrique,7,93716,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,P. Henrique,6.07,Vasco,paulo-henrique,0.0,19,18,267,False,Paulo Henrique de Oliveira Alves,39.0,27.0,5.0,11.0,1.0,,,2.0,3.0,,4.0,,,,,,,,,
252,2.16,0.8,4,,Marlon Freitas,3,93790,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,M. Freitas,3.99,Botafogo,marlon-freitas,0.07,19,17,263,True,Marlon Rodrigues Freitas,20.0,9.0,5.0,4.0,,,2.0,3.0,2.0,,,,,,,,,,,
253,0.0,0.0,1,,Keiller,6,93834,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,Keiller,4.0,Vasco,keiller,0.0,19,0,267,False,Keiller da Silva Nunes,,,,,,,,,,,,,,,,,,,,
254,3.52,0.0,1,,Cleiton,3,93882,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,Cleiton,6.44,Bragantino,cleiton,0.0,19,14,280,False,Cleiton Schwengber,,1.0,,1.0,,,,1.0,,,3.0,1.0,,45.0,14.0,,,,1.0,
255,5.17,0.0,4,,Matheusinho,5,93886,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,Matheusinho,7.22,Criciúma,matheusinho,0.0,19,12,288,False,Matheus Leonardo Sales Cardoso,15.0,9.0,6.0,12.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
256,5.44,0.0,5,,Breno Lopes,7,93988,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,B. Lopes,7.57,Fortaleza,breno-lopes,0.0,19,14,356,False,Breno Henrique Vasconcelos Lopes,5.0,10.0,13.0,38.0,2.0,4.0,3.0,3.0,10.0,1.0,,,,,,,,1.0,,
257,4.33,2.0,1,,John Victor,7,94044,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,J. Victor,7.14,Botafogo,john-victor,-0.4,19,16,263,True,John Victor Maciel Furtado,,1.0,,3.0,,,,2.0,,,7.0,,,47.0,12.0,,,,,
258,6.52,0.0,4,,Matheus Fernandes,6,94067,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,M. Fernandes,8.68,Bragantino,matheus-fernandes,0.0,19,6,280,False,Matheus Fernandes Siqueira,17.0,6.0,2.0,7.0,1.0,,1.0,,2.0,,,,,,,,,,,
259,0.65,0.0,5,,Felipe Vizeu,6,94138,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,F. Vizeu,2.89,Criciúma,felipe-vizeu,0.0,19,4,288,False,Felipe dos Reis Pereira Vizeu do Carmo,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,
