,atletas.atleta_id,atletas.rodada_id,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.slug,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.clube_id,atletas.nome,atletas.apelido,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,SG,A,CV,FT,G,I,DE,GS,V,PC,PP,DP,PS,GC
83,72605,25,0.0,False,3.58,V. Hugo,0.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,0.0,vitor-hugo,1,,6,3,265,Vitor Hugo Franchescoli de Souza,Vitor Hugo,Bahia,,,,,,,,,,,,,,,,,,,,
84,72775,25,3.38,False,6.77,Fernandinho,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,0.0,fernandinho,18,,5,4,293,Fernando Luiz Rosa,Fernandinho,Athlético-PR,6.0,18.0,28.0,8.0,4.0,20.0,,3.0,,,2.0,1.0,,,,,,,,
85,72801,25,1.86,False,2.78,W. Ángel,0.0,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,0.0,wilker-angel,10,,5,3,288,Wílker José Ángel Romero,Wilker Ángel,Criciúma,2.0,7.0,17.0,2.0,,4.0,1.0,,,,1.0,1.0,,,,,,,,
86,72951,25,2.51,False,5.56,Mercado,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,0.0,mercado,12,,7,3,285,Gabriel Iván Mercado,Mercado,Internacional,5.0,8.0,6.0,,1.0,3.0,5.0,,,,,,,,,,,,,
87,73384,25,4.45,True,6.48,S. Xavier,-0.26,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,5.0,samuel-xavier,17,,7,2,266,Samuel Xavier Brito,Samuel Xavier,Fluminense,3.0,18.0,20.0,3.0,4.0,33.0,6.0,2.0,,,,1.0,,,,,,,,
88,73620,25,2.25,True,3.79,B. Alves,-0.15,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,0.0,bruno-alves,14,,7,3,1371,Bruno Fabiano Alves,Bruno Alves,Cuiabá,1.0,13.0,9.0,2.0,2.0,11.0,2.0,,,,,,,,,,,,,
89,73800,25,0.0,False,5.38,R. Caio,0.0,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,0.0,rodrigo-caio,1,,6,3,284,Rodrigo Caio Coquette Russo,Rodrigo Caio,Grêmio,,,,,,,,,,,,,,,,,,,,
90,73991,25,1.87,True,3.42,W. Maia,-0.17,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,0.0,walisson-maia,10,,7,3,288,Walisson Moreira Farias Maia,Walisson Maia,Criciúma,1.0,5.0,8.0,,2.0,1.0,2.0,1.0,,,,,,,,1.0,,,,
91,74061,25,2.0,False,6.82,G. Fernández,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,0.0,gatito-fernandez,3,,6,1,263,Roberto Junior Fernández Torres,Gatito Fernández,Botafogo,1.0,,,,,,1.0,,,,,,6.0,4.0,,,,,,
92,74157,25,6.18,True,10.18,Campbell,1.42,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,10.4,campbell,4,,7,5,373,Joel Nathaniel Campbell Samuels,Campbell,Atlético-GO,1.0,5.0,1.0,1.0,1.0,4.0,,,,,2.0,,,,,,,,,
93,77544,25,3.95,True,5.5,Jorginho,0.07,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,2.9,jorginho,2,,6,4,373,Jorge de Moura Xavier,Jorginho,Atlético-GO,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
94,78077,25,2.03,False,4.2,Madson,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,0.0,madson,14,,6,2,293,Madson Ferreira dos Santos,Madson,Athlético-PR,2.0,5.0,5.0,,2.0,9.0,3.0,1.0,,,,1.0,,,,,,,,
95,78117,25,4.59,True,7.14,Everaldo,-0.13,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,2.6,everaldo,23,,7,5,265,Everaldo Stum,Everaldo,Bahia,3.0,12.0,24.0,14.0,10.0,20.0,,2.0,,3.0,6.0,4.0,,,,,,,,
96,78248,25,0.45,False,5.25,G. Henrique,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,0.0,gustavo-henrique,8,,7,3,264,Gustavo Henrique Vernes,Gustavo Henrique,Corinthians,4.0,2.0,9.0,1.0,4.0,3.0,1.0,,1.0,,,,,,,,,,,
97,78445,25,5.25,False,8.87,Renê,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,0.0,rene,12,,6,2,285,Renê Rodrigues Martins,Renê,Internacional,2.0,24.0,10.0,3.0,4.0,15.0,4.0,1.0,,,,,,,,,,,,
98,78450,25,4.25,True,6.21,C. Tencati,-0.1,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,2.93,claudio-tencati,21,,7,6,288,Cláudio Tencati,Cláudio Tencati,Criciúma,,,,,,,,,,,,,,,6.0,,,,,
99,78548,25,1.28,False,3.13,J. Mota,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,0.0,jean-mota,14,,6,4,287,Jean Mota Oliveira de Sousa,Jean Mota,Vitória,,2.0,6.0,2.0,2.0,5.0,,,,1.0,1.0,1.0,,,,,,,,
100,78580,25,2.06,False,3.5,J. Cafu,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,0.0,jonathan-cafu,15,,7,5,1371,Jonathan Renato Barbosa,Jonathan Cafu,Cuiabá,,8.0,12.0,4.0,4.0,18.0,,,,,1.0,1.0,,,,,,,,
101,78605,25,3.71,True,5.64,Gabriel,-0.54,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,5.5,gabriel,10,,7,4,293,Gabriel Girotto Franco,Gabriel,Athlético-PR,2.0,21.0,11.0,1.0,5.0,8.0,,,,,1.0,,,,,,,,,
102,78715,25,1.63,False,3.46,Ramiro,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,0.0,ramiro,18,,6,4,283,Ramiro Moschen Benetti,Ramiro,Cruzeiro,2.0,17.0,17.0,1.0,4.0,8.0,,,,,1.0,1.0,,,,,,,,
103,78850,25,5.17,True,7.63,Reinaldo,-1.16,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,0.2,reinaldo,15,,7,2,284,Reinaldo Manoel da Silva,Reinaldo,Grêmio,2.0,12.0,10.0,13.0,7.0,12.0,5.0,,,,2.0,1.0,,,,,,,,
104,78855,25,3.26,True,4.32,T. Santos,0.3,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,7.8,thiago-santos,15,,2,3,266,Thiago dos Santos,Thiago Santos,Fluminense,5.0,15.0,19.0,4.0,3.0,11.0,6.0,,,,,,,,,1.0,,,,
105,79035,25,2.44,True,3.59,L. Felipe,-0.57,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,1.5,luiz-felipe,12,,3,3,373,Luiz Felipe do Nascimento dos Santos,Luiz Felipe,Atlético-GO,3.0,13.0,11.0,1.0,4.0,1.0,2.0,,1.0,,1.0,,,,,1.0,,,1.0,
106,79113,25,0.82,False,3.22,V. Cuesta,0.0,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,0.0,victor-cuesta,5,,6,3,265,Víctor Leandro Cuesta,Víctor Cuesta,Bahia,3.0,5.0,7.0,,1.0,5.0,,,,,,1.0,,,,,,,,
107,79268,25,0.05,False,1.18,F. Augusto,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,0.0,filipe-augusto,9,,6,4,1371,Filipe Augusto Carvalho Souza,Filipe Augusto,Cuiabá,4.0,4.0,11.0,1.0,1.0,2.0,,,,,,,,,,,,,,
108,79437,25,4.81,True,7.45,R. Machado,-0.13,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,6.59,roger-machado,21,,7,6,285,Roger Machado Marques,Roger Machado,Internacional,,,,,,,,,,,,,,,6.0,,,,,
109,79631,25,2.32,False,7.18,Cano,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,0.0,cano,14,,6,5,266,Germán Ezequiel Cano,Cano,Fluminense,3.0,3.0,5.0,11.0,9.0,4.0,,,,1.0,1.0,1.0,,,,,,,,
110,79701,25,1.11,True,3.75,L. Silva,0.12,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,1.2,lucas-silva,21,,6,4,283,Lucas Silva Borges,Lucas Silva,Cruzeiro,3.0,8.0,15.0,4.0,7.0,14.0,,,,,1.0,,,,,1.0,,,,1.0
111,79702,25,1.81,False,3.36,A. Carlos,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,0.0,antonio-carlos,11,,6,3,266,Antônio Carlos Cunha Capocasali Júnior,Antônio Carlos,Fluminense,1.0,4.0,5.0,,4.0,9.0,2.0,,,,,1.0,,,,,,,,
112,80129,25,5.27,True,8.92,Jadson,0.74,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,4.4,jadson,18,,6,4,286,Jadson Alves dos Santos,Jadson,Juventude,7.0,41.0,25.0,4.0,8.0,38.0,,5.0,1.0,,1.0,2.0,,,,,,,,
113,80196,25,3.46,True,4.83,Y. Pikachu,-1.45,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,0.5,yago-pikachu,20,,7,4,356,Glaybson Yago Souza Lisboa,Yago Pikachu,Fortaleza,5.0,16.0,10.0,3.0,11.0,30.0,,3.0,,,2.0,3.0,,,,,,,,
114,80225,25,4.04,False,5.88,R. Silva,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,0.0,rafa-silva,8,,5,5,283,Rafael da Silva,Rafa Silva,Cruzeiro,2.0,4.0,6.0,4.0,1.0,4.0,,,,,3.0,3.0,,,,,,,,
115,80287,25,5.64,True,9.75,Luciano,-0.65,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,0.8,luciano,20,,7,5,276,Luciano da Rocha Neves,Luciano,São Paulo,9.0,17.0,23.0,12.0,16.0,28.0,,1.0,1.0,4.0,7.0,2.0,,,,,1.0,,1.0,
116,80313,25,3.97,False,6.95,Gilberto,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,0.0,gilberto,12,,5,2,265,Gilberto Moraes Júnior,Gilberto,Bahia,1.0,17.0,10.0,2.0,5.0,14.0,2.0,,,,1.0,1.0,,,,,,,,
117,80337,25,3.24,True,5.45,A. Caíke,1.49,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,10.5,arthur-caike,19,,7,5,288,Arthur Caíke do Nascimento Cruz,Arthur Caíke,Criciúma,2.0,3.0,15.0,6.0,16.0,21.0,,,,1.0,4.0,10.0,,,,,,,,
118,80853,25,2.68,True,5.19,P. Geromel,-0.58,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,0.0,pedro-geromel,7,,6,3,284,Pedro Tonon Geromel,Pedro Geromel,Grêmio,3.0,3.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,
119,81091,25,0.0,False,4.0,Jair,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,0.0,jair,0,,5,4,267,Jair Rodrigues Júnior,Jair,Vasco,,,,,,,,,,,,,,,,,,,,
120,81150,25,4.66,False,8.37,Mayke,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,0.0,mayke,17,,5,2,275,Mayke Rocha de Oliveira,Mayke,Palmeiras,3.0,24.0,12.0,,1.0,7.0,9.0,,,,1.0,2.0,,,,,,,,
121,81798,25,1.66,False,4.06,Rossi,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,0.0,rossi,11,,6,5,267,Rosicley Pereira da Silva,Rossi,Vasco,3.0,12.0,9.0,,1.0,8.0,,1.0,,,,2.0,,,,,,,,
122,81845,25,3.59,False,6.88,Alisson,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,0.0,alisson,16,,5,4,276,Alisson Euler de Freitas Castro,Alisson,São Paulo,4.0,25.0,21.0,4.0,2.0,27.0,,2.0,,,1.0,,,,,,,,,
123,81881,25,5.08,True,8.13,J. Ricardo,-0.64,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,3.0,joao-ricardo,23,,7,1,356,João Ricardo Riedi,João Ricardo,Fortaleza,1.0,1.0,,,,1.0,8.0,,,,,,97.0,21.0,,,,,,
124,81952,25,5.24,True,8.09,W. Oliveira,0.13,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,5.2,willian-oliveira,22,,7,4,287,Willian Osmar de Oliveira Silva,Willian Oliveira,Vitória,4.0,38.0,26.0,6.0,14.0,32.0,,1.0,,,5.0,,,,,,,,2.0,
125,82455,25,1.92,False,4.56,Z. Rafael,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,0.0,ze-rafael,13,,2,4,275,José Rafael Vivian,Zé Rafael,Palmeiras,5.0,14.0,26.0,2.0,3.0,16.0,,2.0,1.0,,,,,,,,,,1.0,
126,82463,25,2.94,True,5.16,Otávio,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,0.9,otavio,15,,7,4,282,Otávio Henrique Passos Santos,Otávio,Atlético-MG,1.0,32.0,19.0,2.0,5.0,12.0,,,,,,,,,,,,,,
127,82627,25,5.76,True,9.12,L. Araújo,-0.56,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,6.9,luiz-araujo,22,,7,5,262,Luiz de Araújo Guimarães Neto,Luiz Araújo,Flamengo,3.0,35.0,23.0,13.0,16.0,30.0,,5.0,,1.0,3.0,2.0,,,,,,,,
128,82628,25,3.66,False,5.68,Tinga,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,0.0,tinga,19,,2,2,356,Guilherme de Jesus da Silva,Tinga,Fortaleza,1.0,24.0,13.0,,3.0,7.0,6.0,,,1.0,1.0,,,,,1.0,,,,
129,82639,25,3.11,True,5.67,M. Hermes,0.84,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,6.3,marcelo-hermes,19,,7,2,288,Marcelo Gazella Hermes,Marcelo Hermes,Criciúma,4.0,20.0,19.0,5.0,8.0,9.0,2.0,2.0,,,1.0,,,,,,,,,
130,82766,25,1.78,True,5.82,W. Rato,0.09,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,1.7,wellington-rato,16,,7,4,276,Wellington Soares da Silva,Wellington Rato,São Paulo,1.0,5.0,7.0,4.0,4.0,16.0,,2.0,,,,3.0,,,,,,,,
131,83257,25,2.65,False,6.23,Gabriel,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,0.0,gabriel,11,,5,5,262,Gabriel Barbosa Almeida,Gabriel,Flamengo,1.0,1.0,1.0,3.0,3.0,5.0,,1.0,,,2.0,3.0,,,,,,,,
132,83528,25,1.71,False,5.27,L. Pereira,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,0.0,leo-pereira,19,,2,3,262,Leonardo Pereira,Léo Pereira,Flamengo,4.0,16.0,13.0,,2.0,11.0,3.0,,,,,1.0,,,,1.0,,,,
133,83786,25,1.85,True,3.46,Neris,-0.05,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,-1.9,neris,11,,7,3,287,Hueglo dos Santos Neris,Neris,Vitória,1.0,10.0,16.0,1.0,,2.0,3.0,,1.0,,,1.0,,,,,,,,
134,83817,25,2.35,True,5.33,Clayson,1.73,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,11.7,clayson,17,,6,5,1371,Clayson Henrique da Silva Vieira,Clayson,Cuiabá,4.0,9.0,8.0,4.0,7.0,17.0,,,,,2.0,3.0,,,,,,,1.0,
135,84042,25,4.08,True,9.59,T. Soares,-0.09,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,1.2,tiquinho-soares,17,,6,5,263,Francisco das Chagas Soares dos Santos Meireles,Tiquinho Soares,Botafogo,3.0,9.0,27.0,2.0,8.0,28.0,,3.0,,,4.0,2.0,,,,,,,,
136,84263,25,3.25,False,5.85,Jemerson,0.0,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,0.0,jemerson,6,,7,3,284,Jemerson de Jesus Nascimento,Jemerson,Grêmio,2.0,1.0,8.0,,1.0,4.0,4.0,,,,,1.0,,,,,,,,
137,84266,25,0.87,False,2.29,Alisson,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,0.0,alisson,4,,6,1,288,Alisson Machado dos Santos,Alisson,Criciúma,2.0,,,,,1.0,,,,,,,9.0,4.0,,,,,,
138,84428,25,2.83,True,5.25,F. Sobral,0.26,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,3.6,fernando-sobral,18,,6,4,1371,Fernando Pereira do Nascimento,Fernando Sobral,Cuiabá,2.0,21.0,6.0,3.0,7.0,15.0,,1.0,,,1.0,1.0,,,,,,,,
139,84558,25,3.0,True,5.63,L. Romero,0.77,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,6.3,lucas-romero,21,,6,4,283,Lucas Daniel Romero,Lucas Romero,Cruzeiro,3.0,42.0,30.0,3.0,6.0,18.0,,2.0,1.0,,,,,,,,,,,
140,84587,25,3.87,True,6.57,F. Mateus,-0.35,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,0.5,fellipe-mateus,16,,7,4,288,Fellipe Mateus de Sena Araújo,Fellipe Mateus,Criciúma,2.0,15.0,10.0,9.0,7.0,35.0,,,,,2.0,,,,,1.0,,,,
141,84674,25,3.71,True,7.77,L. Evangelista,0.48,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,3.7,lucas-evangelista,16,,7,4,280,Lucas Evangelista Santana de Oliveira,Lucas Evangelista,Bragantino,3.0,15.0,15.0,4.0,8.0,28.0,,1.0,,1.0,2.0,4.0,,,,,,,,
142,84816,25,4.0,True,5.86,Varela,0.51,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,3.9,varela,10,,2,2,262,Guillermo Varela Olivera,Varela,Flamengo,,14.0,7.0,2.0,,16.0,3.0,,,,,1.0,,,,,,,,
143,84918,25,2.15,True,4.48,R. Ratão,0.17,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,2.1,rafael-ratao,10,,6,5,265,Rafael Rogério da Silva,Rafael Ratão,Bahia,,2.0,5.0,2.0,1.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,
144,85004,25,4.0,True,6.81,M. Felipe,-1.01,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,1.0,marcos-felipe,23,,7,1,265,Marcos Felipe de Freitas Monteiro,Marcos Felipe,Bahia,2.0,1.0,1.0,,,4.0,7.0,,,,,,80.0,24.0,,,,,,
145,85034,25,3.44,False,6.25,Ã. Romero,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,0.0,oscar-romero,17,,6,4,263,Óscar David Romero Villamayor,Óscar Romero,Botafogo,5.0,21.0,12.0,8.0,3.0,14.0,,3.0,,,1.0,,,,,,,,,
146,85277,25,3.83,False,5.46,D. Suárez,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,0.0,damian-suarez,17,,6,2,263,Damián Nicolás Suárez,Damián Suárez,Botafogo,5.0,22.0,26.0,1.0,5.0,13.0,7.0,1.0,,,,2.0,,,,,,,,
147,85465,25,1.57,False,3.69,A. Santana,0.0,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,0.0,alex-santana,8,,5,4,264,Alex Paulo Menezes Santana,Alex Santana,Corinthians,4.0,9.0,9.0,1.0,6.0,5.0,,,,,,,,,,,,,,
148,85626,25,2.87,False,4.05,Léo,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,0.0,leo,19,,7,3,267,Leonardo Pinheiro da Conceição,Léo,Vasco,1.0,22.0,14.0,2.0,2.0,9.0,5.0,,,,,1.0,,,,,,,,
149,85856,25,2.5,False,4.21,R. Ryller,0.0,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,0.0,ricardo-ryller,7,,6,4,287,Ricardo Ryller Ribeiro Lino Silva,Ricardo Ryller,Vitória,,11.0,6.0,,2.0,9.0,,,,,,,,,,,,,,
150,85931,25,1.38,False,3.83,Hyoran,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,0.0,hyoran,10,,6,4,285,Hyoran Kaue Dalmoro,Hyoran,Internacional,,5.0,6.0,1.0,5.0,9.0,,,,,,1.0,,,,,,,,
151,85993,25,0.2,True,4.51,G. Sauer,-0.49,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,0.2,gustavo-sauer,1,,6,4,1371,Gustavo Affonso Sauerbeck,Gustavo Sauer,Cuiabá,,,1.0,,,1.0,,,,,,,,,,,,,,
152,86292,25,6.02,False,8.24,Bolasie,0.0,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,0.0,bolasie,18,,6,5,288,Yannick Bolasie,Bolasie,Criciúma,2.0,10.0,22.0,14.0,20.0,14.0,,3.0,,1.0,6.0,8.0,,,,,,,,
153,86362,25,0.0,False,3.0,C. Dantas,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,0.0,caio-dantas,0,,6,5,287,Caio Henrique da Silva Dantas,Caio Dantas,Vitória,,,,,,,,,,,,,,,,,,,,
154,86410,25,4.67,False,6.57,V. Luis,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,0.0,victor-luis,9,,6,2,267,Victor Luis Chuab Zamblauskas,Victor Luis,Vasco,3.0,14.0,10.0,1.0,,10.0,3.0,1.0,1.0,,1.0,,,,,,,,,
155,86485,25,2.25,True,5.98,Keno,1.06,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,8.2,keno,15,,6,5,266,Marcos da Silva França,Keno,Fluminense,1.0,10.0,9.0,4.0,9.0,12.0,,,,,1.0,3.0,,,,,,,,
156,86508,25,3.7,False,5.8,Jandrei,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,0.0,jandrei,10,,6,1,276,Jandrei Chitolina Carniel,Jandrei,São Paulo,,,,,,6.0,3.0,,,,,,30.0,11.0,,,,,,
157,86684,25,3.27,False,4.77,Rodrigo,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,0.0,rodrigo,18,,6,3,288,Rodrigo Fagundes de Freitas,Rodrigo,Criciúma,6.0,33.0,17.0,1.0,2.0,8.0,2.0,1.0,,1.0,1.0,2.0,,,,2.0,,,,
158,86686,25,1.18,True,3.51,T. Tchê,0.1,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,2.4,tche-tche,21,,2,4,263,Danilo das Neves Pinheiro,Tchê Tchê,Botafogo,1.0,12.0,11.0,5.0,6.0,14.0,,,1.0,,,,,,,,,,,
159,86713,25,1.74,False,3.0,Jonathan,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,0.0,jonathan,10,,6,2,288,Jonathan Francisco Lemos,Jonathan,Criciúma,,13.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,
160,86757,25,4.72,False,6.98,Everton,0.0,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,0.0,everton,10,,5,5,262,Everton Sousa Soares,Everton,Flamengo,1.0,11.0,6.0,8.0,8.0,6.0,,2.0,,,1.0,2.0,,,,,,,,
161,86766,25,1.65,False,3.11,M. Rossetto,0.0,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,0.0,matheus-rossetto,10,,6,4,356,Matheus Rossetto,Matheus Rossetto,Fortaleza,1.0,15.0,8.0,,,4.0,,,,,,,,,,,,,,
162,86777,25,3.32,True,6.57,D. Barbosa,-0.03,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,1.2,danilo-barbosa,21,,2,4,263,Danilo Barbosa da Silva,Danilo Barbosa,Botafogo,3.0,27.0,15.0,,3.0,15.0,,2.0,,,3.0,,,,,,,,1.0,
163,86859,25,1.54,False,3.73,J. Welison,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,0.0,jose-welison,12,,6,4,356,José Welison da Silva,José Welison,Fortaleza,1.0,15.0,7.0,,2.0,4.0,,,,,,,,,,,,,,
164,87008,25,3.87,True,7.54,L. Jardim,1.28,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,10.0,leo-jardim,24,,7,1,267,Leonardo César Jardim,Léo Jardim,Vasco,,,,,,1.0,6.0,,,,,,96.0,34.0,,,,,,
165,87009,25,1.3,False,3.42,Nathan,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,0.0,nathan,8,,6,4,284,Nathan Allan de Souza,Nathan,Grêmio,1.0,5.0,3.0,2.0,2.0,5.0,,,,,,2.0,,,,,,,,
166,87225,25,2.87,False,5.8,P. Henrique,0.0,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,0.0,pedro-henrique,13,,5,3,280,Pedro Henrique Ribeiro Gonçalves,Pedro Henrique,Bragantino,3.0,19.0,13.0,,,9.0,2.0,,,,1.0,1.0,,,,1.0,,,,
167,87228,25,5.51,True,11.12,G. Arana,0.46,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,5.8,guilherme-arana,13,,7,2,282,Guilherme Antonio Arana Lopes,Guilherme Arana,Atlético-MG,4.0,22.0,11.0,7.0,8.0,10.0,4.0,1.0,,,1.0,2.0,,,,,,,,
168,87242,25,1.13,True,2.52,C. Pena,-0.57,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,0.5,carlos-de-pena,21,,6,4,265,Carlos María de Pena Bonino,Carlos de Pena,Bahia,4.0,5.0,7.0,2.0,4.0,7.0,,3.0,,,,,,,,,,,,
