,atletas.variacao_num,atletas.jogos_num,atletas.status_id,atletas.nome,atletas.apelido,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.clube_id,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.pontos_num,atletas.media_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.slug,atletas.atleta_id,CA,DS,FC,FF,FS,G,I,SG,A,CV,FD,DE,GS,FT,DP,PC,PP,PS,V,GC
173,0.45,7,7,Thaciano Mickael da Silva,Thaciano,9,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,6.19,265,Bahia,Thaciano,3.5,3.05,True,4,,thaciano,87470,3.0,5.0,6.0,8.0,4.0,1.0,4.0,,,,1.0,,,1.0,,,,,,
174,0.0,0,6,Mateus Pasinato,Mateus Pasinato,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,3.0,1371,Cuiabá,M. Pasinato,0.0,0.0,False,1,,mateus-pasinato,87603,,,,,,,,,,,,,,,,,,,,
175,0.17,9,7,Pablo Ignacio Galdames Millán,Galdames,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,5.15,267,Vasco,Galdames,2.4,2.6,True,4,,galdames,87660,2.0,16.0,21.0,3.0,8.0,,1.0,,1.0,,1.0,,,,,,,,,
176,-0.22,2,6,Yago Felipe da Costa Rocha,Yago Felipe,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,3.0,265,Bahia,Y. Felipe,0.5,-0.25,True,4,,yago-felipe,87747,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
177,0.0,5,6,Paolo Mauricio Lemos Merladett,Mauricio Lemos,9,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,9.96,282,Atlético-MG,M. Lemos,0.0,3.18,False,3,,mauricio-lemos,87853,3.0,4.0,10.0,2.0,1.0,,,3.0,,,,,,,,,,,,
178,0.0,4,6,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,9,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,15.9,262,Flamengo,Arrascaeta,0.0,6.55,False,4,,arrascaeta,87863,1.0,,3.0,4.0,9.0,1.0,,,2.0,,2.0,,,,,,,,,
179,-0.57,8,7,Gustavo Henrique Furtado Scarpa,Gustavo Scarpa,9,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,10.88,282,Atlético-MG,G. Scarpa,1.7,5.16,True,4,,gustavo-scarpa,87999,2.0,5.0,5.0,4.0,12.0,2.0,1.0,,2.0,,3.0,,,,,,,,,
180,0.86,6,7,Alan Pereira Empereur,Alan Empereur,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,2.9,1371,Cuiabá,A. Empereur,5.0,1.03,True,3,,alan-empereur,88033,2.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,
181,0.0,0,5,Ivan Quaresma da Silva,Ivan,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,3.0,285,Internacional,Ivan,0.0,0.0,False,1,,ivan,88136,,,,,,,,,,,,,,,,,,,,
182,0.0,7,6,Ángel Rodrigo Romero Villamayor,Ángel Romero,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,5.38,264,Corinthians,Ã. Romero,0.0,2.28,False,5,,angel-romero,88323,2.0,4.0,3.0,8.0,11.0,,2.0,,,,2.0,,,,,,,,,
183,0.0,6,7,Ayrton Lucas Dantas de Medeiros,Ayrton Lucas,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,8.9,262,Flamengo,A. Lucas,0.0,5.53,False,2,,ayrton-lucas,88393,,10.0,4.0,3.0,8.0,,,2.0,,,,,,2.0,,,,,,
184,1.81,3,7,Armando Gonçalves Teixeira,Petit,9,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,6.04,1371,Cuiabá,Petit,9.47,4.86,True,6,,petit,89141,,,,,,,,,,,,,,,,,,,1.0,
185,-1.37,6,7,Gustavo Bonatto Barreto,Barreto,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,4.49,288,Criciúma,Barreto,1.4,3.5,True,4,,barreto,89224,1.0,6.0,12.0,,5.0,1.0,1.0,,1.0,,,,,1.0,,,,,,
186,-0.05,9,7,Gerson Santos da Silva,Gerson,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,5.45,262,Flamengo,Gerson,2.2,2.85,True,4,,gerson,89256,,9.0,7.0,4.0,13.0,,1.0,,1.0,,2.0,,,,,,,,,
187,0.0,4,7,João Pedro Maturano dos Santos,João Pedro,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,4.64,284,Grêmio,J. Pedro,0.0,1.62,False,2,,joao-pedro,89273,1.0,,2.0,2.0,3.0,,,1.0,,,,,,,,,,,,
188,-0.48,8,7,Willian de Asevedo Furtado,William,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,10.38,283,Cruzeiro,William,6.6,6.43,True,2,,william,89275,2.0,23.0,6.0,4.0,4.0,,,2.0,2.0,,2.0,,,,,,,,,
189,-0.13,7,7,Erick Samuel Correa Farias,Erick,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,3.8,286,Juventude,Erick,0.8,2.39,True,5,,erick,89467,,4.0,1.0,3.0,2.0,1.0,4.0,,,,1.0,,,,,,,,,
190,-0.87,6,7,Igor Rabello da Costa,Igor Rabello,9,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,5.76,282,Atlético-MG,I. Rabello,-1.6,3.02,True,3,,igor-rabello,89493,1.0,3.0,4.0,,1.0,,,3.0,,,1.0,,,,,,,,,
191,-0.43,7,6,Thiago Maia Alencar,Thiago Maia,9,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,3.99,285,Internacional,T. Maia,-0.1,1.6,True,4,,thiago-maia,89637,,7.0,7.0,4.0,1.0,,,,,,1.0,,,,,,,,,
192,0.0,3,5,José Rodrigo Andrade Ramos,Rodrigo Andrade,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,3.53,287,Vitória,R. Andrade,0.0,2.23,False,4,,rodrigo-andrade,89646,,4.0,3.0,1.0,4.0,,,,,,,,,,,,,,,
193,0.0,4,6,Iury Lirio Freitas de Castilho,Iury Castilho,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,4.39,287,Vitória,I. Castilho,0.0,3.23,False,5,,iury-castilho,89695,1.0,,6.0,1.0,8.0,1.0,1.0,,,,,,,1.0,,,,,,
194,0.55,8,7,Jonathan Calleri,Calleri,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,11.48,276,São Paulo,Calleri,7.3,4.95,True,5,,calleri,89840,2.0,4.0,11.0,3.0,20.0,2.0,11.0,,1.0,,4.0,,,1.0,,,,,,
195,0.15,7,7,Franco Cristaldo,Cristaldo,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,9.15,284,Grêmio,Cristaldo,3.7,4.06,True,4,,cristaldo,89846,,5.0,1.0,4.0,5.0,2.0,2.0,,,,1.0,,,,,,,,,
196,-0.23,6,7,Douglas Moreira Fagundes,Dodi,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,3.03,284,Grêmio,Dodi,0.4,0.97,True,4,,dodi,89883,1.0,4.0,10.0,1.0,6.0,,,,,,1.0,,,,,,,,,
197,-0.52,5,3,Everton Galdino Moreira,Everton Galdino,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,2.21,284,Grêmio,E. Galdino,-0.5,0.22,True,5,,everton-galdino,89918,3.0,1.0,4.0,2.0,5.0,,,,,,,,,,,,,,,
198,-0.99,6,7,Bruno de Jesus Pacheco,Bruno Pacheco,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,6.8,356,Fortaleza,B. Pacheco,0.0,2.62,True,2,,bruno-pacheco,90061,1.0,4.0,4.0,2.0,3.0,,,2.0,,,,,,,,,,,,
199,-0.6,8,2,Bruno Henrique Pinto,Bruno Henrique,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,8.11,262,Flamengo,B. Henrique,1.0,4.8,True,5,,bruno-henrique,90285,1.0,8.0,11.0,5.0,15.0,2.0,2.0,,,,4.0,,,,,,,1.0,,
200,0.0,1,6,Pedro Rocha Neves,Pedro Rocha,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,4.51,356,Fortaleza,P. Rocha,0.0,0.0,False,5,,pedro-rocha,90302,,,,,,,,,,,,,,,,,,,,
201,0.0,4,6,Lincoln Henrique Oliveira dos Santos,Lincoln,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,4.83,280,Bragantino,Lincoln,0.0,0.8,False,4,,lincoln,90303,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
202,0.01,8,7,David Correa da Fonseca,David,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,7.9,267,Vasco,David,2.2,4.3,True,5,,david,90309,2.0,11.0,8.0,10.0,7.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
203,-0.37,8,6,Júlio César de Rezende Miranda,Rezende,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,3.55,265,Bahia,Rezende,0.0,1.21,True,4,,rezende,90449,1.0,8.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
204,0.25,6,7,Caique de Jesus Gonçalves,Caíque,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,4.04,286,Juventude,Caíque,3.6,2.38,True,4,,caique,90588,4.0,13.0,7.0,1.0,8.0,,,,,,,,,,,,,,,
205,0.0,0,6,Mateus Eduardo Claus,Mateus Claus,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,3.0,286,Juventude,M. Claus,0.0,0.0,False,1,,mateus-claus,90590,,,,,,,,,,,,,,,,,,,,
206,-0.63,5,7,Lucas da Silva Izidoro,Lucas Mineiro,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,2.66,1371,Cuiabá,L. Mineiro,0.0,1.64,True,4,,lucas-mineiro,90634,,6.0,5.0,,5.0,,,,,,,,,,,,,,,
207,0.52,8,7,Matheus Martins Fogaça de Paulo,Matheuzinho,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,8.69,287,Vitória,Matheuzinho,7.5,5.99,True,4,,matheuzinho,90703,1.0,12.0,7.0,8.0,15.0,1.0,1.0,,2.0,,4.0,,,,,,,,,
208,1.6,7,7,Luiz Fernando Moraes dos Santos,Luiz Fernando,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,9.37,373,Atlético-GO,L. Fernando,11.9,5.43,True,5,,luiz-fernando,90715,2.0,7.0,11.0,6.0,17.0,2.0,4.0,,,,5.0,,,,,,,,,
209,-0.28,8,6,Fabrício Bruno Soares de Faria,Fabrício Bruno,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,4.69,262,Flamengo,F. Bruno,0.4,2.32,True,3,,fabricio-bruno,90768,3.0,7.0,3.0,1.0,4.0,,,2.0,,,1.0,,,,,,,,,
210,0.0,4,6,José Marcos Alves Luis,Zé Marcos,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,2.37,286,Juventude,Z. Marcos,0.0,1.78,False,3,,ze-marcos,90943,2.0,1.0,3.0,1.0,6.0,,,1.0,,,,,,,,,,,,
211,-0.32,2,6,Tomás Cardona,Cardona,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,4.25,356,Fortaleza,Cardona,1.2,4.2,True,3,,cardona,90947,,2.0,,,2.0,,,1.0,,,,,,,,,,,,
212,0.53,8,7,Ronaldo de Oliveira Strada,Ronaldo,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,3.96,373,Atlético-GO,Ronaldo,3.0,2.69,True,1,,ronaldo,91101,1.0,,,,1.0,,,1.0,1.0,,,23.0,11.0,,,,,,,
213,0.0,0,6,Everaldo Silva do Nascimento,Everaldo,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,5.0,287,Vitória,Everaldo,0.0,0.0,False,5,,everaldo,91151,,,,,,,,,,,,,,,,,,,,
214,-0.23,4,6,Ítaro Patric Cardoso Calmon,PK,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,2.65,287,Vitória,PK,0.2,1.12,True,2,,pk,91190,,4.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
215,-0.44,3,6,Felipe Ignacio Carballo Ares,Carballo,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,2.93,284,Grêmio,Carballo,-0.4,0.03,True,4,,carballo,91254,2.0,3.0,5.0,,,,,,,,,,,,,,,,,
216,0.0,5,6,Erick Antonio Pulgar Farfán,Erick Pulgar,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,3.69,262,Flamengo,E. Pulgar,0.0,0.88,False,4,,erick-pulgar,91473,1.0,4.0,7.0,,3.0,,,,,,1.0,,,,,,,,,
217,-0.16,5,7,Rodrigo Eduardo da Silva,Rodrigo Sam,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,4.68,286,Juventude,R. Sam,4.8,3.88,True,3,,rodrigo-sam,91509,2.0,6.0,7.0,1.0,5.0,1.0,,1.0,,,,,,,,,,,,
218,-0.54,5,3,Eder Citadin Martins,Eder,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,2.94,288,Criciúma,Eder,-0.5,0.5,True,5,,eder,91521,2.0,,2.0,3.0,3.0,,,,,,1.0,,,,,,,,,
219,-0.89,8,7,Robert Abel Arboleda Escobar,Arboleda,9,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,7.7,276,São Paulo,Arboleda,1.2,4.78,True,3,,arboleda,91573,,11.0,6.0,,3.0,1.0,1.0,3.0,,,2.0,,,,,,,,,
220,-0.26,9,7,Ronielson da Silva Barbosa,Rony,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,7.04,275,Palmeiras,Rony,4.1,3.31,True,5,,rony,91607,2.0,7.0,9.0,5.0,12.0,1.0,3.0,,,,7.0,,,,,,,,,
221,1.28,7,7,Marlon Rodrigues Xavier,Marlon,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,9.09,283,Cruzeiro,Marlon,6.7,2.89,True,2,,marlon,91706,,11.0,10.0,,6.0,,,2.0,,1.0,,,,,,,,,,
222,0.0,0,6,David de Duarte Macedo,David Duarte,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,4.0,265,Bahia,D. Duarte,0.0,0.0,False,3,,david-duarte,91772,,,,,,,,,,,,,,,,,,,,
223,1.05,7,7,José Ivaldo Almeida Silva,Zé Ivaldo,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,5.34,283,Cruzeiro,Z. Ivaldo,7.5,3.26,True,3,,ze-ivaldo,91866,2.0,5.0,9.0,6.0,6.0,,1.0,2.0,,,4.0,,,,,1.0,,,,
224,-0.85,4,7,Cristian David Pavón,Pavón,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,7.63,284,Grêmio,Pavón,0.9,4.07,True,5,,pavon,91908,,5.0,1.0,1.0,,,,,1.0,,4.0,,,,,,,,,
225,0.14,6,6,Andre Luis da Costa Alfredo,André Luís,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,2.71,1371,Cuiabá,A. Luís,1.4,0.8,True,5,,andre-luis,92146,,2.0,3.0,1.0,5.0,,,,,,,,,,,,,,,
226,-0.7,3,7,Lucas Nicolás Alario,Alario,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,3.75,285,Internacional,Alario,-1.8,-0.83,True,5,,alario,92149,2.0,,4.0,2.0,1.0,,4.0,,,,,,,,,1.0,,,,
227,0.54,8,7,Jair Ventura,Jair Ventura,9,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,5.41,373,Atlético-GO,J. Ventura,5.77,3.29,True,6,,jair-ventura,92180,,,,,,,,,,,,,,,,,,,2.0,
228,-0.01,1,6,Caíque Luiz Santos da Purificação,Caíque,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,3.99,284,Grêmio,Caíque,1.0,1.0,True,1,,caique,92207,,,,,,,,,,,,3.0,2.0,,,,,,,
229,0.0,4,7,Rodrigo Ely,Rodrigo Ely,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,4.14,284,Grêmio,R. Ely,0.0,2.18,False,3,,rodrigo-ely,92237,1.0,3.0,4.0,1.0,3.0,,,1.0,,,,,,,,,,,,
230,-0.22,5,6,Raul Lô Gonçalves,Raul,9,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,1.18,280,Bragantino,Raul,0.0,-0.2,True,4,,raul,92496,,,6.0,1.0,,,,,,,,,,,,,,,,
231,-0.52,8,3,Renato Kayzer de Souza,Renato Kayzer,9,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,4.89,356,Fortaleza,R. Kayzer,-1.3,2.38,True,5,,renato-kayzer,92696,1.0,6.0,12.0,4.0,8.0,1.0,6.0,,,1.0,4.0,,,,,,,,,
232,0.0,1,6,Deyverson Brum Silva Acosta,Deyverson,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,8.09,1371,Cuiabá,Deyverson,0.0,4.3,False,5,,deyverson,92708,,1.0,,,4.0,,1.0,,,,1.0,,,,,,,,,
233,0.0,0,5,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5.0,275,Palmeiras,B. Rodrigues,0.0,0.0,False,5,,bruno-rodrigues,92811,,,,,,,,,,,,,,,,,,,,
234,0.0,5,6,Rafael Santos Borré Maury,Borré,9,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,10.44,285,Internacional,Borré,0.0,5.14,False,5,,borre,92854,2.0,4.0,12.0,7.0,4.0,1.0,3.0,,1.0,,6.0,,,1.0,,,1.0,,,
235,0.0,0,6,Helibelton Palacios Zapata,Palacios,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,3.0,283,Cruzeiro,Palacios,0.0,0.0,False,2,,palacios,92855,,,,,,,,,,,,,,,,,,,,
236,0.0,4,6,Mateus da Silva Vital Assumpção,Mateus Vital,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,4.8,283,Cruzeiro,M. Vital,0.0,3.25,False,4,,mateus-vital,93108,,1.0,,2.0,2.0,1.0,,,,,1.0,,,,,,,,,
237,-0.49,5,6,Wanderson Maciel Sousa Campos,Wanderson,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,5.48,285,Internacional,Wanderson,1.7,1.26,True,5,,wanderson,93478,,5.0,5.0,1.0,2.0,,,,,,,,,,,,,,,
238,0.0,5,6,Bruno Nunes de Barros,Bruno Tubarão,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,3.3,373,Atlético-GO,B. Tubarão,0.0,1.38,False,2,,bruno-tubarao,93637,1.0,5.0,4.0,2.0,3.0,,,,,,,,,,,,,,,
239,0.0,4,6,Gabriel de Souza Inocêncio,Gabriel Inocêncio,9,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,3.61,286,Juventude,G. Inocêncio,0.0,2.95,False,2,,gabriel-inocencio,93702,1.0,6.0,9.0,1.0,5.0,,,1.0,,,,,,,,,,,,
240,1.42,9,6,Paulo Henrique de Oliveira Alves,Paulo Henrique,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,6.02,267,Vasco,P. Henrique,9.4,3.03,True,2,,paulo-henrique,93716,,17.0,14.0,3.0,5.0,,,1.0,,,1.0,,,,,,,,,
241,0.76,8,7,Marlon Rodrigues Freitas,Marlon Freitas,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,5.25,263,Botafogo,M. Freitas,7.4,3.14,True,4,,marlon-freitas,93790,2.0,11.0,5.0,4.0,2.0,,,,2.0,,1.0,,,,,,,,,
242,0.0,3,6,Daniel Sampaio Simões,Danielzinho,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,3.12,373,Atlético-GO,Danielzinho,0.0,0.53,False,4,,danielzinho,93791,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
243,0.0,0,6,Keiller da Silva Nunes,Keiller,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,4.0,267,Vasco,Keiller,0.0,0.0,False,1,,keiller,93834,,,,,,,,,,,,,,,,,,,,
244,0.29,8,7,Cleiton Schwengber,Cleiton,9,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,6.56,280,Bragantino,Cleiton,3.0,3.56,True,1,,cleiton,93882,1.0,,,,1.0,,,2.0,,,,26.0,7.0,,,,,,,
245,-0.78,5,7,Matheus Leonardo Sales Cardoso,Matheusinho,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,5.44,288,Criciúma,Matheusinho,0.5,4.2,True,4,,matheusinho,93886,1.0,3.0,3.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
246,-0.9,6,7,Breno Henrique Vasconcelos Lopes,Breno Lopes,9,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,6.83,356,Fortaleza,B. Lopes,0.2,4.42,True,5,,breno-lopes,93988,2.0,3.0,4.0,4.0,19.0,,2.0,,2.0,,3.0,,,,,,,,,
247,-0.67,6,7,John Victor Maciel Furtado,John Victor,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,6.87,263,Botafogo,J. Victor,1.5,3.87,True,1,,john-victor,94044,1.0,,1.0,,1.0,,,3.0,,,,13.0,4.0,,,,,,,
248,0.17,4,7,Matheus Fernandes Siqueira,Matheus Fernandes,9,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,9.01,280,Bragantino,M. Fernandes,5.0,6.7,True,4,,matheus-fernandes,94067,,15.0,5.0,2.0,5.0,,,,1.0,,1.0,,,,,,,,,
249,0.0,2,5,Felipe dos Reis Pereira Vizeu do Carmo,Felipe Vizeu,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,3.45,288,Criciúma,F. Vizeu,0.0,0.65,False,5,,felipe-vizeu,94138,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,
250,0.0,2,5,Maycon de Andrade Barberan,Maycon,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,4.65,264,Corinthians,Maycon,0.0,0.2,False,4,,maycon,94154,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
251,-1.19,8,7,Raphael Cavalcante Veiga,Raphael Veiga,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,10.76,275,Palmeiras,R. Veiga,0.7,2.76,True,4,,raphael-veiga,94509,1.0,7.0,5.0,11.0,9.0,,3.0,,,,6.0,,,,,,1.0,,,
252,-1.76,9,7,Pedro Guilherme Abreu dos Santos,Pedro,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,12.75,262,Flamengo,Pedro,2.2,6.89,True,5,,pedro,94583,1.0,4.0,7.0,6.0,14.0,3.0,,,3.0,,8.0,,,,,,,,,
253,0.0,5,7,Rodrigo Andrés Battaglia,Battaglia,9,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,1.39,282,Atlético-MG,Battaglia,0.0,-0.78,False,4,,battaglia,94845,1.0,3.0,10.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
254,-0.33,7,7,Eduardo Germán Coudet,Eduardo Coudet,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_apsV9qH.png,9.06,285,Internacional,E. Coudet,3.13,4.88,True,6,,eduardo-coudet,94853,,,,,,,,,,,,,,,,,,,3.0,
255,-0.23,4,6,Lucas Fernandes da Silva,Lucas Fernandes,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,4.39,1371,Cuiabá,L. Fernandes,1.2,1.2,True,4,,lucas-fernandes,94931,,1.0,2.0,1.0,2.0,,,,,,2.0,,,,,,,,,
256,0.0,7,7,Luis Antônio da Rocha Júnior,Juninho Capixaba,9,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,11.58,280,Bragantino,J. Capixaba,0.0,5.67,False,2,,juninho-capixaba,94968,3.0,21.0,11.0,2.0,16.0,,,2.0,,,1.0,,,,,,,,,
257,-0.3,1,6,Gabriel Pereira Taliari,Gabriel Taliari,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,2.7,286,Juventude,G. Taliari,0.0,0.0,True,5,,gabriel-taliari,95131,,,,,,,,,,,,,,,,,,,,
258,-0.91,8,6,Gregore de Magalhães da Silva,Gregore,9,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,3.13,263,Botafogo,Gregore,-2.2,1.15,True,4,,gregore,95464,2.0,13.0,22.0,,2.0,,,,,,1.0,,,,,,,,,
259,-0.39,8,7,Igor Vinícius de Souza,Igor Vinícius,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,6.25,276,São Paulo,I. Vinícius,4.7,4.97,True,2,,igor-vinicius,95466,3.0,12.0,7.0,1.0,17.0,,,3.0,1.0,,1.0,,,1.0,,,,,,1.0
260,1.13,8,7,Raniele Almeida Melo,Raniele,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,7.65,264,Corinthians,Raniele,9.1,4.05,True,4,,raniele,95556,3.0,17.0,8.0,2.0,16.0,,,,,,4.0,,,1.0,,,,,,
