,atletas.jogos_num,atletas.nome,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.slug,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PP,PS,DE,GS,SG,V,PC,DP,GC
162,11,Jonathan Francisco Lemos,Jonathan,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,6,4.7,86713,29,Jonathan,288,2.01,,0.79,3.79,True,Criciúma,2,jonathan,,,,13.0,5.0,1.0,1.0,2.0,,,,,,,,1.0,,,,
163,10,Everton Sousa Soares,Everton,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,5,0.0,86757,29,Everton,262,4.72,,0.0,6.98,False,Flamengo,5,everton,2.0,1.0,,11.0,6.0,8.0,8.0,6.0,,1.0,2.0,,,,,,,,,
164,13,Matheus Rossetto,Matheus Rossetto,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,2,2.6,86766,29,M. Rossetto,356,1.93,,-0.18,3.29,True,Fortaleza,4,matheus-rossetto,,2.0,,22.0,11.0,,,8.0,,,,,,,,,,,,
165,24,Danilo Barbosa da Silva,Danilo Barbosa,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,6,-1.3,86777,29,D. Barbosa,263,3.34,,-1.0,6.25,True,Botafogo,4,danilo-barbosa,2.0,4.0,,35.0,18.0,1.0,5.0,15.0,,3.0,,,1.0,,,,,,,
166,15,José Welison da Silva,José Welison,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,7,0.0,86859,29,J. Welison,356,1.89,,-0.81,3.86,True,Fortaleza,4,jose-welison,1.0,1.0,1.0,22.0,9.0,,2.0,4.0,,,,,,,,,,,,
167,28,Leonardo César Jardim,Léo Jardim,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,7,3.0,87008,29,L. Jardim,267,3.61,,-0.15,6.53,True,Vasco,1,leo-jardim,,,,,,,,1.0,,,,,,108.0,38.0,6.0,,,,
168,8,Nathan Allan de Souza,Nathan,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,6,0.0,87009,29,Nathan,284,1.3,,0.0,3.42,False,Grêmio,4,nathan,,1.0,,5.0,3.0,2.0,2.0,5.0,,,2.0,,,,,,,,,
169,17,Pedro Henrique Ribeiro Gonçalves,Pedro Henrique,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,7,5.2,87225,29,P. Henrique,280,2.72,,0.41,5.82,True,Bragantino,3,pedro-henrique,,3.0,,22.0,14.0,1.0,,10.0,,1.0,1.0,,,,,3.0,,2.0,,
170,14,Guilherme Antonio Arana Lopes,Guilherme Arana,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,6,0.0,87228,29,G. Arana,282,5.12,,0.0,10.19,False,Atlético-MG,2,guilherme-arana,1.0,4.0,,22.0,11.0,7.0,8.0,10.0,,1.0,2.0,,,,,4.0,,,,
171,24,Carlos María de Pena Bonino,Carlos de Pena,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,6,1.7,87242,29,C. Pena,265,1.25,,-0.03,2.72,True,Bahia,4,carlos-de-pena,3.0,4.0,,9.0,8.0,2.0,6.0,7.0,,,,,,,,,,,,
172,15,Yeferson Julio Soteldo Martínez,Soteldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,7,11.0,87258,29,Soteldo,284,5.05,,1.34,10.32,True,Grêmio,5,soteldo,2.0,1.0,,8.0,2.0,4.0,4.0,24.0,2.0,4.0,3.0,,,,,,,,,
173,13,Walter Kannemann,Kannemann,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,7,5.0,87342,29,Kannemann,284,2.79,,-0.16,4.46,True,Grêmio,3,kannemann,2.0,7.0,1.0,17.0,22.0,1.0,3.0,10.0,,,,,,,,3.0,,1.0,,
174,18,Allano Brendon de Souza Lima,Allano,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,6,16.2,87391,29,Allano,288,2.92,,2.46,5.6,True,Criciúma,5,allano,2.0,5.0,2.0,21.0,28.0,7.0,8.0,33.0,2.0,,4.0,,,,,,,,,
175,26,Thaciano Mickael da Silva,Thaciano,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,7,0.2,87470,29,Thaciano,265,3.86,,-0.47,6.2,True,Bahia,4,thaciano,2.0,4.0,,15.0,16.0,7.0,22.0,12.0,1.0,6.0,19.0,,,,,,,,,
176,0,Mateus Pasinato,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,6,0.0,87603,29,M. Pasinato,1371,-1.0,,0.0,2.59,False,Cuiabá,1,mateus-pasinato,,1.0,,,,,,,,,,,,,,,,,,
177,12,Pablo Ignacio Galdames Millán,Galdames,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,6,0.0,87660,29,Galdames,267,2.01,,0.0,4.38,False,Vasco,4,galdames,1.0,3.0,,17.0,25.0,2.0,3.0,9.0,,,1.0,,,,,,,,,
178,7,Yago Felipe da Costa Rocha,Yago Felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,7,0.8,87747,29,Y. Felipe,265,0.16,,-0.21,1.83,True,Bahia,4,yago-felipe,,2.0,,3.0,6.0,,1.0,1.0,,,,,,,,,,,,
179,1,Philipe Sampaio Azevedo,Philipe Sampaio,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,7,0.0,87808,29,P. Sampaio,373,0.7,,0.0,3.84,False,Atlético-GO,3,philipe-sampaio,,,,,1.0,,,2.0,,,,,,,,,,,,
180,6,Paolo Mauricio Lemos Merladett,Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,6,0.0,87853,29,M. Lemos,282,2.65,,0.0,9.41,False,Atlético-MG,3,mauricio-lemos,,3.0,,4.0,10.0,,2.0,1.0,,,,,,,,3.0,,,,
181,13,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,7,5.5,87863,29,Arrascaeta,262,7.0,,0.41,13.44,True,Flamengo,4,arrascaeta,5.0,2.0,,12.0,11.0,5.0,7.0,25.0,,4.0,2.0,,1.0,,,,,,,
182,25,Gustavo Henrique Furtado Scarpa,Gustavo Scarpa,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,7,2.7,87999,29,G. Scarpa,282,5.67,,-0.11,10.79,True,Atlético-MG,4,gustavo-scarpa,5.0,3.0,,26.0,9.0,16.0,22.0,33.0,2.0,4.0,4.0,,,,,,,,,
183,21,Alan Pereira Empereur,Alan Empereur,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,7,6.7,88033,29,A. Empereur,1371,2.38,,0.8,4.05,True,Cuiabá,3,alan-empereur,1.0,6.0,,14.0,9.0,2.0,4.0,12.0,,,,,,,,5.0,,,,
184,0,Ivan Quaresma da Silva,Ivan,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,5,0.0,88136,29,Ivan,285,0.0,,0.0,3.0,False,Internacional,1,ivan,,,,,,,,,,,,,,,,,,,,
185,9,Júnior Osmar Ignacio Alonso Mujica,Junior Alonso,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,7,1.2,88312,29,J. Alonso,282,3.72,,-0.14,7.01,True,Atlético-MG,3,junior-alonso,,2.0,,11.0,13.0,,4.0,,,1.0,,,,,,3.0,,,,
186,20,Ángel Rodrigo Romero Villamayor,Ángel Romero,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,7,0.0,88323,29,Ã. Romero,264,4.16,,0.0,6.35,False,Corinthians,5,angel-romero,,6.0,,14.0,13.0,9.0,15.0,34.0,,5.0,5.0,1.0,1.0,,,,,,,
187,24,Ayrton Lucas Dantas de Medeiros,Ayrton Lucas,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,2,17.0,88393,29,A. Lucas,262,4.69,,1.44,9.49,True,Flamengo,2,ayrton-lucas,2.0,3.0,,26.0,16.0,4.0,12.0,27.0,2.0,2.0,,,,,,6.0,,1.0,,
188,7,Walace Souza Silva,Walace,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,6,0.4,88479,29,Walace,283,0.96,,-0.48,4.17,True,Cruzeiro,4,walace,,2.0,,5.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,
189,3,Héctor José Hernández Marrero,Héctor Hernández,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,7,0.0,89048,29,H. Hernández,264,0.6,,0.0,3.66,False,Corinthians,5,hector-hernandez,,,,,1.0,,2.0,1.0,,,,,,,,,,,,
190,20,Gustavo Bonatto Barreto,Barreto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,7,0.2,89224,29,Barreto,288,3.05,,-0.2,4.61,True,Criciúma,4,barreto,1.0,3.0,,30.0,37.0,3.0,4.0,19.0,1.0,2.0,1.0,,,,,,,1.0,,
191,27,Gerson Santos da Silva,Gerson,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,7,2.8,89256,29,Gerson,262,4.65,,-1.58,6.77,True,Flamengo,4,gerson,5.0,1.0,,32.0,25.0,10.0,12.0,51.0,,3.0,3.0,,,,,,,,,
192,22,João Pedro Maturano dos Santos,João Pedro,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,7,1.0,89273,29,J. Pedro,284,3.67,,-1.03,5.5,True,Grêmio,2,joao-pedro,2.0,3.0,,21.0,6.0,4.0,9.0,9.0,2.0,,1.0,,,,,6.0,,2.0,,
193,25,Willian de Asevedo Furtado,William,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,7,1.6,89275,29,William,283,7.9,,-0.6,11.48,True,Cruzeiro,2,william,3.0,6.0,,66.0,32.0,8.0,15.0,15.0,,5.0,,,,,,10.0,,,,
194,7,Martin Christensen Braithwaite,Braithwaite,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,7,9.7,89368,29,Braithwaite,284,8.43,,1.04,14.09,True,Grêmio,5,braithwaite,1.0,,,2.0,10.0,3.0,6.0,7.0,2.0,5.0,3.0,,,,,,,,,1.0
195,23,Erick Samuel Correa Farias,Erick,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,6,0.0,89467,29,Erick,286,3.11,,-0.09,4.53,True,Juventude,5,erick,1.0,1.0,,22.0,9.0,10.0,6.0,7.0,,3.0,4.0,,,,,,,,,
196,10,Igor Rabello da Costa,Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,6,0.0,89493,29,I. Rabello,282,1.92,,0.0,4.69,False,Atlético-MG,3,igor-rabello,,2.0,1.0,8.0,8.0,1.0,1.0,2.0,,,,,,,,3.0,,1.0,,
197,18,Thiago Maia Alencar,Thiago Maia,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,3,3.3,89637,29,T. Maia,285,3.34,,-0.15,5.2,True,Internacional,4,thiago-maia,4.0,3.0,,27.0,19.0,2.0,5.0,6.0,,1.0,1.0,,,,,,,1.0,,
198,23,Jonathan Calleri,Calleri,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,7,0.0,89840,29,Calleri,276,3.9,,0.0,9.55,False,São Paulo,5,calleri,2.0,6.0,,8.0,32.0,9.0,12.0,41.0,2.0,5.0,22.0,,1.0,,,,,,,
199,24,Franco Cristaldo,Cristaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,7,4.3,89846,29,Cristaldo,284,4.71,,0.49,8.98,True,Grêmio,4,cristaldo,2.0,1.0,,22.0,8.0,10.0,12.0,29.0,1.0,5.0,2.0,,1.0,,,,,,,
200,23,Douglas Moreira Fagundes,Dodi,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,6,5.6,89883,29,Dodi,284,2.05,,0.78,3.9,True,Grêmio,4,dodi,1.0,5.0,,30.0,23.0,2.0,4.0,25.0,,,,,,,,,,,,
201,17,Bruno de Jesus Pacheco,Bruno Pacheco,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,7,5.6,90061,29,B. Pacheco,356,4.12,,0.06,7.84,True,Fortaleza,2,bruno-pacheco,,2.0,,25.0,10.0,1.0,3.0,17.0,,1.0,,,,,,5.0,,,,
202,20,Bruno Henrique Pinto,Bruno Henrique,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,7,4.7,90285,29,B. Henrique,262,4.99,,0.32,8.68,True,Flamengo,5,bruno-henrique,,5.0,,25.0,32.0,10.0,8.0,43.0,1.0,5.0,3.0,,2.0,,,,,,,
203,5,Pedro Rocha Neves,Pedro Rocha,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,6,0.0,90302,29,P. Rocha,288,2.1,,0.0,4.21,False,Criciúma,5,pedro-rocha,1.0,,,4.0,1.0,,,2.0,,,,,,,,,,,,
204,18,Lincoln Henrique Oliveira dos Santos,Lincoln,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,6,2.2,90303,29,Lincoln,280,3.49,,0.01,5.92,True,Bragantino,4,lincoln,1.0,3.0,,14.0,9.0,3.0,7.0,27.0,,3.0,,,,,,,,,,
205,23,David Correa da Fonseca,David,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5,0.0,90309,29,David,267,3.88,,0.0,7.19,False,Vasco,5,david,3.0,5.0,1.0,24.0,24.0,3.0,18.0,23.0,,4.0,9.0,,,,,,,,,
206,17,Júlio César de Rezende Miranda,Rezende,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,6,0.0,90449,29,Rezende,265,1.39,,0.0,3.7,False,Bahia,4,rezende,,3.0,,16.0,12.0,,2.0,13.0,1.0,,,,,,,,,,,
207,4,Diego Gonçalves,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,5,0.0,90540,29,D. Gonçalves,286,1.25,,0.0,3.52,False,Juventude,5,diego-goncalves,,,,3.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,
208,16,Caique de Jesus Gonçalves,Caíque,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,5,0.0,90588,29,Caíque,286,2.84,,0.0,4.32,False,Juventude,4,caique,,5.0,,35.0,17.0,,2.0,26.0,,,,,,,,,,1.0,,
209,4,Mateus Eduardo Claus,Mateus Claus,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,6,0.0,90590,29,M. Claus,286,3.62,,0.0,4.74,False,Juventude,1,mateus-claus,,3.0,,,,,,1.0,,,,,,22.0,5.0,,,,,
210,21,Lucas da Silva Izidoro,Lucas Mineiro,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,7,0.0,90634,29,L. Mineiro,1371,1.4,,-0.01,2.51,True,Cuiabá,4,lucas-mineiro,,4.0,,29.0,42.0,,4.0,16.0,,,1.0,,,,,,,,,
211,25,Matheus Martins Fogaça de Paulo,Matheuzinho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,7,8.1,90703,29,Matheuzinho,287,5.93,,0.67,9.33,True,Vitória,4,matheuzinho,5.0,5.0,,31.0,17.0,15.0,16.0,61.0,1.0,4.0,3.0,,,,,,,,,
212,24,Luiz Fernando Moraes dos Santos,Luiz Fernando,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,3,0.3,90715,29,L. Fernando,373,4.48,,0.19,7.64,True,Atlético-GO,5,luiz-fernando,,6.0,,21.0,23.0,9.0,22.0,41.0,,6.0,8.0,,,,1.0,,,,,
213,21,Fabrício Bruno Soares de Faria,Fabrício Bruno,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,6,0.0,90768,29,F. Bruno,262,2.19,,0.0,4.46,False,Flamengo,3,fabricio-bruno,,3.0,,15.0,5.0,2.0,3.0,9.0,,1.0,,,,,,3.0,,,,
214,9,Carlos Eduardo Ferreira de Souza,Carlos Eduardo,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,7,2.4,90917,29,C. Eduardo,287,3.0,,0.01,4.55,True,Vitória,5,carlos-eduardo,,1.0,,13.0,5.0,3.0,6.0,12.0,,,5.0,,1.0,,,,,1.0,,
215,15,José Marcos Alves Luis,Zé Marcos,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,7,-0.6,90943,29,Z. Marcos,286,1.55,,0.01,2.54,True,Juventude,3,ze-marcos,,6.0,1.0,11.0,12.0,1.0,3.0,18.0,,,,,,,,2.0,,,,
216,15,Tomás Cardona,Cardona,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,7,4.5,90947,29,Cardona,356,3.69,,-0.71,5.73,True,Fortaleza,3,cardona,,3.0,,21.0,22.0,1.0,2.0,4.0,,,1.0,,,,,7.0,,,,
217,21,Ronaldo de Oliveira Strada,Ronaldo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,7,0.0,91101,29,Ronaldo,373,2.66,,0.0,4.48,False,Atlético-GO,1,ronaldo,1.0,3.0,1.0,,2.0,,,3.0,,,,,,66.0,32.0,3.0,,,1.0,
218,9,Everaldo Silva do Nascimento,Everaldo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,6,0.0,91151,29,Everaldo,287,1.93,,-0.49,3.83,True,Vitória,5,everaldo,,2.0,,5.0,6.0,1.0,,12.0,,1.0,,,,,,,,,,
219,10,Ítaro Patric Cardoso Calmon,PK,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,5,0.0,91190,29,PK,287,2.68,,0.0,4.6,False,Vitória,2,pk,1.0,,1.0,10.0,7.0,1.0,3.0,3.0,,,2.0,,,,,2.0,,,,
220,16,Erick Antonio Pulgar Farfán,Erick Pulgar,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,7,1.8,91473,29,E. Pulgar,262,2.0,,0.02,3.9,True,Flamengo,4,erick-pulgar,,4.0,,28.0,26.0,2.0,1.0,8.0,1.0,,,,,,,,,,,
221,11,Rodrigo Eduardo da Silva,Rodrigo Sam,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,6,0.0,91509,29,R. Sam,286,3.17,,0.0,3.95,False,Juventude,3,rodrigo-sam,,4.0,1.0,15.0,13.0,,1.0,8.0,,1.0,,,,,,3.0,,,,
222,24,Robert Abel Arboleda Escobar,Arboleda,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,3,-0.4,91573,29,Arboleda,276,4.24,,-1.65,7.01,True,São Paulo,3,arboleda,,3.0,,33.0,16.0,2.0,4.0,11.0,1.0,2.0,2.0,,,,,8.0,,,,
223,28,Ronielson da Silva Barbosa,Rony,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,6,0.8,91607,29,Rony,275,3.25,,-0.1,6.33,True,Palmeiras,5,rony,1.0,4.0,,15.0,21.0,17.0,17.0,27.0,,4.0,13.0,,,,,,,,,
224,3,Carlos Eduardo de Souza Vieira,Dudu Vieira,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,7,4.3,91627,29,D. Vieira,286,2.83,,0.5,4.05,True,Juventude,4,dudu-vieira,,,,6.0,3.0,1.0,,2.0,,,,,,,,,,,,
225,1,Adryelson Shawann Lima Silva,Adryelson,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,6,0.0,91664,29,Adryelson,263,5.0,,0.0,8.01,False,Botafogo,3,adryelson,,,,,,,,,,,,,,,,1.0,,,,
226,20,Marlon Rodrigues Xavier,Marlon,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,7,4.2,91706,29,Marlon,283,3.46,,0.19,8.16,True,Cruzeiro,2,marlon,,1.0,2.0,33.0,24.0,2.0,2.0,10.0,,,,,,,,7.0,,,,
227,1,David de Duarte Macedo,David Duarte,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,6,0.0,91772,29,D. Duarte,265,8.5,,0.0,6.84,False,Bahia,3,david-duarte,,,,,,,,1.0,,1.0,,,,,,,,,,
228,22,José Ivaldo Almeida Silva,Zé Ivaldo,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,7,1.2,91866,29,Z. Ivaldo,283,3.99,,-1.29,5.47,True,Cruzeiro,3,ze-ivaldo,,7.0,,21.0,21.0,9.0,13.0,16.0,,1.0,3.0,,,,,8.0,,1.0,,
229,14,Cristian David Pavón,Pavón,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,6,0.0,91908,29,Pavón,284,3.25,,0.0,7.11,False,Grêmio,5,pavon,2.0,3.0,,10.0,8.0,9.0,9.0,6.0,,1.0,1.0,,,,,,,,,
230,17,Ramón Ángel Díaz,Ramón Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,7,4.44,92075,29,R. Díaz,264,5.01,,0.21,8.21,True,Corinthians,6,ramon-diaz,,,,,,,,,,,,,,,,,5.0,,,
231,7,Lyanco Evangelista Silveira Neves Vojnovic,Lyanco,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,7,1.0,92087,29,Lyanco,282,2.83,,-0.42,6.11,True,Atlético-MG,3,lyanco,,2.0,1.0,13.0,14.0,,3.0,2.0,,,,,,,,2.0,,,,
232,15,Andre Luis da Costa Alfredo,André Luís,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,6,0.0,92146,29,A. Luís,1371,0.64,,-0.15,2.04,True,Cuiabá,5,andre-luis,,2.0,,4.0,7.0,2.0,1.0,12.0,,,2.0,,,,,,,,,
233,13,Lucas Nicolás Alario,Alario,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,6,0.0,92149,29,Alario,285,0.2,,-0.04,2.27,True,Internacional,5,alario,,4.0,,1.0,14.0,2.0,9.0,4.0,,,9.0,,,,,,,1.0,,
234,20,Jair Ventura,Jair Ventura,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,7,4.85,92180,29,J. Ventura,286,3.83,,0.18,5.84,True,Juventude,6,jair-ventura,,,,,,,,,,,,,,,,,5.0,,,
235,4,Caíque Luiz Santos da Purificação,Caíque,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,6,3.0,92207,29,Caíque,284,1.5,,0.25,3.71,True,Grêmio,1,caique,,1.0,,,,,,,,,,,,13.0,6.0,,,,,
236,15,Rodrigo Ely,Rodrigo Ely,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,6,0.0,92237,29,R. Ely,284,3.93,,0.0,5.7,False,Grêmio,3,rodrigo-ely,,4.0,,13.0,10.0,5.0,7.0,8.0,1.0,1.0,1.0,,,,,5.0,,1.0,,
237,10,André Ramalho Silva,André Ramalho,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,7,0.0,92440,29,A. Ramalho,264,1.85,,0.0,4.83,False,Corinthians,3,andre-ramalho,,3.0,1.0,12.0,11.0,1.0,1.0,5.0,,,1.0,,,,,2.0,,1.0,,
238,20,Raul Lô Gonçalves,Raul,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,6,0.0,92496,29,Raul,280,2.49,,-0.2,2.74,True,Bragantino,4,raul,1.0,1.0,,29.0,18.0,2.0,5.0,10.0,,1.0,,,,,,,,,,1.0
239,23,Renato Kayzer de Souza,Renato Kayzer,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,6,0.0,92696,29,R. Kayzer,356,3.64,,0.0,6.23,False,Fortaleza,5,renato-kayzer,1.0,2.0,1.0,15.0,29.0,8.0,13.0,24.0,1.0,5.0,8.0,,,,,,,,,
240,11,Deyverson Brum Silva Acosta,Deyverson,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,7,2.4,92708,29,Deyverson,282,2.66,,0.18,6.19,True,Atlético-MG,5,deyverson,1.0,2.0,,2.0,9.0,4.0,4.0,13.0,,2.0,9.0,1.0,1.0,,,,,,,
241,0,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,0.0,92811,29,B. Rodrigues,275,0.0,,0.0,5.0,False,Palmeiras,5,bruno-rodrigues,,,,,,,,,,,,,,,,,,,,
242,12,Rafael Santos Borré Maury,Borré,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,5,0.0,92854,29,Borré,285,6.79,,0.0,11.48,False,Internacional,5,borre,1.0,3.0,,16.0,20.0,10.0,14.0,10.0,1.0,5.0,8.0,1.0,,,,,,,,
243,3,Ronaldo da Silva Souza,Ronaldo,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,6,0.0,92981,29,Ronaldo,286,6.0,,0.0,7.9,False,Juventude,4,ronaldo,,,,7.0,4.0,,1.0,4.0,,1.0,,,,,,,,,,
244,12,Mateus da Silva Vital Assumpção,Mateus Vital,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,6,0.0,93108,29,M. Vital,283,1.63,,0.0,3.68,False,Cruzeiro,4,mateus-vital,,,,1.0,1.0,2.0,4.0,10.0,,1.0,,,,,,,,,,
245,15,Wanderson Maciel Sousa Campos,Wanderson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,6,0.0,93478,29,Wanderson,285,1.75,,-0.18,4.6,True,Internacional,5,wanderson,,2.0,,9.0,12.0,4.0,4.0,10.0,,1.0,2.0,,,,,,,,,
246,14,Bruno Nunes de Barros,Bruno Tubarão,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,7,0.2,93637,29,B. Tubarão,373,1.83,,-0.99,3.27,True,Atlético-GO,2,bruno-tubarao,,2.0,,14.0,12.0,2.0,3.0,9.0,,,1.0,,,,,1.0,,,,
