,atletas.jogos_num,atletas.nome,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.slug,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PP,PS,DE,GS,SG,V,PC,DP,GC
600,0,Cauê Pereira da Rocha,Da Rocha,,6,0.0,121397,29,D. Rocha,286,0.0,,0.0,1.0,False,Juventude,2,da-rocha,,,,,,,,,,,,,,,,,,,,
601,0,Dorival Silva de Oliveira,Dorival,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_VH8v9YX.png,6,0.0,121636,29,Dorival,283,0.0,,0.0,1.0,False,Cruzeiro,2,dorival,,,,,,,,,,,,,,,,,,,,
602,4,Guilherme Miranda Madruga Gomes,Guilherme Madruga,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,6,0.0,121762,29,G. Madruga,1371,-0.25,,0.0,1.98,False,Cuiabá,4,guilherme-madruga,,1.0,,,4.0,1.0,,,,,,,,,,,,,,
603,0,André Henrique da Silva Martins,André,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,5,0.0,121792,29,André,284,0.0,,0.0,4.0,False,Grêmio,5,andre,,,,,,,,,,,,,,,,,,,,
604,2,Kayke Ferrari Guimarães,Kayke,,6,0.0,121824,29,Kayke,264,0.0,,0.0,0.79,False,Corinthians,4,kayke,,,,,,,,,,,,,,,,,,,,
605,8,Kauê Rodrigues Pessanha,Kauê,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,6,0.0,121827,29,Kauê,263,1.32,,0.0,1.93,False,Botafogo,4,kaue,,,,1.0,4.0,,2.0,2.0,,1.0,,,,,,,,,,
606,19,Janderson de Carvalho Costa,Janderson,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,7,2.3,121830,29,Janderson,287,2.32,,0.38,4.14,True,Vitória,5,janderson,1.0,6.0,,18.0,18.0,4.0,11.0,15.0,,1.0,3.0,,,,,,,,,
607,0,Kennedy Anderson Gomes Ferreira,Kennedy,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,6,0.0,122301,29,Kennedy,265,0.0,,0.0,1.0,False,Bahia,5,kennedy,,,,,,,,,,,,,,,,,,,,
608,0,Matheus Macedo dos Santos,Mateus Macedo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,6,0.0,122317,29,M. Macedo,373,0.0,,0.0,1.0,False,Atlético-GO,3,mateus-macedo,,,,,,,,,,,,,,,,,,,,
609,0,Francisco Dyogo Bento Alves,Dyogo Alves,,6,0.0,122318,29,D. Alves,262,0.0,,0.0,1.0,False,Flamengo,1,dyogo-alves,,,,,,,,,,,,,,,,,,,,
610,0,Caio Albado Barone,Caio Barone,,6,0.0,122319,29,C. Barone,262,0.0,,0.0,1.0,False,Flamengo,1,caio-barone,,,,,,,,,,,,,,,,,,,,
611,1,Daniel dos Santos Sales,Daniel Sales,,6,0.0,122320,29,D. Sales,262,0.0,,0.0,0.88,False,Flamengo,2,daniel-sales,,,,,,,,,,,,,,,,,,,,
612,16,Lorran Lucas Pereira de Sousa,Lorran,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,6,0.0,122321,29,Lorran,262,2.52,,0.0,4.22,False,Flamengo,4,lorran,1.0,,,12.0,10.0,7.0,6.0,6.0,,1.0,2.0,,,,,,,,,
613,1,Lyncon Correa Gonçalves,Lyncon,https://s.sde.globo.com/media/person_role/2024/07/07/photo_FORMATO_Dm2djjq.png,6,0.0,122378,29,Lyncon,267,8.0,,0.0,3.97,False,Vasco,3,lyncon,,,,,,,,,,1.0,,,,,,,,,,
614,0,Lucas Eduardo de Souza Oliveira,Lucas Eduardo,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1YblXkK.png,6,0.0,122379,29,L. Eduardo,267,0.0,,0.0,1.0,False,Vasco,4,lucas-eduardo,,,,,,,,,,,,,,,,,,,,
615,20,Gustavo Ribeiro Neves,Gustavinho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,6,0.0,122394,29,Gustavinho,280,2.06,,0.0,3.3,False,Bragantino,4,gustavinho,3.0,,,11.0,11.0,2.0,4.0,6.0,,1.0,,,,,,,,,,
616,11,Ryan Gustavo de Lima,Ryan,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_r9tm9Th.png,5,0.0,122396,29,Ryan,264,2.06,,0.0,2.44,False,Corinthians,4,ryan,,2.0,,19.0,15.0,2.0,2.0,5.0,,,,,,,,,,,,
617,2,Pablo Santos de Alcântara,Pablo Baianinho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,6,0.0,122413,29,P. Baianinho,287,-0.15,,0.0,0.69,False,Vitória,4,pablo-baianinho,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,
618,8,Lucca Holanda Sampaio Tavares,Lucca,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,6,0.0,122420,29,Lucca,285,0.66,,0.0,1.79,False,Internacional,5,lucca,,,,2.0,7.0,,2.0,7.0,,,1.0,,,,,,,,,
619,4,Isaac Rodrigues de Lima,Isaac,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,6,0.0,122439,29,Isaac,266,1.32,,0.0,2.53,False,Fluminense,5,isaac,,,,3.0,1.0,,,4.0,,,,,,,,,,,,
620,18,Rayan Vitor Simplício Rocha,Rayan,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,6,1.3,122486,29,Rayan,267,1.66,,0.23,2.99,True,Vasco,5,rayan,,2.0,,6.0,4.0,4.0,9.0,12.0,,1.0,,,,,,,,,,
621,2,Gabriel Souza da Silva,GB,,6,0.0,122487,29,GB,267,6.55,,0.0,4.64,False,Vasco,5,gb,,1.0,,3.0,2.0,,2.0,3.0,,1.0,,,,,,,,,,
622,9,Emerson Rivaldo Rodríguez Valois,Emerson Rodríguez,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_K1FY4p0.png,7,2.9,122525,29,E. Rodríguez,267,2.33,,0.16,3.96,True,Vasco,5,emerson-rodriguez,,1.0,,6.0,2.0,2.0,4.0,4.0,,1.0,2.0,,,,,,,,,
623,1,Wallace Yan de Souza Barreto,Wallace Yan,,6,0.0,122573,29,W. Yan,262,0.8,,0.0,1.18,False,Flamengo,4,wallace-yan,,,,,,,1.0,,,,,,,,,,,,,
624,0,Lucas Furtado dos Santos,Lucas Furtado,,6,0.0,122575,29,L. Furtado,262,0.0,,0.0,1.0,False,Flamengo,1,lucas-furtado,,,,,,,,,,,,,,,,,,,,
625,0,Alexsandro Amorim de Freitas Filho,Amorim,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,6,0.0,122598,29,Amorim,356,0.0,,0.0,1.0,False,Fortaleza,4,amorim,,,,,,,,,,,,,,,,,,,,
626,0,Matheus José Belém de Souza,Matheus Belém,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,6,0.0,122602,29,M. Belém,276,0.0,,0.0,2.0,False,São Paulo,3,matheus-belem,,,,,,,,,,,,,,,,,,,,
627,6,João Wellington Gadelha Melo de Oliveira,Japa,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,6,0.0,122660,29,Japa,283,0.5,,0.0,1.55,False,Cruzeiro,4,japa,,,,3.0,2.0,,,,,,,,,,,,,,,
628,8,Lucas de Souza Cunha,Lucas Cunha,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,3,-3.0,122755,29,L. Cunha,280,0.92,,-0.34,3.17,False,Bragantino,3,lucas-cunha,,2.0,1.0,5.0,3.0,,1.0,3.0,,,,,,,,1.0,,,,
629,1,Jadson Alves de Lima,Jadson,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,6,0.0,122797,29,Jadson,1371,1.2,,0.0,1.36,False,Cuiabá,5,jadson,,,,,,1.0,,,,,,,,,,,,,,
630,0,Gustavo Daniel da Silva Gonçalves,Gustavo Daniel,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,6,0.0,122819,29,G. Daniel,373,0.0,,0.0,1.0,False,Atlético-GO,2,gustavo-daniel,,,,,,,,,,,,,,,,,,,,
631,3,Abner Salles da Silva,Abner,,6,0.0,122861,29,Abner,286,0.13,,0.0,0.75,False,Juventude,3,abner,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
632,0,Patrick Roberto da Silva Campos,Patrick,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,6,0.0,122990,29,Patrick,275,0.0,,0.0,1.0,False,Palmeiras,4,patrick,,,,,,,,,,,,,,,,,,,,
633,1,Tiago Souza de Jesus Carvalho,Tiago,,6,0.0,123004,29,Tiago,265,-0.3,,0.0,1.7,False,Bahia,5,tiago,,,,,1.0,,,,,,,,,,,,,,,
634,0,Sidney de Carvalho Duarte,Sidney,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,6,0.0,123005,29,Sidney,265,0.0,,0.0,1.0,False,Bahia,4,sidney,,,,,,,,,,,,,,,,,,,,
635,0,Luis Henrique Hoffmann,Zinho,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,6,0.0,123153,29,Zinho,284,0.0,,0.0,1.0,False,Grêmio,5,zinho,,,,,,,,,,,,,,,,,,,,
636,20,Carlos Eduardo Amaral Pereira de Castro,Cadu,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,5,0.0,123359,29,Cadu,282,3.37,,0.0,4.01,False,Atlético-MG,5,cadu,,1.0,,22.0,26.0,4.0,3.0,26.0,2.0,3.0,5.0,,,,,,,,,
637,27,Cauly Oliveira Souza,Cauly,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,7,1.3,123360,29,Cauly,265,2.79,,-1.26,5.92,True,Bahia,4,cauly,4.0,1.0,,8.0,18.0,6.0,14.0,24.0,2.0,2.0,4.0,,,,,,,,,
638,0,Roger Gabriel Farias de Jesus,Roger,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,6,0.0,123494,29,Roger,265,0.0,,0.0,1.0,False,Bahia,4,roger,,,,,,,,,,,,,,,,,,,,
639,0,João Victor Broad Moreira Guimarães,Jota,,6,0.0,123497,29,Jota,265,0.0,,0.0,1.0,False,Bahia,4,jota,,,,,,,,,,,,,,,,,,,,
640,6,José Guilherme de Lima Costa,Zé Guilherme,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,6,0.0,123717,29,Z. Guilherme,284,2.77,,0.0,3.3,False,Grêmio,2,ze-guilherme,,,,8.0,4.0,1.0,,4.0,,,,,,,,1.0,,,,
641,10,Luciano Rodríguez Rosales,Luciano Rodríguez,https://s.sde.globo.com/media/person_role/2024/08/08/photo_FORMATO_JO2CdTv.png,6,0.5,123795,29,L. Rodríguez,265,2.46,,-0.27,5.31,True,Bahia,5,luciano-rodriguez,,,,1.0,2.0,4.0,6.0,13.0,,1.0,1.0,,,,,,,,,
642,15,Brahian Palacios Alzate,Palacios,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,6,6.3,123873,29,Palacios,282,4.08,,0.32,5.94,True,Atlético-MG,5,palacios,2.0,2.0,,14.0,10.0,11.0,6.0,7.0,,2.0,2.0,,2.0,,,,,,,
643,0,Ainoã Ricardo Silva Oliveira,Ainoã,,6,0.0,123958,29,Ainoã,262,0.0,,0.0,1.0,False,Flamengo,2,ainoa,,,,,,,,,,,,,,,,,,,,
644,3,Fábio Soares dos Santos,Fábio,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,6,0.0,123960,29,Fábio,287,0.17,,0.0,1.55,False,Vitória,5,fabio,,,,,,,,1.0,,,,,,,,,,,,
645,1,Riquelme Reis de Almeida de Jesus dos Santos,Riquelme,,6,0.0,123961,29,Riquelme,280,0.5,,0.0,1.08,False,Bragantino,4,riquelme,,,,,,,,1.0,,,,,,,,,,,,
646,25,Henry David Mosquera Sánchez,Henry Mosquera,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,7,4.6,124239,29,H. Mosquera,280,1.78,,0.41,3.42,True,Bragantino,5,henry-mosquera,1.0,4.0,,14.0,24.0,11.0,9.0,22.0,1.0,,7.0,,,,,,,,,
647,0,Kauan Jesus Santos Oliveira,Kauan,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_AOu7Nff.png,6,0.0,124264,29,Kauan,285,0.0,,0.0,1.0,False,Internacional,1,kauan,,,,,,,,,,,,,,,,,,,,
648,0,Evertow Vaz Pereira da Silva,Evertow,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_YgddPlw.png,6,0.0,124266,29,Evertow,285,0.0,,0.0,1.0,False,Internacional,3,evertow,,,,,,,,,,,,,,,,,,,,
649,20,Gustavo Prado Alves,Gustavo Prado,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,6,1.2,124271,29,G. Prado,285,1.27,,0.15,1.93,True,Internacional,4,gustavo-prado,1.0,1.0,,10.0,9.0,5.0,4.0,6.0,,,2.0,,,,,,,,,
650,10,Gabriel Carvalho Teixeira,Gabriel Carvalho,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,7,2.9,124275,29,G. Carvalho,285,4.88,,-0.48,5.9,True,Internacional,4,gabriel-carvalho,2.0,2.0,,16.0,9.0,6.0,7.0,7.0,,1.0,,,,,,,,,,
651,3,Ricardo Mathias da Silva,Ricardo Mathias,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,6,8.7,124280,29,R. Mathias,285,3.7,,1.93,4.21,True,Internacional,5,ricardo-mathias,,1.0,,1.0,1.0,,4.0,,,1.0,,,,,,,,,,
652,0,Leonardo de Aragão Carvalho,Léo Aragão,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,6,0.0,124369,29,L. Aragão,283,0.0,,0.0,2.0,False,Cruzeiro,1,leo-aragao,,,,,,,,,,,,,,,,,,,,
653,13,Mateo Ponte Costa,Mateo Ponte,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,6,0.0,124481,29,M. Ponte,263,5.59,,0.0,7.74,False,Botafogo,2,mateo-ponte,,3.0,,27.0,21.0,,4.0,5.0,,3.0,2.0,,,,,4.0,,,,
654,1,Rafael Germán Haller Piloni,Haller,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_5U0etRx.png,6,0.0,124487,29,Haller,373,5.9,,0.0,4.88,False,Atlético-GO,2,haller,,,,1.0,1.0,,,,,,,,,,,1.0,,,,
655,7,Agustín Giay,Giay,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_cssYjfO.png,7,6.6,124526,29,Giay,275,5.85,,0.8,8.8,True,Palmeiras,2,giay,,1.0,,17.0,10.0,2.0,2.0,11.0,,,,,,,,3.0,,,,
656,0,Roque Santos de Jesus Júnior,Roque Júnior,https://s.sde.globo.com/media/person_role/2024/07/19/photo_FORMATO_h1raV1Z.png,6,0.0,124663,29,R. Júnior,287,0.0,,0.0,2.0,False,Vitória,3,roque-junior,,,,,,,,,,,,,,,,,,,,
657,0,Felipe Negrucci Berdague,Felipe Negrucci,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,6,0.0,124674,29,F. Negrucci,276,0.0,,0.0,2.0,False,São Paulo,4,felipe-negrucci,,,,,,,,,,,,,,,,,,,,
658,7,Paulo Vitor Monteiro,Paulo Vitor,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,6,0.0,124690,29,P. Vitor,282,0.43,,0.0,0.92,False,Atlético-MG,4,paulo-vitor,,1.0,,3.0,7.0,,,5.0,,,,,,,,,,,,
659,0,Leandro Mathias Silva Bueno,Leandro,,6,0.0,124701,29,Leandro,276,0.0,,0.0,1.0,False,São Paulo,1,leandro,,,,,,,,,,,,,,,,,,,,
660,5,João Henrique Mendes da Silva,Esquerdinha,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,6,0.0,124728,29,Esquerdinha,266,3.28,,0.0,3.39,False,Fluminense,2,esquerdinha,1.0,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,,
661,17,Nathan Ribeiro Fernandes,Nathan Fernandes,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,6,0.0,124757,29,N. Fernandes,284,0.8,,0.0,2.27,False,Grêmio,5,nathan-fernandes,,3.0,1.0,8.0,9.0,2.0,5.0,13.0,,,1.0,,,,,,,,,
662,20,Kauã Elias Nogueira,Kauã Elias,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,7,3.6,124821,29,K. Elias,266,3.22,,0.33,3.71,True,Fluminense,5,kaua-elias,1.0,2.0,,5.0,12.0,8.0,8.0,7.0,,5.0,2.0,,,,,,,,,
663,1,Jonathan de Jesus Alves,Jonathan Jesus,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_gDnfcOD.png,6,0.0,124912,29,J. Jesus,283,6.2,,0.0,4.95,False,Cruzeiro,3,jonathan-jesus,,,,1.0,,,,,,,,,,,,1.0,,,,
664,0,Renato Santos da Cruz,Renato,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,6,0.0,124918,29,Renato,264,0.0,,0.0,1.0,False,Corinthians,3,renato,,,,,,,,,,,,,,,,,,,,
665,0,Wesley Costa da Silva,Wesley Costa,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,6,0.0,125000,29,W. Costa,284,0.0,,0.0,1.0,False,Grêmio,2,wesley-costa,,,,,,,,,,,,,,,,,,,,
666,0,Viery Fernandes Santos Lopes,Viery,,6,0.0,125467,29,Viery,284,0.0,,0.0,1.0,False,Grêmio,3,viery,,,,,,,,,,,,,,,,,,,,
667,11,Alisson Santana Lopes da Fonseca,Alisson,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,6,0.0,125469,29,Alisson,282,2.57,,0.0,4.28,False,Atlético-MG,4,alisson,,,,9.0,9.0,4.0,10.0,15.0,,,1.0,,,,,,,,,
668,3,Sérgio Antonio de Luiz Junior,Serginho,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_ouzG8H9.png,6,0.0,125471,29,Serginho,288,1.03,,0.0,2.81,False,Criciúma,5,serginho,,1.0,,2.0,3.0,1.0,,3.0,,,1.0,,,,,,,,,
669,0,Eduardo Kogitzki Anastacio,Dudu,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,6,0.0,125746,29,Dudu,293,0.0,,0.0,1.0,False,Athlético-PR,4,dudu,,,,,,,,,,,,,,,,,,,,
670,0,Rafael Monteiro Reis,Rafael Monteiro,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,6,0.0,125804,29,R. Monteiro,266,0.0,,0.0,1.0,False,Fluminense,2,rafael-monteiro,,,,,,,,,,,,,,,,,,,,
671,24,Bruno Zapelli,Zapelli,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,7,0.5,125926,29,Zapelli,293,2.54,,-0.5,4.43,True,Athlético-PR,4,zapelli,3.0,3.0,,20.0,15.0,9.0,6.0,16.0,2.0,,1.0,,,,,,,,,
672,0,Paulo Lucas Santos de Paula,Paulinho,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,5,0.0,126182,29,Paulinho,267,0.0,,0.0,6.0,False,Vasco,4,paulinho,,,,,,,,,,,,,,,,,,,,
673,17,Derik Gean Severino Lacerda,Derik Lacerda,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,6,0.0,126216,29,D. Lacerda,1371,2.57,,0.0,3.94,False,Cuiabá,5,derik-lacerda,,5.0,,13.0,13.0,2.0,7.0,26.0,,2.0,2.0,,,,,,,,,
674,0,Lucas da Silva Justen,Justen,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,6,0.0,126387,29,Justen,266,0.0,,0.0,3.0,False,Fluminense,2,justen,,,,,,,,,,,,,,,,,,,,
675,21,Álvaro Martín Barreal,Barreal,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,6,0.7,126471,29,Barreal,283,3.77,,-0.6,5.01,True,Cruzeiro,5,barreal,4.0,4.0,,22.0,18.0,7.0,8.0,17.0,1.0,2.0,,,,,,,,,,
676,24,Igor Caique Coronado,Igor Coronado,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,7,0.5,126900,29,I. Coronado,264,3.25,,-0.07,6.12,True,Corinthians,4,igor-coronado,2.0,5.0,,30.0,21.0,5.0,17.0,25.0,1.0,1.0,,,,,,,,,,
677,29,Artur Jorge Torres Gomes Araújo Amorim,Artur Jorge,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,7,6.68,127273,29,A. Jorge,263,5.92,,0.05,9.27,True,Botafogo,6,artur-jorge,,,,,,,,,,,,,,,,,18.0,,,
678,0,Matheus dos Reis Francisco,Matheus Reis,,6,0.0,127969,29,M. Reis,266,0.0,,0.0,1.0,False,Fluminense,5,matheus-reis,,,,,,,,,,,,,,,,,,,,
679,2,Randerson de Sousa Almeida,Randerson,,6,0.0,128099,29,Randerson,373,0.45,,0.0,1.83,False,Atlético-GO,4,randerson,,,,1.0,1.0,,,,,,,,,,,,,,,
680,0,Marcos André Paulino Maia,Marcão,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,6,0.0,128429,29,Marcão,293,0.0,,0.0,1.0,False,Athlético-PR,3,marcao,,,,,,,,,,,,,,,,,,,,
681,9,João Victor Machado Cruz,João Cruz,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,6,2.0,128431,29,J. Cruz,293,3.08,,0.09,3.61,True,Athlético-PR,4,joao-cruz,1.0,2.0,,6.0,9.0,1.0,8.0,3.0,1.0,1.0,,,,,,,,,,
682,0,Rayan Lucas Marques de Souza,Rayan Lucas,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,6,0.0,128590,29,R. Lucas,262,0.0,,0.0,3.0,False,Flamengo,4,rayan-lucas,,,,,,,,,,,,,,,,,,,,
683,7,William Gomes Carvalho Santos,William Gomes,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,6,2.5,128668,29,W. Gomes,276,4.75,,0.47,4.89,True,São Paulo,5,william-gomes,,2.0,,5.0,4.0,6.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,
684,0,Luiz Felipe Mathias Silva,Luiz Felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,6,0.0,128669,29,L. Felipe,1371,0.0,,0.0,1.0,False,Cuiabá,4,luiz-felipe,,,,,,,,,,,,,,,,,,,,
685,0,Talles Wander Santos Ribeiro,Talles Wander,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,6,0.0,128769,29,T. Wander,276,0.0,,0.0,1.0,False,São Paulo,5,talles-wander,,,,,,,,,,,,,,,,,,,,
686,23,Estêvão Willian Almeida de Oliveira Gonçalves,Estêvão,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,7,-0.3,128915,29,Estêvão,275,7.55,,-1.57,7.67,True,Palmeiras,5,estevao,7.0,2.0,,24.0,20.0,16.0,17.0,19.0,1.0,9.0,4.0,,1.0,,,,,,,
687,0,Hernandes Fagundes de Alencar,Hernandes,,6,0.0,129319,29,Hernandes,1371,0.0,,0.0,1.0,False,Cuiabá,2,hernandes,,,,,,,,,,,,,,,,,,,,
688,0,Wendel Silva Passos,Wendel,,6,0.0,129661,29,Wendel,265,0.0,,0.0,1.0,False,Bahia,4,wendel,,,,,,,,,,,,,,,,,,,,
689,1,Ruan Pablo Barbosa Sousa,Ruan Pablo,,6,0.0,129663,29,R. Pablo,265,-0.1,,0.0,0.87,False,Bahia,5,ruan-pablo,,,,,,,,,,,1.0,,,,,,,,,
690,0,Pablo de Paula Cardoso,Pablo,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,6,0.0,129665,29,Pablo,267,0.0,,0.0,1.0,False,Vasco,1,pablo,,,,,,,,,,,,,,,,,,,,
691,10,João Pedro Murilo de Paula Morais,JP,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,6,0.0,129666,29,JP,267,2.32,,0.0,2.99,False,Vasco,4,jp,1.0,,,12.0,7.0,2.0,2.0,4.0,,,1.0,,,,,,,,,
692,0,Lucas Fonseca Gomes Barreto,Lucas Barreto,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_wPOUIvU.png,6,0.0,129697,29,L. Barreto,263,0.0,,0.0,1.0,False,Botafogo,1,lucas-barreto,,,,,,,,,,,,,,,,,,,,
693,0,Eduardo Batista dos Santos,Eduardo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,6,0.0,129761,29,Eduardo,373,0.0,,0.0,1.0,False,Atlético-GO,1,eduardo,,,,,,,,,,,,,,,,,,,,
694,13,Maswel Ananias Silva,Max,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,6,0.0,129766,29,Max,373,0.56,,0.0,1.54,False,Atlético-GO,5,max,,3.0,,4.0,6.0,3.0,,6.0,,,2.0,,1.0,,,,,,,
695,0,João Vitor Cardoso de Souza,João Vitor,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,6,0.0,129999,29,J. Vitor,286,0.0,,0.0,1.0,False,Juventude,2,joao-vitor,,,,,,,,,,,,,,,,,,,,
696,1,Luiz Gustavo da Silva Alves,Luiz Gustavo,,6,0.0,130020,29,L. Gustavo,373,-0.3,,0.0,0.79,False,Atlético-GO,3,luiz-gustavo,,,,,1.0,,,,,,,,,,,,,,,
697,0,João Victor Schlickmann Carbone,Carbone,,6,0.0,130190,29,Carbone,262,0.0,,0.0,1.0,False,Flamengo,2,carbone,,,,,,,,,,,,,,,,,,,,
698,0,Luis Guilherme de Oliveira Aucélio,Luis Aucélio,,6,0.0,130191,29,L. Aucélio,262,0.0,,0.0,1.0,False,Flamengo,4,luis-aucelio,,,,,,,,,,,,,,,,,,,,
699,0,Pedro Henrique Leão Alves Lopes,Pedro Leão,,6,0.0,130192,29,P. Leão,262,0.0,,0.0,1.0,False,Flamengo,4,pedro-leao,,,,,,,,,,,,,,,,,,,,
