,atletas.clube.id.full.name,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.atleta_id,atletas.foto,atletas.nome,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,PC,CV,DE,GS,PP,GC,DP
243,Atlético-GO,373,1.0,B. Tubarão,Bruno Tubarão,93637,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,Bruno Nunes de Barros,7,bruno-tubarao,35,2,,True,20,2.82,4.03,-0.58,,2.0,20.0,13.0,4.0,4.0,15.0,1.0,,1.0,,4.0,,,,,,,,
244,Juventude,286,0.0,G. Inocêncio,Gabriel Inocêncio,93702,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,Gabriel de Souza Inocêncio,6,gabriel-inocencio,35,2,,False,14,3.22,4.4,0.0,,2.0,19.0,19.0,1.0,3.0,15.0,,,2.0,,4.0,,1.0,,,,,,
245,Vasco,267,2.4,P. Henrique,Paulo Henrique,93716,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,Paulo Henrique de Oliveira Alves,7,paulo-henrique,35,2,,True,33,3.85,6.03,-0.01,,5.0,68.0,39.0,4.0,9.0,24.0,,1.0,,,6.0,,,,,,,,
246,Botafogo,263,0.0,M. Freitas,Marlon Freitas,93790,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,Marlon Rodrigues Freitas,6,marlon-freitas,35,4,,False,29,2.31,4.2,0.0,5.0,7.0,27.0,21.0,4.0,12.0,5.0,2.0,,1.0,,,,,,,,,,
247,Vasco,267,0.0,Keiller,Keiller,93834,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,Keiller da Silva Nunes,6,keiller,35,1,,False,0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
248,Bragantino,280,0.0,Cleiton,Cleiton,93882,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,Cleiton Schwengber,7,cleiton,35,1,,True,25,3.9,6.31,-0.02,,3.0,,1.0,,,7.0,,,,,6.0,,,1.0,85.0,29.0,,,2.0
249,Criciúma,288,0.0,Matheusinho,Matheusinho,93886,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,Matheus Leonardo Sales Cardoso,7,matheusinho,35,4,,False,22,4.24,6.16,0.0,3.0,2.0,19.0,12.0,5.0,10.0,24.0,1.0,4.0,2.0,,,,,,,,,,
250,Fortaleza,356,0.9,B. Lopes,Breno Lopes,93988,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,Breno Henrique Vasconcelos Lopes,6,breno-lopes,35,5,,True,27,4.57,7.43,-0.84,3.0,6.0,16.0,14.0,13.0,19.0,48.0,1.0,5.0,7.0,2.0,,,,,,,,,
251,Botafogo,263,1.0,John,John,94044,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,John Victor Maciel Furtado,6,john,35,1,,True,32,4.73,7.24,-0.48,,2.0,,1.0,,,3.0,,,,,16.0,,,,88.0,23.0,,,1.0
252,Bragantino,280,5.9,M. Fernandes,Matheus Fernandes,94067,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,Matheus Fernandes Siqueira,7,matheus-fernandes,35,4,,True,12,4.58,8.41,0.94,1.0,4.0,33.0,17.0,2.0,5.0,10.0,,1.0,,,,,,,,,,,
253,Criciúma,288,4.3,F. Vizeu,Felipe Vizeu,94138,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,Felipe dos Reis Pereira Vizeu do Carmo,7,felipe-vizeu,35,5,,True,13,1.84,3.56,0.67,,1.0,2.0,4.0,2.0,2.0,8.0,1.0,2.0,2.0,,,,,1.0,,,,,
254,Corinthians,264,0.0,Maycon,Maycon,94154,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,Maycon de Andrade Barberan,5,maycon,35,4,,False,2,0.2,4.65,0.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
255,Palmeiras,275,11.1,R. Veiga,Raphael Veiga,94509,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,Raphael Cavalcante Veiga,6,raphael-veiga,35,4,,True,30,6.34,12.73,0.62,3.0,3.0,19.0,16.0,24.0,33.0,43.0,1.0,11.0,4.0,,,,,1.0,,,1.0,,
256,Flamengo,262,0.0,Pedro,Pedro,94583,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,Pedro Guilherme Abreu dos Santos,5,pedro,35,5,,False,21,7.9,13.93,0.0,5.0,3.0,15.0,14.0,15.0,11.0,25.0,2.0,11.0,3.0,1.0,,,,,,,1.0,,
257,São Paulo,276,0.0,J. Méndez,Jhegson Méndez,94786,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,Jhegson Sebastián Méndez Carabalí,6,jhegson-mendez,35,4,,False,0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
258,Atlético-MG,282,1.2,Battaglia,Battaglia,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Rodrigo Andrés Battaglia,6,battaglia,35,4,,True,21,1.11,2.44,0.08,,3.0,21.0,26.0,3.0,3.0,12.0,1.0,,,,,,,2.0,,,,,
259,Bragantino,280,11.9,J. Capixaba,Juninho Capixaba,94968,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,Luis Antônio da Rocha Júnior,7,juninho-capixaba,35,2,,True,20,5.53,11.53,0.87,,4.0,57.0,30.0,3.0,4.0,27.0,1.0,1.0,1.0,,5.0,,1.0,,,,,,
260,Juventude,286,0.7,G. Taliari,Gabriel Taliari,95131,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,Gabriel Pereira Taliari,6,gabriel-taliari,35,5,,True,18,2.27,3.53,0.11,2.0,1.0,4.0,9.0,3.0,4.0,27.0,2.0,1.0,5.0,,,,,,,,1.0,,
261,Botafogo,263,-2.2,Gregore,Gregore,95464,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,Gregore de Magalhães da Silva,6,gregore,35,4,,True,30,2.74,3.84,-1.17,2.0,8.0,69.0,87.0,4.0,4.0,13.0,,1.0,1.0,1.0,,,,,,,,,
262,São Paulo,276,3.2,I. Vinícius,Igor Vinícius,95466,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,Igor Vinícius de Souza,7,igor-vinicius,35,2,,True,27,3.85,6.06,0.18,2.0,5.0,40.0,17.0,1.0,3.0,33.0,1.0,,1.0,,8.0,,1.0,1.0,,,,1.0,
263,Corinthians,264,2.5,Raniele,Raniele,95556,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,Raniele Almeida Melo,2,raniele,35,4,,True,30,3.43,6.42,-0.23,,7.0,69.0,32.0,10.0,9.0,27.0,1.0,,1.0,1.0,,,,,,,,,
264,Criciúma,288,4.7,Trauco,Trauco,95738,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,Miguel Ángel Trauco Saavedra,2,trauco,35,2,,True,20,1.73,4.15,0.58,,3.0,14.0,14.0,2.0,5.0,1.0,,1.0,,,2.0,,,,,,,,
265,Criciúma,288,5.9,T. Figueiredo,Tobias Figueiredo,95878,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,Tobias Pereira Figueiredo,2,tobias-figueiredo,35,3,,True,19,1.2,2.64,0.9,,4.0,11.0,15.0,1.0,2.0,7.0,,,,,3.0,,,,,,,1.0,
266,Vitória,287,0.9,Machado,Machado,96089,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,Luiz Filipe da Rosa Machado - Felipe,6,machado,35,4,,True,21,1.37,2.44,0.01,,4.0,19.0,17.0,4.0,3.0,10.0,1.0,,1.0,,,,,,,,,,
267,Fluminense,266,0.9,Lima,Lima,96340,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,Vinicius Moreira de Lima,6,lima,35,4,,True,22,3.25,6.83,-0.9,,3.0,21.0,16.0,2.0,13.0,36.0,1.0,3.0,,,,,1.0,1.0,,,,,
268,Corinthians,264,0.0,Charles,Charles,96342,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,Charles Rigon Mattos,6,charles,35,4,,True,12,3.06,5.22,-0.42,,4.0,31.0,11.0,2.0,2.0,6.0,,,2.0,,,,,,,,,,
269,Cruzeiro,283,10.4,M. Pereira,Matheus Pereira,96610,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,Matheus Fellipe Costa Pereira,7,matheus-pereira,35,4,,True,29,5.81,10.6,0.6,7.0,9.0,16.0,27.0,14.0,27.0,80.0,2.0,6.0,8.0,,,,,,,,,,
270,Vasco,267,0.0,M. Dominguez,Maxime Dominguez,96614,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,Maxime Dominguez,6,maxime-dominguez,35,4,,False,4,2.57,4.98,0.0,,1.0,9.0,5.0,,,4.0,,,,,,,,,,,,,
271,Flamengo,262,0.0,Allan,Allan,96652,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,Allan Rodrigues de Souza,6,allan,35,4,,False,23,1.24,3.17,0.0,,5.0,27.0,27.0,3.0,3.0,14.0,,,,,,,1.0,1.0,,,,,
272,Atlético-MG,282,2.78,G. Milito,Gabriel Milito,96673,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,Gabriel Alejandro Milito,6,gabriel-milito,35,6,,True,32,4.6,8.3,-0.2,,,,,,,,,,,,,9.0,,,,,,,
273,Atlético-MG,282,0.4,Saravia,Saravia,96725,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,Renzo Saravia,6,saravia,35,2,,True,26,4.04,6.77,-0.88,,3.0,58.0,35.0,2.0,3.0,25.0,1.0,,1.0,,6.0,,1.0,,,,,,
274,Vitória,287,0.0,Camutanga,Camutanga,96793,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,Cleidson Andrade da Souza Silva,5,camutanga,35,3,,False,4,0.63,2.34,0.0,,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,
275,Flamengo,262,0.0,Carlinhos,Carlinhos,96831,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,Carlos Moisés de Lima,6,carlinhos,35,5,,False,13,1.57,2.48,0.0,,2.0,3.0,8.0,3.0,5.0,2.0,,2.0,4.0,,,,,1.0,,,,,
276,Criciúma,288,6.2,Dudu,Dudu,97133,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,Luís Eduardo Marques dos Santos,6,dudu,35,2,,True,12,1.89,3.72,0.9,,1.0,6.0,6.0,2.0,,2.0,,,1.0,,3.0,,,,,,,,
277,Grêmio,284,6.9,Villasanti,Villasanti,97145,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,Mathías Adalberto Villasanti Rolón,7,villasanti,35,4,,True,20,4.51,9.17,-0.51,1.0,3.0,54.0,33.0,3.0,2.0,24.0,,2.0,,,,,,,,,,,
278,Atlético-GO,373,0.0,Janderson,Janderson,97245,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,Janderson Santos de Souza,6,janderson,35,5,,True,16,2.44,4.11,-0.11,,3.0,11.0,16.0,5.0,5.0,21.0,,2.0,,,,,,1.0,,,,,
279,Bahia,265,4.67,R. Ceni,Rogério Ceni,97341,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,Rogério Mücke Ceni,7,rogerio-ceni,35,6,,True,33,4.93,9.24,0.22,,,,,,,,,,,,,12.0,,,,,,,
280,Vitória,287,1.5,G. Mosquito,Gustavo Mosquito,97450,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,Gustavo Henric da Silva,7,gustavo-mosquito,35,5,,True,20,2.45,4.37,0.27,2.0,3.0,10.0,11.0,1.0,4.0,20.0,1.0,2.0,1.0,,,,,,,,,,
281,Vasco,267,0.0,F. Loureiro,Felipe Loureiro,97466,https://s.sde.globo.com/media/person_role/2024/11/25/photo_FORMATO.png,Felipe Jorge Loureiro,7,felipe-loureiro,35,6,,False,0,0.0,8.39,0.0,,,,,,,,,,,,,,,,,,,,
282,Botafogo,263,0.0,Marçal,Marçal,97468,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,Fernando Marçal de Oliveira,6,marcal,35,2,,False,14,5.07,7.42,0.0,,5.0,25.0,20.0,1.0,3.0,13.0,,1.0,1.0,,7.0,,1.0,,,,,,
283,Atlético-GO,373,0.0,Shaylon,Shaylon,97520,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,Shaylon Kallyson Cardozo - Cardoso,6,shaylon,35,4,,False,31,1.95,4.04,0.0,1.0,3.0,16.0,13.0,9.0,18.0,5.0,1.0,2.0,,,,,,,,,1.0,,
284,Vitória,287,1.2,W. Lepo,Willean Lepo,97522,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,William Bernardo Willemen - Willeam Lepu,6,willean-lepo,35,2,,True,25,3.06,4.78,-0.59,,4.0,47.0,17.0,3.0,3.0,17.0,,,2.0,,3.0,,,,,,,,
285,Corinthians,264,0.0,F. Torres,Félix Torres,97642,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,Félix Eduardo Torres Caicedo,5,felix-torres,35,3,,False,22,2.79,5.97,0.0,,3.0,25.0,25.0,1.0,1.0,4.0,1.0,,2.0,,7.0,,,,,,,,
286,Palmeiras,275,0.0,Murilo,Murilo,97653,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,Murilo Cerqueira Paim,6,murilo,35,3,,False,22,3.98,9.19,0.0,,4.0,20.0,28.0,2.0,8.0,5.0,,1.0,1.0,,12.0,,,1.0,,,,,
287,São Paulo,276,0.0,Erick,Erick,97810,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,Erick de Arruda Serafim,6,erick,35,5,,False,18,1.95,3.95,0.0,2.0,3.0,8.0,10.0,3.0,5.0,14.0,,1.0,,,,,1.0,,,,,,
288,Flamengo,262,5.0,L. Ortiz,Léo Ortiz,97867,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,Leonardo Rech Ortiz,7,leo-ortiz,35,3,,True,22,3.42,7.64,0.52,2.0,2.0,24.0,10.0,2.0,5.0,4.0,1.0,,,,6.0,,,,,,,,
289,Bahia,265,0.0,Iago,Iago,97868,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,Iago Amaral Borduchi,5,iago,35,2,,False,12,2.8,5.12,0.0,,,6.0,4.0,2.0,2.0,7.0,,,,,4.0,,,,,,,,
290,Internacional,285,2.1,Vitão,Vitão,97900,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,Vitor Eduardo da Silva Matos,7,vitao,35,3,,True,22,3.3,5.35,-0.63,,3.0,19.0,17.0,4.0,6.0,7.0,,,,,9.0,,,,,,,,
291,Juventude,286,0.0,L. Oyama,Luís Oyama,97908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,Luís Felipe Oyama,6,luis-oyama,35,4,,False,14,2.27,3.95,0.0,,1.0,10.0,6.0,2.0,2.0,5.0,,2.0,,,,,,,,,,,
292,Athlético-PR,293,0.0,Erick,Erick,98022,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,Erick Luis Conrado de Carvalho,6,erick,35,4,,False,29,4.28,7.24,0.0,1.0,2.0,59.0,29.0,7.0,21.0,23.0,2.0,2.0,1.0,,,,,,,,,,
293,Corinthians,264,0.2,P. Raul,Pedro Raul,98225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,Pedro Raul Garay da Silva,6,pedro-raul,35,5,,True,19,1.23,2.61,-0.25,,2.0,14.0,12.0,4.0,4.0,9.0,,,2.0,,,,,,,,,,
294,Botafogo,263,5.3,Bastos,Bastos,98280,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,Bartolomeu Jacinto Quissanga,6,bastos,35,3,,True,31,4.26,6.32,0.15,,6.0,30.0,33.0,1.0,12.0,7.0,,3.0,2.0,,15.0,,1.0,,,,,,
295,Bahia,265,0.0,Kanu,Kanu,98484,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,Victor Hugo Soares dos Santos,7,kanu,35,3,,True,26,1.78,3.05,-0.26,,12.0,12.0,29.0,1.0,,25.0,,,,,8.0,,1.0,,,,,,
296,Bahia,265,3.4,J. Lucas,Jean Lucas,98517,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,Jean Lucas de Souza Oliveira,6,jean-lucas,35,4,,True,31,4.19,7.26,-0.2,4.0,6.0,39.0,42.0,17.0,31.0,42.0,,2.0,3.0,,,,,,,,,,
297,Fortaleza,356,4.9,Kuscevic,Kuscevic,98619,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,Benjamín Kuščević Jaramillo,7,kuscevic,35,3,,True,19,3.91,6.09,0.19,,4.0,17.0,12.0,3.0,4.0,4.0,,2.0,2.0,,8.0,,,1.0,,,,,
298,Botafogo,263,5.6,Savarino,Savarino,98672,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,Jefferson David Savarino Quintero,6,savarino,35,5,,True,25,4.28,7.59,0.32,6.0,3.0,2.0,9.0,19.0,15.0,6.0,1.0,5.0,3.0,,,,,,,,,,
299,Athlético-PR,293,8.4,Cuello,Cuello,98909,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,Tomás Esteban Cuello,7,cuello,35,5,,True,27,3.9,6.82,-0.56,4.0,3.0,26.0,19.0,15.0,13.0,26.0,2.0,2.0,7.0,,,,,,,,,,
300,Flamengo,262,0.0,Viña,Viña,98974,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,Matías Nicolás Viña Susperreguy,5,vina,35,2,,False,9,1.39,4.63,0.0,,1.0,5.0,4.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,
301,Internacional,285,-0.6,Rogel,Rogel,98975,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,Agustín Maximiliano Rogel Paita,7,rogel,35,3,,True,8,3.59,4.98,-0.84,1.0,,4.0,11.0,3.0,2.0,4.0,,,,,3.0,,,,,,,,
302,Vasco,267,0.4,Vegetti,Vegetti,99198,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,Pablo Vegetti,7,vegetti,35,5,,True,31,5.44,10.92,-0.07,1.0,5.0,16.0,32.0,23.0,37.0,65.0,2.0,9.0,26.0,2.0,,,,,,,2.0,,
303,Vasco,267,9.2,P. Rodríguez,Puma Rodríguez,99213,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,José Luis Rodríguez Bebanz,7,puma-rodriguez,35,2,,True,19,2.67,5.07,1.4,1.0,1.0,16.0,3.0,2.0,7.0,5.0,,1.0,1.0,,2.0,,,,,,,,
304,Flamengo,262,-1.1,D. Cruz,De la Cruz,99228,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,Diego Nicolás de la Cruz Arcosa,6,de-la-cruz,35,4,,True,13,6.05,11.31,-0.62,2.0,2.0,23.0,16.0,5.0,8.0,33.0,1.0,2.0,,,,,,,,,,,
305,Atlético-GO,373,0.0,G. Freitas,Gonzalo Freitas,99234,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,Gonzalo Gastón Freitas Silva,6,gonzalo-freitas,35,4,,True,11,2.05,4.36,0.07,,6.0,17.0,15.0,6.0,5.0,7.0,,,,,,,2.0,,,,,,
306,Fortaleza,356,0.0,Pochettino,Pochettino,99267,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,Tomás Pochettino,6,pochettino,35,4,,True,27,4.15,7.28,-0.92,7.0,4.0,24.0,16.0,5.0,9.0,16.0,,5.0,4.0,1.0,,,1.0,,,,1.0,,
307,Botafogo,263,0.0,A. Barboza,Alexander Barboza,99274,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,Alexander Nahuel Barboza Ullúa,6,alexander-barboza,35,3,,False,24,4.43,5.79,0.0,1.0,7.0,31.0,37.0,7.0,11.0,4.0,,,1.0,,14.0,,1.0,2.0,,,,,
308,Cruzeiro,283,0.0,Dinenno,Dinenno,99316,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,Juan Ignacio Dinenno de Cara,5,dinenno,35,5,,False,6,4.95,7.98,0.0,,1.0,1.0,1.0,3.0,1.0,3.0,,3.0,1.0,,,,,,,,,,
309,São Paulo,276,3.49,L. Zubeldía,Luis Zubeldía,99366,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,Luis Francisco Zubeldía,7,luis-zubeldia,35,6,,True,32,5.19,9.52,0.09,,,,,,,,,,,,,16.0,,,,,,,
310,Vasco,267,0.0,R. Rojas,Robert Rojas,99387,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,Robert Samuel Rojas Chávez,6,robert-rojas,35,3,,False,6,1.53,2.85,0.0,,,4.0,2.0,,,,,,,,1.0,,,,,,,,
311,Flamengo,262,2.5,Michael,Michael,99392,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,Michael Richard Delgado de Oliveira,7,michael,35,5,,True,7,5.35,10.04,-0.83,1.0,,2.0,,4.0,4.0,4.0,1.0,2.0,,1.0,,,,,,,,,
312,Atlético-GO,373,2.3,Baralhas,Baralhas,99440,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,Gabriel Baralhas dos Santos,7,baralhas,35,4,,True,29,4.4,6.18,-0.33,3.0,8.0,63.0,24.0,14.0,15.0,29.0,,1.0,2.0,1.0,,,,,,,,,
313,Flamengo,262,6.0,Rossi,Rossi,99552,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,Agustín Daniel Rossi,7,rossi,35,1,,True,31,2.9,6.13,0.75,,1.0,,,,,5.0,,,,,7.0,,,,73.0,34.0,,,2.0
314,Atlético-GO,373,3.6,G. Romão,Guilherme Romão,99623,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,Guilherme Kennedy Romão,7,guilherme-romao,35,2,,True,27,3.52,5.07,0.22,3.0,5.0,17.0,20.0,10.0,15.0,44.0,,1.0,4.0,,4.0,,,1.0,,,,,
315,Fluminense,266,3.8,Arias,Arias,99815,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,Jhon Adolfo Arias Andrade,7,arias,35,4,,True,20,6.61,12.86,0.13,1.0,4.0,32.0,22.0,13.0,19.0,52.0,1.0,5.0,2.0,,,,,,,,,,
316,Atlético-MG,282,17.2,Paulinho,Paulinho,99818,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,Paulo Henrique Sampaio Filho,6,paulinho,35,5,,True,23,4.9,12.75,2.49,1.0,3.0,21.0,10.0,11.0,8.0,15.0,,8.0,9.0,1.0,,,,1.0,,,,,
317,São Paulo,276,-0.6,A. Franco,Alan Franco,99889,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,Alan Javier Franco,7,alan-franco,35,3,,True,24,2.72,5.69,-0.07,1.0,6.0,22.0,18.0,,4.0,6.0,,,1.0,,9.0,,,1.0,,,,1.0,
318,Juventude,286,0.0,Carrillo,Carrillo,100076,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,Ronie Edmundo Carrillo Morales,6,carrillo,35,5,,False,10,2.3,4.15,0.0,,,7.0,6.0,2.0,4.0,6.0,,1.0,2.0,,,,,,,,,,
319,Atlético-MG,282,1.2,Zaracho,Zaracho,100079,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Federico Matías Javier Zaracho,6,zaracho,35,4,,True,16,2.81,6.88,-0.03,,2.0,17.0,12.0,2.0,6.0,14.0,,2.0,1.0,,,,,,,,,,
320,Atlético-MG,282,1.5,I. Gomes,Igor Gomes,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,Igor Silveira Gomes,6,igor-gomes,35,4,,True,19,3.03,5.31,0.18,3.0,6.0,18.0,18.0,3.0,5.0,24.0,2.0,1.0,,,,,1.0,,,,,,
321,Fortaleza,356,0.0,P. Augusto,Pedro Augusto,100085,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,Pedro Augusto Borges da Costa,6,pedro-augusto,35,4,,False,26,1.47,2.78,0.0,1.0,8.0,31.0,29.0,2.0,1.0,21.0,,,,,,,1.0,,,,,,
322,Corinthians,264,0.0,Y. Alberto,Yuri Alberto,100652,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,Yuri Alberto Monteiro da Silva,6,yuri-alberto,35,5,,False,26,6.38,9.33,0.0,4.0,6.0,13.0,29.0,17.0,20.0,38.0,2.0,11.0,13.0,,,,,1.0,,,,,
323,Cruzeiro,283,0.0,M. Henrique,Matheus Henrique,100742,https://s.sde.globo.com/media/person_role/2024/06/25/photo_FORMATO_gfmexdE.png,Matheus Henrique de Souza,5,matheus-henrique,35,4,,False,15,3.89,6.49,0.0,,4.0,22.0,15.0,4.0,12.0,20.0,,2.0,1.0,,,,,,,,,,
324,São Paulo,276,0.0,Liziero,Liziero,100761,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,Igor Matheus Liziero Pereira,6,liziero,35,4,,False,9,2.75,4.4,0.0,,1.0,13.0,9.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,
325,Grêmio,284,0.0,Brenno,Brenno,100830,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno Oliveira Fraga Costa,6,brenno,35,1,,False,0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
326,São Paulo,276,-1.9,Ruan,Ruan,100842,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,Ruan Tressoldi Netto,7,ruan,35,3,,True,6,2.85,6.18,-0.85,,1.0,7.0,8.0,,2.0,1.0,,,,,2.0,,,,,,,,
