,atletas.nome,atletas.apelido_abreviado,atletas.variacao_num,atletas.apelido,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.media_num,atletas.pontos_num,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.foto,atletas.preco_num,atletas.slug,DE,GS,SG,CA,DP,PC,DS,FC,FD,FF,FS,G,I,FT,A,CV,PP,PS,V,GC
532,Rômulo Helberte Pereira Junior,Rômulo,-0.54,Rômulo,Atlético-MG,True,1.35,-0.1,10,3,7,282,4,115268,,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,1.63,romulo,,,,1.0,,,5.0,4.0,,2.0,,,,,,,,,,
533,Iarley Gilberto de Barros Leal,Iarley,0.0,Iarley,Fortaleza,False,0.0,0.0,10,5,6,356,0,115524,,,1.0,iarley,,,,,,,,,,,,,,,,,,,,
534,Marcos Victor Ferreira da Silva,M. Victor,0.0,Marcos Victor,Bahia,False,0.0,0.0,10,3,6,265,0,115537,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Cxk2KLL.png,3.0,marcos-victor,,,,,,,,,,,,,,,,,,,,
535,Lucas Eduardo Müller - Milla,Mila,0.0,Mila,Grêmio,False,0.0,0.0,10,4,6,284,0,115671,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,3.0,mila,,,,,,,,,,,,,,,,,,,,
536,Gabriel Delfim Ferreira,G. Delfim,0.0,Gabriel Delfim,Atlético-MG,False,0.0,0.0,10,1,6,282,0,115674,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,2.0,gabriel-delfim,,,,,,,,,,,,,,,,,,,,
537,Everton Gustavo Fernandes Araújo,E. Araújo,-0.49,Evertton Araújo,Flamengo,True,2.8,1.2,10,4,6,262,3,115914,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,3.18,evertton-araujo,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,
538,Leanderson da Silva Genésio,Lelê,0.0,Lelê,Fluminense,False,0.0,0.0,10,5,5,266,0,115915,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,4.0,lele,,,,,,,,,,,,,,,,,,,,
539,Endrick Felipe Moreira de Sousa,Endrick,0.0,Endrick,Palmeiras,False,3.02,0.0,10,5,6,275,6,115959,,https://s.sde.globo.com/media/person_role/2024/06/05/photo_FORMATO_IXK3ihA.png,9.4,endrick,,,,3.0,,,6.0,13.0,2.0,8.0,16.0,,,,,,,1.0,,
540,Denilson Alves Borges,Denilson,0.13,Denilson,Cuiabá,True,1.29,3.6,10,4,2,1371,7,115986,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,2.74,denilson,,,,3.0,,1.0,7.0,6.0,3.0,1.0,4.0,,,,,,,,,
541,Matheus Gonçalves Martins,M. Gonçalves,0.0,Matheus Gonçalves,Flamengo,False,0.0,0.0,10,4,6,262,0,116012,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,4.0,matheus-goncalves,,,,,,,,,,,,,,,,,,,,
542,Igor Jesus Lima,I. Jesus,0.0,Igor Jesus,Flamengo,False,1.9,0.0,10,4,5,262,3,116013,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_dY49V4i.png,3.9,igor-jesus,,,,1.0,,,5.0,1.0,,,2.0,,,,,,,,,
543,Petterson Novaes Reis,Petterson,0.0,Petterson,Athlético-PR,False,0.0,0.0,10,5,6,293,0,116025,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_x9GN6Vh.png,2.0,petterson,,,,,,,,,,,,,,,,,,,,
544,Victor Hugo Gomes Silva,V. Hugo,0.0,Victor Hugo,Flamengo,False,0.46,0.0,10,4,6,262,5,116034,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_tzeghN4.png,2.85,victor-hugo,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,
545,José Hugo Sousa dos Santos,Z. Hugo,0.0,Zé Hugo,Vitória,False,1.8,0.0,10,5,6,287,4,116056,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,3.81,ze-hugo,,,,,,,4.0,1.0,1.0,,3.0,,,,,,,,,
546,Luís Eduardo Soares da Silva,Cuiabano,-0.54,Cuiabano,Botafogo,True,7.56,5.7,10,2,7,263,8,116065,,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,8.99,cuiabano,,,3.0,1.0,,,15.0,10.0,2.0,5.0,14.0,1.0,,,2.0,,,,,
547,Thiago Beltrame Stallbaum,T. Beltrame,0.0,Thiago Beltrame,Grêmio,False,0.0,0.0,10,1,6,284,0,116067,,,1.0,thiago-beltrame,,,,,,,,,,,,,,,,,,,,
548,João Moreira Sanmartin Souza,J. Moreira,0.0,João Moreira,São Paulo,False,7.1,0.0,10,2,6,276,1,116137,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,6.33,joao-moreira,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
549,Daniel de Melo Araújo Junior,D. Júnior,0.0,Daniel Júnior,Vitória,False,1.5,0.0,10,4,6,287,3,116432,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_P6qw5Xf.png,3.05,daniel-junior,,,,,,,,,1.0,1.0,5.0,,,,,,,,,
550,Hércules Pereira do Nascimento,Hércules,0.0,Hércules,Fortaleza,True,3.08,2.4,10,4,7,356,9,116447,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,5.25,hercules,,,,1.0,,,15.0,9.0,2.0,2.0,3.0,1.0,,,,,,,,
551,Lucas Gabriel Di Yorio,D. Yorio,0.0,Di Yorio,Athlético-PR,False,0.1,0.0,10,5,6,293,1,116655,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,3.63,di-yorio,,,,,,,,2.0,,1.0,,,1.0,,,,,,,
552,Kauã Inacio Moroso,K. Moroso,0.0,Kauã Moroso,Criciúma,False,0.0,0.0,10,1,6,288,0,116937,,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,1.0,kaua-moroso,,,,,,,,,,,,,,,,,,,,
553,Guilherme Silva,G. Silva,0.0,Guilherme Silva,Criciúma,False,0.0,0.0,10,2,6,288,0,116939,,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,1.0,guilherme-silva,,,,,,,,,,,,,,,,,,,,
554,Werik Silva Pinto,Popó,0.2,Popó,Juventude,True,-0.55,0.5,10,5,6,286,4,116994,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_EiH3NWS.png,0.84,popo,,,,,,,1.0,4.0,,1.0,,,,,,1.0,,,,
555,Gabriel Knesowitsch,Gabriel,0.0,Gabriel,Cuiabá,False,1.95,0.0,10,3,6,1371,2,117061,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,2.32,gabriel,,,,,,,2.0,,,,3.0,,,,,,,,,
556,Thiago Nicolás Borbas Silva,T. Borbas,0.2,Thiago Borbas,Bragantino,True,1.26,1.2,10,5,6,280,10,117314,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,4.49,thiago-borbas,,,,2.0,,,3.0,12.0,3.0,2.0,3.0,1.0,1.0,,,,,,,
557,Robert Renan Alves Barbosa,R. Renan,0.88,Robert Renan,Internacional,True,6.46,8.8,10,3,6,285,5,117330,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cScwdGd.png,9.08,robert-renan,,,3.0,1.0,,,10.0,5.0,1.0,2.0,,,,,1.0,,,,,
558,Kawan Thomaz Reis de Moraes,Kawan,0.0,Kawan,Botafogo,False,0.0,0.0,10,3,6,263,0,117343,,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,1.0,kawan,,,,,,,,,,,,,,,,,,,,
559,Jhosefer Raphael Januário,Jhosefer,0.0,Jhosefer,Cruzeiro,False,0.0,0.0,10,5,6,283,0,117350,,,1.0,jhosefer,,,,,,,,,,,,,,,,,,,,
560,Otávio Eleodoro Rezende Costa,Otávio,0.0,Otávio,Cruzeiro,False,0.0,0.0,10,1,6,283,0,117404,,,1.0,otavio,,,,,,,,,,,,,,,,,,,,
561,Leonardo Mana Hernandes,L. Maná,0.0,Léo Maná,Corinthians,False,-0.3,0.0,10,2,6,264,1,117459,,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,1.68,leo-mana,,,,,,,,1.0,,,,,,,,,,,,
562,Giuliano Galoppo,Galoppo,0.11,Galoppo,São Paulo,True,1.48,1.4,10,4,7,276,6,117579,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,4.73,galoppo,,,,2.0,,,4.0,6.0,4.0,2.0,3.0,,,,,,,,,
563,Alejo Cruz Techera,A. Cruz,-0.11,Alejo Cruz,Atlético-GO,True,1.49,1.2,10,5,6,373,8,117622,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,2.69,alejo-cruz,,,,1.0,,,7.0,4.0,1.0,,9.0,,,,,,,,,
564,Rodrigo Garro,Garro,-0.19,Garro,Corinthians,True,4.98,3.8,10,4,7,264,9,117632,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,7.7,garro,,,,4.0,,,15.0,13.0,5.0,6.0,28.0,,1.0,,2.0,,,,,
565,Pedro Miguel Faria Caixinha,P. Caixinha,-0.16,Pedro Caixinha,Bragantino,True,4.71,3.7,10,6,7,280,10,117711,,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,8.8,pedro-caixinha,,,,,,,,,,,,,,,,,,,4.0,
566,Young Navarro Moraes,Young,0.0,Young,São Paulo,False,-1.0,0.0,10,1,6,276,0,117818,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,0.64,young,,,,1.0,,,,,,,,,,,,,,,,
567,Vitor Hugo Amorim de Assis,Vitinho,-0.34,Vitinho,Cruzeiro,True,0.88,-0.3,10,4,6,283,5,117842,,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,2.0,vitinho,,,,,,,2.0,1.0,,1.0,3.0,,,,,,,,,
568,Giovane Santana do Nascimento,Giovane,0.0,Giovane,Corinthians,False,0.37,0.0,10,5,6,264,3,117849,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,1.74,giovane,,,,,,,,2.0,1.0,,1.0,,,,,,,,,
569,Wesley Gassova Ribeiro Teixeira,Wesley,-0.13,Wesley,Corinthians,True,4.22,4.1,10,5,7,264,10,117909,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_KAHpgBA.png,6.59,wesley,,,,2.0,,,14.0,8.0,4.0,2.0,15.0,2.0,2.0,,,,,,,
570,Breno de Souza Bidon,B. Bidon,0.4,Breno Bidon,Corinthians,True,2.14,3.5,10,4,7,264,8,117910,,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,3.26,breno-bidon,,,,2.0,,,10.0,13.0,4.0,1.0,11.0,,1.0,,,,,,,
571,Iago Teodoro da Silva Nogueira,Iago,0.0,Iago,Flamengo,False,0.0,0.0,10,3,6,262,0,118090,,,1.0,iago,,,,,,,,,,,,,,,,,,,,
572,Nathan Camargo dos Santos,N. Camargo,0.0,Nathan Camargo,Bragantino,False,0.0,0.0,10,4,6,280,0,118175,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,3.0,nathan-camargo,,,,,,,,,,,,,,,,,,,,
573,Ronald Cardoso Falkoski,Ronald,0.0,Ronald,Grêmio,False,0.0,0.0,10,4,6,284,1,118238,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,3.22,ronald,,,,,,,,,,,,,,,,,,,,
574,Pedro Henrique Franklim da Silva,Pedrão,0.0,Pedrão,Cruzeiro,False,0.0,0.0,10,3,6,283,0,118293,,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,2.0,pedrao,,,,,,,,,,,,,,,,,,,,
575,Eliédson Pereira de Souza,Eliédson,0.0,Eliédson,Criciúma,False,-0.3,0.0,10,4,6,288,1,118305,,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,2.27,eliedson,,,,,,,,1.0,,,,,,,,,,,,
576,Weliton Santos do Amaral,Weliton,0.0,Weliton,Flamengo,False,0.0,0.0,10,5,6,262,0,118433,,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_Evh0gJv.png,1.0,weliton,,,,,,,,,,,,,,,,,,,,
577,José Welinton Campos Menezes,Z. Welinton,0.0,Zé Welinton,Flamengo,False,0.0,0.0,10,2,6,262,0,118501,,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,1.0,ze-welinton,,,,,,,,,,,,,,,,,,,,
578,Rodrigo Huendra Almeida Mendonça,Rodriguinho,0.0,Rodriguinho,São Paulo,False,2.7,0.0,10,4,6,276,2,118563,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,3.13,rodriguinho,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,
579,Eliel Chrytian Pereira Silva,Eliel,1.49,Eliel,Cuiabá,True,3.97,8.0,10,5,6,1371,4,118745,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,5.61,eliel,,,,1.0,,,1.0,1.0,2.0,2.0,8.0,1.0,,,,,,,,
580,Mateus Carvalho dos Santos,M. Carvalho,-0.01,Mateus Carvalho,Vasco,True,2.84,2.2,10,4,6,267,8,118752,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,5.24,mateus-carvalho,,,,2.0,,,10.0,5.0,2.0,1.0,6.0,1.0,,,,,,,,
581,Alexsander Christian Gomes da Costa - Cristhian,Alexsander,0.0,Alexsander,Fluminense,False,3.6,0.0,10,4,6,266,5,118774,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_35s5NpC.png,6.39,alexsander,,,,1.0,,,8.0,8.0,1.0,2.0,8.0,,,,1.0,,,,,
582,Jacob Christian Montes,J. Montes,0.0,Jacob Montes,Botafogo,False,7.7,0.0,10,4,6,263,1,118843,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_m1vIram.png,3.47,jacob-montes,,,,,,,,1.0,,,,1.0,,,,,,,,
583,Ruan Pereira Duarte,Ruan,0.0,Ruan,Juventude,False,1.37,0.0,10,5,6,286,4,120444,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_FNxwSO0.png,1.91,ruan,,,,,,,2.0,1.0,2.0,,2.0,,,,,,,,,
584,Arthur Sousa Araújo,A. Sousa,0.0,Arthur Sousa,Corinthians,False,0.0,0.0,10,5,6,264,0,120856,,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_pbRL2zS.png,2.0,arthur-sousa,,,,,,,,,,,,,,,,,,,,
585,Erick Marcus dos Santos Oliveira do Carmo,E. Marcus,0.0,Erick Marcus,Vasco,False,1.7,0.0,10,5,6,267,2,121184,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_NNvdTOg.png,3.47,erick-marcus,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,
586,Diego Kauan Silva Santos,Dija,0.0,Dija,Bragantino,False,0.0,0.0,10,2,6,280,0,121220,,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,1.0,dija,,,,,,,,,,,,,,,,,,,,
587,Kauan Rodrigues da Silva,Kauan,0.0,Kauan,Fortaleza,False,0.5,0.0,10,4,6,356,1,121237,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,1.99,kauan,,,,,,,,,,,1.0,,,,,,,,,
588,Cauê Pereira da Rocha,D. Rocha,0.0,Da Rocha,Juventude,False,0.0,0.0,10,2,6,286,0,121397,,,1.0,da-rocha,,,,,,,,,,,,,,,,,,,,
589,Guilherme Miranda Madruga Gomes,G. Madruga,0.0,Guilherme Madruga,Cuiabá,False,0.2,0.0,10,4,6,1371,3,121762,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,2.83,guilherme-madruga,,,,,,,,2.0,1.0,,,,,,,,,,,
590,André Henrique da Silva Martins,André,0.0,André,Grêmio,False,0.0,0.0,10,5,5,284,0,121792,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,4.0,andre,,,,,,,,,,,,,,,,,,,,
591,Kayke Ferrari Guimarães,Kayke,0.0,Kayke,Corinthians,False,0.0,0.0,10,4,6,264,0,121824,,,1.0,kayke,,,,,,,,,,,,,,,,,,,,
592,Kauê Rodrigues Pessanha,Kauê,0.0,Kauê,Botafogo,False,0.0,0.0,10,4,6,263,0,121827,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,1.0,kaue,,,,,,,,,,,,,,,,,,,,
593,Janderson de Carvalho Costa,Janderson,0.0,Janderson,Vitória,False,2.72,0.0,10,5,5,287,4,121830,,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,4.1,janderson,,,,,,,5.0,3.0,1.0,2.0,6.0,,,,,,,,,
594,Ryan Carlos Santos de Sousa,Ryan,0.0,Ryan,Bahia,False,0.0,0.0,10,2,6,265,0,122300,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_2ivgpWa.png,3.0,ryan,,,,,,,,,,,,,,,,,,,,
595,Kennedy Anderson Gomes Ferreira,Kennedy,0.0,Kennedy,Bahia,False,0.0,0.0,10,5,6,265,0,122301,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,1.0,kennedy,,,,,,,,,,,,,,,,,,,,
596,Matheus Macedo dos Santos,M. Macedo,0.0,Mateus Macedo,Atlético-GO,False,0.0,0.0,10,3,6,373,0,122317,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,1.0,mateus-macedo,,,,,,,,,,,,,,,,,,,,
597,Francisco Dyogo Bento Alves,D. Alves,0.0,Dyogo Alves,Flamengo,False,0.0,0.0,10,1,6,262,0,122318,,,1.0,dyogo-alves,,,,,,,,,,,,,,,,,,,,
598,Daniel dos Santos Sales,D. Sales,0.0,Daniel Sales,Flamengo,False,0.0,0.0,10,2,6,262,0,122320,,,1.0,daniel-sales,,,,,,,,,,,,,,,,,,,,
599,Lorran Lucas Pereira de Sousa,Lorran,-0.33,Lorran,Flamengo,True,3.81,1.0,10,4,7,262,7,122321,,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,4.11,lorran,,,,,,,5.0,7.0,4.0,4.0,4.0,1.0,2.0,,1.0,,,,,
600,Lyncon Correa Gonçalves,Lyncon,0.0,Lyncon,Vasco,False,0.0,0.0,10,3,6,267,0,122378,,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,1.0,lyncon,,,,,,,,,,,,,,,,,,,,
601,Matheus Gabriel Julião Damasceno,Julião,0.0,Julião,Vasco,False,0.0,0.0,10,2,6,267,0,122380,,https://s.sde.globo.com/media/person_role/2024/05/09/photo_FORMATO_7dRSlSv.png,1.0,juliao,,,,,,,,,,,,,,,,,,,,
602,Talisson de Almeida,Talisson,-0.28,Talisson,Bragantino,True,-0.15,0.0,10,5,6,280,2,122393,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HTUJbDI.png,2.3,talisson,,,,,,,,1.0,,,,,,,,,,,,
603,Gustavo Ribeiro Neves,Gustavinho,-0.47,Gustavinho,Bragantino,True,1.84,1.2,10,4,6,280,10,122394,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,3.25,gustavinho,,,,,,,5.0,8.0,1.0,2.0,4.0,,,,2.0,,,,,
604,Ryan Gustavo de Lima,Ryan,0.0,Ryan,Corinthians,False,0.0,0.0,10,4,6,264,0,122396,,,1.0,ryan,,,,,,,,,,,,,,,,,,,,
605,Pablo Santos de Alcantara,P. Baianinho,-0.21,Pablo Baianinho,Vitória,True,-0.3,-0.3,10,4,6,287,1,122413,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,0.79,pablo-baianinho,,,,,,,,1.0,,,,,,,,,,,,
606,Lucca Holanda Sampaio Tavares,Lucca,0.0,Lucca,Internacional,False,0.72,0.0,10,5,6,285,5,122420,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,2.14,lucca,,,,,,,2.0,5.0,,1.0,4.0,,1.0,,,,,,,
607,Isaac Rodrigues de Lima,Isaac,0.0,Isaac,Fluminense,False,1.1,0.0,10,5,6,266,2,122439,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,2.3,isaac,,,,,,,1.0,,,,2.0,,,,,,,,,
608,Rayan Vitor Simplício Rocha,Rayan,-0.14,Rayan,Vasco,True,1.89,0.0,10,5,6,267,7,122486,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,3.08,rayan,,,,,,,4.0,1.0,2.0,6.0,3.0,,,,,,,,,
609,Alexsandro Amorim de Freitas Filho,Amorim,0.0,Amorim,Fortaleza,False,0.0,0.0,10,4,6,356,0,122598,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,1.0,amorim,,,,,,,,,,,,,,,,,,,,
610,Matheus José Belém de Souza,M. Belém,0.0,Matheus Belém,São Paulo,False,0.0,0.0,10,3,6,276,0,122602,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,2.0,matheus-belem,,,,,,,,,,,,,,,,,,,,
611,João Wellington Gadelha Melo de Oliveira,Japa,-0.19,Japa,Cruzeiro,True,0.6,0.0,10,4,6,283,3,122660,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,1.99,japa,,,,,,,2.0,2.0,,,,,,,,,,,,
612,Lucas de Souza Cunha,L. Cunha,0.0,Lucas Cunha,Bragantino,False,2.6,0.0,10,3,6,280,2,122755,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,6.38,lucas-cunha,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
613,Gustavo Daniel da Silva Gonçalves,G. Daniel,0.0,Gustavo Daniel,Atlético-GO,False,0.0,0.0,10,2,6,373,0,122819,,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,1.0,gustavo-daniel,,,,,,,,,,,,,,,,,,,,
614,Abner Salles da Silva,Abner,0.0,Abner,Juventude,False,0.0,0.0,10,3,6,286,1,122861,,,0.81,abner,,,,,,,,,,,,,,,,,,,,
615,Emiliano Rodríguez Rosales,E. Rodríguez,-0.35,Emiliano Rodríguez,Atlético-GO,True,1.6,2.1,10,5,7,373,9,122887,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,3.71,emiliano-rodriguez,,,,,,,4.0,5.0,3.0,5.0,8.0,,5.0,,,,,,,
616,Patrick Roberto da Silva Campos,Patrick,0.0,Patrick,Palmeiras,False,0.0,0.0,10,4,6,275,0,122990,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,1.0,patrick,,,,,,,,,,,,,,,,,,,,
617,Marcello Gesteira de Souza,Marcello,0.0,Marcello,Bahia,False,0.0,0.0,10,3,6,265,0,122995,,,1.0,marcello,,,,,,,,,,,,,,,,,,,,
618,Sidney de Carvalho Duarte,Sidney,0.0,Sidney,Bahia,False,0.0,0.0,10,4,6,265,0,123005,,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,1.0,sidney,,,,,,,,,,,,,,,,,,,,
619,Luis Henrique Hoffmann,Zinho,0.0,Zinho,Grêmio,False,0.0,0.0,10,5,6,284,0,123153,,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,1.0,zinho,,,,,,,,,,,,,,,,,,,,
620,Carlos Eduardo Amaral Pereira de Castro,Cadu,-0.34,Cadu,Atlético-MG,True,1.83,2.0,10,5,7,282,6,123359,,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,2.56,cadu,,,,,,,4.0,11.0,2.0,1.0,7.0,,2.0,1.0,,,,,,
621,Cauly Oliveira Souza,Cauly,-0.58,Cauly,Bahia,True,2.89,1.8,10,4,7,265,9,123360,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,6.81,cauly,,,,,,,3.0,4.0,2.0,4.0,10.0,,,1.0,2.0,,,,,
622,Roger Gabriel Farias de Jesus,Roger,0.0,Roger,Bahia,False,0.0,0.0,10,4,6,265,0,123494,,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,1.0,roger,,,,,,,,,,,,,,,,,,,,
623,João Victor Broad Moreira Guimarães,Jota,0.0,Jota,Bahia,False,0.0,0.0,10,4,6,265,0,123497,,,1.0,jota,,,,,,,,,,,,,,,,,,,,
624,José Guilherme de Lima Costa,Z. Guilherme,0.0,Zé Guilherme,Grêmio,False,2.13,0.0,10,2,6,284,4,123717,,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,2.24,ze-guilherme,,,1.0,,,,3.0,2.0,,,1.0,,,,,,,,,
625,Brahian Palacios Alzate,Palacios,1.99,Palacios,Atlético-MG,True,3.6,9.2,10,5,6,282,3,123873,,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,4.85,palacios,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,
626,Fábio Soares dos Santos,Fábio,0.01,Fábio,Vitória,True,0.5,0.5,10,5,6,287,1,123960,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,2.01,fabio,,,,,,,,,,,1.0,,,,,,,,,
627,Everton Tiago Barella de Souza Messias,Everton,0.0,Everton,Bragantino,False,0.0,0.0,10,5,6,280,0,124158,,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,1.0,everton,,,,,,,,,,,,,,,,,,,,
628,Henry David Mosquera Sánchez,H. Mosquera,-0.31,Henry Mosquera,Bragantino,True,0.99,0.5,10,5,7,280,10,124239,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,2.67,henry-mosquera,,,,2.0,,,3.0,12.0,5.0,3.0,7.0,,1.0,,,,,,,
629,Isaac Aguiar Tomich,Isaac,0.22,Isaac,Atlético-MG,True,0.8,0.8,10,5,6,282,1,124247,,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,1.22,isaac,,,,,,,,,,1.0,,,,,,,,,,
