,atletas.atleta_id,atletas.foto,atletas.pontos_num,atletas.clube_id,atletas.clube.id.full.name,atletas.slug,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.nome,atletas.preco_num,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,CV,SG,PC,PS,GC,DE,GS,V,DP
504,111683,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,0.0,285,Internacional,anthoni,,0,Anthoni Spier Souza,3.48,6,False,Anthoni,34,0.0,Anthoni,-1.0,1,,1.0,,,,,,,,,,,,,,,,,,
505,111690,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,0.0,262,Flamengo,matheus-cunha,,2,Matheus Cunha Queiroz,5.02,6,False,Matheus Cunha,34,0.0,M. Cunha,3.0,1,,,,,,,,,,,,,1.0,,,,4.0,3.0,,
506,111713,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,0.0,263,Botafogo,lucas-mezenga,,0,Lucas de Souza Mombra Rosa,2.0,6,False,Lucas Mezenga,34,0.0,L. Mezenga,0.0,3,,,,,,,,,,,,,,,,,,,,
507,111760,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,0.0,275,Palmeiras,fabinho,,18,Fábio Silva de Freitas,2.14,6,False,Fabinho,34,0.0,Fabinho,1.02,4,,2.0,5.0,6.0,2.0,3.0,7.0,,1.0,,,,,,,,,,,
508,111831,https://s.sde.globo.com/media/person_role/2024/07/30/photo_FORMATO.png,0.8,263,Botafogo,matheus-martins,,10,Matheus Martins Silva dos Santos,6.85,6,True,Matheus Martins,34,-0.18,M. Martins,3.61,5,,1.0,6.0,5.0,6.0,2.0,14.0,,2.0,4.0,,,,,,,,,,
509,111834,https://s.sde.globo.com/media/person_role/2024/02/02/photo_FORMATO_1xJnj6p.png,0.0,266,Fluminense,joao-neto,,0,João Batista da Cruz Santos Neto,1.0,6,False,João Neto,34,0.0,J. Neto,0.0,5,,,,,,,,,,,,,,,,,,,,
510,111837,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,0.0,266,Fluminense,gustavo-ramalho,,0,Gustavo Ramalho Bremer Pinto,1.0,6,False,Gustavo Ramalho,34,0.0,G. Ramalho,0.0,1,,,,,,,,,,,,,,,,,,,,
511,111839,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,0.0,266,Fluminense,felipe-andrade,,6,Felipe de Andrade Vieira,3.56,6,False,Felipe Andrade,34,0.0,F. Andrade,2.18,3,,,6.0,3.0,,1.0,2.0,,,,,,1.0,,,,,,,
512,112017,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,8.9,293,Athlético-PR,felipinho,,13,Antonio Feliphe Costa Silva,4.43,7,True,Felipinho,34,1.04,Felipinho,2.86,4,,3.0,28.0,12.0,3.0,2.0,10.0,,,,,,,,,,,,,
513,112020,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,0.0,288,Criciúma,adriano,,0,Adriano Silveira Borges Filho,1.0,6,False,Adriano,34,0.0,Adriano,0.0,5,,,,,,,,,,,,,,,,,,,,
514,112141,https://s.sde.globo.com/media/person_role/2024/08/29/photo_FORMATO.png,0.0,285,Internacional,paulo-victor,,0,Paulo Victor de Almeida Barbosa,3.0,6,False,Paulo Victor,34,0.0,P. Victor,0.0,2,,,,,,,,,,,,,,,,,,,,
515,112616,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,0.0,283,Cruzeiro,gabriel-grando,,0,Gabriel Hamester Grando,4.0,6,False,Gabriel Grando,34,0.0,G. Grando,0.0,1,,,,,,,,,,,,,,,,,,,,
516,112709,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,10.9,283,Cruzeiro,kaiki-bruno,,15,Kaiki Bruno da Silva,7.75,3,True,Kaiki Bruno,34,1.22,K. Bruno,4.95,2,,3.0,28.0,18.0,1.0,6.0,20.0,,1.0,,,,5.0,,,,,,,
517,112869,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,2.6,275,Palmeiras,anibal-moreno,,29,Aníbal Ismael Moreno,5.44,7,True,Aníbal Moreno,34,0.02,A. Moreno,3.02,4,1.0,7.0,50.0,26.0,5.0,12.0,28.0,,1.0,1.0,,,,,,,,,,
518,112886,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,11.3,286,Juventude,lucas-barbosa,,25,Lucas Henrique Barbosa,9.84,7,True,Lucas Barbosa,34,-0.29,L. Barbosa,5.48,5,2.0,8.0,55.0,49.0,11.0,22.0,27.0,1.0,5.0,4.0,,1.0,,,,,,,,
519,112906,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,0.0,267,Vasco,sforza,,24,Juan Sebastián Sforza,3.68,6,False,Sforza,34,0.0,Sforza,1.86,4,,3.0,21.0,16.0,1.0,5.0,22.0,1.0,1.0,,,,,,,,,,,
520,112985,,2.1,283,Cruzeiro,peralta,,7,Fabrizio José Peralta Ramírez,3.24,6,True,Peralta,34,0.28,Peralta,1.29,4,,2.0,8.0,8.0,1.0,2.0,2.0,,,,,,,,,,,,,
521,113014,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,0.0,286,Juventude,lucas-wingert,,0,Lucas Leandro Wingert,3.0,6,False,Lucas Wingert,34,0.0,L. Wingert,0.0,1,,,,,,,,,,,,,,,,,,,,
522,113073,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,0.0,356,Fortaleza,kervin-andrade,,10,Kervin Mario Andrade Navarro,5.39,6,False,Kervin Andrade,34,0.0,K. Andrade,2.91,4,1.0,2.0,9.0,6.0,2.0,4.0,7.0,,1.0,,,,,,,,,,,
523,113078,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_uJ8Vv8I.png,0.0,356,Fortaleza,mancuso,,7,Eros Nazareno Mancuso,9.3,7,False,Mancuso,34,0.0,Mancuso,6.99,2,1.0,1.0,13.0,14.0,4.0,4.0,5.0,1.0,1.0,,,1.0,3.0,,,,,,,
524,113103,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,7.7,275,Palmeiras,flaco-lopez,,30,José Manuel Alberto López,7.7,2,True,Flaco López,34,0.79,F. López,4.66,5,3.0,7.0,12.0,42.0,15.0,20.0,22.0,2.0,10.0,17.0,,,,,1.0,,,,,
525,113157,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,0.0,280,Bragantino,nathan-mendes,,15,Nathan Gabriel de Souza Mendes,4.85,5,False,Nathan Mendes,34,0.0,N. Mendes,2.66,2,1.0,5.0,19.0,12.0,3.0,1.0,13.0,,,1.0,,,2.0,,,,,,,
526,113158,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,0.0,266,Fluminense,marquinhos,,16,Marcus Vinícius Oliveira Alencar,7.39,6,False,Marquinhos,34,0.0,Marquinhos,3.93,5,1.0,2.0,21.0,15.0,6.0,8.0,31.0,3.0,,1.0,,,,,1.0,,,,,
527,113159,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,0.0,275,Palmeiras,michel,,0,Michel Augusto Modesto Rafael dos Santos,2.0,6,False,Michel,34,0.0,Michel,0.0,3,,,,,,,,,,,,,,,,,,,,
528,113359,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,0.0,276,São Paulo,pablo-maia,,3,Pablo Gonçalves Maia Fortunato,6.49,5,False,Pablo Maia,34,0.0,P. Maia,2.73,4,,,4.0,6.0,,4.0,4.0,,,,,,,,,,,,,
529,113434,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_ZNed6IC.png,0.7,373,Atlético-GO,lacava,,10,Matías Rafael Lacava González,3.46,6,True,Lacava,34,-0.24,Lacava,1.84,5,,2.0,9.0,10.0,3.0,7.0,7.0,,,1.0,,,,,,,,,,
530,113687,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,0.0,284,Grêmio,du-queiroz,,14,Eduardo Santos Queiroz,5.31,6,False,Du Queiroz,34,0.0,D. Queiroz,2.31,4,,2.0,24.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,
531,114311,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,0.0,280,Bragantino,douglas-mendes,,15,Douglas Mendes Moreira,4.27,6,False,Douglas Mendes,34,0.0,D. Mendes,3.15,3,,2.0,15.0,19.0,,6.0,2.0,,2.0,,,,3.0,,,,,,,
532,114334,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,5.0,293,Athlético-PR,gamarra,,18,Mateo Gamarra González,6.31,7,True,Gamarra,34,0.24,Gamarra,3.11,3,,7.0,22.0,15.0,6.0,9.0,7.0,1.0,,,,,4.0,,,,,,,
533,114497,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,0.0,1371,Cuiabá,juan-tavares,,3,Juan Pablo Vilela Tavares,2.48,6,False,Juan Tavares,34,0.0,J. Tavares,2.67,2,,1.0,8.0,4.0,,2.0,,,,,,,,1.0,,,,,,
534,114790,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,0.0,262,Flamengo,cleiton,,3,Cleiton Santana dos Santos,1.89,6,True,Cleiton,34,-0.31,Cleiton,0.73,3,,,1.0,2.0,,2.0,,,,,,,,,,,,,,
535,115141,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,0.6,286,Juventude,lucas-freitas,,12,Lucas de Freitas Molarinho Chagas,2.38,7,True,Lucas Freitas,34,-0.43,L. Freitas,1.78,3,,1.0,11.0,10.0,,3.0,4.0,1.0,,1.0,,1.0,2.0,2.0,,,,,,
536,115227,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,0.0,276,São Paulo,caio-matheus,,0,Caio Matheus da Silva,2.0,6,False,Caio Matheus,34,0.0,C. Matheus,0.0,5,,,,,,,,,,,,,,,,,,,,
537,115239,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,7.9,262,Flamengo,wesley,,26,Wesley Vinícius França Lima,6.33,7,True,Wesley,34,0.46,Wesley,4.31,2,2.0,1.0,50.0,32.0,5.0,6.0,44.0,1.0,,2.0,,,4.0,,,1.0,,,,
538,115246,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,0.0,275,Palmeiras,naves,,11,Kaiky Marques Naves,5.89,6,False,Naves,34,0.0,Naves,3.69,3,,1.0,17.0,17.0,,1.0,1.0,,,,,,5.0,,,,,,,
539,115248,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_LO4nXCP.png,6.7,280,Bragantino,jhon-jhon,,15,Jhonatan dos Santos Rosa,6.57,7,True,Jhon Jhon,34,0.23,J. Jhon,4.16,4,2.0,2.0,27.0,10.0,5.0,3.0,9.0,1.0,1.0,,,,,,1.0,,,,,
540,115268,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,0.0,282,Atlético-MG,romulo,,8,Rômulo Helberte Pereira Junior,2.28,6,False,Rômulo,34,0.0,Rômulo,2.36,3,,2.0,13.0,9.0,,3.0,1.0,,1.0,,,1.0,,,,,,,,
541,115273,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,0.9,293,Athlético-PR,emersonn,,8,Emersonn Correia da Silva,2.17,6,True,Emersonn,34,0.03,Emersonn,1.85,5,,,8.0,5.0,2.0,3.0,4.0,,,1.0,,,,,,,,,,
542,115511,https://s.sde.globo.com/media/person_role/2024/07/21/photo_FORMATO_4OIbgLq.png,0.0,286,Juventude,yan-souto,,4,Yan da Cruz Souto,3.69,6,False,Yan Souto,34,0.0,Y. Souto,3.33,3,,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
543,115524,,0.0,356,Fortaleza,iarley,,0,Iarley Gilberto de Barros Leal,1.0,6,False,Iarley,34,0.0,Iarley,0.0,5,,,,,,,,,,,,,,,,,,,,
544,115537,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_aXHJ3Hz.png,0.0,293,Athlético-PR,marcos-victor,,1,Marcos Victor Ferreira da Silva,2.66,6,False,Marcos Victor,34,0.0,M. Victor,0.0,3,,1.0,,,,,,,,,,,,,,,,,,
545,115594,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_OfzIXTE.png,0.0,280,Bragantino,marcos-paulo,,0,Marcos Paulo Lima Batista Silva,1.0,6,False,Marcos Paulo,34,0.0,M. Paulo,0.0,2,,,,,,,,,,,,,,,,,,,,
546,115671,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,0.0,284,Grêmio,mila,,0,Lucas Eduardo Müller - Milla,3.0,6,False,Mila,34,0.0,Mila,0.0,4,,,,,,,,,,,,,,,,,,,,
547,115672,,0.0,288,Criciúma,hiago,,0,Hiago Accinelli da Roza,1.0,6,False,Hiago,34,0.0,Hiago,0.0,2,,,,,,,,,,,,,,,,,,,,
548,115674,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,0.0,282,Atlético-MG,gabriel-delfim,,1,Gabriel Delfim Ferreira,2.15,6,False,Gabriel Delfim,34,0.0,G. Delfim,1.0,1,,,,,,,,,,,,,,,,,2.0,1.0,,
549,115914,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,2.0,262,Flamengo,evertton-araujo,,11,Everton Gustavo Fernandes Araújo,3.2,3,True,Evertton Araújo,34,0.32,E. Araújo,2.03,4,,3.0,9.0,7.0,4.0,1.0,6.0,,1.0,,,,,,,,,,,
550,115915,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,0.0,266,Fluminense,lele,,0,Leanderson da Silva Genésio,4.0,5,False,Lelê,34,0.0,Lelê,0.0,5,,,,,,,,,,,,,,,,,,,,
551,115986,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,2.6,1371,Cuiabá,denilson,,26,Denilson Alves Borges,2.94,7,True,Denilson,34,0.1,Denilson,1.75,4,1.0,6.0,28.0,27.0,5.0,8.0,20.0,,,,,,,1.0,,,,,,
552,116012,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,11.2,262,Flamengo,matheus-goncalves,,11,Matheus Gonçalves Martins,5.94,6,True,Matheus Gonçalves,34,1.52,M. Gonçalves,3.51,4,,1.0,12.0,10.0,5.0,4.0,6.0,,2.0,,,,,,,,,,,
553,116056,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,1.2,287,Vitória,ze-hugo,,26,José Hugo Sousa dos Santos,3.67,6,True,Zé Hugo,34,0.08,Z. Hugo,2.04,5,2.0,2.0,15.0,11.0,3.0,3.0,15.0,3.0,1.0,1.0,,,,,,,,,,
554,116065,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,5.0,263,Botafogo,cuiabano,,24,Luís Eduardo Soares da Silva,9.34,6,True,Cuiabano,34,-0.13,Cuiabano,6.73,2,3.0,4.0,38.0,32.0,8.0,8.0,29.0,1.0,4.0,,,,10.0,1.0,,,,,,
555,116067,,0.0,284,Grêmio,thiago-beltrame,,0,Thiago Beltrame Stallbaum,1.0,6,False,Thiago Beltrame,34,0.0,T. Beltrame,0.0,1,,,,,,,,,,,,,,,,,,,,
556,116137,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,0.0,276,São Paulo,joao-moreira,,3,João Moreira Sanmartin Souza,6.84,6,False,João Moreira,34,0.0,J. Moreira,5.53,2,,,4.0,3.0,1.0,,3.0,,,,,,2.0,,,,,,,
557,116447,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,0.0,356,Fortaleza,hercules,,26,Hércules Pereira do Nascimento,4.95,7,False,Hércules,34,0.0,Hércules,2.78,4,1.0,5.0,31.0,37.0,3.0,8.0,9.0,2.0,4.0,1.0,,2.0,,,,,,,,
558,116655,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,2.2,293,Athlético-PR,di-yorio,,19,Lucas Gabriel Di Yorio,3.87,6,True,Di Yorio,34,0.18,D. Yorio,2.1,5,,1.0,4.0,10.0,4.0,7.0,10.0,1.0,3.0,2.0,1.0,,,,1.0,,,,,
559,116937,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,0.0,288,Criciúma,kaua-moroso,,0,Kauã Inacio Moroso,1.0,6,False,Kauã Moroso,34,0.0,K. Moroso,0.0,1,,,,,,,,,,,,,,,,,,,,
560,116939,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,0.0,288,Criciúma,guilherme-silva,,0,Guilherme Silva,1.0,6,False,Guilherme Silva,34,0.0,G. Silva,0.0,2,,,,,,,,,,,,,,,,,,,,
561,116994,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_KbhAMte.png,0.0,288,Criciúma,popo,,6,Werik Silva Pinto,0.66,6,False,Popó,34,0.0,Popó,-0.3,5,,,1.0,4.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,
562,117061,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,0.0,1371,Cuiabá,gabriel,,4,Gabriel Knesowitsch,2.63,6,False,Gabriel,34,0.0,Gabriel,1.97,3,,1.0,2.0,,,,3.0,,,,,,1.0,,,,,,,
563,117314,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,0.0,280,Bragantino,thiago-borbas,,19,Thiago Nicolás Borbas Silva,3.63,6,False,Thiago Borbas,34,0.0,T. Borbas,0.94,5,,3.0,5.0,20.0,6.0,2.0,9.0,,1.0,1.0,,,,,,,,,,
564,117339,,0.0,265,Bahia,gabriel-souza,,0,Gabriel Gonçalves de Souza,1.0,6,False,Gabriel Souza,34,0.0,G. Souza,0.0,1,,,,,,,,,,,,,,,,,,,,
565,117343,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,0.0,263,Botafogo,kawan,,0,Kawan Thomaz Reis de Moraes,1.0,6,False,Kawan,34,0.0,Kawan,0.0,3,,,,,,,,,,,,,,,,,,,,
566,117350,,0.0,283,Cruzeiro,jhosefer,,1,Jhosefer Raphael Januário,1.12,6,False,Jhosefer,34,0.0,Jhosefer,0.6,5,,,1.0,2.0,,,,,,,,,,,,,,,,
567,117404,,0.0,283,Cruzeiro,otavio,,0,Otávio Eleodoro Rezende Costa,1.0,6,False,Otávio,34,0.0,Otávio,0.0,1,,,,,,,,,,,,,,,,,,,,
568,117459,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,0.0,264,Corinthians,leo-mana,,5,Leonardo Mana Hernandes,1.11,6,False,Léo Maná,34,0.0,L. Maná,0.24,2,,1.0,3.0,3.0,,,1.0,,,,,,,1.0,,,,,,
569,117579,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,0.0,276,São Paulo,galoppo,,13,Giuliano Galoppo,3.89,6,False,Galoppo,34,0.0,Galoppo,1.25,4,,2.0,7.0,8.0,4.0,5.0,7.0,,,,,,,,,,,,,
570,117622,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,2.4,373,Atlético-GO,alejo-cruz,,30,Alejo Cruz Techera,2.81,7,True,Alejo Cruz,34,0.21,A. Cruz,1.69,5,1.0,4.0,23.0,15.0,6.0,9.0,25.0,,,1.0,,,,,,,,,,
571,117632,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,1.0,264,Corinthians,garro,,32,Rodrigo Garro,9.13,7,True,Garro,34,-1.44,Garro,7.01,4,9.0,8.0,42.0,35.0,20.0,17.0,104.0,1.0,7.0,4.0,,,,1.0,,,,,,
572,117818,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,0.0,276,São Paulo,young,,0,Young Navarro Moraes,0.64,6,False,Young,34,0.0,Young,-1.0,1,,1.0,,,,,,,,,,,,,,,,,,
573,117842,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,0.0,283,Cruzeiro,vitinho,,17,Vitor Hugo Amorim de Assis,2.44,6,False,Vitinho,34,0.0,Vitinho,1.42,4,,1.0,5.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,,
574,117849,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,0.0,264,Corinthians,giovane,,11,Giovane Santana do Nascimento,2.89,6,False,Giovane,34,0.0,Giovane,2.22,5,,1.0,,6.0,4.0,7.0,6.0,2.0,1.0,2.0,,,,,,,,,,
575,117910,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,1.8,264,Corinthians,breno-bidon,,25,Breno de Souza Bidon,3.24,7,True,Breno Bidon,34,0.08,B. Bidon,2.02,4,,5.0,30.0,28.0,8.0,4.0,31.0,,,1.0,,,,,,,,,,
576,118090,,0.0,262,Flamengo,iago,,0,Iago Teodoro da Silva Nogueira,1.0,6,False,Iago,34,0.0,Iago,0.0,3,,,,,,,,,,,,,,,,,,,,
577,118175,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,0.0,280,Bragantino,nathan-camargo,,0,Nathan Camargo dos Santos,3.0,6,False,Nathan Camargo,34,0.0,N. Camargo,0.0,4,,,,,,,,,,,,,,,,,,,,
578,118181,https://s.sde.globo.com/media/person_role/2022/05/16/2cac4df92578f2317dc3afe8d728b472_FORMATO.png,3.15,373,Atlético-GO,anderson-gomes,,7,Anderson Leal Gomes,7.25,7,True,Anderson Gomes,34,-0.36,A. Gomes,4.75,6,,,,,,,,,,,,,,,,,,,1.0,
579,118238,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,0.0,284,Grêmio,ronald,,9,Ronald Cardoso Falkoski,1.73,6,False,Ronald,34,0.0,Ronald,0.1,4,,,1.0,1.0,,,,,,,,,,,,,,,,
580,118293,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,0.0,283,Cruzeiro,pedrao,,0,Pedro Henrique Franklim da Silva,2.0,6,False,Pedrão,34,0.0,Pedrão,0.0,3,,,,,,,,,,,,,,,,,,,,
581,118305,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,0.0,288,Criciúma,eliedson,,2,Eliédson Pereira de Souza,2.13,6,False,Eliédson,34,0.0,Eliédson,-0.15,4,,,,1.0,,,,,,,,,,,,,,,,
582,118368,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_87JlQEr.png,3.27,1371,Cuiabá,bernardo-franco,,10,Bernardo Franco Junior,6.91,7,True,Bernardo Franco,34,-0.2,B. Franco,4.13,6,,,,,,,,,,,,,,,,,,,2.0,
583,118490,,0.0,288,Criciúma,jackson,,0,Jackson Henrique Marcelino Crispim,1.0,6,False,Jackson,34,0.0,Jackson,0.0,3,,,,,,,,,,,,,,,,,,,,
584,118501,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,0.0,262,Flamengo,ze-welinton,,0,José Welinton Campos Menezes,1.0,6,False,Zé Welinton,34,0.0,Z. Welinton,0.0,2,,,,,,,,,,,,,,,,,,,,
585,118563,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,0.0,276,São Paulo,rodriguinho,,3,Rodrigo Huendra Almeida Mendonça,3.28,6,False,Rodriguinho,34,0.0,Rodriguinho,2.77,4,,,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
586,118745,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,0.0,1371,Cuiabá,eliel,,15,Eliel Chrytian Pereira Silva,3.58,6,False,Eliel,34,0.0,Eliel,1.69,5,,1.0,6.0,3.0,2.0,4.0,13.0,,1.0,1.0,,,,,,,,,,
587,118752,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,2.2,267,Vasco,mateus-carvalho,,28,Mateus Carvalho dos Santos,5.68,3,True,Mateus Carvalho,34,0.12,M. Carvalho,3.4,4,1.0,9.0,63.0,38.0,5.0,3.0,27.0,,2.0,2.0,,1.0,,,,,,,,
588,118775,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_UT1KNbY.png,0.8,283,Cruzeiro,lautaro-diaz,,13,Lautaro Ariel Díaz,4.81,6,True,Lautaro Díaz,34,0.01,L. Díaz,1.91,5,,1.0,10.0,8.0,3.0,4.0,3.0,,1.0,1.0,,,,,,,,,,
589,118802,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8JgPovx.png,0.0,266,Fluminense,victor-hugo,,4,Victor Hugo Ramos de Souza,1.08,6,False,Victor Hugo,34,0.0,V. Hugo,-0.13,4,,1.0,1.0,4.0,,,1.0,,,,,,,,,,,,,
590,120397,https://s.sde.globo.com/media/person_role/2024/09/24/photo_FORMATO_NPW1OXm.png,9.4,293,Athlético-PR,lucho-gonzalez,,7,Luis Oscar González,9.72,7,True,Lucho González,34,1.19,L. González,5.53,6,,,,,,,,,,,,,,,,,,,2.0,
591,120433,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EwfDXbc.png,0.0,293,Athlético-PR,leo-derik,,0,Leonardo Derik Dias Gonçalves,2.0,6,False,Léo Derik,34,0.0,L. Derik,0.0,2,,,,,,,,,,,,,,,,,,,,
592,120856,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_BnMztX7.png,1.2,280,Bragantino,arthur-sousa,,7,Arthur Sousa Araújo,0.99,6,True,Arthur Sousa,34,0.2,A. Sousa,0.02,5,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,
593,121220,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,0.0,280,Bragantino,dija,,0,Diego Kauan Silva Santos,1.0,6,False,Dija,34,0.0,Dija,0.0,2,,,,,,,,,,,,,,,,,,,,
594,121237,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,0.0,356,Fortaleza,kauan,,3,Kauan Rodrigues da Silva,1.87,6,False,Kauan,34,0.0,Kauan,0.73,4,,,1.0,,,,2.0,,,,,,,,,,,,,
595,121263,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_2WJ0Lb4.png,0.0,1371,Cuiabá,gabryel-freitas,,0,Gabryel Vinícius Araújo Freitas,1.0,6,False,Gabryel Freitas,34,0.0,G. Freitas,0.0,5,,,,,,,,,,,,,,,,,,,,
