,atletas.atleta_id,atletas.foto,atletas.pontos_num,atletas.clube_id,atletas.clube.id.full.name,atletas.slug,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.nome,atletas.preco_num,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,CV,SG,PC,PS,GC,DE,GS,V,DP
162,86757,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,0.0,262,Flamengo,everton,,10,Everton Sousa Soares,6.98,5,False,Everton,34,0.0,Everton,4.72,5,2.0,1.0,11.0,6.0,8.0,8.0,6.0,,1.0,2.0,,,,,,,,,,
163,86766,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,0.0,356,Fortaleza,matheus-rossetto,,17,Matheus Rossetto,2.84,7,False,Matheus Rossetto,34,0.0,M. Rossetto,1.67,4,,3.0,25.0,14.0,,1.0,10.0,,,,,,,,,,,,,
164,86777,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,0.0,263,Botafogo,danilo-barbosa,,24,Danilo Barbosa da Silva,6.25,6,False,Danilo Barbosa,34,0.0,D. Barbosa,3.34,4,2.0,4.0,35.0,18.0,1.0,5.0,15.0,,3.0,,,,,,1.0,,,,,
165,86859,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,0.0,356,Fortaleza,jose-welison,,18,José Welison da Silva,3.61,6,False,José Welison,34,0.0,J. Welison,1.66,4,1.0,1.0,23.0,10.0,,3.0,4.0,,,,,1.0,,,,,,,,
166,87008,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,5.0,267,Vasco,leo-jardim,,33,Leonardo César Jardim,6.62,7,True,Léo Jardim,34,0.29,L. Jardim,3.39,1,,,,,,,1.0,,,,,,6.0,,,,131.0,50.0,,
167,87009,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,0.0,284,Grêmio,nathan,,8,Nathan Allan de Souza,3.42,6,False,Nathan,34,0.0,Nathan,1.3,4,,1.0,5.0,3.0,2.0,2.0,5.0,,,2.0,,,,,,,,,,
168,87225,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,-0.3,280,Bragantino,pedro-henrique,,22,Pedro Henrique Ribeiro Gonçalves,5.24,7,True,Pedro Henrique,34,-0.88,P. Henrique,2.99,3,,3.0,29.0,17.0,1.0,1.0,13.0,,1.0,2.0,,,5.0,2.0,,,,,,
169,87228,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,0.0,282,Atlético-MG,guilherme-arana,,15,Guilherme Antonio Arana Lopes,10.2,6,False,Guilherme Arana,34,0.0,G. Arana,4.92,2,1.0,4.0,23.0,12.0,8.0,8.0,10.0,,1.0,2.0,,,4.0,,,,,,,
170,87242,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,0.0,265,Bahia,carlos-de-pena,,27,Carlos María de Pena Bonino,2.5,6,False,Carlos de Pena,34,0.0,C. Pena,1.13,4,3.0,4.0,9.0,9.0,2.0,7.0,7.0,,,,,,,,,,,,,
171,87258,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,1.5,284,Grêmio,soteldo,,18,Yeferson Julio Soteldo Martínez,8.99,7,True,Soteldo,34,-1.19,Soteldo,4.85,5,2.0,1.0,8.0,4.0,5.0,4.0,30.0,2.0,5.0,3.0,,,,,,,,,,
172,87342,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,0.0,284,Grêmio,kannemann,,13,Walter Kannemann,4.46,5,False,Kannemann,34,0.0,Kannemann,2.79,3,2.0,7.0,17.0,22.0,1.0,3.0,10.0,,,,,1.0,3.0,1.0,,,,,,
173,87391,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,0.9,288,Criciúma,allano,,22,Allano Brendon de Souza Lima,4.07,7,True,Allano,34,-1.51,Allano,3.36,5,2.0,6.0,28.0,31.0,8.0,9.0,43.0,2.0,1.0,7.0,,2.0,,,,,,,,
174,87470,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,1.5,265,Bahia,thaciano,,30,Thaciano Mickael da Silva,6.24,7,True,Thaciano,34,-0.37,Thaciano,3.67,4,2.0,5.0,21.0,19.0,8.0,24.0,16.0,1.0,6.0,23.0,,,,,,,,,,
175,87603,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,0.0,1371,Cuiabá,mateus-pasinato,,0,Mateus Pasinato,2.59,6,False,Mateus Pasinato,34,0.0,M. Pasinato,-1.0,1,,1.0,,,,,,,,,,,,,,,,,,
176,87660,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,0.6,267,Vasco,galdames,,17,Pablo Ignacio Galdames Millán,4.34,7,True,Galdames,34,-0.35,Galdames,2.04,4,2.0,4.0,22.0,31.0,4.0,3.0,9.0,,,1.0,,,,,,,,,,
177,87747,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,0.0,265,Bahia,yago-felipe,,7,Yago Felipe da Costa Rocha,1.83,6,False,Yago Felipe,34,0.0,Y. Felipe,0.16,4,,2.0,3.0,6.0,,1.0,1.0,,,,,,,,,,,,,
178,87808,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,0.0,373,Atlético-GO,philipe-sampaio,,1,Philipe Sampaio Azevedo,3.84,6,False,Philipe Sampaio,34,0.0,P. Sampaio,0.7,3,,,,1.0,,,2.0,,,,,,,,,,,,,
179,87853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,0.0,282,Atlético-MG,mauricio-lemos,,7,Paolo Mauricio Lemos Merladett,9.13,6,False,Mauricio Lemos,34,0.0,M. Lemos,2.43,3,,3.0,5.0,10.0,,2.0,1.0,,,1.0,,,3.0,,,,,,,
180,87863,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,0.0,262,Flamengo,arrascaeta,,15,Giorgian Daniel de Arrascaeta Benedetti,15.07,5,False,Arrascaeta,34,0.0,Arrascaeta,7.26,4,5.0,3.0,14.0,11.0,7.0,9.0,28.0,1.0,5.0,2.0,,,,,1.0,,,,,
181,87999,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,0.0,282,Atlético-MG,gustavo-scarpa,,26,Gustavo Henrique Furtado Scarpa,10.1,7,False,Gustavo Scarpa,34,0.0,G. Scarpa,5.37,4,5.0,3.0,26.0,10.0,17.0,22.0,33.0,2.0,4.0,4.0,,1.0,,,,,,,,
182,88033,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,0.5,1371,Cuiabá,alan-empereur,,23,Alan Pereira Empereur,3.34,2,True,Alan Empereur,34,-0.65,A. Empereur,2.43,3,1.0,6.0,14.0,9.0,2.0,4.0,14.0,,,,,,6.0,,,,,,,
183,88136,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,0.0,285,Internacional,ivan,,0,Ivan Quaresma da Silva,3.0,5,False,Ivan,34,0.0,Ivan,0.0,1,,,,,,,,,,,,,,,,,,,,
184,88312,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,0.0,282,Atlético-MG,junior-alonso,,9,Júnior Osmar Ignacio Alonso Mujica,7.01,7,False,Junior Alonso,34,0.0,J. Alonso,3.72,3,,2.0,11.0,13.0,,4.0,,,1.0,,,,3.0,,,,,,,
185,88323,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,0.0,264,Corinthians,angel-romero,,24,Ángel Rodrigo Romero Villamayor,5.78,7,False,Ángel Romero,34,0.0,Ã. Romero,3.67,5,,6.0,18.0,17.0,9.0,16.0,36.0,,5.0,7.0,1.0,,,,1.0,,,,,
186,88393,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,2.5,262,Flamengo,ayrton-lucas,,28,Ayrton Lucas Dantas de Medeiros,7.57,2,True,Ayrton Lucas,34,-0.66,A. Lucas,4.49,2,2.0,3.0,31.0,20.0,4.0,14.0,30.0,2.0,2.0,,,,7.0,1.0,,,,,,
187,88479,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,1.3,283,Cruzeiro,walace,,10,Walace Souza Silva,4.05,7,True,Walace,34,0.18,Walace,1.07,4,,2.0,8.0,9.0,1.0,2.0,6.0,,,,,,,,,,,,,
188,89048,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,0.0,264,Corinthians,hector-hernandez,,3,Héctor José Hernández Marrero,3.66,5,False,Héctor Hernández,34,0.0,H. Hernández,0.6,5,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
189,89224,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,0.0,288,Criciúma,barreto,,24,Gustavo Bonatto Barreto,5.15,2,False,Barreto,34,0.0,Barreto,3.1,4,1.0,3.0,40.0,40.0,3.0,4.0,24.0,1.0,2.0,1.0,,,,1.0,,,,,,
190,89256,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,0.0,262,Flamengo,gerson,,28,Gerson Santos da Silva,8.59,7,False,Gerson,34,0.0,Gerson,5.02,4,7.0,1.0,33.0,25.0,11.0,13.0,53.0,,3.0,4.0,,,,,1.0,,,,,
191,89273,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,2.2,284,Grêmio,joao-pedro,,25,João Pedro Maturano dos Santos,5.47,7,True,João Pedro,34,0.25,J. Pedro,3.33,2,2.0,3.0,23.0,10.0,4.0,10.0,10.0,2.0,,1.0,,,6.0,2.0,,,,,,
192,89275,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,0.0,283,Cruzeiro,william,,29,Willian de Asevedo Furtado,11.44,7,False,William,34,0.0,William,7.32,2,3.0,7.0,75.0,36.0,9.0,20.0,17.0,,5.0,,,,10.0,,,,,,,
193,89368,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,10.9,284,Grêmio,braithwaite,,10,Martin Christensen Braithwaite,13.82,7,True,Braithwaite,34,0.86,Braithwaite,7.68,5,2.0,1.0,4.0,16.0,5.0,7.0,11.0,2.0,6.0,3.0,,,,,,1.0,,,,
194,89467,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,4.1,286,Juventude,erick,,27,Erick Samuel Correa Farias,4.92,2,True,Erick,34,0.47,Erick,2.88,5,1.0,1.0,25.0,9.0,11.0,7.0,8.0,,3.0,4.0,,,,,,,,,,
195,89493,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,4.9,282,Atlético-MG,igor-rabello,,14,Igor Rabello da Costa,5.51,3,True,Igor Rabello,34,0.25,I. Rabello,2.09,3,,3.0,12.0,11.0,1.0,2.0,5.0,,,1.0,,1.0,4.0,1.0,,,,,,
196,89637,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,0.0,285,Internacional,thiago-maia,,20,Thiago Maia Alencar,5.04,7,False,Thiago Maia,34,0.0,T. Maia,3.07,4,4.0,4.0,29.0,22.0,2.0,6.0,8.0,,1.0,1.0,,,,2.0,,,,,,
197,89840,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,0.0,276,São Paulo,calleri,,27,Jonathan Calleri,9.51,7,False,Calleri,34,0.0,Calleri,4.05,5,4.0,6.0,11.0,36.0,9.0,14.0,47.0,3.0,5.0,26.0,,,,,1.0,,,,,
198,89846,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,0.5,284,Grêmio,cristaldo,,27,Franco Cristaldo,8.21,6,True,Cristaldo,34,-0.31,Cristaldo,4.27,4,2.0,1.0,24.0,11.0,10.0,12.0,31.0,1.0,5.0,3.0,,,,,1.0,,,,,
199,89883,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,3.8,284,Grêmio,dodi,,25,Douglas Moreira Fagundes,3.75,7,True,Dodi,34,0.11,Dodi,2.17,4,1.0,6.0,36.0,25.0,2.0,4.0,28.0,,,,,,,,,,,,,
200,90061,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,0.0,356,Fortaleza,bruno-pacheco,,19,Bruno de Jesus Pacheco,8.14,6,False,Bruno Pacheco,34,0.0,B. Pacheco,4.12,2,1.0,4.0,25.0,13.0,1.0,4.0,18.0,,1.0,,,,6.0,,,,,,,
201,90285,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,5.3,262,Flamengo,bruno-henrique,,23,Bruno Henrique Pinto,8.77,6,True,Bruno Henrique,34,-0.02,B. Henrique,5.03,5,1.0,6.0,29.0,38.0,12.0,10.0,47.0,2.0,5.0,5.0,,,,,2.0,,,,,
202,90302,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,0.0,288,Criciúma,pedro-rocha,,7,Pedro Rocha Neves,3.84,6,True,Pedro Rocha,34,-0.47,P. Rocha,1.84,5,1.0,,4.0,1.0,2.0,,2.0,,,,,,,,,,,,,
203,90303,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,5.0,280,Bragantino,lincoln,,22,Lincoln Henrique Oliveira dos Santos,6.07,7,True,Lincoln,34,0.82,Lincoln,3.18,4,1.0,4.0,18.0,13.0,3.0,10.0,31.0,,3.0,,,,,,,,,,,
204,90309,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,0.0,267,Vasco,david,,23,David Correa da Fonseca,7.19,5,False,David,34,0.0,David,3.88,5,3.0,5.0,24.0,24.0,3.0,18.0,23.0,,4.0,9.0,,1.0,,,,,,,,
205,90449,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,0.0,265,Bahia,rezende,,17,Júlio César de Rezende Miranda,3.7,6,False,Rezende,34,0.0,Rezende,1.39,4,,3.0,16.0,12.0,,2.0,13.0,1.0,,,,,,,,,,,,
206,90540,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,0.0,286,Juventude,diego-goncalves,,5,Diego Gonçalves,3.01,2,False,Diego Gonçalves,34,0.0,D. Gonçalves,1.16,5,,,3.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,,
207,90588,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,0.0,286,Juventude,caique,,16,Caique de Jesus Gonçalves,4.32,5,False,Caíque,34,0.0,Caíque,2.84,4,,5.0,35.0,17.0,,2.0,26.0,,,,,,,1.0,,,,,,
208,90590,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,0.0,286,Juventude,mateus-claus,,5,Mateus Eduardo Claus,3.29,6,False,Mateus Claus,34,0.0,M. Claus,2.3,1,,3.0,,,,,1.0,,,,,,,,,,24.0,10.0,,
209,90634,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,-1.0,1371,Cuiabá,lucas-mineiro,,25,Lucas da Silva Izidoro,2.2,6,True,Lucas Mineiro,34,-0.26,L. Mineiro,1.12,4,,6.0,29.0,45.0,,4.0,19.0,,,1.0,,,,,,,,,,
210,90703,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,10.7,287,Vitória,matheuzinho,,30,Matheus Martins Fogaça de Paulo,9.74,7,True,Matheuzinho,34,1.12,Matheuzinho,5.94,4,6.0,5.0,36.0,21.0,16.0,20.0,75.0,1.0,5.0,4.0,,,,,1.0,,,,,
211,90715,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,4.5,373,Atlético-GO,luiz-fernando,,28,Luiz Fernando Moraes dos Santos,8.22,7,True,Luiz Fernando,34,-0.22,L. Fernando,4.62,5,,7.0,28.0,24.0,14.0,28.0,49.0,,6.0,9.0,,,,,,,,1.0,,
212,90768,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,1.8,262,Flamengo,fabricio-bruno,,24,Fabrício Bruno Soares de Faria,4.63,3,True,Fabrício Bruno,34,-0.35,F. Bruno,2.29,3,,4.0,17.0,6.0,2.0,6.0,10.0,,1.0,,,,4.0,,,,,,,
213,90917,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,4.9,287,Vitória,carlos-eduardo,,14,Carlos Eduardo Ferreira de Souza,5.01,7,True,Carlos Eduardo,34,0.39,C. Eduardo,3.08,5,1.0,2.0,18.0,11.0,4.0,11.0,18.0,,,7.0,,,,1.0,1.0,,,,,
214,90943,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,0.2,286,Juventude,ze-marcos,,19,José Marcos Alves Luis,2.59,7,True,Zé Marcos,34,0.06,Z. Marcos,1.47,3,,7.0,15.0,14.0,1.0,3.0,21.0,,,,,1.0,2.0,,,,,,,
215,90947,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,0.0,356,Fortaleza,cardona,,15,Tomás Cardona,5.73,6,False,Cardona,34,0.0,Cardona,3.69,3,,3.0,21.0,22.0,1.0,2.0,4.0,,,1.0,,,7.0,,,,,,,
216,91101,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,10.0,373,Atlético-GO,ronaldo,,26,Ronaldo de Oliveira Strada,5.58,7,True,Ronaldo,34,-0.06,Ronaldo,3.6,1,1.0,3.0,,2.0,,,4.0,,,,,1.0,6.0,,,,86.0,37.0,,2.0
217,91151,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,0.0,287,Vitória,everaldo,,13,Everaldo Silva do Nascimento,3.53,6,False,Everaldo,34,0.0,Everaldo,1.85,5,,3.0,5.0,13.0,1.0,1.0,14.0,,2.0,,,,,,,,,,,
218,91190,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,0.0,287,Vitória,pk,,11,Ítaro Patric Cardoso Calmon,3.31,6,False,PK,34,0.0,PK,2.44,2,1.0,,10.0,7.0,1.0,3.0,3.0,,,2.0,,1.0,2.0,,,,,,,
219,91473,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,1.5,262,Flamengo,erick-pulgar,,19,Erick Antonio Pulgar Farfán,3.85,7,True,Erick Pulgar,34,0.07,E. Pulgar,2.02,4,,4.0,32.0,29.0,2.0,3.0,10.0,1.0,,,,,,,,,,,,
220,91509,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,0.0,286,Juventude,rodrigo-sam,,12,Rodrigo Eduardo da Silva,4.3,6,False,Rodrigo Sam,34,0.0,R. Sam,3.0,3,,4.0,16.0,13.0,,1.0,8.0,,1.0,1.0,,1.0,3.0,,,,,,,
221,91573,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,0.0,276,São Paulo,arboleda,,26,Robert Abel Arboleda Escobar,7.75,2,False,Arboleda,34,0.0,Arboleda,4.21,3,,3.0,35.0,18.0,2.0,5.0,11.0,1.0,2.0,2.0,,,9.0,,,,,,,
222,91607,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,6.3,275,Palmeiras,rony,,31,Ronielson da Silva Barbosa,6.93,2,True,Rony,34,0.72,Rony,3.18,5,1.0,4.0,19.0,21.0,18.0,18.0,29.0,,4.0,16.0,,,,,,,,,,
223,91627,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,0.0,286,Juventude,dudu-vieira,,4,Carlos Eduardo de Souza Vieira,3.3,6,False,Dudu Vieira,34,0.0,D. Vieira,2.12,4,,,6.0,3.0,1.0,,2.0,,,,,,,,,,,,,
224,91664,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,0.0,263,Botafogo,adryelson,,3,Adryelson Shawann Lima Silva,8.83,7,False,Adryelson,34,0.0,Adryelson,5.3,3,,,2.0,1.0,,1.0,,1.0,,,,,2.0,,,,,,,
225,91706,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,0.0,283,Cruzeiro,marlon,,24,Marlon Rodrigues Xavier,7.34,7,False,Marlon,34,0.0,Marlon,3.05,2,,2.0,36.0,28.0,2.0,4.0,12.0,,,,,2.0,7.0,,,,,,,
226,91772,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,0.2,265,Bahia,david-duarte,,3,David de Duarte Macedo,5.61,6,True,David Duarte,34,-0.54,D. Duarte,3.3,3,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,
227,91866,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,-0.9,283,Cruzeiro,ze-ivaldo,,25,José Ivaldo Almeida Silva,4.93,6,True,Zé Ivaldo,34,-0.19,Z. Ivaldo,3.44,3,,8.0,21.0,25.0,9.0,13.0,17.0,,1.0,3.0,,,8.0,1.0,,,,,,
228,91908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,1.0,284,Grêmio,pavon,,16,Cristian David Pavón,6.11,6,True,Pavón,34,0.02,Pavón,2.88,5,2.0,3.0,10.0,10.0,9.0,10.0,7.0,,1.0,1.0,,,,,,,,,,
229,92075,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,6.14,264,Corinthians,ramon-diaz,,22,Ramón Ángel Díaz,8.79,7,True,Ramón Díaz,34,0.15,R. Díaz,5.53,6,,,,,,,,,,,,,,,,,,,10.0,
230,92087,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,5.6,282,Atlético-MG,lyanco,,8,Lyanco Evangelista Silveira Neves Vojnovic,6.79,2,True,Lyanco,34,0.68,Lyanco,3.18,3,,3.0,14.0,15.0,,4.0,2.0,,,1.0,,1.0,3.0,,,,,,,
231,92146,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,0.0,1371,Cuiabá,andre-luis,,17,Andre Luis da Costa Alfredo,2.2,6,False,André Luís,34,0.0,A. Luís,0.77,5,,2.0,4.0,8.0,3.0,3.0,14.0,,,2.0,,,,,,,,,,
232,92149,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,0.0,285,Internacional,alario,,13,Lucas Nicolás Alario,2.27,6,False,Alario,34,0.0,Alario,0.2,5,,4.0,1.0,14.0,2.0,9.0,4.0,,,9.0,,,,1.0,,,,,,
233,92207,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,0.0,284,Grêmio,caique,,4,Caíque Luiz Santos da Purificação,3.71,6,False,Caíque,34,0.0,Caíque,1.5,1,,1.0,,,,,,,,,,,,,,,13.0,6.0,,
234,92237,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,-0.6,284,Grêmio,rodrigo-ely,,18,Rodrigo Ely,4.96,7,True,Rodrigo Ely,34,-0.8,R. Ely,3.76,3,,5.0,20.0,13.0,6.0,7.0,10.0,1.0,1.0,1.0,,,5.0,1.0,,,,,,
235,92440,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,6.1,264,Corinthians,andre-ramalho,,14,André Ramalho Silva,6.12,7,True,André Ramalho,34,0.15,A. Ramalho,2.64,3,1.0,4.0,16.0,15.0,1.0,2.0,5.0,,,1.0,,1.0,4.0,1.0,,,,,,
236,92496,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,0.0,280,Bragantino,raul,,24,Raul Lô Gonçalves,2.68,6,True,Raul,34,-0.17,Raul,2.26,4,1.0,2.0,33.0,19.0,2.0,5.0,12.0,,1.0,,,,,,,1.0,,,,
237,92696,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,0.0,356,Fortaleza,renato-kayzer,,26,Renato Kayzer de Souza,6.43,6,False,Renato Kayzer,34,0.0,R. Kayzer,3.51,5,1.0,2.0,15.0,31.0,8.0,13.0,24.0,1.0,6.0,8.0,,1.0,,,,,,,,
238,92708,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,0.7,282,Atlético-MG,deyverson,,13,Deyverson Brum Silva Acosta,5.78,2,True,Deyverson,34,-0.27,Deyverson,2.47,5,1.0,3.0,2.0,11.0,5.0,5.0,18.0,,2.0,9.0,1.0,,,,1.0,,,,,
239,92811,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,0.0,275,Palmeiras,bruno-rodrigues,,0,Bruno Rafael Rodrigues do Nascimento,5.0,5,False,Bruno Rodrigues,34,0.0,B. Rodrigues,0.0,5,,,,,,,,,,,,,,,,,,,,
240,92854,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,2.3,285,Internacional,borre,,16,Rafael Santos Borré Maury,10.97,7,True,Borré,34,-0.31,Borré,6.35,5,2.0,3.0,19.0,28.0,12.0,18.0,11.0,1.0,6.0,9.0,1.0,,,,,,,,,
241,92981,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,1.2,286,Juventude,ronaldo,,8,Ronaldo da Silva Souza,8.1,7,True,Ronaldo,34,-0.74,Ronaldo,5.35,4,2.0,1.0,14.0,16.0,1.0,2.0,6.0,,2.0,,,,,,,,,,,
242,93108,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,5.0,283,Cruzeiro,mateus-vital,,16,Mateus da Silva Vital Assumpção,4.11,6,True,Mateus Vital,34,0.68,M. Vital,1.7,4,1.0,,2.0,1.0,2.0,4.0,13.0,,1.0,,,,,,,,,,,
243,93478,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,1.2,285,Internacional,wanderson,,17,Wanderson Maciel Sousa Campos,4.64,6,True,Wanderson,34,-0.02,Wanderson,1.69,5,,2.0,10.0,12.0,5.0,4.0,10.0,,1.0,2.0,,,,,,,,,,
244,93637,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,5.7,373,Atlético-GO,bruno-tubarao,,19,Bruno Nunes de Barros,4.61,7,True,Bruno Tubarão,34,-0.15,B. Tubarão,2.92,2,,2.0,20.0,13.0,4.0,4.0,13.0,1.0,,1.0,,,4.0,,,,,,,
245,93702,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,0.0,286,Juventude,gabriel-inocencio,,14,Gabriel de Souza Inocêncio,4.4,6,True,Gabriel Inocêncio,34,-0.25,G. Inocêncio,3.22,2,,2.0,19.0,19.0,1.0,3.0,15.0,,,2.0,,,4.0,1.0,,,,,,
