,atletas.clube.id.full.name,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido,atletas.entrou_em_campo,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.media_num,atletas.atleta_id,atletas.slug,atletas.nome,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.pontos_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,SG,DE,GS,V,PS,GC,PP,DP
414,Vitória,3,,6,Edu,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,Edu,-0.8,2.28,105842,edu,Lucas Eduardo Ribeiro de Souza,287,3.81,31,6,-0.3,,1.0,,4.0,2.0,,,1.0,,,,,2.0,,,,,,,
415,Athlético-PR,3,,6,Belezi,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,Belezi,0.0,2.8,105844,belezi,Lucas Belezi Barbosa,293,2.84,31,1,0.0,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
416,Corinthians,4,,6,Matheus Araújo,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,M. Araújo,0.0,0.43,105845,matheus-araujo,Matheus de Araújo Andrade,264,2.76,31,4,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,
417,Internacional,4,,6,Rômulo,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,Rômulo,-0.4,2.05,105911,romulo,Rômulo Zanre Zwarg,285,3.41,31,19,0.4,,2.0,,30.0,27.0,1.0,2.0,14.0,1.0,,,,,,,,,,,
418,Internacional,1,,7,Rochet,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,Rochet,-1.3,3.45,105949,rochet,Sergio Ramón Rochet Álvarez,285,5.6,31,18,1.5,,3.0,,,,,,6.0,,,,,5.0,52.0,15.0,,,,,
419,Juventude,2,,6,Ewerthon,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,Ewerthon,-0.2,3.17,106082,ewerthon,Ewerthon Diógenes da Silva,286,5.12,31,16,0.5,1.0,,,10.0,2.0,5.0,8.0,8.0,,1.0,1.0,,2.0,,,,,,,
420,Vitória,6,,7,Thiago Carpini,True,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,T. Carpini,-0.12,4.63,106147,thiago-carpini,Thiago Carpini Barbosa,287,8.0,31,27,4.94,,,,,,,,,,,,,,,,10.0,,,,
421,Bragantino,1,,6,Lucão,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,Lucão,0.0,2.13,106160,lucao,Lucas Alexandre Galdino de Azevedo,280,3.36,31,8,0.0,,1.0,,,,,,,,,,,1.0,22.0,9.0,,,,,
422,Internacional,4,,7,Bruno Gomes,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,B. Gomes,-0.15,3.1,106202,bruno-gomes,Bruno Gomes da Silva Clevelário,285,4.05,31,19,1.7,1.0,1.0,,28.0,18.0,2.0,5.0,22.0,,1.0,,,,,,,1.0,,,
423,São Paulo,4,,7,Marcos Antônio,True,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,M. Antônio,-0.07,0.86,106294,marcos-antonio,Marcos Antônio Silva Santos,276,3.85,31,7,0.6,,,,4.0,6.0,,,6.0,,,,,,,,,,,,
424,Bahia,4,,7,Caio Alexandre,True,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,C. Alexandre,0.52,2.15,106323,caio-alexandre,Caio Alexandre Souza e Silva,265,5.0,31,27,2.4,,5.0,,31.0,34.0,2.0,6.0,39.0,1.0,1.0,2.0,1.0,,,,,,,,
425,Cruzeiro,2,,6,Wesley Gasolina,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,W. Gasolina,0.11,2.87,106327,wesley-gasolina,Wesley David de Oliveira Andrade,283,3.8,31,3,1.9,,,,2.0,1.0,,,3.0,,,,,1.0,,,,,,,
426,Criciúma,5,,5,Jhonata Robert,False,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,J. Robert,0.0,3.2,106371,jhonata-robert,Jhonata Robert Alves da Silva,288,3.47,31,2,0.0,,,,2.0,,1.0,1.0,4.0,,,,,,,,,,,,
427,Bragantino,3,,7,Eduardo Santos,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,E. Santos,-0.49,2.89,106434,eduardo-santos,Eduardo Gonzaga Mendes Santos,280,4.17,31,17,0.6,,3.0,,19.0,5.0,1.0,3.0,8.0,,1.0,,,3.0,,,,,,,
428,Cruzeiro,3,,7,Villalba,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,Villalba,0.0,3.17,106593,villalba,Lucas Hernán Villalba,283,4.9,31,17,0.0,,1.0,,12.0,12.0,,1.0,6.0,,,1.0,,8.0,,,,,,,
429,Botafogo,5,,6,Carlos Alberto,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,C. Alberto,0.0,2.66,106704,carlos-alberto,Carlos Alberto Gomes da Silva Filho,263,5.14,31,7,0.0,,,,5.0,3.0,2.0,2.0,3.0,,1.0,,,,,,,,,,
430,São Paulo,4,,6,Rodrigo Nestor,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,R. Nestor,0.0,1.21,106822,rodrigo-nestor,Rodrigo Nestor Bertalia,276,3.7,31,21,0.0,2.0,3.0,1.0,6.0,11.0,8.0,4.0,8.0,,,4.0,,,,,,1.0,,,
431,São Paulo,2,,7,Welington,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,Welington,0.0,4.18,106824,welington,Welington Damascena Santos,276,7.73,31,22,0.0,1.0,6.0,,34.0,22.0,2.0,6.0,25.0,,,,1.0,8.0,,,,,,,
432,São Paulo,2,,5,Patryck,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,Patryck,0.0,3.13,106829,patryck,Patryck Lanza dos Reis,276,3.87,31,7,0.0,,1.0,,10.0,6.0,,1.0,4.0,,,1.0,,2.0,,,,,,,
433,Athlético-PR,3,,6,Luan Patrick,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,L. Patrick,0.0,0.0,106835,luan-patrick,Luan Patrick Wiedthauper,293,5.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
434,Athlético-PR,2,,7,Fernando,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,Fernando,0.0,2.23,106950,fernando,Fernando Augusto Pereira Bueno Júnior,293,4.34,31,10,0.0,1.0,2.0,1.0,9.0,9.0,,1.0,7.0,,,,,2.0,,,,,,,
435,Vitória,1,,6,Yuri Sena,False,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,Y. Sena,0.0,0.0,107075,yuri-sena,Yuri Sena dos Reis Batista,287,1.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
436,Vitória,4,,6,Gabriel Santiago,False,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,G. Santiago,0.0,0.0,107078,gabriel-santiago,Gabriel Santiago Oliveira,287,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
437,Bahia,2,,7,Luciano Juba,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,L. Juba,0.32,4.54,107093,luciano-juba,Luciano Batista da Silva Júnior,265,6.64,31,28,3.6,1.0,2.0,,36.0,6.0,4.0,4.0,11.0,,3.0,1.0,,9.0,,,,,,,
438,Palmeiras,4,,7,Richard Ríos,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,R. Ríos,-1.55,4.4,107111,richard-rios,Richard Ríos Montoya,275,7.35,31,18,2.6,3.0,5.0,,28.0,29.0,3.0,8.0,25.0,2.0,2.0,1.0,,,,,,,,,
439,Botafogo,5,,6,Jeffinho,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,Jeffinho,0.0,3.92,107170,jeffinho,Jefferson Ruan Pereira dos Santos,263,6.73,31,6,0.0,1.0,2.0,,3.0,7.0,4.0,4.0,6.0,,1.0,,,,,,,,,,
440,Criciúma,4,,6,Patrick de Paula,False,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,P. Paula,0.0,2.03,107172,patrick-de-paula,Patrick de Paula Carreiro,288,3.27,31,7,0.0,,2.0,,9.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,
441,São Paulo,4,,5,Michel Araújo,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,M. Araújo,0.0,1.83,107173,michel-araujo,Michel Daryl Araújo Villar,276,4.3,31,18,0.0,1.0,4.0,,19.0,15.0,3.0,4.0,14.0,,,,,,,,,,,,
442,Internacional,4,,6,Bruno Tabata,True,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,B. Tabata,1.99,4.35,107174,bruno-tabata,Bruno Vinícius Souza Ramos,285,7.37,31,6,10.9,2.0,,,2.0,4.0,3.0,1.0,5.0,,1.0,,,,,,,,,,
443,Corinthians,1,,6,Matheus Donelli,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,M. Donelli,0.0,3.43,107179,matheus-donelli,Matheus Planelles Donelli,264,4.59,31,7,0.0,,,,,,,,,,,,,,29.0,12.0,,,,,1.0
444,Athlético-PR,1,,6,Léo Linck,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,L. Linck,0.0,2.03,107183,leo-linck,Leonardo Matias Baiersdorf Linck,293,3.63,31,14,0.0,,1.0,1.0,,,,,1.0,,,,,1.0,48.0,21.0,,,,,
445,Athlético-PR,2,,6,Leonardo Ataíde,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,L. Ataíde,0.0,0.0,107191,leonardo-ataide,Leonardo Ataíde de Oliveira Siqueira,293,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
446,Cuiabá,4,,6,Max,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,Max,0.52,1.75,107203,max,Max Alves da Silva,1371,2.86,31,17,2.0,,2.0,,10.0,5.0,4.0,11.0,9.0,1.0,,,,,,,,,,,
447,Fortaleza,1,,6,Magrão,False,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,Magrão,0.0,0.0,107221,magrao,Audenirton Soares da Silva,356,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
448,Palmeiras,2,,6,Vanderlan,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,Vanderlan,0.0,4.02,107236,vanderlan,Vanderlan Barbosa da Silva,275,6.82,31,20,0.0,2.0,,,18.0,15.0,,3.0,4.0,,,,1.0,10.0,,,,,,,
449,Juventude,5,,6,Marcelinho,True,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,Marcelinho,0.15,3.56,107238,marcelinho,Marcelo José de Lima Filho,286,4.87,31,18,2.2,3.0,2.0,,7.0,5.0,7.0,9.0,26.0,,2.0,5.0,,,,,,,,,
450,Athlético-PR,4,,6,Zé Vitor,False,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,Z. Vitor,0.0,0.35,107256,ze-vitor,Jose Vitor Silva Neves,293,1.52,31,9,0.0,,2.0,,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,
451,Atlético-GO,5,,6,Thayllon,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,Thayllon,0.0,0.0,107664,thayllon,Thayllon Lopes Medeiros,373,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
452,Internacional,2,,6,Nathan,False,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,Nathan,0.0,-0.3,107676,nathan,Nathan Santos de Araújo,285,2.55,31,1,0.0,,,,,1.0,,,,,,,,,,,,,,,
453,Criciúma,5,,6,Eduardo Melo,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,E. Melo,0.0,0.0,107700,eduardo-melo,Eduardo de Queiroz Melo,288,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
454,Atlético-GO,1,,6,Emerson Júnior,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,E. Júnior,0.0,0.0,107740,emerson-junior,Emerson Fabiano Kerber Júnior,373,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
455,Athlético-PR,4,,6,Praxedes,False,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,Praxedes,0.0,1.18,107744,praxedes,Bruno Conceição Praxedes,293,3.15,31,11,0.0,,2.0,,9.0,11.0,2.0,2.0,7.0,,,,,,,,,,,,
456,Bahia,1,,6,Adriel,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,Adriel,0.0,0.0,107748,adriel,Adriel Vasconcelos Ramos,265,4.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
457,Juventude,6,,6,Fábio Matias,False,https://s.sde.globo.com/media/person_role/2024/06/12/photo_FORMATO.png,F. Matias,0.0,0.0,107771,fabio-matias,Fábio Henrique Matias,286,6.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
458,Cruzeiro,4,,6,Fernando Henrique,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_7OiYeRo.png,F. Henrique,0.0,0.0,107800,fernando-henrique,Fernando Henrique do Nascimento Pereira,283,4.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
459,Grêmio,3,,6,Natã,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,Natã,0.0,3.09,107801,nata,Natã Felipe de Amorim Santos,284,4.06,31,11,0.0,,1.0,,7.0,2.0,1.0,,2.0,,,,,5.0,,,,,,,
460,Vitória,1,,6,Fintelman,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,Fintelman,0.0,0.0,107859,fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,287,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
461,São Paulo,4,,6,Bobadilla,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,Bobadilla,0.0,2.35,107873,bobadilla,Damián Josué Bobadilla Benítez,276,3.99,31,17,0.0,,3.0,,24.0,24.0,1.0,6.0,2.0,2.0,1.0,,,,,,,,,,
462,Corinthians,2,,6,Hugo,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,Hugo,0.0,4.18,107908,hugo,Hugo Ferreira de Farias,264,6.75,31,23,0.0,4.0,2.0,,38.0,36.0,1.0,9.0,10.0,2.0,,1.0,1.0,5.0,,,,,,,
463,Atlético-MG,4,,6,Fausto Vera,False,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_Nu8Wc03.png,F. Vera,0.0,3.79,107950,fausto-vera,Fausto Mariano Vera,282,6.56,31,18,0.0,,,,23.0,21.0,8.0,17.0,9.0,1.0,2.0,,,,,,,,,,
464,Cuiabá,5,,7,Isidro Pitta,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,I. Pitta,0.11,2.77,108133,isidro-pitta,Isidro Miguel Pitta Saldívar,1371,4.73,31,25,1.3,,4.0,,4.0,25.0,16.0,18.0,23.0,1.0,4.0,22.0,,,,,,2.0,,1.0,
465,Botafogo,4,,7,Almada,True,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_Hm0Qmc9.png,Almada,-0.11,1.97,108358,almada,Thiago Ezequiel Almada,263,6.41,31,10,1.0,,,,3.0,2.0,4.0,3.0,11.0,,1.0,,,,,,,,,1.0,
466,Grêmio,5,,6,Aravena,True,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_fKAXShu.png,Aravena,0.64,2.97,108548,aravena,Alexander Ernesto Aravena Guzmán,284,4.22,31,9,6.5,2.0,,,,1.0,3.0,2.0,8.0,,1.0,2.0,,,,,,,,,
467,Athlético-PR,5,,6,Arriagada,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,Arriagada,0.0,0.0,108624,arriagada,Luciano Daniel Arriagada García,293,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
468,Flamengo,4,,7,Alcaraz,True,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_mwFvf2J.png,Alcaraz,-1.24,5.33,108670,alcaraz,Carlos Jonás Alcaráz,262,8.02,31,6,-0.4,1.0,1.0,1.0,10.0,6.0,2.0,3.0,4.0,2.0,1.0,,,,,,,,,,
469,Juventude,5,,6,David,False,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,David,0.0,0.85,108752,david,David da Hora da Conceição,286,2.84,31,2,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,
470,Flamengo,5,,7,Plata,True,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_vozSOzp.png,Plata,1.56,2.04,109096,plata,Gonzalo Jordy Plata Jiménez,262,5.93,31,5,9.2,,,,2.0,7.0,,2.0,1.0,,1.0,2.0,,,,,,,,,
471,Botafogo,5,,6,Matheus Nascimento,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,M. Nascimento,0.0,1.7,109114,matheus-nascimento,Matheus Nascimento de Paula,263,2.16,31,1,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,
472,Botafogo,5,,7,Luiz Henrique,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,L. Henrique,0.17,5.64,109282,luiz-henrique,Luiz Henrique André Rosa da Silva,263,10.58,31,29,2.9,3.0,4.0,,45.0,28.0,12.0,22.0,49.0,,6.0,8.0,,,,,,3.0,,,
473,Fortaleza,4,,6,Calebe,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,Calebe,-0.71,0.15,109461,calebe,Calebe Gonçalves Ferreira da Silva,356,4.25,31,4,-0.3,,1.0,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,
474,Fluminense,4,,6,Martinelli,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,Martinelli,0.84,2.75,109573,martinelli,Matheus Martinelli Lima,266,6.38,31,25,11.1,2.0,6.0,,37.0,33.0,1.0,3.0,19.0,,2.0,,,,,,,1.0,,,
475,Botafogo,2,,6,Hugo,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,Hugo,0.0,4.55,109668,hugo,Hugo Gonçalves Ferreira Neto,263,7.47,31,9,0.0,1.0,,,12.0,6.0,,1.0,7.0,,,,1.0,4.0,,,,,,,
476,Grêmio,4,,6,Monsalve,True,https://s.sde.globo.com/media/person_role/2024/08/05/photo_FORMATO_HikzJDy.png,Monsalve,0.1,4.88,109966,monsalve,Miguel Ángel Monsalve Gonzáles - González,284,7.68,31,10,1.9,1.0,,1.0,8.0,10.0,2.0,6.0,18.0,,3.0,,,,,,,,,,
477,Bragantino,4,,6,João Neto,False,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_sgZqIl3.png,J. Neto,0.0,0.0,110062,joao-neto,João Roberto Rota Neto,280,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
478,Palmeiras,5,,6,Lázaro,False,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,Lázaro,0.0,2.93,110193,lazaro,Lázaro Vinicius Marques,275,5.02,31,17,0.0,,,,4.0,9.0,10.0,13.0,13.0,1.0,2.0,1.0,,,,,,,,,
479,Fortaleza,3,,6,Jhonatan,False,,Jhonatan,0.0,0.0,110208,jhonatan,Jhonatan Paulo da Silva,356,1.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
480,Corinthians,2,,5,Palacios,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,Palacios,0.0,0.0,110260,palacios,Diego José Palacios Espinoza,264,5.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
481,Corinthians,4,,7,José Martínez,False,https://s.sde.globo.com/media/person_role/2024/08/26/photo_220x220_jzQXggE.png,J. Martínez,0.0,1.95,110311,jose-martinez,José Andrés Martínez Torres,264,3.94,31,6,0.0,,3.0,,13.0,9.0,,1.0,4.0,,,,1.0,,,,,,,,
482,Internacional,2,,7,Bernabéi,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,Bernabéi,1.4,7.58,110426,bernabei,Alexandro Ezequiel Bernabéi,285,9.95,31,12,18.8,2.0,2.0,,27.0,24.0,4.0,5.0,12.0,1.0,3.0,1.0,,3.0,,,,1.0,,,
483,Palmeiras,6,,7,Abel Ferreira,True,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,A. Ferreira,-0.57,6.36,110506,abel-ferreira,Abel Fernando Moreira Ferreira,275,11.29,31,31,3.35,,,,,,,,,,,,,,,,18.0,,,,
484,Internacional,2,,6,Aguirre,False,https://s.sde.globo.com/media/person_role/2024/09/07/photo_FORMATO_JMSY4Ia.png,Aguirre,0.0,0.0,110510,aguirre,Braian Aguirre Nahuel,285,5.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
485,Palmeiras,1,,6,Mateus,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,Mateus,0.0,0.0,110624,mateus,Mateus Oliveira Mendes,275,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
486,Fortaleza,5,,6,Machuca,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,Machuca,0.0,1.53,110667,machuca,Imanol Machuca,356,3.62,31,13,0.0,1.0,,,1.0,4.0,2.0,2.0,6.0,,1.0,,,,,,,,,,
487,Athlético-PR,2,,6,Esquivel,True,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,Esquivel,0.17,4.85,110668,esquivel,Lucas Ángel Esquivel,293,8.6,31,25,7.6,4.0,3.0,1.0,50.0,25.0,4.0,7.0,19.0,,,,,7.0,,,,,,,
488,Athlético-PR,1,,7,Mycael,True,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,Mycael,1.04,2.7,110698,mycael,Mycael Pontes Moreira,293,3.8,31,10,5.0,,,1.0,,,,,,,,,,2.0,28.0,11.0,,,,,
489,Atlético-GO,1,,7,Pedro Rangel,False,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,P. Rangel,0.0,2.37,110708,pedro-rangel,Pedro Felipe de Faria Rangel,373,3.93,31,6,0.0,,3.0,,1.0,,,,,,,,,1.0,22.0,12.0,,,,,
490,Bragantino,2,,7,Andrés Hurtado,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,A. Hurtado,0.0,2.12,110715,andres-hurtado,José Andrés Hurtado Cheme,280,4.14,31,10,0.0,,1.0,,7.0,8.0,2.0,3.0,3.0,,,1.0,,2.0,,,,,,,
491,Atlético-MG,2,,7,Rubens,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Dq6NxJq.png,Rubens,0.45,5.14,110727,rubens,Rubens Antônio Dias,282,7.25,31,11,8.3,1.0,2.0,,28.0,7.0,,7.0,10.0,1.0,,6.0,1.0,2.0,,,,,,,
492,Fluminense,5,,6,John Kennedy,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,J. Kennedy,0.0,0.98,110759,john-kennedy,John Kennedy Batista de Souza,266,4.14,31,18,0.0,,,,4.0,12.0,4.0,5.0,16.0,,,3.0,,,,,,,,,
493,Bahia,5,,6,Biel,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,Biel,0.0,4.58,110760,biel,Gabriel Teixeira Aragão,265,8.76,31,19,0.0,4.0,3.0,,11.0,6.0,5.0,8.0,17.0,2.0,4.0,3.0,,,,,,,,,
494,Bragantino,2,,6,Guilherme Lopes,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,G. Lopes,0.0,2.72,110909,guilherme-lopes,Guilherme Lopes de Almeida,280,4.34,31,10,0.0,1.0,1.0,,13.0,6.0,,3.0,4.0,,,1.0,,1.0,,,,,,,
495,Vitória,4,,3,Léo Naldi,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,L. Naldi,-0.39,2.25,111005,leo-naldi,Leonardo Naldi de Matos,287,3.88,31,17,-1.3,,6.0,,32.0,21.0,2.0,3.0,15.0,,,,,,,,,,,,
496,Palmeiras,4,,6,Rômulo,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,Rômulo,0.0,1.15,111166,romulo,Rômulo Azevedo Simão,275,3.66,31,8,0.0,,,,5.0,4.0,,3.0,4.0,,,,,,,,,,,,
497,Atlético-GO,3,,7,Alix Vinicius,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,A. Vinicius,0.0,1.05,111246,alix-vinicius,Alix Vinicius de Souza Sampaio,373,1.97,31,17,0.0,,2.0,2.0,14.0,17.0,3.0,6.0,4.0,,,2.0,,2.0,,,,,2.0,,
498,Grêmio,3,,5,Gustavo Martins,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,G. Martins,0.0,3.04,111309,gustavo-martins,Gustavo Martins de Souza Santos,284,5.4,31,17,0.0,,1.0,1.0,13.0,16.0,2.0,2.0,6.0,,2.0,1.0,,5.0,,,,,1.0,,
499,Juventude,4,,6,Kelvi Gomes,False,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO.png,K. Gomes,0.0,0.0,111332,kelvi-gomes,Kelvi Chiesa Gomes,286,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
500,Cruzeiro,3,,6,Weverton,False,,Weverton,0.0,0.0,111392,weverton,Weverton Silva de Andrade,283,1.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
501,Juventude,4,,2,Luis Mandaca,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,L. Mandaca,-0.72,2.46,111407,luis-mandaca,Luis Gustavo da Silva Machado Duarte,286,3.51,31,22,-0.4,,4.0,,14.0,16.0,6.0,9.0,12.0,1.0,3.0,1.0,1.0,,,,,,,,
502,Internacional,3,,6,Victor Gabriel,False,https://s.sde.globo.com/media/person_role/2024/09/29/photo_FORMATO_vkbd91B.png,V. Gabriel,0.0,0.0,111466,victor-gabriel,Victor Gabriel da Conceição Ribeiro,285,1.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
