,atletas.clube.id.full.name,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido,atletas.entrou_em_campo,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.media_num,atletas.atleta_id,atletas.slug,atletas.nome,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.pontos_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,SG,DE,GS,V,PS,GC,PP,DP
160,Criciúma,3,,7,Rodrigo,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,Rodrigo,0.5,3.75,86684,rodrigo,Rodrigo Fagundes de Freitas,288,5.52,31,23,3.8,1.0,6.0,,40.0,24.0,2.0,3.0,10.0,1.0,2.0,2.0,2.0,4.0,,,,,,,
161,Botafogo,4,,6,Tchê Tchê,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,T. Tchê,0.0,0.95,86686,tche-tche,Danilo das Neves Pinheiro,263,2.98,31,26,0.0,,2.0,1.0,13.0,14.0,5.0,6.0,15.0,,,,,,,,,,,,
162,Criciúma,2,,6,Jonathan,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,Jonathan,0.07,1.76,86713,jonathan,Jonathan Francisco Lemos,288,3.19,31,13,0.8,,1.0,,15.0,7.0,1.0,1.0,2.0,,,,,1.0,,,,,,,
163,Flamengo,5,,5,Everton,False,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,Everton,0.0,4.72,86757,everton,Everton Sousa Soares,262,6.98,31,10,0.0,2.0,1.0,,11.0,6.0,8.0,8.0,6.0,,1.0,2.0,,,,,,,,,
164,Fortaleza,4,,7,Matheus Rossetto,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,M. Rossetto,-0.1,1.88,86766,matheus-rossetto,Matheus Rossetto,356,3.12,31,15,1.2,,2.0,,24.0,11.0,,1.0,8.0,,,,,,,,,,,,
165,Botafogo,4,,6,Danilo Barbosa,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,D. Barbosa,0.0,3.34,86777,danilo-barbosa,Danilo Barbosa da Silva,263,6.25,31,24,0.0,2.0,4.0,,35.0,18.0,1.0,5.0,15.0,,3.0,,,,,,,1.0,,,
166,Fortaleza,4,,6,José Welison,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,J. Welison,0.04,1.78,86859,jose-welison,José Welison da Silva,356,3.93,31,17,1.2,1.0,1.0,1.0,23.0,9.0,,3.0,4.0,,,,,,,,,,,,
167,Vasco,1,,7,Léo Jardim,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,L. Jardim,0.29,3.5,87008,leo-jardim,Leonardo César Jardim,267,6.5,31,30,3.0,,,,,,,,1.0,,,,,6.0,117.0,43.0,,,,,
168,Grêmio,4,,6,Nathan,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,Nathan,0.0,1.3,87009,nathan,Nathan Allan de Souza,284,3.42,31,8,0.0,,1.0,,5.0,3.0,2.0,2.0,5.0,,,2.0,,,,,,,,,
169,Bragantino,3,,7,Pedro Henrique,True,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,P. Henrique,0.2,2.72,87225,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,280,5.59,31,19,3.3,,3.0,,26.0,15.0,1.0,,12.0,,1.0,2.0,2.0,3.0,,,,,,,
170,Atlético-MG,2,,6,Guilherme Arana,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,G. Arana,0.0,5.12,87228,guilherme-arana,Guilherme Antonio Arana Lopes,282,10.19,31,14,0.0,1.0,4.0,,22.0,11.0,7.0,8.0,10.0,,1.0,2.0,,4.0,,,,,,,
171,Bahia,4,,6,Carlos de Pena,False,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,C. Pena,0.0,1.2,87242,carlos-de-pena,Carlos María de Pena Bonino,265,2.47,31,25,0.0,3.0,4.0,,9.0,8.0,2.0,6.0,7.0,,,,,,,,,,,,
172,Grêmio,5,,6,Soteldo,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,Soteldo,1.34,5.05,87258,soteldo,Yeferson Julio Soteldo Martínez,284,10.18,31,17,9.6,2.0,1.0,,8.0,4.0,5.0,4.0,27.0,2.0,5.0,3.0,,,,,,,,,
173,Grêmio,3,,6,Kannemann,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,Kannemann,0.0,2.79,87342,kannemann,Walter Kannemann,284,4.46,31,13,0.0,2.0,7.0,1.0,17.0,22.0,1.0,3.0,10.0,,,,1.0,3.0,,,,,,,
174,Criciúma,5,,6,Allano,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,Allano,0.0,2.96,87391,allano,Allano Brendon de Souza Lima,288,4.09,31,19,0.0,2.0,6.0,2.0,23.0,28.0,8.0,8.0,35.0,2.0,,4.0,,,,,,,,,
175,Bahia,4,,3,Thaciano,True,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,Thaciano,0.0,3.72,87470,thaciano,Thaciano Mickael da Silva,265,6.37,31,28,1.9,2.0,5.0,,17.0,18.0,8.0,24.0,13.0,1.0,6.0,21.0,,,,,,,,,
176,Cuiabá,1,,6,Mateus Pasinato,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,M. Pasinato,0.0,-1.0,87603,mateus-pasinato,Mateus Pasinato,1371,2.59,31,0,0.0,,1.0,,,,,,,,,,,,,,,,,,
177,Vasco,4,,6,Galdames,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,Galdames,0.82,2.22,87660,galdames,Pablo Ignacio Galdames Millán,267,5.21,31,14,6.1,2.0,4.0,,19.0,27.0,3.0,3.0,9.0,,,1.0,,,,,,,,,
178,Bahia,4,,6,Yago Felipe,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,Y. Felipe,0.0,0.16,87747,yago-felipe,Yago Felipe da Costa Rocha,265,1.83,31,7,0.0,,2.0,,3.0,6.0,,1.0,1.0,,,,,,,,,,,,
179,Atlético-GO,3,,6,Philipe Sampaio,False,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,P. Sampaio,0.0,0.7,87808,philipe-sampaio,Philipe Sampaio Azevedo,373,3.84,31,1,0.0,,,,,1.0,,,2.0,,,,,,,,,,,,
180,Atlético-MG,3,,6,Mauricio Lemos,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,M. Lemos,-0.28,2.43,87853,mauricio-lemos,Paolo Mauricio Lemos Merladett,282,9.13,31,7,1.1,,3.0,,5.0,10.0,,2.0,1.0,,,1.0,,3.0,,,,,,,
181,Flamengo,4,,6,Arrascaeta,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,Arrascaeta,2.57,7.26,87863,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,262,15.07,31,15,17.4,5.0,3.0,,14.0,11.0,7.0,9.0,28.0,1.0,5.0,2.0,,,,,,1.0,,,
182,Atlético-MG,4,,3,Gustavo Scarpa,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,G. Scarpa,-0.32,5.37,87999,gustavo-scarpa,Gustavo Henrique Furtado Scarpa,282,10.1,31,26,-3.0,5.0,3.0,1.0,26.0,10.0,17.0,22.0,33.0,2.0,4.0,4.0,,,,,,,,,
183,Cuiabá,3,,6,Alan Empereur,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,A. Empereur,0.0,2.52,88033,alan-empereur,Alan Pereira Empereur,1371,3.99,31,22,0.0,1.0,6.0,,14.0,9.0,2.0,4.0,13.0,,,,,6.0,,,,,,,
184,Internacional,1,,5,Ivan,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,Ivan,0.0,0.0,88136,ivan,Ivan Quaresma da Silva,285,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
185,Atlético-MG,3,,6,Junior Alonso,False,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,J. Alonso,0.0,3.72,88312,junior-alonso,Júnior Osmar Ignacio Alonso Mujica,282,7.01,31,9,0.0,,2.0,,11.0,13.0,,4.0,,,1.0,,,3.0,,,,,,,
186,Corinthians,5,,6,Ángel Romero,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,Ã. Romero,-0.08,3.94,88323,angel-romero,Ángel Rodrigo Romero Villamayor,264,6.25,31,22,1.5,,6.0,,17.0,14.0,9.0,15.0,35.0,,5.0,7.0,,,,,,1.0,,1.0,
187,Flamengo,2,,7,Ayrton Lucas,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,A. Lucas,0.03,4.43,88393,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,262,7.45,31,26,1.4,2.0,3.0,,28.0,19.0,4.0,12.0,29.0,2.0,2.0,,1.0,6.0,,,,,,,
188,Cruzeiro,4,,7,Walace,False,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,Walace,0.0,1.25,88479,walace,Walace Souza Silva,283,4.56,31,8,0.0,,2.0,,8.0,7.0,1.0,1.0,5.0,,,,,,,,,,,,
189,Corinthians,5,,5,Héctor Hernández,False,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,H. Hernández,0.0,0.6,89048,hector-hernandez,Héctor José Hernández Marrero,264,3.66,31,3,0.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,
190,Criciúma,4,,7,Barreto,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,Barreto,0.1,3.05,89224,barreto,Gustavo Bonatto Barreto,288,5.04,31,22,3.3,1.0,3.0,,35.0,38.0,3.0,4.0,20.0,1.0,2.0,1.0,1.0,,,,,,,,
191,Flamengo,4,,6,Gerson,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,Gerson,1.82,5.02,89256,gerson,Gerson Santos da Silva,262,8.59,31,28,15.1,7.0,1.0,,33.0,25.0,11.0,13.0,53.0,,3.0,4.0,,,,,,1.0,,,
192,Grêmio,2,,6,João Pedro,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,J. Pedro,-0.15,3.38,89273,joao-pedro,João Pedro Maturano dos Santos,284,5.22,31,24,-0.3,2.0,3.0,,22.0,9.0,4.0,9.0,9.0,2.0,,1.0,2.0,6.0,,,,,,,
193,Cruzeiro,2,,7,William,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,William,-0.42,7.53,89275,william,Willian de Asevedo Furtado,283,11.34,31,27,1.3,3.0,7.0,,70.0,34.0,8.0,17.0,17.0,,5.0,,,10.0,,,,,,,
194,Grêmio,5,,6,Braithwaite,True,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,Braithwaite,0.17,7.32,89368,braithwaite,Martin Christensen Braithwaite,284,12.96,31,9,4.6,2.0,1.0,,3.0,15.0,4.0,6.0,11.0,2.0,5.0,3.0,,,,,,,1.0,,
195,Juventude,5,,6,Erick,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,Erick,-0.17,2.91,89467,erick,Erick Samuel Correa Farias,286,4.46,31,25,0.0,1.0,1.0,,22.0,9.0,11.0,6.0,7.0,,3.0,4.0,,,,,,,,,
196,Atlético-MG,3,,7,Igor Rabello,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,I. Rabello,0.02,1.71,89493,igor-rabello,Igor Rabello da Costa,282,4.96,31,12,1.0,,2.0,1.0,8.0,9.0,1.0,2.0,4.0,,,1.0,1.0,3.0,,,,,,,
197,Internacional,4,,7,Thiago Maia,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,T. Maia,-0.79,3.05,89637,thiago-maia,Thiago Maia Alencar,285,4.41,31,19,-2.1,4.0,4.0,,27.0,21.0,2.0,5.0,7.0,,1.0,1.0,2.0,,,,,,,,
198,São Paulo,5,,7,Calleri,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,Calleri,0.07,4.18,89840,calleri,Jonathan Calleri,276,10.09,31,25,7.2,4.0,6.0,,11.0,34.0,9.0,13.0,43.0,2.0,5.0,22.0,,,,,,1.0,,,
199,Grêmio,4,,6,Cristaldo,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,Cristaldo,0.18,4.42,89846,cristaldo,Franco Cristaldo,284,8.52,31,26,1.7,2.0,1.0,,23.0,9.0,10.0,12.0,31.0,1.0,5.0,2.0,,,,,,1.0,,,
200,Grêmio,4,,3,Dodi,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,Dodi,0.0,2.1,89883,dodi,Douglas Moreira Fagundes,284,3.64,31,24,0.0,1.0,6.0,,33.0,24.0,2.0,4.0,27.0,,,,,,,,,,,,
201,Fortaleza,2,,7,Bruno Pacheco,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,B. Pacheco,0.0,3.87,90061,bruno-pacheco,Bruno de Jesus Pacheco,356,6.94,31,18,0.0,,3.0,,25.0,12.0,1.0,4.0,18.0,,1.0,,,5.0,,,,,,,
202,Flamengo,5,,6,Bruno Henrique,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,B. Henrique,0.0,4.97,90285,bruno-henrique,Bruno Henrique Pinto,262,8.62,31,21,0.0,,6.0,,28.0,35.0,12.0,8.0,44.0,1.0,5.0,4.0,,,,,,2.0,,,
203,Criciúma,5,,6,Pedro Rocha,False,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,P. Rocha,0.0,2.1,90302,pedro-rocha,Pedro Rocha Neves,288,4.21,31,5,0.0,1.0,,,4.0,1.0,,,2.0,,,,,,,,,,,,
204,Bragantino,4,,6,Lincoln,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,Lincoln,0.0,3.46,90303,lincoln,Lincoln Henrique Oliveira dos Santos,280,5.97,31,19,0.0,1.0,3.0,,16.0,9.0,3.0,7.0,28.0,,3.0,,,,,,,,,,
205,Vasco,5,,5,David,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,David,0.0,3.88,90309,david,David Correa da Fonseca,267,7.19,31,23,0.0,3.0,5.0,1.0,24.0,24.0,3.0,18.0,23.0,,4.0,9.0,,,,,,,,,
206,Bahia,4,,5,Rezende,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,Rezende,0.0,1.39,90449,rezende,Júlio César de Rezende Miranda,265,3.7,31,17,0.0,,3.0,,16.0,12.0,,2.0,13.0,1.0,,,,,,,,,,,
207,Juventude,5,,6,Diego Gonçalves,False,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,D. Gonçalves,0.0,1.25,90540,diego-goncalves,Diego Gonçalves,286,3.52,31,4,0.0,,,,3.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,
208,Juventude,4,,5,Caíque,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,Caíque,0.0,2.84,90588,caique,Caique de Jesus Gonçalves,286,4.32,31,16,0.0,,5.0,,35.0,17.0,,2.0,26.0,,,,1.0,,,,,,,,
209,Juventude,1,,7,Mateus Claus,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,M. Claus,0.0,2.3,90590,mateus-claus,Mateus Eduardo Claus,286,3.29,31,5,0.0,,3.0,,,,,,1.0,,,,,,24.0,10.0,,,,,
210,Cuiabá,4,,6,Lucas Mineiro,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,L. Mineiro,0.0,1.26,90634,lucas-mineiro,Lucas da Silva Izidoro,1371,2.23,31,22,0.0,,5.0,,29.0,44.0,,4.0,16.0,,,1.0,,,,,,,,,
211,Vitória,4,,7,Matheuzinho,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,Matheuzinho,-0.3,5.69,90703,matheuzinho,Matheus Martins Fogaça de Paulo,287,8.46,31,27,1.5,5.0,5.0,,33.0,21.0,15.0,17.0,66.0,1.0,4.0,4.0,,,,,,1.0,,,
212,Atlético-GO,5,,7,Luiz Fernando,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,L. Fernando,0.64,4.5,90715,luiz-fernando,Luiz Fernando Moraes dos Santos,373,8.28,31,25,5.0,,7.0,,23.0,24.0,9.0,25.0,44.0,,6.0,8.0,,,,1.0,,,,,
213,Flamengo,3,,7,Fabrício Bruno,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,F. Bruno,0.0,2.2,90768,fabricio-bruno,Fabrício Bruno Soares de Faria,262,4.68,31,22,0.0,,3.0,,16.0,5.0,2.0,4.0,10.0,,1.0,,,3.0,,,,,,,
214,Vitória,5,,7,Carlos Eduardo,True,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,C. Eduardo,-0.89,3.15,90917,carlos-eduardo,Carlos Eduardo Ferreira de Souza,287,4.5,31,11,0.5,1.0,1.0,,13.0,7.0,4.0,8.0,13.0,,,5.0,1.0,,,,,1.0,,,
215,Juventude,3,,7,Zé Marcos,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,Z. Marcos,-0.73,1.66,90943,ze-marcos,José Marcos Alves Luis,286,2.66,31,17,-0.3,,6.0,1.0,15.0,13.0,1.0,3.0,19.0,,,,,2.0,,,,,,,
216,Fortaleza,3,,6,Cardona,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,Cardona,0.0,3.69,90947,cardona,Tomás Cardona,356,5.73,31,15,0.0,,3.0,,21.0,22.0,1.0,2.0,4.0,,,1.0,,7.0,,,,,,,
217,Atlético-GO,1,,6,Ronaldo,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,Ronaldo,-0.71,2.67,91101,ronaldo,Ronaldo de Oliveira Strada,373,3.78,31,23,0.0,1.0,3.0,1.0,,2.0,,,4.0,,,,,4.0,69.0,35.0,,,,,1.0
218,Vitória,5,,7,Everaldo,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,Everaldo,-0.93,2.36,91151,everaldo,Everaldo Silva do Nascimento,287,4.16,31,11,0.7,,2.0,,5.0,10.0,1.0,1.0,14.0,,2.0,,,,,,,,,,
219,Vitória,2,,6,PK,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,PK,0.0,2.68,91190,pk,Ítaro Patric Cardoso Calmon,287,4.6,31,10,0.0,1.0,,1.0,10.0,7.0,1.0,3.0,3.0,,,2.0,,2.0,,,,,,,
220,Flamengo,4,,6,Erick Pulgar,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,E. Pulgar,0.37,2.12,91473,erick-pulgar,Erick Antonio Pulgar Farfán,262,4.27,31,17,4.1,,4.0,,31.0,27.0,2.0,2.0,8.0,1.0,,,,,,,,,,,
221,Juventude,3,,6,Rodrigo Sam,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,R. Sam,0.0,3.17,91509,rodrigo-sam,Rodrigo Eduardo da Silva,286,3.95,31,11,0.0,,4.0,1.0,15.0,13.0,,1.0,8.0,,1.0,,,3.0,,,,,,,
222,São Paulo,3,,7,Arboleda,True,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,Arboleda,0.2,4.13,91573,arboleda,Robert Abel Arboleda Escobar,276,7.21,31,25,1.4,,3.0,,34.0,18.0,2.0,5.0,11.0,1.0,2.0,2.0,,8.0,,,,,,,
223,Palmeiras,5,,6,Rony,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,Rony,-0.14,3.14,91607,rony,Ronielson da Silva Barbosa,275,6.19,31,29,0.0,1.0,4.0,,15.0,21.0,17.0,17.0,27.0,,4.0,13.0,,,,,,,,,
224,Juventude,4,,6,Dudu Vieira,False,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,D. Vieira,0.0,2.83,91627,dudu-vieira,Carlos Eduardo de Souza Vieira,286,4.05,31,3,0.0,,,,6.0,3.0,1.0,,2.0,,,,,,,,,,,,
225,Botafogo,3,,7,Adryelson,False,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,Adryelson,0.0,3.5,91664,adryelson,Adryelson Shawann Lima Silva,263,7.56,31,2,0.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,
226,Cruzeiro,2,,7,Marlon,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,Marlon,-0.21,3.2,91706,marlon,Marlon Rodrigues Xavier,283,7.47,31,22,0.0,,1.0,2.0,34.0,24.0,2.0,2.0,10.0,,,,,7.0,,,,,,,
227,Bahia,3,,6,David Duarte,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,D. Duarte,0.0,8.5,91772,david-duarte,David de Duarte Macedo,265,6.84,31,1,0.0,,,,,,,,1.0,,1.0,,,,,,,,,,
228,Cruzeiro,3,,6,Zé Ivaldo,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,Z. Ivaldo,-0.32,3.78,91866,ze-ivaldo,José Ivaldo Almeida Silva,283,5.15,31,23,-0.8,,8.0,,21.0,22.0,9.0,13.0,17.0,,1.0,3.0,1.0,8.0,,,,,,,
229,Grêmio,5,,6,Pavón,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,Pavón,-1.02,3.01,91908,pavon,Cristian David Pavón,284,6.09,31,15,-0.3,2.0,3.0,,10.0,9.0,9.0,9.0,6.0,,1.0,1.0,,,,,,,,,
230,Corinthians,6,,7,Ramón Díaz,True,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,R. Díaz,0.16,5.31,92075,ramon-diaz,Ramón Ángel Díaz,264,8.88,31,19,7.83,,,,,,,,,,,,,,,,7.0,,,,
231,Atlético-MG,3,,6,Lyanco,False,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,Lyanco,0.0,2.83,92087,lyanco,Lyanco Evangelista Silveira Neves Vojnovic,282,6.11,31,7,0.0,,2.0,1.0,13.0,14.0,,3.0,2.0,,,,,2.0,,,,,,,
232,Cuiabá,5,,6,André Luís,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,A. Luís,0.0,0.74,92146,andre-luis,Andre Luis da Costa Alfredo,1371,2.35,31,16,0.0,,2.0,,4.0,8.0,2.0,3.0,14.0,,,2.0,,,,,,,,,
233,Internacional,5,,6,Alario,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,Alario,0.0,0.2,92149,alario,Lucas Nicolás Alario,285,2.27,31,13,0.0,,4.0,,1.0,14.0,2.0,9.0,4.0,,,9.0,1.0,,,,,,,,
234,Grêmio,1,,6,Caíque,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,Caíque,0.0,1.5,92207,caique,Caíque Luiz Santos da Purificação,284,3.71,31,4,0.0,,1.0,,,,,,,,,,,,13.0,6.0,,,,,
235,Grêmio,3,,6,Rodrigo Ely,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,R. Ely,0.09,4.02,92237,rodrigo-ely,Rodrigo Ely,284,5.76,31,17,4.6,,5.0,,20.0,11.0,6.0,7.0,10.0,1.0,1.0,1.0,1.0,5.0,,,,,,,
236,Corinthians,3,,7,André Ramalho,True,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,A. Ramalho,1.11,2.05,92440,andre-ramalho,André Ramalho Silva,264,5.97,31,12,6.7,,3.0,1.0,13.0,14.0,1.0,2.0,5.0,,,1.0,1.0,3.0,,,,,,,
237,Bragantino,4,,6,Raul,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,Raul,-0.11,2.42,92496,raul,Raul Lô Gonçalves,280,2.91,31,22,1.2,1.0,1.0,,31.0,18.0,2.0,5.0,12.0,,1.0,,,,,,,,1.0,,
238,Fortaleza,5,,6,Renato Kayzer,True,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,R. Kayzer,-0.03,3.33,92696,renato-kayzer,Renato Kayzer de Souza,356,5.35,31,25,-0.3,1.0,2.0,1.0,15.0,31.0,8.0,13.0,24.0,1.0,5.0,8.0,,,,,,,,,
239,Atlético-MG,5,,6,Deyverson,False,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,Deyverson,0.0,2.66,92708,deyverson,Deyverson Brum Silva Acosta,282,6.19,31,11,0.0,1.0,2.0,,2.0,9.0,4.0,4.0,13.0,,2.0,9.0,,,,,,1.0,,1.0,
240,Palmeiras,5,,5,Bruno Rodrigues,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,B. Rodrigues,0.0,0.0,92811,bruno-rodrigues,Bruno Rafael Rodrigues do Nascimento,275,5.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
241,Internacional,5,,7,Borré,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,Borré,-0.7,6.8,92854,borre,Rafael Santos Borré Maury,285,11.53,31,14,4.1,2.0,3.0,,17.0,24.0,10.0,15.0,10.0,1.0,6.0,8.0,,,,,,,,1.0,
242,Juventude,4,,7,Ronaldo,True,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,Ronaldo,-2.2,7.22,92981,ronaldo,Ronaldo da Silva Souza,286,8.91,31,5,0.9,1.0,,,11.0,7.0,1.0,1.0,4.0,,2.0,,,,,,,,,,
243,Cruzeiro,4,,6,Mateus Vital,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,M. Vital,0.3,1.55,93108,mateus-vital,Mateus da Silva Vital Assumpção,283,3.75,31,14,2.2,,,,2.0,1.0,2.0,4.0,12.0,,1.0,,,,,,,,,,
244,Internacional,5,,6,Wanderson,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,Wanderson,0.0,1.75,93478,wanderson,Wanderson Maciel Sousa Campos,285,4.6,31,15,0.0,,2.0,,9.0,12.0,4.0,4.0,10.0,,1.0,2.0,,,,,,,,,
