,atletas.pontos_num,atletas.status_id,atletas.apelido_abreviado,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.atleta_id,CA,DE,DS,FS,GS,SG,FC,FD,FF,A,CV,FT,G,I,PC,V,PP,PS,DP,GC
84,0.0,6,V. Hugo,3.58,0.0,0.0,Vitor Hugo Franchescoli de Souza,vitor-hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,False,Bahia,,265,28,3,Vitor Hugo,1,72605,,,,,,,,,,,,,,,,,,,,
85,0.0,5,Fernandinho,6.77,0.0,3.38,Fernando Luiz Rosa,fernandinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,False,Athlético-PR,,293,28,4,Fernandinho,18,72775,6.0,,18.0,20.0,,,28.0,8.0,4.0,3.0,,,2.0,1.0,,,,,,
86,0.0,5,W. Ángel,2.78,0.0,1.86,Wílker José Ángel Romero,wilker-angel,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,False,Criciúma,,288,28,3,Wilker Ángel,10,72801,2.0,,7.0,4.0,,1.0,17.0,2.0,,,,,1.0,1.0,,,,,,
87,0.0,5,Mercado,4.98,0.0,3.15,Gabriel Iván Mercado,mercado,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,False,Internacional,,285,28,3,Mercado,14,72951,5.0,,9.0,3.0,,6.0,7.0,,1.0,,,,1.0,,,,,,,
88,3.3,7,S. Xavier,6.29,0.07,4.33,Samuel Xavier Brito,samuel-xavier,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,True,Fluminense,,266,28,2,Samuel Xavier,20,73384,3.0,,25.0,37.0,,6.0,25.0,4.0,5.0,2.0,,,,1.0,,,,,,
89,0.2,7,B. Alves,3.88,-1.02,2.36,Bruno Fabiano Alves,bruno-alves,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,True,Cuiabá,,1371,28,3,Bruno Alves,17,73620,1.0,,15.0,12.0,,3.0,11.0,3.0,2.0,,,,,,,,,,,
90,0.0,6,R. Caio,5.98,0.0,2.2,Rodrigo Caio Coquette Russo,rodrigo-caio,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,False,Grêmio,,284,28,3,Rodrigo Caio,2,73800,,,3.0,2.0,,,,,1.0,,,,,,1.0,,,,,
91,0.0,6,W. Maia,3.19,0.0,1.63,Walisson Moreira Farias Maia,walisson-maia,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,False,Criciúma,,288,28,3,Walisson Maia,11,73991,2.0,,5.0,2.0,,2.0,9.0,,2.0,1.0,,,,,1.0,,,,,
92,0.0,6,G. Fernández,6.82,0.0,2.0,Roberto Junior Fernández Torres,gatito-fernandez,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,False,Botafogo,,263,28,1,Gatito Fernández,3,74061,1.0,6.0,,,4.0,1.0,,,,,,,,,,,,,,
93,0.0,7,Campbell,8.01,0.0,4.52,Joel Nathaniel Campbell Samuels,campbell,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,False,Atlético-GO,,373,28,5,Campbell,6,74157,3.0,,5.0,7.0,,,2.0,1.0,5.0,,,,2.0,,,,,,,
94,7.4,6,Carrillo,7.18,1.16,3.17,André Martín Carrillo Díaz,carrillo,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO.png,True,Corinthians,,264,28,4,Carrillo,3,77485,,,5.0,,,,5.0,,,1.0,,,,,,,,,,
95,0.0,5,Jorginho,5.5,0.0,3.95,Jorge de Moura Xavier,jorginho,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,False,Atlético-GO,,373,28,4,Jorginho,2,77544,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,
96,1.7,6,Madson,4.23,-0.31,2.18,Madson Ferreira dos Santos,madson,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,True,Athlético-PR,,293,28,2,Madson,16,78077,2.0,,6.0,10.0,,4.0,6.0,,2.0,1.0,,,,1.0,,,,,,
97,2.8,7,Everaldo,7.51,-0.95,5.05,Everaldo Stum,everaldo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,True,Bahia,,265,28,5,Everaldo,26,78117,3.0,,15.0,25.0,,,25.0,16.0,12.0,2.0,,3.0,8.0,4.0,,,,,,
98,0.0,6,G. Henrique,4.94,-0.95,1.02,Gustavo Henrique Vernes,gustavo-henrique,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,True,Corinthians,,264,28,3,Gustavo Henrique,11,78248,4.0,,4.0,3.0,,2.0,11.0,1.0,5.0,,1.0,,,,,,,,,
99,0.0,6,Renê,8.77,0.0,5.21,Renê Rodrigues Martins,rene,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,False,Internacional,,285,28,2,Renê,13,78445,2.0,,24.0,15.0,,5.0,11.0,3.0,4.0,1.0,,,,,,,,,,
100,2.83,7,C. Tencati,6.23,-0.31,4.18,Cláudio Tencati,claudio-tencati,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,True,Criciúma,,288,28,6,Cláudio Tencati,24,78450,,,,,,,,,,,,,,,,6.0,,,,
101,0.0,6,J. Mota,3.13,0.0,1.28,Jean Mota Oliveira de Sousa,jean-mota,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,False,Vitória,,287,28,4,Jean Mota,14,78548,,,2.0,5.0,,,6.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,
102,0.0,6,J. Cafu,3.16,0.0,1.8,Jonathan Renato Barbosa,jonathan-cafu,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,False,Cuiabá,,1371,28,5,Jonathan Cafu,17,78580,,,8.0,18.0,,,13.0,4.0,4.0,,,,1.0,1.0,,,,,,
103,0.0,7,Gabriel,5.1,0.0,3.59,Gabriel Girotto Franco,gabriel,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,False,Athlético-PR,,293,28,4,Gabriel,12,78605,3.0,,27.0,10.0,,,15.0,1.0,5.0,,,,1.0,,,,,,,
104,0.0,6,Ramiro,3.24,-0.37,1.62,Ramiro Moschen Benetti,ramiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,True,Cruzeiro,,283,28,4,Ramiro,20,78715,2.0,,20.0,8.0,,,19.0,1.0,4.0,,,,1.0,1.0,,,,,,
105,6.9,7,Reinaldo,8.43,0.69,5.01,Reinaldo Manoel da Silva,reinaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,True,Grêmio,,284,28,2,Reinaldo,18,78850,2.0,,15.0,15.0,,6.0,12.0,15.0,8.0,,,,2.0,1.0,,,,,,
106,0.0,7,T. Santos,3.28,-0.22,2.95,Thiago dos Santos,thiago-santos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,True,Fluminense,,266,28,3,Thiago Santos,17,78855,6.0,,16.0,13.0,,6.0,19.0,4.0,3.0,,,,,,1.0,,,,,
107,0.0,6,L. Felipe,3.59,0.0,2.44,Luiz Felipe do Nascimento dos Santos,luiz-felipe,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,False,Atlético-GO,,373,28,3,Luiz Felipe,12,79035,3.0,,13.0,1.0,,2.0,11.0,1.0,4.0,,1.0,,1.0,,1.0,,,1.0,,
108,0.0,6,V. Cuesta,3.48,0.0,1.08,Víctor Leandro Cuesta,victor-cuesta,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,False,Bahia,,265,28,3,Víctor Cuesta,6,79113,3.0,,7.0,5.0,,,7.0,,1.0,,,,,1.0,,,,,,
109,0.0,6,F. Augusto,1.18,0.0,0.07,Filipe Augusto Carvalho Souza,filipe-augusto,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,False,Cuiabá,,1371,28,4,Filipe Augusto,10,79268,4.0,,4.0,3.0,,,12.0,1.0,1.0,,,,,,,,,,,
110,6.31,7,R. Machado,7.73,0.01,5.19,Roger Machado Marques,roger-machado,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,True,Internacional,,285,28,6,Roger Machado,24,79437,,,,,,,,,,,,,,,,9.0,,,,
111,0.0,3,Cano,6.87,-0.47,2.26,Germán Ezequiel Cano,cano,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,True,Fluminense,,266,28,5,Cano,16,79631,3.0,,4.0,5.0,,,6.0,14.0,11.0,,1.0,1.0,1.0,1.0,,,,,,
112,0.0,6,L. Silva,3.57,0.0,1.08,Lucas Silva Borges,lucas-silva,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,False,Cruzeiro,,283,28,4,Lucas Silva,22,79701,3.0,,8.0,15.0,,,15.0,4.0,7.0,,,,1.0,,1.0,,,,,1.0
113,2.8,2,A. Carlos,2.84,0.48,1.72,Antônio Carlos Cunha Capocasali Júnior,antonio-carlos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,True,Fluminense,,266,28,3,Antônio Carlos,13,79702,1.0,,6.0,12.0,,2.0,10.0,,4.0,,,,,1.0,,,,,,
114,3.6,7,Jadson,8.59,0.38,4.81,Jadson Alves dos Santos,jadson,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,True,Juventude,,286,28,4,Jadson,21,80129,9.0,,47.0,41.0,,,27.0,4.0,8.0,5.0,1.0,,1.0,2.0,,,,,,
115,1.2,7,Y. Pikachu,4.81,0.19,3.2,Glaybson Yago Souza Lisboa,yago-pikachu,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,True,Fortaleza,,356,28,4,Yago Pikachu,22,80196,5.0,,17.0,30.0,,,10.0,3.0,11.0,3.0,,,2.0,3.0,,,,,,
116,0.0,6,R. Silva,5.88,0.0,4.04,Rafael da Silva,rafa-silva,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,False,Cruzeiro,,283,28,5,Rafa Silva,8,80225,2.0,,4.0,4.0,,,6.0,4.0,1.0,,,,3.0,3.0,,,,,,
117,0.7,6,Luciano,9.72,-0.95,5.56,Luciano da Rocha Neves,luciano,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,True,São Paulo,,276,28,5,Luciano,22,80287,10.0,,17.0,30.0,,,24.0,13.0,17.0,1.0,1.0,4.0,8.0,4.0,,,1.0,1.0,,
118,0.0,5,Gilberto,6.95,0.0,3.97,Gilberto Moraes Júnior,gilberto,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,False,Bahia,,265,28,2,Gilberto,12,80313,1.0,,17.0,14.0,,2.0,10.0,2.0,5.0,,,,1.0,1.0,,,,,,
119,-1.3,3,A. Caíke,3.79,-0.19,2.77,Arthur Caíke do Nascimento Cruz,arthur-caike,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,True,Criciúma,,288,28,5,Arthur Caíke,22,80337,3.0,,4.0,22.0,,,19.0,6.0,16.0,,,1.0,4.0,12.0,,,,,,
120,0.0,6,P. Geromel,5.36,0.0,2.6,Pedro Tonon Geromel,pedro-geromel,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,False,Grêmio,,284,28,3,Pedro Geromel,8,80853,3.0,,4.0,2.0,,3.0,2.0,1.0,3.0,,,,,,,,,,,
121,0.0,6,Jair,4.0,0.0,0.0,Jair Rodrigues Júnior,jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,False,Vasco,,267,28,4,Jair,0,81091,,,,,,,,,,,,,,,,,,,,
122,0.0,5,Mayke,8.37,0.0,4.66,Mayke Rocha de Oliveira,mayke,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,False,Palmeiras,,275,28,2,Mayke,17,81150,3.0,,24.0,7.0,,9.0,12.0,,1.0,,,,1.0,2.0,,,,,,
123,0.0,6,Rossi,4.06,0.0,1.66,Rosicley Pereira da Silva,rossi,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,False,Vasco,,267,28,5,Rossi,11,81798,3.0,,12.0,8.0,,,9.0,,1.0,1.0,,,,2.0,,,,,,
124,0.0,5,Alisson,6.88,0.0,3.59,Alisson Euler de Freitas Castro,alisson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,False,São Paulo,,276,28,4,Alisson,16,81845,4.0,,25.0,27.0,,,21.0,4.0,2.0,2.0,,,1.0,,,,,,,
125,6.0,7,J. Ricardo,8.52,0.66,5.02,João Ricardo Riedi,joao-ricardo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,True,Fortaleza,,356,28,1,João Ricardo,26,81881,2.0,108.0,1.0,2.0,23.0,9.0,,,,,,,,,,,,,,
126,2.4,7,W. Oliveira,7.48,0.31,4.67,Willian Osmar de Oliveira Silva,willian-oliveira,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,True,Vitória,,287,28,4,Willian Oliveira,25,81952,5.0,,40.0,32.0,,,30.0,7.0,14.0,1.0,,,5.0,,,,,2.0,,
127,2.4,6,Cavaleiro,4.48,0.48,2.4,Ivan Ricardo Neves Abreu Cavaleiro,cavaleiro,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,True,Bragantino,,280,28,5,Cavaleiro,1,81965,,,1.0,,,,,1.0,,,,,,,,,,,,
128,0.0,2,Z. Rafael,4.65,0.0,1.81,José Rafael Vivian,ze-rafael,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,False,Palmeiras,,275,28,4,Zé Rafael,14,82455,6.0,,15.0,17.0,,,27.0,2.0,3.0,2.0,1.0,,,,,,,1.0,,
129,0.0,6,Otávio,5.16,0.0,2.94,Otávio Henrique Passos Santos,otavio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,False,Atlético-MG,,282,28,4,Otávio,15,82463,1.0,,32.0,12.0,,,19.0,2.0,5.0,,,,,,,,,,,
130,0.0,5,L. Araújo,8.3,0.0,5.54,Luiz de Araújo Guimarães Neto,luiz-araujo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,False,Flamengo,,262,28,5,Luiz Araújo,23,82627,3.0,,35.0,30.0,,,23.0,13.0,17.0,5.0,,1.0,3.0,2.0,,,,,,
131,5.0,7,Tinga,5.55,0.76,3.54,Guilherme de Jesus da Silva,tinga,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,True,Fortaleza,,356,28,2,Tinga,22,82628,1.0,,26.0,7.0,,7.0,13.0,,4.0,,,1.0,1.0,,1.0,,,,,
132,1.1,7,M. Hermes,5.11,-0.67,3.19,Marcelo Gazella Hermes,marcelo-hermes,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,True,Criciúma,,288,28,2,Marcelo Hermes,22,82639,4.0,,24.0,11.0,,3.0,20.0,5.0,9.0,2.0,,,1.0,1.0,,,,,,
133,9.1,7,W. Rato,6.82,1.3,2.09,Wellington Soares da Silva,wellington-rato,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,True,São Paulo,,276,28,4,Wellington Rato,18,82766,1.0,,6.0,16.0,,,8.0,4.0,8.0,3.0,,,,3.0,,,,,,
134,2.1,6,Gabriel,6.24,0.19,2.4,Gabriel Barbosa Almeida,gabriel,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,True,Flamengo,,262,28,5,Gabriel,13,83257,2.0,,2.0,5.0,,,1.0,4.0,4.0,1.0,,,2.0,5.0,,,,,,
135,6.2,7,L. Pereira,6.09,0.69,1.9,Leonardo Pereira,leo-pereira,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,True,Flamengo,,262,28,3,Léo Pereira,21,83528,4.0,,18.0,11.0,,4.0,13.0,,2.0,,,,,1.0,1.0,,,,,
136,3.6,7,Neris,4.59,-0.25,2.66,Hueglo dos Santos Neris,neris,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,True,Vitória,,287,28,3,Neris,14,83786,1.0,,15.0,3.0,,5.0,17.0,1.0,1.0,,1.0,,,1.0,,,,,,
137,1.0,7,Clayson,3.93,-0.24,2.18,Clayson Henrique da Silva Vieira,clayson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,True,Cuiabá,,1371,28,5,Clayson,20,83817,5.0,,10.0,19.0,,,10.0,6.0,8.0,,,,2.0,4.0,,,,1.0,,
138,1.5,6,T. Soares,9.24,-0.07,3.65,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,True,Botafogo,,263,28,5,Tiquinho Soares,20,84042,3.0,,10.0,32.0,,,31.0,2.0,10.0,3.0,,,4.0,2.0,,,,,,
139,0.0,6,Jemerson,6.84,0.0,4.04,Jemerson de Jesus Nascimento,jemerson,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,False,Grêmio,,284,28,3,Jemerson,7,84263,3.0,,3.0,4.0,,4.0,10.0,,1.0,,,,1.0,1.0,,,,,,
140,0.0,6,Alisson,2.29,0.0,0.87,Alisson Machado dos Santos,alisson,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,False,Criciúma,,288,28,1,Alisson,4,84266,2.0,9.0,,1.0,4.0,,,,,,,,,,,,,,,
141,2.5,7,F. Sobral,5.2,-0.14,2.96,Fernando Pereira do Nascimento,fernando-sobral,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,True,Cuiabá,,1371,28,4,Fernando Sobral,21,84428,3.0,,30.0,19.0,,,13.0,3.0,9.0,1.0,,,1.0,1.0,,,,,,
142,3.6,7,L. Romero,5.22,0.61,2.83,Lucas Daniel Romero,lucas-romero,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,True,Cruzeiro,,283,28,4,Lucas Romero,23,84558,4.0,,45.0,18.0,,,31.0,3.0,6.0,2.0,1.0,,,,,,,,,
143,3.1,7,F. Mateus,6.87,-0.25,3.82,Fellipe Mateus de Sena Araújo,fellipe-mateus,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,True,Criciúma,,288,28,4,Fellipe Mateus,19,84587,2.0,,20.0,39.0,,,13.0,9.0,8.0,,,1.0,2.0,2.0,1.0,,,,,
144,2.2,7,L. Evangelista,7.41,-0.22,3.5,Lucas Evangelista Santana de Oliveira,lucas-evangelista,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,True,Bragantino,,280,28,4,Lucas Evangelista,19,84674,3.0,,15.0,32.0,,,17.0,5.0,10.0,1.0,,2.0,2.0,4.0,,,,,,
145,0.0,7,Varela,5.46,0.0,3.75,Guillermo Varela Olivera,varela,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,False,Flamengo,,262,28,2,Varela,11,84816,,,15.0,16.0,,3.0,7.0,2.0,,,,,,1.0,,,,,,
146,0.5,6,R. Ratão,4.35,0.07,2.3,Rafael Rogério da Silva,rafael-ratao,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,True,Bahia,,265,28,5,Rafael Ratão,13,84918,,,4.0,3.0,,,7.0,2.0,3.0,2.0,,1.0,1.0,1.0,,,,,,
147,6.0,7,M. Felipe,7.59,0.3,4.23,Marcos Felipe de Freitas Monteiro,marcos-felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,True,Bahia,,265,28,1,Marcos Felipe,26,85004,2.0,85.0,1.0,4.0,28.0,9.0,1.0,,,,,,,,,,,,1.0,
148,0.0,6,Ã. Romero,6.25,0.0,3.44,Óscar David Romero Villamayor,oscar-romero,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,False,Botafogo,,263,28,4,Óscar Romero,17,85034,5.0,,21.0,14.0,,,12.0,8.0,3.0,3.0,,,1.0,,,,,,,
149,2.3,2,M. Depay,11.29,-0.73,2.0,Memphis Depay,memphis-depay,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,True,Corinthians,,264,28,5,Memphis Depay,2,85048,,,,4.0,,,,1.0,1.0,,,,,,,,,,,
150,0.0,5,A. Santana,3.69,0.0,1.57,Alex Paulo Menezes Santana,alex-santana,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,False,Corinthians,,264,28,4,Alex Santana,8,85465,4.0,,9.0,5.0,,,9.0,1.0,6.0,,,,,,,,,,,
151,-1.3,7,Léo,3.63,-0.25,2.5,Leonardo Pinheiro da Conceição,leo,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,True,Vasco,,267,28,3,Léo,22,85626,2.0,,23.0,10.0,,5.0,15.0,2.0,2.0,,,,,1.0,,,,,,
152,0.0,6,R. Ryller,4.11,0.0,2.14,Ricardo Ryller Ribeiro Lino Silva,ricardo-ryller,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,False,Vitória,,287,28,4,Ricardo Ryller,9,85856,,,11.0,11.0,,,6.0,,3.0,,,,,,,,,,,
153,0.0,6,Hyoran,3.83,0.0,1.38,Hyoran Kaue Dalmoro,hyoran,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,False,Internacional,,285,28,4,Hyoran,10,85931,,,5.0,9.0,,,6.0,1.0,5.0,,,,,1.0,,,,,,
154,5.3,7,G. Sauer,4.78,0.72,2.13,Gustavo Affonso Sauerbeck,gustavo-sauer,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,True,Cuiabá,,1371,28,4,Gustavo Sauer,4,85993,,,5.0,4.0,,,2.0,1.0,,,,,,1.0,,,,,,
155,0.5,7,Bolasie,7.51,-0.36,5.5,Yannick Bolasie,bolasie,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,True,Criciúma,,288,28,5,Bolasie,21,86292,3.0,,12.0,16.0,,,24.0,17.0,22.0,3.0,,1.0,6.0,8.0,,,,,,
156,0.0,6,C. Dantas,3.0,0.0,0.0,Caio Henrique da Silva Dantas,caio-dantas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,False,Vitória,,287,28,5,Caio Dantas,0,86362,,,,,,,,,,,,,,,,,,,,
157,0.0,6,V. Luis,6.57,0.0,4.67,Victor Luis Chuab Zamblauskas,victor-luis,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,False,Vasco,,267,28,2,Victor Luis,9,86410,3.0,,14.0,10.0,,3.0,10.0,1.0,,1.0,1.0,,1.0,,,,,,,
158,1.6,6,Keno,5.07,0.06,2.19,Marcos da Silva França,keno,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,True,Fluminense,,266,28,5,Keno,18,86485,2.0,,13.0,17.0,,,13.0,4.0,11.0,,,,1.0,3.0,,,,,,
159,0.0,6,Jandrei,5.73,0.0,3.75,Jandrei Chitolina Carniel,jandrei,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,False,São Paulo,,276,28,1,Jandrei,12,86508,,35.0,,8.0,14.0,4.0,,,,,,,,,,,,,,
160,1.4,7,Rodrigo,4.91,-0.6,3.35,Rodrigo Fagundes de Freitas,rodrigo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,True,Criciúma,,288,28,3,Rodrigo,20,86684,6.0,,34.0,10.0,,3.0,18.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,,,,
161,1.7,6,T. Tchê,3.28,0.49,1.03,Danilo das Neves Pinheiro,tche-tche,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,True,Botafogo,,263,28,4,Tchê Tchê,24,86686,2.0,,13.0,15.0,,,14.0,5.0,6.0,,1.0,,,,,,,,,
162,0.0,6,Jonathan,3.0,0.0,1.74,Jonathan Francisco Lemos,jonathan,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,False,Criciúma,,288,28,2,Jonathan,10,86713,,,13.0,2.0,,,4.0,1.0,1.0,,,,,,,,,,,
163,0.0,5,Everton,6.98,0.0,4.72,Everton Sousa Soares,everton,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,False,Flamengo,,262,28,5,Everton,10,86757,1.0,,11.0,6.0,,,6.0,8.0,8.0,2.0,,,1.0,2.0,,,,,,
164,4.3,6,M. Rossetto,3.47,0.51,1.87,Matheus Rossetto,matheus-rossetto,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,True,Fortaleza,,356,28,4,Matheus Rossetto,12,86766,2.0,,20.0,7.0,,,10.0,,,,,,,,,,,,,
165,5.6,6,D. Barbosa,7.25,-0.04,3.54,Danilo Barbosa da Silva,danilo-barbosa,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,True,Botafogo,,263,28,4,Danilo Barbosa,23,86777,3.0,,35.0,15.0,,,17.0,1.0,5.0,2.0,,,3.0,,,,,1.0,,
166,0.0,7,J. Welison,4.67,0.0,2.02,José Welison da Silva,jose-welison,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,False,Fortaleza,,356,28,4,José Welison,14,86859,1.0,,22.0,4.0,,,9.0,,2.0,1.0,1.0,,,,,,,,,
167,4.0,7,L. Jardim,6.68,0.61,3.63,Leonardo César Jardim,leo-jardim,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,True,Vasco,,267,28,1,Léo Jardim,27,87008,,104.0,,1.0,37.0,6.0,,,,,,,,,,,,,,
168,0.0,6,Nathan,3.42,0.0,1.3,Nathan Allan de Souza,nathan,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,False,Grêmio,,284,28,4,Nathan,8,87009,1.0,,5.0,5.0,,,3.0,2.0,2.0,,,,,2.0,,,,,,
169,2.4,7,P. Henrique,5.41,0.19,2.57,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,True,Bragantino,,280,28,3,Pedro Henrique,16,87225,3.0,,22.0,9.0,,2.0,13.0,1.0,,,,,1.0,1.0,2.0,,,,,
