,atletas.atleta_id,atletas.apelido,atletas.variacao_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.status_id,atletas.preco_num,atletas.nome,atletas.media_num,atletas.foto,atletas.posicao_id,atletas.clube_id,atletas.slug,CA,DS,FC,FF,FS,FT,I,A,FD,G,PP,SG,CV,PC,PS,GC,V,DE,GS,DP
567,117459,Léo Maná,0.0,5,,False,Corinthians,0.0,36,L. Maná,6,1.11,Leonardo Mana Hernandes,0.24,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,2,264,leo-mana,1.0,3.0,3.0,,1.0,,,,,,,,,1.0,,,,,,
568,117579,Galoppo,0.0,13,,False,São Paulo,0.0,36,Galoppo,6,3.89,Giuliano Galoppo,1.25,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,4,276,galoppo,2.0,7.0,8.0,5.0,7.0,,,,4.0,,,,,,,,,,,
569,117622,Alejo Cruz,-0.13,32,,True,Atlético-GO,0.0,36,A. Cruz,6,2.5,Alejo Cruz Techera,1.61,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,5,373,alejo-cruz,4.0,23.0,15.0,10.0,25.0,,1.0,1.0,6.0,,,,,,,,,,,
570,117632,Garro,-0.76,34,,True,Corinthians,16.2,36,Garro,6,11.69,Rodrigo Garro,7.78,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,4,264,garro,8.0,43.0,36.0,19.0,109.0,1.0,5.0,11.0,21.0,10.0,,,,1.0,,,,,,
571,117818,Young,0.0,0,,False,São Paulo,0.0,36,Young,6,0.64,Young Navarro Moraes,-1.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,1,276,young,1.0,,,,,,,,,,,,,,,,,,,
572,117842,Vitinho,0.0,17,,False,Cruzeiro,0.0,36,Vitinho,6,2.44,Vitor Hugo Amorim de Assis,1.42,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,4,283,vitinho,1.0,5.0,3.0,6.0,6.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
573,117849,Giovane,0.0,11,,False,Corinthians,0.0,36,Giovane,6,2.89,Giovane Santana do Nascimento,2.22,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,5,264,giovane,1.0,,6.0,7.0,6.0,2.0,2.0,,4.0,1.0,,,,,,,,,,
574,117910,Breno Bidon,-0.45,27,,True,Corinthians,1.2,36,B. Bidon,6,3.25,Breno de Souza Bidon,2.09,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,4,264,breno-bidon,5.0,33.0,28.0,5.0,34.0,,1.0,,8.0,,,,,,,,,,,
575,118090,Iago,0.0,0,,False,Flamengo,0.0,36,Iago,6,1.0,Iago Teodoro da Silva Nogueira,0.0,,3,262,iago,,,,,,,,,,,,,,,,,,,,
576,118175,Nathan Camargo,0.0,0,,False,Bragantino,0.0,36,N. Camargo,6,3.0,Nathan Camargo dos Santos,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,4,280,nathan-camargo,,,,,,,,,,,,,,,,,,,,
577,118181,Anderson Gomes,0.34,9,,True,Atlético-GO,4.38,36,A. Gomes,7,7.33,Anderson Leal Gomes,4.39,https://s.sde.globo.com/media/person_role/2022/05/16/2cac4df92578f2317dc3afe8d728b472_FORMATO.png,6,373,anderson-gomes,,,,,,,,,,,,,,,,,1.0,,,
578,118238,Ronald,0.0,9,,False,Grêmio,0.0,36,Ronald,6,1.73,Ronald Cardoso Falkoski,0.1,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,4,284,ronald,,1.0,1.0,,,,,,,,,,,,,,,,,
579,118293,Pedrão,0.0,0,,False,Cruzeiro,0.0,36,Pedrão,6,2.0,Pedro Henrique Franklim da Silva,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,3,283,pedrao,,,,,,,,,,,,,,,,,,,,
580,118305,Eliédson,0.0,2,,False,Criciúma,0.0,36,Eliédson,6,2.13,Eliédson Pereira de Souza,-0.15,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,4,288,eliedson,,,1.0,,,,,,,,,,,,,,,,,
581,118368,Bernardo Franco,-0.05,12,,True,Cuiabá,3.15,36,B. Franco,7,6.91,Bernardo Franco Junior,3.98,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_87JlQEr.png,6,1371,bernardo-franco,,,,,,,,,,,,,,,,,2.0,,,
582,118490,Jackson,0.0,0,,False,Criciúma,0.0,36,Jackson,6,1.0,Jackson Henrique Marcelino Crispim,0.0,,3,288,jackson,,,,,,,,,,,,,,,,,,,,
583,118501,Zé Welinton,0.0,0,,False,Flamengo,0.0,36,Z. Welinton,6,1.0,José Welinton Campos Menezes,0.0,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,2,262,ze-welinton,,,,,,,,,,,,,,,,,,,,
584,118563,Rodriguinho,0.0,3,,False,São Paulo,0.0,36,Rodriguinho,6,3.28,Rodrigo Huendra Almeida Mendonça,2.77,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,4,276,rodriguinho,,4.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,
585,118745,Eliel,1.53,16,,True,Cuiabá,9.8,36,Eliel,7,5.11,Eliel Chrytian Pereira Silva,2.2,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,5,1371,eliel,1.0,6.0,3.0,5.0,15.0,,1.0,,2.0,2.0,,,,,,,,,,
586,118752,Mateus Carvalho,0.48,29,,True,Vasco,5.1,36,M. Carvalho,7,6.16,Mateus Carvalho dos Santos,3.46,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,4,267,mateus-carvalho,9.0,64.0,39.0,4.0,29.0,,2.0,1.0,7.0,2.0,,,1.0,,,,,,,
587,118775,Lautaro Díaz,-0.61,15,,True,Cruzeiro,0.9,36,L. Díaz,7,4.91,Lautaro Ariel Díaz,2.07,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_UT1KNbY.png,5,283,lautaro-diaz,1.0,11.0,12.0,5.0,3.0,1.0,1.0,,5.0,1.0,,,,,,,,,,
588,118802,Victor Hugo,0.0,4,,False,Fluminense,0.0,36,V. Hugo,6,1.08,Victor Hugo Ramos de Souza,-0.13,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8JgPovx.png,4,266,victor-hugo,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,
589,120397,Lucho González,0.21,9,,True,Athlético-PR,4.74,36,L. González,7,9.09,Luis Oscar González,5.15,https://s.sde.globo.com/media/person_role/2024/09/24/photo_FORMATO_NPW1OXm.png,6,293,lucho-gonzalez,,,,,,,,,,,,,,,,,2.0,,,
590,120433,Léo Derik,0.0,0,,False,Athlético-PR,0.0,36,L. Derik,6,2.0,Leonardo Derik Dias Gonçalves,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EwfDXbc.png,2,293,leo-derik,,,,,,,,,,,,,,,,,,,,
591,120856,Arthur Sousa,-0.17,8,,True,Bragantino,0.0,36,A. Sousa,6,0.82,Arthur Sousa Araújo,0.02,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_BnMztX7.png,5,280,arthur-sousa,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
592,121220,Dija,0.0,0,,False,Bragantino,0.0,36,Dija,6,1.0,Diego Kauan Silva Santos,0.0,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,2,280,dija,,,,,,,,,,,,,,,,,,,,
593,121237,Kauan,0.0,3,,False,Fortaleza,0.0,36,Kauan,6,1.87,Kauan Rodrigues da Silva,0.73,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,4,356,kauan,,1.0,,,2.0,,,,,,,,,,,,,,,
594,121263,Gabryel Freitas,0.0,0,,False,Cuiabá,0.0,36,G. Freitas,6,1.0,Gabryel Vinícius Araújo Freitas,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_2WJ0Lb4.png,5,1371,gabryel-freitas,,,,,,,,,,,,,,,,,,,,
595,121331,Eli Júnior,0.0,1,,False,Atlético-GO,0.0,36,E. Júnior,6,1.35,Eli Silvano Kovalik Júnior,1.2,https://s.sde.globo.com/media/person_role/2024/08/11/photo_220x220_ZPyikzh.png,5,373,eli-junior,,,,,,,,,1.0,,,,,,,,,,,
596,121397,Da Rocha,0.0,0,,False,Juventude,0.0,36,D. Rocha,6,1.0,Cauê Pereira da Rocha,0.0,,2,286,da-rocha,,,,,,,,,,,,,,,,,,,,
597,121636,Dorival,0.0,0,,False,Cruzeiro,0.0,36,Dorival,6,1.0,Dorival Silva de Oliveira,0.0,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_VH8v9YX.png,2,283,dorival,,,,,,,,,,,,,,,,,,,,
598,121762,Guilherme Madruga,0.0,4,,False,Cuiabá,0.0,36,G. Madruga,6,1.98,Guilherme Miranda Madruga Gomes,-0.25,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,4,1371,guilherme-madruga,1.0,,4.0,,,,,,1.0,,,,,,,,,,,
599,121792,André,0.0,0,,False,Grêmio,0.0,36,André,5,4.0,André Henrique da Silva Martins,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,5,284,andre,,,,,,,,,,,,,,,,,,,,
600,121824,Kayke,0.0,2,,False,Corinthians,0.0,36,Kayke,6,0.79,Kayke Ferrari Guimarães,0.0,,4,264,kayke,,,,,,,,,,,,,,,,,,,,
601,121827,Kauê,0.0,8,,False,Botafogo,0.0,36,Kauê,6,1.93,Kauê Rodrigues Pessanha,1.32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,4,263,kaue,,1.0,4.0,2.0,2.0,,,,,1.0,,,,,,,,,,
602,121830,Janderson,0.14,25,,True,Vitória,3.8,36,Janderson,7,4.44,Janderson de Carvalho Costa,2.45,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,5,287,janderson,6.0,25.0,23.0,11.0,17.0,,4.0,1.0,5.0,2.0,,,,,,,,,,
603,122301,Kennedy,0.0,0,,False,Bahia,0.0,36,Kennedy,6,1.0,Kennedy Anderson Gomes Ferreira,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,5,265,kennedy,,,,,,,,,,,,,,,,,,,,
604,122317,Mateus Macedo,0.0,0,,False,Atlético-GO,0.0,36,M. Macedo,6,1.0,Matheus Macedo dos Santos,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,3,373,mateus-macedo,,,,,,,,,,,,,,,,,,,,
605,122318,Dyogo Alves,0.0,0,,False,Flamengo,0.0,36,D. Alves,6,1.0,Francisco Dyogo Bento Alves,0.0,,1,262,dyogo-alves,,,,,,,,,,,,,,,,,,,,
606,122319,Caio Barone,0.0,0,,False,Flamengo,0.0,36,C. Barone,6,1.0,Caio Albado Barone,0.0,,1,262,caio-barone,,,,,,,,,,,,,,,,,,,,
607,122320,Daniel Sales,0.0,1,,False,Flamengo,0.0,36,D. Sales,6,0.88,Daniel dos Santos Sales,0.0,,2,262,daniel-sales,,,,,,,,,,,,,,,,,,,,
608,122321,Lorran,0.0,18,,False,Flamengo,0.0,36,Lorran,6,3.48,Lorran Lucas Pereira de Sousa,2.33,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,4,262,lorran,,13.0,11.0,7.0,6.0,,2.0,1.0,7.0,1.0,,,,,,,,,,
609,122378,Lyncon,0.0,1,,False,Vasco,0.0,36,Lyncon,6,3.97,Lyncon Correa Gonçalves,8.0,https://s.sde.globo.com/media/person_role/2024/07/07/photo_FORMATO_Dm2djjq.png,3,267,lyncon,,,,,,,,,,1.0,,,,,,,,,,
610,122379,Lucas Eduardo,0.0,0,,False,Vasco,0.0,36,L. Eduardo,6,1.0,Lucas Eduardo de Souza Oliveira,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1YblXkK.png,4,267,lucas-eduardo,,,,,,,,,,,,,,,,,,,,
611,122394,Gustavinho,0.0,24,,False,Bragantino,0.0,36,Gustavinho,6,3.02,Gustavo Ribeiro Neves,1.91,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,4,280,gustavinho,,12.0,12.0,5.0,7.0,,,3.0,4.0,1.0,,,,,,,,,,
612,122396,Ryan,0.0,11,,False,Corinthians,0.0,36,Ryan,5,2.44,Ryan Gustavo de Lima,2.06,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_r9tm9Th.png,4,264,ryan,2.0,19.0,15.0,2.0,5.0,,,,2.0,,,,,,,,,,,
613,122413,Pablo Baianinho,0.0,2,,False,Vitória,0.0,36,P. Baianinho,6,0.69,Pablo Santos de Alcântara,-0.15,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,4,287,pablo-baianinho,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
614,122420,Lucca,0.0,8,,False,Internacional,0.0,36,Lucca,6,1.79,Lucca Holanda Sampaio Tavares,0.66,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,5,285,lucca,,2.0,7.0,2.0,7.0,,1.0,,,,,,,,,,,,,
615,122439,Isaac,0.0,5,,False,Fluminense,0.0,36,Isaac,6,2.0,Isaac Rodrigues de Lima,1.06,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,5,266,isaac,,3.0,1.0,,4.0,,,,,,,,,,,,,,,
616,122486,Rayan,0.2,24,,True,Vasco,2.0,36,Rayan,2,3.16,Rayan Vitor Simplício Rocha,1.75,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,5,267,rayan,2.0,8.0,7.0,15.0,19.0,,,,5.0,1.0,,,,,1.0,,,,,
617,122487,GB,0.0,2,,False,Vasco,0.0,36,GB,6,4.64,Gabriel Souza da Silva,6.55,,5,267,gb,1.0,3.0,2.0,2.0,3.0,,,,,1.0,,,,,,,,,,
618,122525,Emerson Rodríguez,0.0,14,,False,Vasco,0.0,36,E. Rodríguez,2,3.82,Emerson Rivaldo Rodríguez Valois,2.46,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_K1FY4p0.png,5,267,emerson-rodriguez,1.0,8.0,6.0,6.0,5.0,,5.0,,4.0,2.0,,,,,,,,,,
619,122573,Wallace Yan,0.0,1,,False,Flamengo,0.0,36,W. Yan,6,1.18,Wallace Yan de Souza Barreto,0.8,,4,262,wallace-yan,,,,1.0,,,,,,,,,,,,,,,,
620,122575,Lucas Furtado,0.0,0,,False,Flamengo,0.0,36,L. Furtado,6,1.0,Lucas Furtado dos Santos,0.0,,1,262,lucas-furtado,,,,,,,,,,,,,,,,,,,,
621,122598,Amorim,0.0,0,,False,Fortaleza,0.0,36,Amorim,6,1.0,Alexsandro Amorim de Freitas Filho,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,4,356,amorim,,,,,,,,,,,,,,,,,,,,
622,122602,Matheus Belém,0.0,0,,False,São Paulo,0.0,36,M. Belém,6,2.0,Matheus José Belém de Souza,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,3,276,matheus-belem,,,,,,,,,,,,,,,,,,,,
623,122660,Japa,0.0,8,,False,Cruzeiro,0.0,36,Japa,6,1.68,João Wellington Gadelha Melo de Oliveira,0.67,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,4,283,japa,,4.0,3.0,,3.0,,,,,,,,,,,,,,,
624,122755,Lucas Cunha,0.1,9,,True,Bragantino,0.0,36,L. Cunha,7,3.27,Lucas de Souza Cunha,0.82,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,3,280,lucas-cunha,2.0,5.0,3.0,1.0,3.0,,,,,,,1.0,1.0,,,,,,,
625,122797,Jadson,0.36,5,,True,Cuiabá,2.4,36,Jadson,6,1.51,Jadson Alves de Lima,0.9,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,5,1371,jadson,,3.0,1.0,,,,,,1.0,,,,,,,,,,,
626,122819,Gustavo Daniel,0.0,0,,False,Atlético-GO,0.0,36,G. Daniel,6,1.0,Gustavo Daniel da Silva Gonçalves,0.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,2,373,gustavo-daniel,,,,,,,,,,,,,,,,,,,,
627,122861,Abner,0.0,3,,False,Juventude,0.0,36,Abner,6,0.75,Abner Salles da Silva,0.13,,3,286,abner,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
628,122990,Patrick,0.0,0,,False,Palmeiras,0.0,36,Patrick,6,1.0,Patrick Roberto da Silva Campos,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,4,275,patrick,,,,,,,,,,,,,,,,,,,,
629,123004,Tiago,0.0,4,,False,Bahia,0.0,36,Tiago,6,1.56,Tiago Souza de Jesus Carvalho,0.58,,5,265,tiago,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
630,123005,Sidney,0.0,0,,False,Bahia,0.0,36,Sidney,6,1.0,Sidney de Carvalho Duarte,0.0,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,4,265,sidney,,,,,,,,,,,,,,,,,,,,
631,123153,Zinho,0.0,0,,False,Grêmio,0.0,36,Zinho,6,1.0,Luis Henrique Hoffmann,0.0,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,5,284,zinho,,,,,,,,,,,,,,,,,,,,
632,123359,Cadu,0.0,20,,False,Atlético-MG,0.0,36,Cadu,6,4.01,Carlos Eduardo Amaral Pereira de Castro,3.37,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_zH8hlaB.png,5,282,cadu,1.0,22.0,26.0,3.0,26.0,2.0,5.0,,4.0,3.0,,,,,,,,,,
633,123360,Cauly,0.68,34,,True,Bahia,6.8,36,Cauly,6,6.59,Cauly Oliveira Souza,2.8,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,4,265,cauly,1.0,10.0,20.0,16.0,27.0,2.0,4.0,5.0,8.0,3.0,,,,,,,,,,
634,123494,Roger,0.0,0,,False,Bahia,0.0,36,Roger,6,1.0,Roger Gabriel Farias de Jesus,0.0,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,4,265,roger,,,,,,,,,,,,,,,,,,,,
635,123497,Jota,0.0,0,,False,Bahia,0.0,36,Jota,6,1.0,João Victor Broad Moreira Guimarães,0.0,,4,265,jota,,,,,,,,,,,,,,,,,,,,
636,123717,Zé Guilherme,0.0,6,,False,Grêmio,0.0,36,Z. Guilherme,6,3.3,José Guilherme de Lima Costa,2.77,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,2,284,ze-guilherme,,8.0,4.0,,4.0,,,,1.0,,,1.0,,,,,,,,
637,123795,Luciano Rodríguez,0.9,17,,True,Bahia,9.9,36,L. Rodríguez,6,8.11,Luciano Rodríguez Rosales,5.07,https://s.sde.globo.com/media/person_role/2024/08/08/photo_FORMATO_JO2CdTv.png,5,265,luciano-rodriguez,1.0,8.0,5.0,11.0,27.0,,2.0,1.0,10.0,5.0,,,,,,,,,,
638,123873,Palacios,0.0,17,,False,Atlético-MG,0.0,36,Palacios,6,5.4,Brahian Palacios Alzate,4.04,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,5,282,palacios,3.0,15.0,13.0,8.0,8.0,,3.0,3.0,12.0,2.0,,,,,2.0,,,,,
639,123958,Ainoã,0.0,0,,False,Flamengo,0.0,36,Ainoã,6,1.0,Ainoã Ricardo Silva Oliveira,0.0,,2,262,ainoa,,,,,,,,,,,,,,,,,,,,
640,123960,Fábio,0.0,3,,False,Vitória,0.0,36,Fábio,6,1.55,Fábio Soares dos Santos,0.17,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,5,287,fabio,,,,,1.0,,,,,,,,,,,,,,,
641,123961,Riquelme,0.0,1,,False,Bragantino,0.0,36,Riquelme,6,1.08,Riquelme Reis de Almeida de Jesus dos Santos,0.5,,4,280,riquelme,,,,,1.0,,,,,,,,,,,,,,,
642,124239,Henry Mosquera,0.29,30,,True,Bragantino,1.9,36,H. Mosquera,6,3.18,Henry David Mosquera Sánchez,1.85,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,5,280,henry-mosquera,4.0,17.0,28.0,11.0,29.0,1.0,7.0,1.0,14.0,,,,,,,,,,,
643,124264,Kauan,0.0,0,,False,Internacional,0.0,36,Kauan,6,1.0,Kauan Jesus Santos Oliveira,0.0,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_AOu7Nff.png,1,285,kauan,,,,,,,,,,,,,,,,,,,,
644,124266,Evertow,0.0,0,,False,Internacional,0.0,36,Evertow,6,1.0,Evertow Vaz Pereira da Silva,0.0,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_YgddPlw.png,3,285,evertow,,,,,,,,,,,,,,,,,,,,
645,124271,Gustavo Prado,0.0,22,,False,Internacional,0.0,36,G. Prado,6,1.73,Gustavo Prado Alves,1.16,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,4,285,gustavo-prado,1.0,10.0,9.0,4.0,6.0,,2.0,1.0,5.0,,,,,,,,,,,
646,124275,Gabriel Carvalho,-1.0,16,,True,Internacional,-0.3,36,G. Carvalho,6,5.3,Gabriel Carvalho Teixeira,3.93,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,4,285,gabriel-carvalho,2.0,21.0,15.0,8.0,10.0,,,3.0,8.0,1.0,,,,,,,,,,
647,124280,Ricardo Mathias,0.0,3,,False,Internacional,0.0,36,R. Mathias,6,4.21,Ricardo Mathias da Silva,3.7,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,5,285,ricardo-mathias,1.0,1.0,1.0,4.0,,,,,,1.0,,,,,,,,,,
648,124369,Léo Aragão,0.0,0,,False,Cruzeiro,0.0,36,L. Aragão,6,2.0,Leonardo de Aragão Carvalho,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,1,283,leo-aragao,,,,,,,,,,,,,,,,,,,,
649,124481,Mateo Ponte,0.0,15,,False,Botafogo,0.0,36,M. Ponte,6,7.33,Mateo Ponte Costa,5.36,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,2,263,mateo-ponte,4.0,29.0,22.0,4.0,6.0,,2.0,,1.0,3.0,,5.0,,,,,,,,
650,124487,Haller,0.0,1,,False,Atlético-GO,0.0,36,Haller,6,4.88,Rafael Germán Haller Piloni,5.9,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_5U0etRx.png,2,373,haller,,1.0,1.0,,,,,,,,,1.0,,,,,,,,
651,124526,Giay,0.0,8,,False,Palmeiras,0.0,36,Giay,6,8.1,Agustín Giay,5.37,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_cssYjfO.png,2,275,giay,1.0,18.0,10.0,3.0,11.0,,,,2.0,,,3.0,,,,,,,,
652,124663,Roque Júnior,0.0,0,,False,Vitória,0.0,36,R. Júnior,6,2.0,Roque Santos de Jesus Júnior,0.0,https://s.sde.globo.com/media/person_role/2024/07/19/photo_FORMATO_h1raV1Z.png,3,287,roque-junior,,,,,,,,,,,,,,,,,,,,
653,124674,Felipe Negrucci,0.0,0,,False,São Paulo,0.0,36,F. Negrucci,6,2.0,Felipe Negrucci Berdague,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,4,276,felipe-negrucci,,,,,,,,,,,,,,,,,,,,
654,124690,Paulo Vitor,0.0,12,,False,Atlético-MG,0.0,36,P. Vitor,6,0.94,Paulo Vitor Monteiro,0.74,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,4,282,paulo-vitor,4.0,12.0,13.0,,5.0,,,,,,,,,,,,,,,
655,124701,Leandro,0.0,0,,False,São Paulo,0.0,36,Leandro,6,1.0,Leandro Mathias Silva Bueno,0.0,,1,276,leandro,,,,,,,,,,,,,,,,,,,,
656,124728,Esquerdinha,0.0,5,,False,Fluminense,0.0,36,Esquerdinha,6,3.39,João Henrique Mendes da Silva,3.28,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,2,266,esquerdinha,,1.0,1.0,,1.0,,,1.0,,,,2.0,,,,,,,,
657,124757,Nathan Fernandes,0.0,17,,False,Grêmio,0.0,36,N. Fernandes,6,2.27,Nathan Ribeiro Fernandes,0.8,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,5,284,nathan-fernandes,3.0,8.0,9.0,5.0,13.0,,1.0,,2.0,,,,1.0,,,,,,,
658,124821,Kauã Elias,-0.25,24,,True,Fluminense,2.0,36,K. Elias,7,3.82,Kauã Elias Nogueira,3.43,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,5,266,kaua-elias,2.0,9.0,12.0,11.0,9.0,,3.0,2.0,12.0,5.0,,,,,,,,,,
659,124912,Jonathan Jesus,-0.53,4,,True,Cruzeiro,0.0,36,J. Jesus,6,4.04,Jonathan de Jesus Alves,2.25,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_gDnfcOD.png,3,283,jonathan-jesus,,3.0,2.0,,2.0,,,,,,,1.0,,,,,,,,
660,124918,Renato,0.0,0,,False,Corinthians,0.0,36,Renato,6,1.0,Renato Santos da Cruz,0.0,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,3,264,renato,,,,,,,,,,,,,,,,,,,,
661,125000,Wesley Costa,0.0,0,,False,Grêmio,0.0,36,W. Costa,6,1.0,Wesley Costa da Silva,0.0,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,2,284,wesley-costa,,,,,,,,,,,,,,,,,,,,
662,125467,Viery,0.0,0,,False,Grêmio,0.0,36,Viery,6,1.0,Viery Fernandes Santos Lopes,0.0,,3,284,viery,,,,,,,,,,,,,,,,,,,,
663,125469,Alisson,0.0,14,,False,Atlético-MG,0.0,36,Alisson,6,4.61,Alisson Santana Lopes da Fonseca,2.85,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,4,282,alisson,1.0,12.0,14.0,12.0,22.0,1.0,1.0,,6.0,,,,,,,,,,,
