,atletas.nome,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.apelido,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.rodada_id,atletas.pontos_num,CA,DS,FC,FF,FS,SG,A,FD,G,I,FT,DE,DP,GS,PC,PP,PS,V,GC,CV
178,Giorgian Daniel de Arrascaeta Benedetti,,False,Arrascaeta,262,arrascaeta,4,6.55,15.9,87863,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,6,Arrascaeta,Flamengo,4,0.0,8,0.0,1.0,,3.0,4.0,9.0,,2.0,2.0,1.0,,,,,,,,,,,
179,Gustavo Henrique Furtado Scarpa,,True,Gustavo Scarpa,282,gustavo-scarpa,7,5.65,11.45,87999,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,7,G. Scarpa,Atlético-MG,4,-0.09,8,3.4,1.0,4.0,4.0,3.0,10.0,,2.0,3.0,2.0,1.0,,,,,,,,,,
180,Alan Pereira Empereur,,True,Alan Empereur,1371,alan-empereur,5,0.24,2.04,88033,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,7,A. Empereur,Cuiabá,3,0.0,8,0.8,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
181,Ivan Quaresma da Silva,,False,Ivan,285,ivan,0,0.0,3.0,88136,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,5,Ivan,Internacional,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
182,Ángel Rodrigo Romero Villamayor,,False,Ángel Romero,264,angel-romero,7,2.28,5.38,88323,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,6,Ã. Romero,Corinthians,5,0.0,8,0.0,2.0,4.0,3.0,8.0,11.0,,,2.0,,2.0,,,,,,,,,,
183,Ayrton Lucas Dantas de Medeiros,,False,Ayrton Lucas,262,ayrton-lucas,6,5.53,8.9,88393,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,6,A. Lucas,Flamengo,2,0.0,8,0.0,,10.0,4.0,3.0,8.0,2.0,,,,,2.0,,,,,,,,,
184,Armando Gonçalves Teixeira,,True,Petit,1371,petit,2,2.56,4.23,89141,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,7,Petit,Cuiabá,6,0.37,8,2.95,,,,,,,,,,,,,,,,,,,,
185,Gustavo Bonatto Barreto,,True,Barreto,288,barreto,5,3.92,5.86,89224,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,7,Barreto,Criciúma,4,2.75,8,12.3,1.0,5.0,11.0,,4.0,,1.0,,1.0,1.0,1.0,,,,,,,,,
186,Gerson Santos da Silva,,True,Gerson,262,gerson,8,2.93,5.5,89256,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,7,Gerson,Flamengo,4,-0.16,8,2.1,,8.0,6.0,3.0,12.0,,1.0,2.0,,1.0,,,,,,,,,,
187,João Pedro Maturano dos Santos,,True,João Pedro,284,joao-pedro,4,1.62,4.64,89273,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,7,J. Pedro,Grêmio,2,-0.73,8,-0.8,1.0,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,
188,Willian de Asevedo Furtado,,True,William,283,william,7,6.4,10.86,89275,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,7,William,Cruzeiro,2,1.53,8,11.2,1.0,21.0,5.0,4.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
189,Erick Samuel Correa Farias,,True,Erick,286,erick,6,2.65,3.93,89467,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,7,Erick,Juventude,5,-0.24,8,0.8,,4.0,1.0,2.0,2.0,,,1.0,1.0,4.0,,,,,,,,,,
190,Igor Rabello da Costa,,True,Igor Rabello,282,igor-rabello,5,3.94,6.63,89493,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,7,I. Rabello,Atlético-MG,3,-0.69,8,1.2,,3.0,2.0,,1.0,3.0,,1.0,,,,,,,,,,,,
191,Thiago Maia Alencar,,True,Thiago Maia,285,thiago-maia,6,1.88,4.42,89637,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,6,T. Maia,Internacional,4,-0.22,8,1.7,,7.0,5.0,4.0,,,,1.0,,,,,,,,,,,,
192,José Rodrigo Andrade Ramos,,False,Rodrigo Andrade,287,rodrigo-andrade,3,2.23,3.53,89646,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,5,R. Andrade,Vitória,4,0.0,8,0.0,,4.0,3.0,1.0,4.0,,,,,,,,,,,,,,,
193,Iury Lirio Freitas de Castilho,,False,Iury Castilho,287,iury-castilho,4,3.23,4.39,89695,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,5,I. Castilho,Vitória,5,0.0,8,0.0,1.0,,6.0,1.0,8.0,,,,1.0,1.0,1.0,,,,,,,,,
194,Jonathan Calleri,,True,Calleri,276,calleri,7,4.61,10.93,89840,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,7,Calleri,São Paulo,5,-1.09,8,3.2,2.0,4.0,10.0,3.0,17.0,,,3.0,2.0,10.0,1.0,,,,,,,,,
195,Franco Cristaldo,,True,Cristaldo,284,cristaldo,6,4.12,9.0,89846,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,7,Cristaldo,Grêmio,4,-0.45,8,1.2,,4.0,1.0,3.0,4.0,,,,2.0,2.0,,,,,,,,,,
196,Douglas Moreira Fagundes,,True,Dodi,284,dodi,5,1.08,3.26,89883,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,7,Dodi,Grêmio,4,-0.15,8,1.1,1.0,4.0,7.0,,5.0,,,1.0,,,,,,,,,,,,
197,Everton Galdino Moreira,,True,Everton Galdino,284,everton-galdino,4,0.4,2.73,89918,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,6,E. Galdino,Grêmio,5,-0.25,8,0.5,2.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,
198,Bruno de Jesus Pacheco,,False,Bruno Pacheco,356,bruno-pacheco,5,3.14,7.79,90061,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,6,B. Pacheco,Fortaleza,2,0.0,8,0.0,1.0,4.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,
199,Bruno Henrique Pinto,,True,Bruno Henrique,262,bruno-henrique,7,5.34,8.71,90285,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,7,B. Henrique,Flamengo,5,-0.86,8,3.5,1.0,8.0,10.0,4.0,14.0,,,4.0,2.0,2.0,,,,,,,1.0,,,
200,Pedro Rocha Neves,,True,Pedro Rocha,356,pedro-rocha,1,0.0,4.51,90302,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,6,P. Rocha,Fortaleza,5,-0.49,8,0.0,,,,,,,,,,,,,,,,,,,,
201,Lincoln Henrique Oliveira dos Santos,,True,Lincoln,280,lincoln,4,0.8,4.83,90303,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,6,Lincoln,Bragantino,4,-0.61,8,0.2,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
202,David Correa da Fonseca,,True,David,267,david,7,4.6,7.89,90309,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,7,David,Vasco,5,-0.78,8,0.5,1.0,9.0,8.0,9.0,7.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
203,Júlio César de Rezende Miranda,,True,Rezende,265,rezende,7,1.38,3.92,90449,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,7,Rezende,Bahia,4,0.16,8,1.7,1.0,8.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
204,Caique de Jesus Gonçalves,,True,Caíque,286,caique,5,2.14,3.79,90588,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,7,Caíque,Juventude,4,0.34,8,2.8,4.0,10.0,7.0,1.0,8.0,,,,,,,,,,,,,,,
205,Mateus Eduardo Claus,,False,Mateus Claus,286,mateus-claus,0,0.0,3.0,90590,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,6,M. Claus,Juventude,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
206,Lucas da Silva Izidoro,,True,Lucas Mineiro,1371,lucas-mineiro,4,2.05,3.29,90634,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,7,L. Mineiro,Cuiabá,4,0.14,8,3.5,,6.0,5.0,,5.0,,,,,,,,,,,,,,,
207,Matheus Martins Fogaça de Paulo,,True,Matheuzinho,287,matheuzinho,7,5.77,8.17,90703,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,7,Matheuzinho,Vitória,4,0.29,8,4.9,1.0,8.0,6.0,7.0,13.0,,2.0,3.0,1.0,1.0,,,,,,,,,,
208,Luiz Fernando Moraes dos Santos,,True,Luiz Fernando,373,luiz-fernando,6,4.35,7.77,90715,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,7,L. Fernando,Atlético-GO,5,0.13,8,3.6,2.0,6.0,9.0,4.0,16.0,,,4.0,1.0,4.0,,,,,,,,,,
209,Fabrício Bruno Soares de Faria,,True,Fabrício Bruno,262,fabricio-bruno,7,2.59,4.97,90768,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,7,F. Bruno,Flamengo,3,-0.19,8,1.2,2.0,6.0,2.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,
210,José Marcos Alves Luis,,False,Zé Marcos,286,ze-marcos,4,1.78,2.37,90943,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,6,Z. Marcos,Juventude,3,0.0,8,0.0,2.0,1.0,3.0,1.0,6.0,1.0,,,,,,,,,,,,,,
211,Tomás Cardona,,False,Cardona,356,cardona,1,7.2,4.57,90947,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,6,Cardona,Fortaleza,3,0.0,8,0.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,
212,Ronaldo de Oliveira Strada,,True,Ronaldo,373,ronaldo,7,2.64,3.43,91101,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,7,Ronaldo,Atlético-GO,1,-1.31,8,-1.0,1.0,,,,1.0,1.0,1.0,,,,,19.0,,10.0,,,,,,
213,Everaldo Silva do Nascimento,,False,Everaldo,287,everaldo,0,0.0,5.0,91151,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,6,Everaldo,Vitória,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
214,Ítaro Patric Cardoso Calmon,,False,PK,287,pk,3,1.43,2.88,91190,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,2,PK,Vitória,2,0.0,8,0.0,,4.0,1.0,2.0,,,,1.0,,,,,,,,,,,,1.0
215,Felipe Ignacio Carballo Ares,,True,Carballo,284,carballo,2,0.25,3.37,91254,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,6,Carballo,Grêmio,4,-0.8,8,-1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
216,Erick Antonio Pulgar Farfán,,False,Erick Pulgar,262,erick-pulgar,5,0.88,3.69,91473,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,6,E. Pulgar,Flamengo,4,0.0,8,0.0,1.0,4.0,7.0,,3.0,,,1.0,,,,,,,,,,,,
217,Rodrigo Eduardo da Silva,,True,Rodrigo Sam,286,rodrigo-sam,4,3.65,4.84,91509,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,7,R. Sam,Juventude,3,1.97,8,9.4,1.0,3.0,6.0,1.0,,1.0,,,1.0,,,,,,,,,,,
218,Eder Citadin Martins,,True,Eder,288,eder,4,0.75,3.48,91521,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,6,Eder,Criciúma,5,-0.58,8,-0.2,1.0,,2.0,3.0,2.0,,,1.0,,,,,,,,,,,,
219,Robert Abel Arboleda Escobar,,False,Arboleda,276,arboleda,7,5.29,8.59,91573,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,7,Arboleda,São Paulo,3,0.0,8,0.0,,10.0,6.0,,3.0,3.0,,2.0,1.0,1.0,,,,,,,,,,
220,Ronielson da Silva Barbosa,,True,Rony,275,rony,8,3.21,7.3,91607,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,2,Rony,Palmeiras,5,0.47,8,6.4,2.0,7.0,8.0,3.0,11.0,,,5.0,1.0,2.0,,,,,,,,,,
221,Marlon Rodrigues Xavier,,False,Marlon,283,marlon,6,2.25,7.81,91706,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,7,Marlon,Cruzeiro,2,0.0,8,0.0,,10.0,10.0,,5.0,1.0,,,,,,,,,,,,,,1.0
222,David de Duarte Macedo,,False,David Duarte,265,david-duarte,0,0.0,4.0,91772,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,6,D. Duarte,Bahia,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
223,José Ivaldo Almeida Silva,,True,Zé Ivaldo,283,ze-ivaldo,6,2.55,4.29,91866,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,7,Z. Ivaldo,Cruzeiro,3,-0.06,8,2.2,2.0,4.0,9.0,5.0,5.0,1.0,,4.0,,1.0,,,,,1.0,,,,,
224,Cristian David Pavón,,True,Pavón,284,pavon,3,5.13,8.48,91908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,7,Pavón,Grêmio,5,-0.15,8,3.2,,4.0,,1.0,,,1.0,4.0,,,,,,,,,,,,
225,Andre Luis da Costa Alfredo,,True,André Luís,1371,andre-luis,5,0.68,2.57,92146,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,6,A. Luís,Cuiabá,5,-0.28,8,0.0,,1.0,1.0,,5.0,,,,,,,,,,,,,,,
226,Lucas Nicolás Alario,,False,Alario,285,alario,2,-0.35,4.45,92149,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,2,Alario,Internacional,5,0.0,8,0.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,
227,Jair Ventura,,True,Jair Ventura,373,jair-ventura,7,2.93,4.87,92180,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,7,J. Ventura,Atlético-GO,6,-0.55,8,3.16,,,,,,,,,,,,,,,,,,1.0,,
228,Caíque Luiz Santos da Purificação,,False,Caíque,284,caique,0,0.0,4.0,92207,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,6,Caíque,Grêmio,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
229,Rodrigo Ely,,True,Rodrigo Ely,284,rodrigo-ely,4,2.18,4.14,92237,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,7,R. Ely,Grêmio,3,-0.33,8,0.6,1.0,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,
230,Raul Lô Gonçalves,,False,Raul,280,raul,4,-0.25,1.4,92496,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,6,Raul,Bragantino,4,0.0,8,0.0,,,6.0,1.0,,,,,,,,,,,,,,,,
231,Renato Kayzer de Souza,,True,Renato Kayzer,356,renato-kayzer,7,2.9,5.41,92696,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,6,R. Kayzer,Fortaleza,5,-0.52,8,0.2,1.0,5.0,12.0,4.0,7.0,,,4.0,1.0,6.0,,,,,,,,,,
232,Deyverson Brum Silva Acosta,,False,Deyverson,1371,deyverson,1,4.3,8.09,92708,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,6,Deyverson,Cuiabá,5,0.0,8,0.0,,1.0,,,4.0,,,1.0,,1.0,,,,,,,,,,
233,Bruno Rafael Rodrigues do Nascimento,,False,Bruno Rodrigues,275,bruno-rodrigues,0,0.0,5.0,92811,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,B. Rodrigues,Palmeiras,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
234,Rafael Santos Borré Maury,,False,Borré,285,borre,5,5.14,10.44,92854,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,6,Borré,Internacional,5,0.0,8,0.0,2.0,4.0,12.0,7.0,4.0,,1.0,6.0,1.0,3.0,1.0,,,,,1.0,,,,
235,Helibelton Palacios Zapata,,False,Palacios,283,palacios,0,0.0,3.0,92855,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,6,Palacios,Cruzeiro,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
236,Mateus da Silva Vital Assumpção,,False,Mateus Vital,283,mateus-vital,4,3.25,4.8,93108,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,6,M. Vital,Cruzeiro,4,0.0,8,0.0,,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,
237,Wanderson Maciel Sousa Campos,,True,Wanderson,285,wanderson,4,1.15,5.97,93478,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,6,Wanderson,Internacional,5,-0.16,8,1.2,,4.0,4.0,,2.0,,,,,,,,,,,,,,,
238,Bruno Nunes de Barros,,True,Bruno Tubarão,373,bruno-tubarao,5,1.38,3.3,93637,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,6,B. Tubarão,Atlético-GO,2,-0.6,8,-0.3,1.0,5.0,4.0,2.0,3.0,,,,,,,,,,,,,,,
239,Gabriel de Souza Inocêncio,,True,Gabriel Inocêncio,286,gabriel-inocencio,4,2.95,3.61,93702,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,6,G. Inocêncio,Juventude,2,-0.76,8,-0.3,1.0,6.0,9.0,1.0,5.0,1.0,,,,,,,,,,,,,,
240,Paulo Henrique de Oliveira Alves,,True,Paulo Henrique,267,paulo-henrique,8,2.23,4.6,93716,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,6,P. Henrique,Vasco,2,-0.2,8,1.2,,14.0,14.0,2.0,5.0,,,1.0,,,,,,,,,,,,
241,Marlon Rodrigues Freitas,,True,Marlon Freitas,263,marlon-freitas,7,2.53,4.49,93790,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,7,M. Freitas,Botafogo,4,0.42,8,4.1,2.0,10.0,5.0,4.0,2.0,,1.0,,,,,,,,,,,,,
242,Daniel Sampaio Simões,,True,Danielzinho,373,danielzinho,3,0.53,3.12,93791,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,6,Danielzinho,Atlético-GO,4,-0.21,8,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
243,Keiller da Silva Nunes,,False,Keiller,267,keiller,0,0.0,4.0,93834,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,6,Keiller,Vasco,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
244,Cleiton Schwengber,,True,Cleiton,280,cleiton,7,3.64,6.27,93882,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,7,Cleiton,Bragantino,1,-1.01,8,0.0,,,,,1.0,2.0,,,,,,21.0,,6.0,,,,,,
245,Matheus Leonardo Sales Cardoso,,True,Matheusinho,288,matheusinho,4,5.12,6.22,93886,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,7,Matheusinho,Criciúma,4,0.01,8,4.5,1.0,2.0,1.0,3.0,2.0,,,,2.0,,,,,,,,,,,
246,Breno Henrique Vasconcelos Lopes,,True,Breno Lopes,356,breno-lopes,5,5.26,7.73,93988,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,6,B. Lopes,Fortaleza,5,0.16,8,4.4,1.0,3.0,3.0,4.0,16.0,,2.0,3.0,,2.0,,,,,,,,,,
247,John Victor Maciel Furtado,,True,John Victor,263,john-victor,5,4.34,7.54,94044,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,7,J. Victor,Botafogo,1,-0.79,8,5.0,1.0,,1.0,,,3.0,,,,,,11.0,,3.0,,,,,,
248,Matheus Fernandes Siqueira,,True,Matheus Fernandes,280,matheus-fernandes,3,7.27,8.84,94067,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,7,M. Fernandes,Bragantino,4,-0.45,8,4.1,,11.0,4.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,,
249,Felipe dos Reis Pereira Vizeu do Carmo,,False,Felipe Vizeu,288,felipe-vizeu,2,0.65,3.45,94138,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,5,F. Vizeu,Criciúma,5,0.0,8,0.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,
250,Maycon de Andrade Barberan,,False,Maycon,264,maycon,2,0.2,4.65,94154,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,5,Maycon,Corinthians,4,0.0,8,0.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
251,Raphael Cavalcante Veiga,,True,Raphael Veiga,275,raphael-veiga,7,3.06,11.95,94509,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,7,R. Veiga,Palmeiras,4,0.62,8,6.9,1.0,7.0,4.0,11.0,7.0,,,6.0,,3.0,,,,,,1.0,,,,
252,Pedro Guilherme Abreu dos Santos,,True,Pedro,262,pedro,8,7.48,14.51,94583,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,7,Pedro,Flamengo,5,0.32,8,13.8,1.0,4.0,7.0,6.0,12.0,,3.0,7.0,3.0,,,,,,,,,,,
253,Rodrigo Andrés Battaglia,,True,Battaglia,282,battaglia,5,-0.78,1.39,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,3,Battaglia,Atlético-MG,4,-1.36,8,-3.1,1.0,3.0,10.0,1.0,1.0,,,1.0,,,,,,,,,,,,2.0
254,Eduardo Germán Coudet,,True,Eduardo Coudet,285,eduardo-coudet,6,5.17,9.39,94853,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_apsV9qH.png,7,E. Coudet,Internacional,6,-0.33,8,4.33,,,,,,,,,,,,,,,,,,3.0,,
255,Lucas Fernandes da Silva,,False,Lucas Fernandes,1371,lucas-fernandes,3,1.2,4.62,94931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,6,L. Fernandes,Cuiabá,4,0.0,8,0.0,,1.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,
256,Luis Antônio da Rocha Júnior,,True,Juninho Capixaba,280,juninho-capixaba,7,5.67,11.58,94968,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,3,J. Capixaba,Bragantino,2,-0.33,8,7.7,3.0,21.0,11.0,2.0,16.0,2.0,,1.0,,,,,,,,,,,,
257,Gabriel Pereira Taliari,,False,Gabriel Taliari,286,gabriel-taliari,0,0.0,3.0,95131,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,6,G. Taliari,Juventude,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
258,Gregore de Magalhães da Silva,,True,Gregore,263,gregore,7,1.63,4.04,95464,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,6,Gregore,Botafogo,4,0.23,8,2.7,1.0,13.0,18.0,,2.0,,,1.0,,,,,,,,,,,,
259,Igor Vinícius de Souza,,True,Igor Vinícius,276,igor-vinicius,7,5.01,6.64,95466,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,7,I. Vinícius,São Paulo,2,1.71,8,8.8,3.0,8.0,5.0,1.0,16.0,3.0,1.0,1.0,,,1.0,,,,,,,,1.0,
260,Raniele Almeida Melo,,True,Raniele,264,raniele,7,3.33,6.52,95556,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,7,Raniele,Corinthians,4,-0.46,8,3.0,3.0,11.0,7.0,2.0,14.0,,,3.0,,,1.0,,,,,,,,,
261,Lucas Kal Schenfeld Progioli,,True,Lucas Kal,373,lucas-kal,4,1.27,3.94,95662,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,7,L. Kal,Atlético-GO,4,0.19,8,3.2,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
262,Miguel Ángel Trauco Saavedra,,False,Trauco,288,trauco,2,0.1,3.42,95738,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,6,Trauco,Criciúma,2,0.0,8,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
263,Tobias Pereira Figueiredo,,True,Tobias Figueiredo,288,tobias-figueiredo,1,-0.3,2.59,95878,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,7,T. Figueiredo,Criciúma,3,-0.41,8,-0.3,,,1.0,,,,,,,,,,,,,,,,,
264,Luiz Filipe da Rosa Machado - Felipe,,False,Machado,283,machado,1,0.0,3.22,96089,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,6,Machado,Cruzeiro,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
265,Vinicius Moreira de Lima,,True,Lima,266,lima,6,4.52,8.59,96340,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,7,Lima,Fluminense,4,0.31,8,3.5,2.0,6.0,5.0,3.0,10.0,,,,2.0,,,,,,,,,,,
266,Matheus Fellipe Costa Pereira,,True,Matheus Pereira,283,matheus-pereira,7,8.01,12.21,96610,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,3,M. Pereira,Cruzeiro,4,3.16,8,19.5,3.0,2.0,6.0,7.0,24.0,,1.0,5.0,3.0,1.0,2.0,,,,,,,,,
