,atletas.minimo_para_valorizar,atletas.media_num,atletas.nome,atletas.posicao_id,atletas.clube_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.apelido,atletas.preco_num,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.status_id,atletas.variacao_num,atletas.rodada_id,CA,DE,FS,GS,SG,A,CV,DS,FC,FD,FF,G,I,V,FT,PP,PS,GC,PC,DP
346,,2.42,João Pedro Vilardi Pinto,4,284,Pepê,Grêmio,Pepê,5.14,2.9,101573,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,True,pepe,8,2,0.33,18,1.0,,13.0,,,,1.0,15.0,9.0,,2.0,,,,,,,,,
347,,6.5,Hugo de Souza Nogueira,1,264,H. Souza,Corinthians,Hugo Souza,9.37,11.0,101574,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,True,hugo-souza,2,7,2.35,18,,9.0,,1.0,1.0,,,,,,,,,,,,,,,
348,,3.24,Hugo Moura Arruda da Silva,4,267,H. Moura,Vasco,Hugo Moura,5.5,0.8,101594,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,True,hugo-moura,11,6,-0.83,18,5.0,,7.0,,,3.0,1.0,21.0,15.0,1.0,4.0,,,,,,,,,
349,,3.76,Ramon Ramos Lima,2,1371,Ramon,Cuiabá,Ramon,5.68,3.5,101597,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,True,ramon,10,6,0.44,18,5.0,,7.0,,2.0,1.0,,14.0,8.0,1.0,1.0,1.0,2.0,,,,,,,
350,,0.62,Caio Vinicius da Conceição,4,287,C. Vinícius,Vitória,Caio Vinícius,2.12,0.0,101601,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,False,caio-vinicius,6,6,0.0,18,5.0,,5.0,,,,,6.0,6.0,,1.0,,,,,,,,,
351,,0.55,Daniel Nascimento Peixoto dos Santos,4,286,Peixoto,Juventude,Peixoto,1.94,0.0,101651,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,False,peixoto,2,6,0.0,18,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
352,,2.42,Rhaldney Norberto Simião Gomes,4,373,Rhaldney,Atlético-GO,Rhaldney,3.12,-0.4,101666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,True,rhaldney,14,6,-0.73,18,5.0,,11.0,,,1.0,,25.0,22.0,1.0,1.0,,,,1.0,,,,,
353,,3.47,Felipe Jonatan Rocha Andrade,2,356,F. Jonatan,Fortaleza,Felipe Jonatan,5.97,0.0,101708,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,False,felipe-jonatan,12,6,0.0,18,,,15.0,,4.0,,,11.0,6.0,1.0,2.0,,,,,,,,,
354,,5.05,Alerrandro Barra Mansa Realino de Souza,5,287,Alerrandro,Vitória,Alerrandro,7.1,0.0,101715,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,True,alerrandro,15,7,-0.34,18,1.0,,24.0,,,2.0,,17.0,8.0,7.0,7.0,3.0,3.0,,,,,,1.0,
355,,4.24,Railan Reis Ferreira - Raylan,2,1371,Railan,Cuiabá,Railan,5.15,0.0,101726,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,False,railan,7,6,0.0,18,2.0,,7.0,,2.0,2.0,,6.0,6.0,1.0,2.0,,,,,,,,,
356,,3.92,Matheus França Silva,2,264,Matheuzinho,Corinthians,Matheuzinho,7.22,8.5,101727,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,True,matheuzinho,16,7,1.01,18,2.0,,12.0,,4.0,,,29.0,9.0,3.0,4.0,,1.0,,,,,,,
357,,2.57,Diego Henrique Costa Barbosa,3,276,D. Costa,São Paulo,Diego Costa,5.05,0.0,101728,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,False,diego-costa,14,6,0.0,18,2.0,,2.0,,5.0,,,11.0,15.0,2.0,1.0,,,,,,,,,
358,,4.55,Claudio Coelho Salvático,2,288,Claudinho,Criciúma,Claudinho,5.5,0.7,101752,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,True,claudinho,15,6,-1.36,18,3.0,,3.0,,2.0,2.0,,25.0,6.0,1.0,2.0,2.0,3.0,,1.0,,,,,
359,,2.4,Mayksilvan da Silva Ferreira,2,284,Mayk,Grêmio,Mayk,3.81,0.0,101820,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,False,mayk,2,6,0.0,18,,,,,,,,4.0,,,,,,,,,,,,
360,,4.28,Vitor Hugo Naum dos Santos,5,280,Vitinho,Bragantino,Vitinho,8.85,0.0,101960,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,False,vitinho,14,6,0.0,18,4.0,,10.0,,,2.0,,16.0,18.0,7.0,6.0,2.0,1.0,,2.0,,,,,
361,,2.49,Emanuel Fermín Brítez,3,356,Brítez,Fortaleza,Brítez,4.11,0.0,101995,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,False,britez,13,6,0.0,18,6.0,,5.0,,3.0,1.0,1.0,14.0,10.0,1.0,5.0,,2.0,,,,,,,
362,,6.23,Joaquín Piquerez Moreira,2,275,Piquerez,Palmeiras,Piquerez,11.15,0.0,102130,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,False,piquerez,16,5,0.0,18,2.0,,19.0,,7.0,,,22.0,10.0,5.0,15.0,2.0,,,,,,,,
363,,0.0,Vitor Eudes de Souza Costa,1,266,V. Eudes,Fluminense,Vitor Eudes,1.0,0.0,102137,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,False,vitor-eudes,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
364,,2.99,Lucas Halter,3,263,L. Halter,Botafogo,Lucas Halter,6.49,0.0,102253,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,False,lucas-halter,13,6,0.0,18,2.0,,4.0,,4.0,,,9.0,14.0,1.0,5.0,1.0,,,,,,,1.0,
365,,2.46,Caio Fernando de Oliveira,2,275,C. Paulista,Palmeiras,Caio Paulista,5.44,6.2,102318,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,True,caio-paulista,8,6,0.97,18,1.0,,3.0,,3.0,,,3.0,2.0,1.0,,,,,,,,,,
366,,4.06,Carlos de Menezes Júnior,3,264,Cacá,Corinthians,Cacá,8.7,5.9,102340,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,True,caca,15,7,-0.24,18,2.0,,10.0,,3.0,1.0,,13.0,14.0,2.0,9.0,3.0,,,,,,2.0,1.0,
367,,0.0,Ángelo Giovanni Araos Llanos,4,373,Araos,Atlético-GO,Araos,3.0,0.0,102352,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,False,araos,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
368,,4.96,Gonzalo Mathías Mastriani Borges,5,293,Mastriani,Athlético-PR,Mastriani,8.25,5.1,102561,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,True,mastriani,12,6,0.61,18,,,5.0,,,,,8.0,8.0,3.0,7.0,4.0,3.0,,3.0,,,,,
369,,6.86,Hélio Júnio Nunes de Castro,5,280,Helinho,Bragantino,Helinho,9.06,4.4,102598,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,True,helinho,11,6,-0.48,18,3.0,,11.0,,,2.0,,10.0,10.0,5.0,10.0,5.0,,,,,,,,
370,,-0.1,Thiago Beserra dos Santos Conti,4,286,Thiaguinho,Juventude,Thiaguinho,1.31,0.0,102599,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,False,thiaguinho,3,6,0.0,18,,,2.0,,,,,1.0,5.0,,,,,,,,,,1.0,
371,,3.41,Julimar Silva Oliveira Júnior,5,293,Julimar,Athlético-PR,Julimar,4.85,0.8,102796,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,True,julimar,16,6,-0.22,18,1.0,,5.0,,,1.0,,15.0,14.0,8.0,11.0,2.0,3.0,,,,,,,
372,,0.97,Miguel David Terans Pérez,4,266,Terans,Fluminense,Terans,4.06,0.0,102878,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,False,terans,7,5,0.0,18,1.0,,5.0,,,,,3.0,5.0,2.0,1.0,,,,,,,,,
373,,3.73,Anderson Silva da Paixão,1,283,Anderson,Cruzeiro,Anderson,4.7,0.0,102906,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,False,anderson,15,6,0.0,18,1.0,43.0,2.0,17.0,6.0,,,,,,,,,,,,,,,
374,,0.0,Matheus Henrique Teixeira,1,288,M. Teixeira,Criciúma,Matheus Teixeira,3.0,0.0,102907,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,False,matheus-teixeira,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
375,,1.02,Luan Vinícius da Silva Santos,4,287,L. Vinícius,Vitória,Luan Vinícius,2.46,0.0,102909,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,False,luan-vinicius,13,5,0.0,18,3.0,,9.0,,,,,7.0,11.0,1.0,3.0,,,,1.0,,,,,
376,,5.31,Agustín Canobbio Graviz,5,293,Canobbio,Athlético-PR,Canobbio,10.49,4.3,102928,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,True,canobbio,7,6,0.29,18,1.0,,7.0,,,1.0,1.0,9.0,6.0,2.0,7.0,2.0,3.0,,,,,,,
377,,1.49,Ignacio Jesús Laquintana Marsico - Nacho,5,280,Laquintana,Bragantino,Laquintana,3.33,0.0,103014,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,False,laquintana,8,6,0.0,18,1.0,,4.0,,,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,
378,,3.6,Eric dos Santos Rodrigues,4,280,E. Ramires,Bragantino,Eric Ramires,5.98,0.5,103295,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,True,eric-ramires,15,6,-0.12,18,3.0,,14.0,,,2.0,,11.0,14.0,4.0,9.0,2.0,,,1.0,,,,,
379,,3.65,Matheus Alexandre Anastácio de Souza,2,1371,M. Alexandre,Cuiabá,Matheus Alexandre,5.27,0.9,103347,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,True,matheus-alexandre,11,6,-0.14,18,2.0,,3.0,,3.0,,,22.0,12.0,1.0,2.0,,,,,,,,,
380,,3.3,Leandro Emmanuel Martínez,4,356,E. Martínez,Fortaleza,Emmanuel Martínez,6.22,0.0,103388,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,False,emmanuel-martinez,4,6,0.0,18,2.0,,6.0,,,,,5.0,4.0,1.0,4.0,,,,1.0,,,,,
381,,0.1,Kaio Jorge Pinto Ramos,5,283,K. Jorge,Cruzeiro,Kaio Jorge,7.24,0.1,103445,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,True,kaio-jorge,1,6,-0.76,18,,,1.0,,,,,,1.0,,,,1.0,,,,,,,
382,,0.0,Ignácio da Silva Oliveira,3,266,Ignácio,Fluminense,Ignácio,5.0,0.0,103523,https://s.sde.globo.com/media/person_role/2023/05/05/photo_220x220_86Pw8Ni.png,False,ignacio,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
383,,0.05,João Victor Andrade Caetano,3,264,Caetano,Corinthians,Caetano,3.16,0.0,103575,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,False,caetano,4,6,0.0,18,,,1.0,,,,1.0,3.0,3.0,,,,,,,,,,,
384,,0.0,Rafael Bilu Mudesto,5,283,R. Bilu,Cruzeiro,Rafael Bilu,2.0,0.0,103576,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,False,rafael-bilu,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
385,,3.79,Kaíque Rocha Lima,3,293,K. Rocha,Athlético-PR,Kaíque Rocha,6.45,0.8,103684,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,True,kaique-rocha,16,6,-0.14,18,2.0,,7.0,,5.0,1.0,,23.0,9.0,1.0,4.0,,,,,,,,,
386,,1.03,Jadsom Meemyas de Oliveira da Silva,4,280,J. Silva,Bragantino,Jadsom Silva,2.25,0.0,103695,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,False,jadsom-silva,13,6,0.0,18,2.0,,2.0,,,,1.0,16.0,14.0,,3.0,,,,,,,,,
387,,3.09,Gabriel Veron Fonseca de Souza,5,283,G. Veron,Cruzeiro,Gabriel Veron,4.42,0.2,103764,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,True,gabriel-veron,15,7,-0.34,18,1.0,,2.0,,,1.0,,11.0,7.0,2.0,5.0,3.0,1.0,,,,,,,
388,,2.96,Gabriel Vinícius Menino,4,275,G. Menino,Palmeiras,Gabriel Menino,6.06,7.7,103767,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,True,gabriel-menino,16,6,0.38,18,4.0,,16.0,,,,,22.0,21.0,5.0,12.0,1.0,4.0,,,,,,,
389,,2.18,Higor Matheus Meritão,4,288,H. Meritão,Criciúma,Higor Meritão,3.05,0.0,103987,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,False,higor-meritao,8,6,0.0,18,2.0,,3.0,,,,,7.0,8.0,2.0,2.0,1.0,1.0,,,,,,,
390,,0.0,José Sabino Chagas Monteiro,3,276,Sabino,São Paulo,Sabino,5.0,0.0,104075,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,False,sabino,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
391,,2.25,Bruno de Lara Fuchs,3,282,B. Fuchs,Atlético-MG,Bruno Fuchs,5.24,7.4,104085,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,True,bruno-fuchs,12,6,0.97,18,3.0,,6.0,,2.0,,1.0,19.0,12.0,,1.0,,,,,,,,,
392,,1.83,Lucas Willians Assis Arcanjo,1,287,L. Arcanjo,Vitória,Lucas Arcanjo,3.29,2.0,104118,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,True,lucas-arcanjo,17,7,0.53,18,2.0,56.0,4.0,30.0,1.0,,,,,,,,,,,,,,,
393,,0.0,Ruan de Oliveira Ferreira,4,264,Ruan,Corinthians,Ruan,3.0,0.0,104153,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,False,ruan,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
394,,0.0,Raul Jonas Steffens,1,263,Raul,Botafogo,Raul,2.0,0.0,104191,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,False,raul,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
395,,0.0,Edson Guilherme Mendes dos Santos,5,286,E. Carioca,Juventude,Edson Carioca,2.0,0.0,104204,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,False,edson-carioca,0,5,0.0,18,,,,,,,,,,,,,,,,,,,,
396,,1.25,João Victor da Silva Marcelino,3,267,J. Victor,Vasco,João Victor,4.21,0.0,104250,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,False,joao-victor,8,5,0.0,18,2.0,,7.0,,,,1.0,10.0,7.0,,2.0,,,,,,,,,
397,,3.04,Adriano Martins da Fonseca,3,373,A. Martins,Atlético-GO,Adriano Martins,4.28,0.9,104253,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,True,adriano-martins,14,7,-0.08,18,4.0,,3.0,,2.0,,,27.0,14.0,4.0,4.0,,2.0,,,,,,1.0,
398,,5.38,João Lucas de Almeida Carvalho,2,286,J. Lucas,Juventude,João Lucas,6.92,4.6,104257,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,True,joao-lucas,13,7,-1.91,18,2.0,,15.0,,4.0,2.0,,22.0,17.0,1.0,5.0,1.0,,,,,,,,
399,,1.75,Lucas Felipe Calegari,2,266,Calegari,Fluminense,Calegari,3.5,0.0,104276,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,False,calegari,2,6,0.0,18,,,3.0,,,,,3.0,2.0,,,,,,,,,,1.0,
400,,2.3,Eduardo Marcelo Rodrigues Nunes,4,287,Dudu,Vitória,Dudu,3.83,0.0,104330,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,False,dudu,5,6,0.0,18,3.0,,5.0,,,,1.0,14.0,6.0,,,,,,,,,,,
401,,3.19,Matheus Mendes Werneck de Oliveira,1,282,M. Mendes,Atlético-MG,Matheus Mendes,5.41,6.0,104383,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,True,matheus-mendes,8,6,0.99,18,,27.0,3.0,15.0,1.0,,,,,,,,,,,,,,,1.0
402,,5.38,Igor Gomes Silva,3,285,I. Gomes,Internacional,Igor Gomes,7.27,0.9,104385,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,True,igor-gomes,9,6,-0.37,18,2.0,,6.0,,5.0,1.0,,8.0,6.0,,2.0,1.0,,,,,,,,
403,,2.41,Christian Roberto Alves Cardoso,4,293,Christian,Athlético-PR,Christian,4.62,-1.9,104502,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,True,christian,13,6,-1.22,18,3.0,,20.0,,,,,15.0,27.0,3.0,4.0,1.0,3.0,,,,,,,
404,,1.7,Igor Jesus Maciel da Cruz,5,263,I. Jesus,Botafogo,Igor Jesus,4.16,3.1,104528,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,True,igor-jesus,2,7,0.47,18,,,4.0,,,,,1.0,4.0,,2.0,,2.0,,,,,,,
405,,0.0,Fabrício Oliveira de Souza,1,280,Fabrício,Bragantino,Fabrício,0.85,0.0,104588,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,False,fabricio,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
406,,1.94,Moisés Vieira da Veiga,5,356,Moisés,Fortaleza,Moisés,5.14,7.8,104666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,True,moises,8,5,1.33,18,,,2.0,,,1.0,,2.0,,4.0,3.0,,1.0,,,,,,,
407,,2.39,Newton Araújo da Costa Júnior,4,288,Newton,Criciúma,Newton,3.08,1.1,104693,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,True,newton,10,6,-0.22,18,2.0,,7.0,,,,,12.0,16.0,2.0,3.0,1.0,,,,,,,,
408,,5.16,Juan Pablo Vojvoda Rizzo,6,356,J. Vojvoda,Fortaleza,Juan Vojvoda,9.04,5.28,104754,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,True,juan-vojvoda,17,6,-0.14,18,,,,,,,,,,,,,,9.0,,,,,,
409,,3.16,Leonardo Ezequiel Godoy,2,293,L. Godoy,Athlético-PR,Leo Godoy,6.45,0.5,104759,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,True,leo-godoy,14,6,-0.26,18,2.0,,7.0,,5.0,1.0,,7.0,20.0,,3.0,1.0,1.0,,,,,,,
410,,0.0,Nicolás Brian Acevedo Tabárez,4,265,Acevedo,Bahia,Acevedo,5.0,0.0,104783,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,False,acevedo,0,5,0.0,18,,,,,,,,,,,,,,,,,,,,
411,,3.2,Douglas Matías Arezo Martínez,5,284,Arezo,Grêmio,Arezo,6.64,3.2,104849,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,True,arezo,1,6,0.64,18,,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,,
412,,2.73,Wagner Leonardo Calvelo de Souza,3,287,W. Leonardo,Vitória,Wagner Leonardo,4.46,0.0,104994,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,True,wagner-leonardo,16,7,-0.46,18,1.0,,5.0,,1.0,,1.0,14.0,6.0,5.0,4.0,2.0,,,,,,,,
413,,3.63,João Marcelo Messias Ferreira,3,283,J. Marcelo,Cruzeiro,João Marcelo,4.74,2.5,105047,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,True,joao-marcelo,15,7,-0.53,18,4.0,,8.0,,5.0,1.0,,19.0,11.0,2.0,3.0,,1.0,,,,,,,
414,,5.28,Nahuel Adolfo Ferraresi Hernández,3,276,Ferraresi,São Paulo,Ferraresi,6.65,5.2,105300,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,True,ferraresi,6,6,-0.17,18,,,2.0,,3.0,,,7.0,5.0,,1.0,1.0,,,,,,,,
415,,2.25,Jan Carlos Hurtado Anchico,5,373,Hurtado,Atlético-GO,Hurtado,5.45,-1.5,105301,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,True,hurtado,2,3,-1.32,18,,,5.0,,,,1.0,3.0,3.0,2.0,,,1.0,,,,,,,
416,,3.27,Gabriel Lheman Xavier - Lhman,3,265,G. Xavier,Bahia,Gabriel Xavier,5.45,0.0,105373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,False,gabriel-xavier,14,7,0.0,18,2.0,,4.0,,4.0,,,20.0,21.0,4.0,4.0,,,,,,,,,
417,,4.63,Matheus Lima Beltrão Oliveira Valin,2,264,M. Bidu,Corinthians,Matheus Bidu,7.19,5.0,105531,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,True,matheus-bidu,7,6,0.03,18,,,8.0,,2.0,,,6.0,4.0,1.0,4.0,1.0,,,,,,,,
418,,3.68,Rikelme Hernandes Amorim Rocha,2,1371,Rikelme,Cuiabá,Rikelme,5.46,0.0,105547,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,False,rikelme,8,6,0.0,18,,,4.0,,3.0,,,10.0,5.0,1.0,1.0,,1.0,,,,,,,
419,,5.2,Juan Martín Lucero,5,356,Lucero,Fortaleza,Lucero,9.38,2.6,105568,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,True,lucero,15,6,0.14,18,5.0,,16.0,,,,,5.0,20.0,9.0,11.0,7.0,5.0,,,,,,,
420,,5.02,Lucas Piton Crivellaro,2,267,L. Piton,Vasco,Lucas Piton,7.25,3.6,105584,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,True,lucas-piton,15,6,-0.43,18,3.0,,8.0,,3.0,3.0,,30.0,16.0,1.0,5.0,1.0,,,,,,,,
421,,2.43,Roni Medeiros de Moura,4,373,Roni,Atlético-GO,Roni,4.45,10.2,105585,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,True,roni,10,2,1.76,18,2.0,,5.0,,,,,11.0,7.0,2.0,3.0,1.0,,,,,,,,
422,,2.03,Maurício Magalhães Prado,4,275,Maurício,Palmeiras,Maurício,5.66,0.4,105647,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,True,mauricio,7,6,-0.29,18,2.0,,9.0,,,,,6.0,5.0,3.0,3.0,,,,,,,,,
423,,6.88,Wesley Ribeiro Silva,5,285,Wesley,Internacional,Wesley,10.49,1.9,105811,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,True,wesley,12,6,-0.06,18,4.0,,34.0,,,1.0,,15.0,23.0,6.0,12.0,4.0,5.0,,1.0,,2.0,,,
424,,0.0,Lucas Belezi Barbosa,3,293,Belezi,Athlético-PR,Belezi,2.0,0.0,105844,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,False,belezi,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
425,,0.43,Matheus de Araújo Andrade,4,264,M. Araújo,Corinthians,Matheus Araújo,2.76,0.0,105845,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,False,matheus-araujo,4,6,0.0,18,,,1.0,,,,,1.0,,,,,,,,,,,,
426,,1.08,José Gabriel dos Santos Silva,4,267,Z. Gabriel,Vasco,Zé Gabriel,2.38,0.0,105902,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,True,ze-gabriel,13,6,-0.05,18,3.0,,6.0,,,,,11.0,13.0,2.0,3.0,,,,,,,,,
427,,2.12,Rômulo Zanre Zwarg,4,285,Rômulo,Internacional,Rômulo,3.58,1.1,105911,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,True,romulo,8,6,-0.2,18,2.0,,7.0,,,,,15.0,15.0,1.0,1.0,,,,,,,,,
428,,3.67,Sergio Ramón Rochet Álvarez,1,285,Rochet,Internacional,Rochet,5.86,2.0,105949,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,True,rochet,6,6,-0.76,18,1.0,15.0,4.0,4.0,2.0,,,,,,,,,,,,,,,
429,,4.59,Ewerthon Diógenes da Silva,2,286,Ewerthon,Juventude,Ewerthon,6.49,6.7,106082,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,True,ewerthon,8,6,1.09,18,,,4.0,,2.0,1.0,,4.0,1.0,2.0,6.0,1.0,,,,,,,,
430,,4.13,Thiago Carpini Barbosa,6,287,T. Carpini,Vitória,Thiago Carpini,7.3,1.29,106147,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,True,thiago-carpini,14,7,-0.37,18,,,,,,,,,,,,,,4.0,,,,,,
431,,3.75,Lucas Alexandre Galdino de Azevedo,1,280,Lucão,Bragantino,Lucão,5.27,11.0,106160,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,True,lucao,4,6,2.26,18,,14.0,,4.0,1.0,,,,,,,,,,,,,,,
432,,2.39,Bruno Gomes da Silva Clevelário,4,285,B. Gomes,Internacional,Bruno Gomes,3.57,2.8,106202,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,True,bruno-gomes,7,6,-0.78,18,1.0,,10.0,,,1.0,,4.0,5.0,1.0,4.0,,,,,,,,,
433,,0.0,Leonardo Javier Realpe Montaño,3,280,Realpe,Bragantino,Realpe,4.0,0.0,106299,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,False,realpe,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
