,atletas.minimo_para_valorizar,atletas.media_num,atletas.nome,atletas.posicao_id,atletas.clube_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.apelido,atletas.preco_num,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.status_id,atletas.variacao_num,atletas.rodada_id,CA,DE,FS,GS,SG,A,CV,DS,FC,FD,FF,G,I,V,FT,PP,PS,GC,PC,DP
172,,2.79,Pedro Henrique Ribeiro Gonçalves,3,280,P. Henrique,Bragantino,Pedro Henrique,5.84,3.7,87225,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,True,pedro-henrique,12,6,0.62,18,3.0,,8.0,,2.0,,,16.0,12.0,,,1.0,1.0,,,,,,1.0,
173,,6.47,Guilherme Antonio Arana Lopes,2,282,G. Arana,Atlético-MG,Guilherme Arana,11.42,0.0,87228,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,False,guilherme-arana,8,6,0.0,18,3.0,,4.0,,3.0,1.0,,16.0,6.0,3.0,5.0,1.0,2.0,,,,,,,
174,,0.71,Carlos María de Pena Bonino,4,265,C. Pena,Bahia,Carlos de Pena,2.5,1.2,87242,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,True,carlos-de-pena,15,6,-0.04,18,3.0,,4.0,,,1.0,,3.0,5.0,2.0,3.0,,,,,,,,,
175,,5.2,Yeferson Julio Soteldo Martínez,5,284,Soteldo,Grêmio,Soteldo,10.71,11.4,87258,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,True,soteldo,7,7,1.51,18,,,9.0,,,1.0,,5.0,1.0,3.0,2.0,2.0,,,,,,,,
176,,1.17,Walter Kannemann,3,284,Kannemann,Grêmio,Kannemann,3.59,4.7,87342,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,True,kannemann,7,2,0.99,18,4.0,,2.0,,1.0,1.0,1.0,6.0,10.0,,,,,,,,,,,
177,,0.79,Allano Brendon de Souza Lima,5,288,Allano,Criciúma,Allano,2.28,-1.7,87391,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,True,allano,9,3,-0.43,18,2.0,,10.0,,,,2.0,8.0,11.0,2.0,2.0,,2.0,,,,,,,
178,,3.73,Thaciano Mickael da Silva,4,265,Thaciano,Bahia,Thaciano,6.46,2.5,87470,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,True,thaciano,15,7,0.16,18,3.0,,6.0,,,,,7.0,7.0,4.0,14.0,4.0,13.0,,1.0,,,,,
179,,-1.0,Mateus Pasinato,1,1371,M. Pasinato,Cuiabá,Mateus Pasinato,2.59,0.0,87603,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,False,mateus-pasinato,0,6,0.0,18,1.0,,,,,,,,,,,,,,,,,,,
180,,2.19,Pablo Ignacio Galdames Millán,4,267,Galdames,Vasco,Galdames,4.82,0.0,87660,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,False,galdames,11,6,0.0,18,3.0,,9.0,,,1.0,,17.0,25.0,2.0,3.0,,1.0,,,,,,,
181,,-0.27,Yago Felipe da Costa Rocha,4,265,Y. Felipe,Bahia,Yago Felipe,2.48,0.0,87747,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,False,yago-felipe,3,6,0.0,18,1.0,,,,,,,,2.0,,1.0,,,,,,,,,
182,,2.65,Paolo Mauricio Lemos Merladett,3,282,M. Lemos,Atlético-MG,Mauricio Lemos,9.41,0.0,87853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,False,mauricio-lemos,6,6,0.0,18,3.0,,1.0,,3.0,,,4.0,10.0,,2.0,,,,,,,,,
183,,7.32,Giorgian Daniel de Arrascaeta Benedetti,4,262,Arrascaeta,Flamengo,Arrascaeta,14.48,10.4,87863,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,True,arrascaeta,5,7,-1.42,18,1.0,,9.0,,,3.0,,2.0,3.0,3.0,5.0,1.0,,,,,1.0,,,
184,,6.15,Gustavo Henrique Furtado Scarpa,4,282,G. Scarpa,Atlético-MG,Gustavo Scarpa,12.03,8.2,87999,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,True,gustavo-scarpa,16,6,0.61,18,3.0,,22.0,,,5.0,,13.0,7.0,13.0,12.0,3.0,3.0,,1.0,,,,,
185,,1.98,Alan Pereira Empereur,3,1371,A. Empereur,Cuiabá,Alan Empereur,3.09,1.2,88033,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,True,alan-empereur,12,6,-0.03,18,4.0,,8.0,,3.0,1.0,,3.0,5.0,,2.0,,,,,,,,,
186,,0.0,Ivan Quaresma da Silva,1,285,Ivan,Internacional,Ivan,3.0,0.0,88136,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,False,ivan,0,5,0.0,18,,,,,,,,,,,,,,,,,,,,
187,,7.0,Júnior Osmar Ignacio Alonso Mujica,3,282,J. Alonso,Atlético-MG,Junior Alonso,9.07,5.5,88312,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,True,junior-alonso,2,6,0.45,18,1.0,,,,1.0,,,2.0,4.0,,1.0,1.0,,,,,,,,
188,,3.56,Ángel Rodrigo Romero Villamayor,5,264,Ã. Romero,Corinthians,Ángel Romero,6.86,8.2,88323,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,True,angel-romero,12,7,-0.05,18,2.0,,19.0,,,,,9.0,6.0,2.0,10.0,2.0,2.0,,,,,,,
189,,4.68,Ayrton Lucas Dantas de Medeiros,2,262,A. Lucas,Flamengo,Ayrton Lucas,7.67,1.7,88393,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,True,ayrton-lucas,14,7,-0.01,18,1.0,,18.0,,3.0,1.0,,16.0,10.0,2.0,6.0,1.0,,,2.0,,,,,
190,,0.0,Walace Souza Silva,4,283,Walace,Cruzeiro,Walace,7.0,0.0,88479,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,False,walace,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
191,,4.34,Armando Gonçalves Teixeira,6,1371,Petit,Cuiabá,Petit,6.19,2.71,89141,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,True,petit,10,6,-0.16,18,,,,,,,,,,,,,,2.0,,,,,,
192,,3.83,Gustavo Bonatto Barreto,4,288,Barreto,Criciúma,Barreto,5.41,3.2,89224,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,True,barreto,15,6,0.01,18,3.0,,15.0,,,1.0,,28.0,32.0,3.0,3.0,2.0,1.0,,1.0,,,,1.0,
193,,3.88,Gerson Santos da Silva,4,262,Gerson,Flamengo,Gerson,6.38,3.7,89256,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,True,gerson,17,7,0.15,18,1.0,,28.0,,,3.0,,18.0,18.0,7.0,7.0,1.0,1.0,,,,,,,
194,,3.36,João Pedro Maturano dos Santos,2,284,J. Pedro,Grêmio,João Pedro,5.95,6.3,89273,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,True,joao-pedro,13,7,0.81,18,1.0,,7.0,,3.0,1.0,,10.0,3.0,2.0,6.0,,,,1.0,,,,,
195,,7.83,Willian de Asevedo Furtado,2,283,William,Cruzeiro,William,11.2,1.7,89275,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,True,william,15,7,-0.96,18,3.0,,6.0,,6.0,3.0,,42.0,17.0,4.0,8.0,2.0,,,,,,,,
196,,3.87,Erick Samuel Correa Farias,5,286,Erick,Juventude,Erick,5.38,4.1,89467,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,True,erick,15,7,0.62,18,,,5.0,,,,,19.0,3.0,5.0,5.0,3.0,4.0,,,,,,,
197,,1.92,Igor Rabello da Costa,3,282,I. Rabello,Atlético-MG,Igor Rabello,4.69,0.0,89493,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,False,igor-rabello,10,6,0.0,18,2.0,,2.0,,3.0,,1.0,8.0,8.0,1.0,1.0,,,,,,,,1.0,
198,,2.39,Thiago Maia Alencar,4,285,T. Maia,Internacional,Thiago Maia,4.68,0.0,89637,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,False,thiago-maia,10,5,0.0,18,,,3.0,,,,,18.0,12.0,1.0,4.0,,,,,,,,,
199,,1.92,José Rodrigo Andrade Ramos,4,287,R. Andrade,Vitória,Rodrigo Andrade,3.29,0.0,89646,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,False,rodrigo-andrade,6,5,0.0,18,,,5.0,,,,,7.0,6.0,,3.0,,,,,,,,,
200,,2.62,Iury Lirio Freitas de Castilho,5,287,I. Castilho,Vitória,Iury Castilho,4.02,0.2,89695,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,True,iury-castilho,5,2,-0.37,18,1.0,,9.0,,,,,,7.0,,1.0,1.0,1.0,,1.0,,,,,
201,,5.0,Jonathan Calleri,5,276,Calleri,São Paulo,Calleri,10.19,0.0,89840,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,False,calleri,15,7,0.0,18,3.0,,31.0,,,2.0,,6.0,20.0,7.0,8.0,4.0,15.0,,2.0,,,,,
202,,4.72,Franco Cristaldo,4,284,Cristaldo,Grêmio,Cristaldo,8.84,0.0,89846,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,False,cristaldo,14,2,0.0,18,,,17.0,,,1.0,,14.0,4.0,6.0,6.0,3.0,2.0,,,,1.0,,,
203,,1.24,Douglas Moreira Fagundes,4,284,Dodi,Grêmio,Dodi,2.87,0.2,89883,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,True,dodi,14,2,-0.22,18,3.0,,15.0,,,,,11.0,17.0,2.0,3.0,,,,,,,,,
204,,0.65,Everton Galdino Moreira,5,284,E. Galdino,Grêmio,Everton Galdino,2.13,0.0,89918,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,False,everton-galdino,12,6,0.0,18,4.0,,8.0,,,,,5.0,8.0,1.0,4.0,,1.0,,,,,,,
205,,3.4,Bruno de Jesus Pacheco,2,356,B. Pacheco,Fortaleza,Bruno Pacheco,7.1,1.6,90061,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,True,bruno-pacheco,12,6,0.05,18,2.0,,6.0,,3.0,,,14.0,8.0,,3.0,1.0,,,,,,,,
206,,5.78,Bruno Henrique Pinto,5,262,B. Henrique,Flamengo,Bruno Henrique,8.92,0.0,90285,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,False,bruno-henrique,13,6,0.0,18,2.0,,26.0,,,,,19.0,17.0,6.0,7.0,4.0,3.0,,,,2.0,,,
207,,2.23,Pedro Rocha Neves,5,356,P. Rocha,Fortaleza,Pedro Rocha,5.14,0.0,90302,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,False,pedro-rocha,3,6,0.0,18,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
208,,3.76,Lincoln Henrique Oliveira dos Santos,4,280,Lincoln,Bragantino,Lincoln,6.03,2.2,90303,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,True,lincoln,9,6,-0.41,18,2.0,,14.0,,,,,9.0,4.0,,4.0,2.0,,,,,,,,
209,,4.43,David Correa da Fonseca,5,267,David,Vasco,David,7.92,2.4,90309,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,True,david,15,6,-1.04,18,4.0,,12.0,,,3.0,1.0,17.0,15.0,2.0,13.0,3.0,2.0,,,,,,,
210,,1.31,Júlio César de Rezende Miranda,4,265,Rezende,Bahia,Rezende,3.73,3.0,90449,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,True,rezende,13,7,0.13,18,2.0,,8.0,,,,,11.0,9.0,,2.0,,,,1.0,,,,,
211,,0.0,Diego Gonçalves,5,286,D. Gonçalves,Juventude,Diego Gonçalves,4.0,0.0,90540,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,False,diego-goncalves,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
212,,3.05,Caique de Jesus Gonçalves,4,286,Caíque,Juventude,Caíque,4.52,2.9,90588,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,True,caique,14,7,-0.3,18,5.0,,23.0,,,,,34.0,17.0,,2.0,,,,,,,,1.0,
213,,2.5,Mateus Eduardo Claus,1,286,M. Claus,Juventude,Mateus Claus,3.86,0.0,90590,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,False,mateus-claus,2,6,0.0,18,1.0,8.0,,2.0,,,,,,,,,,,,,,,,
214,,1.61,Lucas da Silva Izidoro,4,1371,L. Mineiro,Cuiabá,Lucas Mineiro,2.85,1.3,90634,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,True,lucas-mineiro,11,6,0.17,18,2.0,,9.0,,,,,16.0,21.0,,3.0,,1.0,,,,,,,
215,,5.25,Matheus Martins Fogaça de Paulo,4,287,Matheuzinho,Vitória,Matheuzinho,8.01,1.4,90703,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,True,matheuzinho,16,7,-0.61,18,2.0,,34.0,,,4.0,,14.0,11.0,9.0,11.0,2.0,1.0,,,,,,,
216,,5.45,Luiz Fernando Moraes dos Santos,5,373,L. Fernando,Atlético-GO,Luiz Fernando,8.38,1.8,90715,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,True,luiz-fernando,15,7,-0.33,18,3.0,,32.0,1.0,,,,13.0,15.0,8.0,12.0,5.0,5.0,,,,,,,
217,,2.71,Fabrício Bruno Soares de Faria,3,262,F. Bruno,Flamengo,Fabrício Bruno,4.92,0.8,90768,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,True,fabricio-bruno,15,7,0.01,18,3.0,,6.0,,3.0,,,12.0,3.0,2.0,2.0,1.0,,,,,,,,
218,,2.64,José Marcos Alves Luis,3,286,Z. Marcos,Juventude,Zé Marcos,3.46,0.0,90943,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,False,ze-marcos,8,6,0.0,18,4.0,,12.0,,2.0,,,7.0,3.0,,2.0,,,,,,,,,
219,,3.86,Tomás Cardona,3,356,Cardona,Fortaleza,Cardona,5.05,-0.6,90947,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,True,cardona,7,6,-0.38,18,1.0,,2.0,,4.0,,,7.0,7.0,,1.0,,1.0,,,,,,,
220,,2.43,Ronaldo de Oliveira Strada,1,373,Ronaldo,Atlético-GO,Ronaldo,3.19,-3.3,91101,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,True,ronaldo,16,7,-1.69,18,2.0,52.0,3.0,26.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0
221,,1.23,Everaldo Silva do Nascimento,5,287,Everaldo,Vitória,Everaldo,4.34,0.0,91151,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,False,everaldo,3,6,0.0,18,,,5.0,,,,,2.0,4.0,,,,,,,,,,,
222,,2.16,Ítaro Patric Cardoso Calmon,2,287,PK,Vitória,PK,3.68,0.0,91190,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,False,pk,8,6,0.0,18,,,2.0,,1.0,1.0,1.0,7.0,6.0,1.0,2.0,,1.0,,,,,,,
223,,0.86,Felipe Ignacio Carballo Ares,4,284,Carballo,Grêmio,Carballo,2.74,3.2,91254,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,True,carballo,9,3,0.28,18,3.0,,2.0,,,,,9.0,10.0,1.0,1.0,,,,,,,,,
224,,2.21,Erick Antonio Pulgar Farfán,4,262,E. Pulgar,Flamengo,Erick Pulgar,4.74,6.8,91473,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,True,erick-pulgar,9,7,0.62,18,1.0,,6.0,,,,,14.0,13.0,1.0,1.0,,,,1.0,,,,,
225,,4.41,Rodrigo Eduardo da Silva,3,286,R. Sam,Juventude,Rodrigo Sam,5.45,5.4,91509,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,True,rodrigo-sam,8,3,0.22,18,3.0,,8.0,,3.0,,,11.0,9.0,,1.0,1.0,,,,,,,,
226,,0.64,Eder Citadin Martins,5,288,Eder,Criciúma,Eder,2.43,-1.0,91521,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,True,eder,13,6,-0.23,18,4.0,,6.0,,,,,3.0,2.0,2.0,5.0,,1.0,,,,,,,
227,,4.3,Robert Abel Arboleda Escobar,3,276,Arboleda,São Paulo,Arboleda,7.92,5.8,91573,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,True,arboleda,16,7,-0.56,18,2.0,,7.0,,6.0,,,22.0,11.0,2.0,1.0,1.0,1.0,,1.0,,,,,
228,,3.69,Ronielson da Silva Barbosa,5,275,Rony,Palmeiras,Rony,6.67,0.0,91607,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,True,rony,17,6,-0.59,18,4.0,,21.0,,,,,13.0,17.0,12.0,10.0,3.0,9.0,,,,,,,
229,,3.46,Marlon Rodrigues Xavier,2,283,Marlon,Cruzeiro,Marlon,8.91,0.0,91706,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,False,marlon,10,6,0.0,18,,,6.0,,4.0,,2.0,17.0,16.0,1.0,1.0,,,,,,,,,
230,,0.0,David de Duarte Macedo,3,265,D. Duarte,Bahia,David Duarte,4.0,0.0,91772,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,False,david-duarte,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
231,,3.94,José Ivaldo Almeida Silva,3,283,Z. Ivaldo,Cruzeiro,Zé Ivaldo,5.53,3.0,91866,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,True,ze-ivaldo,14,7,-0.46,18,5.0,,13.0,,6.0,,,10.0,12.0,7.0,10.0,,2.0,,,,,,1.0,
232,,2.98,Cristian David Pavón,5,284,Pavón,Grêmio,Pavón,6.47,2.2,91908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,True,pavon,13,7,-0.14,18,2.0,,5.0,,,1.0,,10.0,6.0,8.0,7.0,1.0,1.0,,,,,,,
233,,5.24,Ramón Ángel Díaz,6,264,R. Díaz,Corinthians,Ramón Díaz,8.58,7.87,92075,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,True,ramon-diaz,6,7,0.47,18,,,,,,,,,,,,,,3.0,,,,,,
234,,6.2,Lyanco Evangelista Silveira Neves Vojnovic,3,282,Lyanco,Atlético-MG,Lyanco,8.7,6.2,92087,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,True,lyanco,1,6,1.7,18,,,,,1.0,,,1.0,,,,,,,,,,,,
235,,0.48,Andre Luis da Costa Alfredo,5,1371,A. Luís,Cuiabá,André Luís,2.38,1.7,92146,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,True,andre-luis,9,6,0.43,18,2.0,,7.0,,,,,3.0,5.0,,1.0,,,,,,,,,
236,,-0.18,Lucas Nicolás Alario,5,285,Alario,Internacional,Alario,2.36,0.0,92149,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,True,alario,9,6,-0.09,18,4.0,,4.0,,,,,1.0,11.0,1.0,4.0,,9.0,,,,,,1.0,
237,,3.5,Jair Ventura,6,286,J. Ventura,Juventude,Jair Ventura,5.57,5.48,92180,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,True,jair-ventura,10,6,0.4,18,,,,,,,,,,,,,,2.0,,,,,,
238,,1.0,Caíque Luiz Santos da Purificação,1,284,Caíque,Grêmio,Caíque,3.99,0.0,92207,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,False,caique,1,6,0.0,18,,3.0,,2.0,,,,,,,,,,,,,,,,
239,,3.09,Rodrigo Ely,3,284,R. Ely,Grêmio,Rodrigo Ely,5.4,7.5,92237,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,True,rodrigo-ely,11,7,1.0,18,3.0,,7.0,,3.0,,,9.0,7.0,4.0,4.0,,1.0,,1.0,,,,1.0,
240,,7.3,André Ramalho Silva,3,264,A. Ramalho,Corinthians,André Ramalho,8.22,7.3,92440,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,True,andre-ramalho,1,2,2.22,18,1.0,,,,1.0,,,3.0,1.0,,,,,,,,,,,
241,,1.12,Raul Lô Gonçalves,4,280,Raul,Bragantino,Raul,2.79,9.2,92496,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,True,raul,10,6,1.33,18,,,,,,,,3.0,8.0,1.0,1.0,1.0,,,,,,,,
242,,2.62,Renato Kayzer de Souza,5,356,R. Kayzer,Fortaleza,Renato Kayzer,6.04,8.5,92696,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,True,renato-kayzer,15,6,1.2,18,1.0,,14.0,,,,1.0,8.0,14.0,5.0,8.0,2.0,6.0,,1.0,,,,,
243,,2.6,Deyverson Brum Silva Acosta,5,1371,Deyverson,Cuiabá,Deyverson,7.68,0.9,92708,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,True,deyverson,2,6,-0.41,18,,,4.0,,,,,1.0,1.0,2.0,,,1.0,,,,,,,
244,,0.0,Bruno Rafael Rodrigues do Nascimento,5,275,B. Rodrigues,Palmeiras,Bruno Rodrigues,5.0,0.0,92811,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,False,bruno-rodrigues,0,5,0.0,18,,,,,,,,,,,,,,,,,,,,
245,,4.75,Rafael Santos Borré Maury,5,285,Borré,Internacional,Borré,10.57,2.8,92854,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,True,borre,6,6,0.13,18,2.0,,6.0,,,1.0,,6.0,13.0,6.0,7.0,1.0,6.0,,1.0,1.0,,,,
246,,1.2,Helibelton Palacios Zapata,2,283,Palacios,Cruzeiro,Palacios,3.15,0.0,92855,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,False,palacios,1,6,0.0,18,,,,,,,,1.0,,,,,,,,,,,,
247,,2.26,Mateus da Silva Vital Assumpção,4,283,M. Vital,Cruzeiro,Mateus Vital,4.16,0.0,93108,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,False,mateus-vital,7,2,0.0,18,,,6.0,,,,,1.0,,1.0,3.0,1.0,,,,,,,,
248,,1.44,Wanderson Maciel Sousa Campos,5,285,Wanderson,Internacional,Wanderson,4.66,0.0,93478,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,False,wanderson,11,6,0.0,18,2.0,,10.0,,,,,8.0,12.0,3.0,4.0,,1.0,,,,,,,
249,,1.2,Bruno Nunes de Barros,2,373,B. Tubarão,Atlético-GO,Bruno Tubarão,3.12,0.0,93637,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,False,bruno-tubarao,10,6,0.0,18,2.0,,5.0,,,,,8.0,6.0,1.0,3.0,,,,,,,,,
250,,4.05,Gabriel de Souza Inocêncio,2,286,G. Inocêncio,Juventude,Gabriel Inocêncio,5.27,4.6,93702,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,True,gabriel-inocencio,9,6,0.22,18,1.0,,9.0,,4.0,,,13.0,14.0,,2.0,,1.0,,,,,,,
251,,4.32,Paulo Henrique de Oliveira Alves,2,267,P. Henrique,Vasco,Paulo Henrique,6.07,2.5,93716,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,True,paulo-henrique,18,6,-1.19,18,2.0,,11.0,,4.0,,,39.0,27.0,3.0,5.0,1.0,,,,,,,,
252,,2.25,Marlon Rodrigues Freitas,4,263,M. Freitas,Botafogo,Marlon Freitas,3.92,0.0,93790,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,True,marlon-freitas,16,7,-0.41,18,2.0,,4.0,,,2.0,,18.0,7.0,2.0,5.0,,,,,,,,,
253,,0.0,Keiller da Silva Nunes,1,267,Keiller,Vasco,Keiller,4.0,0.0,93834,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,False,keiller,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
254,,3.52,Cleiton Schwengber,1,280,Cleiton,Bragantino,Cleiton,6.44,2.7,93882,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,True,cleiton,14,6,-0.42,18,1.0,45.0,1.0,14.0,3.0,,1.0,,1.0,,,,,,,,,,,1.0
255,,5.17,Matheus Leonardo Sales Cardoso,4,288,Matheusinho,Criciúma,Matheusinho,7.22,0.0,93886,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,False,matheusinho,12,5,0.0,18,2.0,,12.0,,,1.0,,15.0,9.0,1.0,6.0,4.0,2.0,,,,,,,
256,,5.44,Breno Henrique Vasconcelos Lopes,5,356,B. Lopes,Fortaleza,Breno Lopes,7.57,-0.3,93988,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,True,breno-lopes,14,6,-2.94,18,3.0,,38.0,,,3.0,,5.0,10.0,10.0,13.0,2.0,4.0,,1.0,,1.0,,,
257,,4.49,John Victor Maciel Furtado,1,263,J. Victor,Botafogo,John Victor,7.54,5.0,94044,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,True,john-victor,15,7,-0.52,18,2.0,43.0,3.0,10.0,7.0,,,,1.0,,,,,,,,,,,
258,,6.52,Matheus Fernandes Siqueira,4,280,M. Fernandes,Bragantino,Matheus Fernandes,8.68,-0.3,94067,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,True,matheus-fernandes,6,6,-2.12,18,,,7.0,,,1.0,,17.0,6.0,2.0,2.0,1.0,,,,,,,,
