,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.media_num,atletas.status_id,atletas.clube_id,atletas.preco_num,atletas.posicao_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.nome,CA,DS,FC,FD,FF,FS,SG,A,FT,G,V,CV,I,PC,DE,GS,PP,PS,DP,GC
337,0.09,Atlético-GO,8,Umberto Louzer,umberto-louzer,4.12,4.2,7,373,7.2,6,101077,U. Louzer,,True,https://s.sde.globo.com/media/person_role/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,30,Umberto Lourenço Louzer Filho,,,,,,,,,,,2.0,,,,,,,,,
338,0.0,São Paulo,3,Jamal Lewis,jamal-lewis,0.0,2.07,6,276,5.98,2,101130,J. Lewis,,False,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,30,Jamal Piaras Lewis,,1.0,,,,,1.0,,,,,,,,,,,,,
339,-0.09,São Paulo,20,Ferreira,ferreira,0.0,4.02,6,276,7.45,5,101290,Ferreira,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,30,Aldemir dos Santos Ferreira,4.0,12.0,11.0,5.0,9.0,28.0,,1.0,,5.0,,,1.0,,,,,1.0,,
340,0.81,Bahia,21,Ademir,ademir,5.8,2.29,6,265,4.75,5,101314,Ademir,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,30,Ademir da Silva Santos Júnior,1.0,14.0,6.0,5.0,5.0,13.0,,2.0,,1.0,,,5.0,,,,,,,
341,0.0,Fluminense,7,Guga,guga,0.0,3.07,6,266,4.83,2,101319,Guga,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,30,Cláudio Rodrigues Gomes,3.0,5.0,6.0,,1.0,3.0,3.0,1.0,,,,1.0,,,,,,,,
342,1.05,Juventude,20,Danilo Boza,danilo-boza,11.1,3.54,7,286,6.93,3,101431,D. Boza,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,30,Danilo Boza Júnior,1.0,10.0,2.0,5.0,10.0,9.0,3.0,,1.0,3.0,,,,,,,,,,
343,-0.44,Grêmio,18,Pepê,pepe,1.7,2.22,6,284,4.57,4,101573,Pepê,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,30,João Pedro Vilardi Pinto,1.0,27.0,16.0,1.0,4.0,24.0,,,,,,1.0,1.0,,,,,,,
344,0.39,Corinthians,14,Hugo Souza,hugo-souza,2.0,3.56,7,264,6.81,1,101574,H. Souza,,True,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,30,Hugo de Souza Nogueira,2.0,1.0,,,,1.0,3.0,,,,,,,,53.0,18.0,,,,
345,-1.53,Vasco,22,Hugo Moura,hugo-moura,0.9,3.43,7,267,5.49,4,101594,H. Moura,,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,30,Hugo Moura Arruda da Silva,5.0,46.0,39.0,5.0,10.0,12.0,,4.0,,,,1.0,,,,,,,,
346,0.04,Cuiabá,18,Ramon,ramon,6.1,4.15,7,1371,6.33,2,101597,Ramon,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,30,Ramon Ramos Lima,6.0,30.0,21.0,2.0,6.0,12.0,5.0,1.0,,1.0,,,2.0,,,,,,,
347,0.0,Vitória,9,Caio Vinícius,caio-vinicius,0.0,0.78,6,287,2.12,4,101601,C. Vinícius,,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,30,Caio Vinicius da Conceição,5.0,9.0,7.0,,1.0,5.0,,,,,,,,,,,,,,
348,0.0,Juventude,2,Peixoto,peixoto,0.0,0.55,5,286,1.94,4,101651,Peixoto,,False,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,30,Daniel Nascimento Peixoto dos Santos,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
349,-0.07,Atlético-GO,23,Rhaldney,rhaldney,3.1,2.7,7,373,3.81,4,101666,Rhaldney,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,30,Rhaldney Norberto Simião Gomes,6.0,42.0,38.0,2.0,5.0,23.0,,1.0,2.0,,,,,,,,,,,
350,0.0,Fortaleza,17,Felipe Jonatan,felipe-jonatan,0.0,3.94,6,356,6.13,2,101708,F. Jonatan,,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,30,Felipe Jonatan Rocha Andrade,,17.0,10.0,4.0,4.0,23.0,6.0,,,,,,,,,,,,,
351,0.0,Vitória,25,Alerrandro,alerrandro,0.0,5.37,6,287,8.55,5,101715,Alerrandro,,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,30,Alerrandro Barra Mansa Realino de Souza,3.0,22.0,18.0,12.0,13.0,33.0,,4.0,,7.0,,,3.0,1.0,,,,,,
352,1.18,Cuiabá,15,Railan,railan,9.0,3.51,7,1371,5.81,2,101726,Railan,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,30,Railan Reis Ferreira - Raylan,3.0,16.0,8.0,2.0,3.0,10.0,3.0,3.0,,,,,,1.0,,,,,,
353,1.2,Corinthians,24,Matheuzinho,matheuzinho,10.4,3.93,7,264,7.39,2,101727,Matheuzinho,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,30,Matheus França Silva,2.0,42.0,14.0,4.0,6.0,14.0,5.0,,,1.0,,,2.0,,,,,1.0,,
354,-1.47,Criciúma,26,Claudinho,claudinho,0.5,4.31,7,288,5.61,2,101752,Claudinho,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,30,Claudio Coelho Salvático,3.0,44.0,8.0,3.0,6.0,5.0,4.0,3.0,1.0,2.0,,,4.0,,,,,,,
355,-0.28,Vasco,4,Jean David,jean-david,2.0,1.55,6,267,5.02,5,101768,J. David,,True,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,30,Jean David Meneses Villarroel,,3.0,,,2.0,2.0,,,,,,,,,,,,,,
356,-0.07,Grêmio,5,Mayk,mayk,0.9,2.38,7,284,3.67,2,101820,Mayk,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,30,Mayksilvan da Silva Ferreira,,6.0,1.0,,,,1.0,,,,,,,,,,,,,
357,-0.65,Bragantino,24,Vitinho,vitinho,1.3,3.5,7,280,7.86,5,101960,Vitinho,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,30,Vitor Hugo Naum dos Santos,6.0,23.0,23.0,10.0,16.0,16.0,,3.0,2.0,2.0,,,3.0,,,,,,,
358,-0.18,Fortaleza,21,Brítez,britez,3.9,3.5,7,356,4.63,3,101995,Brítez,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,30,Emanuel Fermín Brítez,9.0,28.0,18.0,2.0,6.0,10.0,7.0,2.0,,,,1.0,2.0,,,,,,,
359,0.0,Palmeiras,16,Piquerez,piquerez,0.0,6.23,5,275,11.15,2,102130,Piquerez,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,30,Joaquín Piquerez Moreira,2.0,22.0,10.0,5.0,15.0,19.0,7.0,,,2.0,,,,,,,,,,
360,0.0,Fluminense,0,Vitor Eudes,vitor-eudes,0.0,0.0,6,266,1.0,1,102137,V. Eudes,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,30,Vitor Eudes de Souza Costa,,,,,,,,,,,,,,,,,,,,
361,0.0,Botafogo,16,Lucas Halter,lucas-halter,0.0,2.95,6,263,6.47,3,102253,L. Halter,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,30,Lucas Halter,4.0,11.0,17.0,2.0,7.0,6.0,5.0,,,1.0,,,,1.0,,,,,,
362,-0.34,Palmeiras,16,Caio Paulista,caio-paulista,2.4,3.18,7,275,5.26,2,102318,C. Paulista,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,30,Caio Fernando de Oliveira,1.0,11.0,12.0,4.0,2.0,8.0,7.0,,,,,1.0,2.0,,,,,,,
363,1.13,Corinthians,24,Cacá,caca,8.4,3.35,7,264,8.2,3,102340,Cacá,,True,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,30,Carlos de Menezes Júnior,5.0,19.0,26.0,2.0,13.0,12.0,5.0,1.0,,4.0,,1.0,,1.0,,,,,,2.0
364,0.0,Atlético-GO,0,Araos,araos,0.0,0.0,6,373,3.0,4,102352,Araos,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,30,Ángelo Giovanni Araos Llanos,,,,,,,,,,,,,,,,,,,,
365,-0.49,Athlético-PR,19,Mastriani,mastriani,1.5,3.75,6,293,6.95,5,102561,Mastriani,,True,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,30,Gonzalo Mathías Mastriani Borges,,9.0,11.0,5.0,16.0,9.0,,,3.0,4.0,,,4.0,,,,,,,
366,0.0,Juventude,6,Thiaguinho,thiaguinho,0.0,0.73,6,286,1.53,4,102599,Thiaguinho,,False,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,30,Thiago Beserra dos Santos Conti,1.0,5.0,7.0,,,5.0,,,,,,,,1.0,,,,,,
367,0.18,Athlético-PR,27,Julimar,julimar,4.1,3.22,6,293,5.24,5,102796,Julimar,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,30,Julimar Silva Oliveira Júnior,3.0,24.0,24.0,17.0,19.0,9.0,,1.0,,3.0,,,4.0,,,,,,,
368,0.0,Fluminense,7,Terans,terans,0.0,0.97,6,266,4.06,4,102878,Terans,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,30,Miguel David Terans Pérez,1.0,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,,,
369,0.0,Cruzeiro,15,Anderson,anderson,0.0,3.73,6,283,4.7,1,102906,Anderson,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,30,Anderson Silva da Paixão,1.0,,,,,2.0,6.0,,,,,,,,43.0,17.0,,,,
370,0.0,Criciúma,0,Matheus Teixeira,matheus-teixeira,0.0,0.0,6,288,3.0,1,102907,M. Teixeira,,False,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,30,Matheus Henrique Teixeira,,,,,,,,,,,,,,,,,,,,
371,0.35,Vitória,22,Luan Vinícius,luan-vinicius,2.1,1.11,7,287,2.67,4,102909,L. Vinícius,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,30,Luan Vinícius da Silva Santos,4.0,17.0,26.0,2.0,3.0,16.0,,,1.0,,,,,,,,,,,
372,-0.75,Athlético-PR,17,Canobbio,canobbio,-0.3,5.13,7,293,9.28,5,102928,Canobbio,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,30,Agustín Canobbio Graviz,3.0,24.0,12.0,9.0,11.0,24.0,,1.0,,4.0,,1.0,7.0,,,,,,,
373,-0.22,Bragantino,20,Eric Ramires,eric-ramires,0.0,3.32,6,280,5.68,4,103295,E. Ramires,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,30,Eric dos Santos Rodrigues,3.0,16.0,15.0,4.0,11.0,18.0,,2.0,2.0,2.0,,,,,,,,,,
374,0.0,Cuiabá,19,Matheus Alexandre,matheus-alexandre,0.0,3.72,6,1371,6.49,2,103347,M. Alexandre,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,30,Matheus Alexandre Anastácio de Souza,5.0,41.0,20.0,2.0,3.0,7.0,5.0,,,,,,,1.0,,,,,,
375,0.78,Fortaleza,11,Emmanuel Martínez,emmanuel-martinez,7.1,3.07,7,356,6.38,4,103388,E. Martínez,,True,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,30,Leandro Emmanuel Martínez,2.0,12.0,8.0,1.0,4.0,13.0,,2.0,1.0,,,,1.0,,,,,,,
376,-0.12,Cruzeiro,13,Kaio Jorge,kaio-jorge,3.7,3.04,7,283,5.82,5,103445,K. Jorge,,True,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_GXGWlqW.png,30,Kaio Jorge Pinto Ramos,2.0,5.0,19.0,9.0,10.0,13.0,,1.0,1.0,1.0,,,2.0,,,,,,,
377,0.0,Fluminense,2,Ignácio,ignacio,0.0,7.55,6,266,8.25,3,103523,Ignácio,,False,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,30,Ignácio da Silva Oliveira,,7.0,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,
378,0.0,Corinthians,5,Caetano,caetano,0.0,0.22,6,264,2.93,3,103575,Caetano,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,30,João Victor Andrade Caetano,,4.0,4.0,,,1.0,,,,,,1.0,,,,,,,,
379,0.0,Fluminense,3,Gabriel Fuentes,gabriel-fuentes,0.0,1.73,6,266,5.39,2,103672,G. Fuentes,,False,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,30,Gabriel Rafael Fuentes Gómez,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
380,0.0,Athlético-PR,26,Kaíque Rocha,kaique-rocha,0.0,3.3,6,293,6.32,3,103684,K. Rocha,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,30,Kaíque Rocha Lima,3.0,38.0,18.0,4.0,6.0,9.0,6.0,1.0,,,,,1.0,,,,,,,
381,0.68,Bragantino,21,Jadsom Silva,jadsom-silva,3.7,1.32,7,280,2.88,4,103695,J. Silva,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,30,Jadsom Meemyas de Oliveira da Silva,7.0,34.0,29.0,1.0,3.0,4.0,,,,,,1.0,,,,,,,,
382,0.58,Cruzeiro,20,Gabriel Veron,gabriel-veron,9.1,3.11,7,283,5.5,5,103764,G. Veron,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,30,Gabriel Veron Fonseca de Souza,2.0,18.0,10.0,2.0,6.0,3.0,,1.0,,4.0,,,2.0,,,,,,,
383,0.0,Palmeiras,21,Gabriel Menino,gabriel-menino,0.0,2.41,6,275,4.33,4,103767,G. Menino,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,30,Gabriel Vinícius Menino,6.0,25.0,24.0,6.0,15.0,20.0,,,,1.0,,1.0,4.0,,,,,,,
384,0.15,Criciúma,15,Higor Meritão,higor-meritao,2.9,3.0,7,288,4.06,4,103987,H. Meritão,,True,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,30,Higor Matheus Meritão,3.0,18.0,18.0,3.0,8.0,12.0,,,,2.0,,,1.0,,,,,,,
385,1.63,São Paulo,7,Sabino,sabino,11.5,4.53,7,276,7.67,3,104075,Sabino,,True,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,30,José Sabino Chagas Monteiro,1.0,10.0,6.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,
386,0.18,Atlético-MG,20,Bruno Fuchs,bruno-fuchs,1.2,2.09,7,282,4.25,3,104085,B. Fuchs,,True,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,30,Bruno de Lara Fuchs,7.0,27.0,19.0,,1.0,13.0,2.0,1.0,1.0,,,1.0,,,,,,,,
387,0.8,Vitória,28,Lucas Arcanjo,lucas-arcanjo,5.0,2.36,7,287,3.98,1,104118,L. Arcanjo,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,30,Lucas Willians Assis Arcanjo,3.0,,,,,7.0,5.0,,,,,,,,85.0,44.0,,,,
388,0.0,Corinthians,0,Ruan,ruan,0.0,0.0,6,264,3.0,4,104153,Ruan,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,30,Ruan de Oliveira Ferreira,,,,,,,,,,,,,,,,,,,,
389,0.0,Botafogo,0,Raul,raul,0.0,0.0,6,263,2.0,1,104191,Raul,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,30,Raul Jonas Steffens,,,,,,,,,,,,,,,,,,,,
390,0.83,Juventude,8,Edson Carioca,edson-carioca,10.6,4.41,7,286,5.56,5,104204,E. Carioca,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,30,Edson Guilherme Mendes dos Santos,,6.0,10.0,2.0,4.0,9.0,,1.0,,2.0,,,,,,,,,,
391,-0.15,Vasco,15,João Victor,joao-victor,1.0,2.56,7,267,4.73,3,104250,J. Victor,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,30,João Victor da Silva Marcelino,4.0,15.0,8.0,1.0,2.0,18.0,2.0,,,1.0,,1.0,,,,,,,,
392,0.58,Atlético-GO,25,Adriano Martins,adriano-martins,7.9,3.38,7,373,5.43,3,104253,A. Martins,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,30,Adriano Martins da Fonseca,5.0,46.0,24.0,5.0,8.0,10.0,5.0,,,,,,2.0,1.0,,,,,,
393,0.71,Juventude,20,João Lucas,joao-lucas,8.4,5.16,7,286,7.46,2,104257,J. Lucas,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,30,João Lucas de Almeida Carvalho,3.0,36.0,22.0,3.0,9.0,22.0,4.0,4.0,,1.0,,,,,,,,,,
394,0.0,Atlético-MG,11,Matheus Mendes,matheus-mendes,0.0,2.95,6,282,4.69,1,104383,M. Mendes,,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,30,Matheus Mendes Werneck de Oliveira,,,,,,3.0,1.0,,,,,,,,37.0,18.0,,,1.0,
395,0.0,Athlético-PR,19,Christian,christian,0.0,2.1,6,293,4.61,4,104502,Christian,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,30,Christian Roberto Alves Cardoso,6.0,22.0,35.0,4.0,7.0,24.0,,,,1.0,,,4.0,,,,,,,
396,0.31,Botafogo,14,Igor Jesus,igor-jesus,9.6,6.0,7,263,7.95,5,104528,I. Jesus,,True,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,30,Igor Jesus Maciel da Cruz,2.0,6.0,17.0,12.0,8.0,31.0,,1.0,1.0,5.0,,,6.0,,,,,,,
397,0.0,Bragantino,1,Fabrício,fabricio,0.0,2.0,6,280,0.64,1,104588,Fabrício,,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,30,Fabrício Oliveira de Souza,1.0,,,,,,,,,,,,,,5.0,2.0,,,,
398,0.05,Fortaleza,17,Moisés,moises,1.6,2.48,7,356,4.48,5,104666,Moisés,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,30,Moisés Vieira da Veiga,,5.0,2.0,5.0,10.0,4.0,,1.0,,2.0,,,4.0,,,,,,,
399,0.0,Criciúma,19,Newton,newton,0.0,2.78,6,288,3.84,4,104693,Newton,,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,30,Newton Araújo da Costa Júnior,2.0,29.0,34.0,3.0,9.0,13.0,,1.0,,1.0,,,,,,,,,,
400,-0.14,Fortaleza,28,Juan Vojvoda,juan-vojvoda,2.39,5.31,7,356,8.7,6,104754,J. Vojvoda,,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,30,Juan Pablo Vojvoda Rizzo,,,,,,,,,,,16.0,,,,,,,,,
401,0.0,Athlético-PR,18,Leo Godoy,leo-godoy,0.0,2.65,6,293,5.97,2,104759,L. Godoy,,False,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,30,Leonardo Ezequiel Godoy,3.0,9.0,24.0,,4.0,12.0,5.0,1.0,,1.0,,,1.0,,,,,,,
402,0.0,Bahia,0,Acevedo,acevedo,0.0,0.0,6,265,5.0,4,104783,Acevedo,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,30,Nicolás Brian Acevedo Tabárez,,,,,,,,,,,,,,,,,,,,
403,-0.14,Grêmio,6,Arezo,arezo,2.5,1.82,6,284,4.76,5,104849,Arezo,,True,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,30,Douglas Matías Arezo Martínez,,3.0,3.0,3.0,4.0,1.0,,,,,,,1.0,,,,,1.0,,
404,-0.91,Vitória,28,Wagner Leonardo,wagner-leonardo,4.8,4.05,7,287,5.86,3,104994,W. Leonardo,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,30,Wagner Leonardo Calvelo de Souza,2.0,30.0,9.0,5.0,6.0,8.0,6.0,,,5.0,,1.0,2.0,,,,,,,
405,-0.14,Cruzeiro,23,João Marcelo,joao-marcelo,0.5,3.34,7,283,4.5,3,105047,J. Marcelo,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,30,João Marcelo Messias Ferreira,6.0,23.0,15.0,3.0,5.0,10.0,8.0,2.0,,,,1.0,1.0,,,,,,,
406,0.0,São Paulo,14,Ferraresi,ferraresi,0.0,4.8,6,276,6.86,3,105300,Ferraresi,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,30,Nahuel Adolfo Ferraresi Hernández,2.0,22.0,10.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,
407,-0.05,Atlético-GO,10,Hurtado,hurtado,0.2,1.93,6,373,4.17,5,105301,Hurtado,,True,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,30,Jan Carlos Hurtado Anchico,1.0,6.0,14.0,6.0,1.0,9.0,,,,1.0,,1.0,3.0,,,,,,,
408,-0.42,Bahia,26,Gabriel Xavier,gabriel-xavier,-0.3,3.51,7,265,5.31,3,105373,G. Xavier,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,30,Gabriel Lheman Xavier - Lhman,3.0,35.0,32.0,6.0,6.0,10.0,9.0,,,,,,,,,,,,,
409,-0.06,Corinthians,15,Matheus Bidu,matheus-bidu,3.3,4.18,7,264,6.83,2,105531,M. Bidu,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,30,Matheus Lima Beltrão Oliveira Valin,2.0,18.0,9.0,4.0,7.0,15.0,4.0,,,1.0,,,1.0,,,,,,,
410,0.16,Fortaleza,22,Lucero,lucero,1.6,3.95,7,356,8.26,5,105568,Lucero,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,30,Juan Martín Lucero,7.0,6.0,28.0,11.0,13.0,22.0,,1.0,,7.0,,,6.0,,,,,,,
411,0.26,Vasco,24,Lucas Piton,lucas-piton,3.3,4.28,7,267,6.85,2,105584,L. Piton,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,30,Lucas Piton Crivellaro,5.0,46.0,21.0,1.0,6.0,10.0,4.0,4.0,,1.0,,,,,,,,,,
412,-0.5,Atlético-GO,16,Roni,roni,0.0,2.21,7,373,3.13,4,105585,Roni,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,30,Roni Medeiros de Moura,3.0,18.0,9.0,3.0,5.0,8.0,,,,1.0,,,,,,,,,,
413,0.0,Palmeiras,18,Maurício,mauricio,0.0,2.98,5,275,5.79,4,105647,Maurício,,False,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,30,Maurício Magalhães Prado,2.0,11.0,9.0,7.0,8.0,19.0,,,1.0,2.0,,,,,,,,2.0,,
414,0.89,Corinthians,7,Talles Magno,talles-magno,5.8,3.61,6,264,7.48,5,105786,T. Magno,,True,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,30,Talles Magno Bacelar Martins,2.0,3.0,7.0,1.0,1.0,6.0,,1.0,,2.0,,,2.0,,,,,,,
415,0.5,Internacional,23,Wesley,wesley,9.4,7.11,7,285,11.58,5,105811,Wesley,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,30,Wesley Ribeiro Silva,7.0,37.0,42.0,15.0,18.0,68.0,,1.0,3.0,7.0,,,7.0,,,,,3.0,,
416,0.0,Vitória,5,Edu,edu,0.0,2.8,6,287,4.61,3,105842,Edu,,False,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,30,Lucas Eduardo Ribeiro de Souza,1.0,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,,
417,0.84,Athlético-PR,1,Belezi,belezi,2.8,2.8,7,293,2.84,3,105844,Belezi,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,30,Lucas Belezi Barbosa,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
418,0.0,Corinthians,4,Matheus Araújo,matheus-araujo,0.0,0.43,6,264,2.76,4,105845,M. Araújo,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,30,Matheus de Araújo Andrade,,1.0,,,,1.0,,,,,,,,,,,,,,
419,0.03,Internacional,18,Rômulo,romulo,3.5,2.14,7,285,3.81,4,105911,Rômulo,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,30,Rômulo Zanre Zwarg,2.0,30.0,25.0,1.0,2.0,12.0,,,1.0,,,,,,,,,,,
420,1.52,Internacional,17,Rochet,rochet,12.0,3.57,7,285,6.9,1,105949,Rochet,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,30,Sergio Ramón Rochet Álvarez,3.0,,,,,5.0,5.0,,,,,,,,50.0,14.0,,,,
421,-0.02,Juventude,15,Ewerthon,ewerthon,1.6,3.35,5,286,5.32,2,106082,Ewerthon,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,30,Ewerthon Diógenes da Silva,,10.0,2.0,5.0,8.0,7.0,2.0,1.0,,1.0,,,1.0,,,,,,,
422,0.23,Vitória,26,Thiago Carpini,thiago-carpini,6.5,4.62,7,287,8.12,6,106147,T. Carpini,,True,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,30,Thiago Carpini Barbosa,,,,,,,,,,,9.0,,,,,,,,,
