,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.media_num,atletas.status_id,atletas.clube_id,atletas.preco_num,atletas.posicao_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.nome,CA,DS,FC,FD,FF,FS,SG,A,FT,G,V,CV,I,PC,DE,GS,PP,PS,DP,GC
168,0.0,Grêmio,8,Nathan,nathan,0.0,1.3,6,284,3.42,4,87009,Nathan,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,30,Nathan Allan de Souza,1.0,5.0,3.0,2.0,2.0,5.0,,,,,,,2.0,,,,,,,
169,-0.43,Bragantino,18,Pedro Henrique,pedro-henrique,2.1,2.69,7,280,5.39,3,87225,P. Henrique,,True,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,30,Pedro Henrique Ribeiro Gonçalves,3.0,24.0,15.0,1.0,,10.0,3.0,,,1.0,,,1.0,2.0,,,,,,
170,0.0,Atlético-MG,14,Guilherme Arana,guilherme-arana,0.0,5.12,6,282,10.19,2,87228,G. Arana,,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,30,Guilherme Antonio Arana Lopes,4.0,22.0,11.0,7.0,8.0,10.0,4.0,1.0,,1.0,,,2.0,,,,,,,
171,-0.25,Bahia,25,Carlos de Pena,carlos-de-pena,0.0,1.2,6,265,2.47,4,87242,C. Pena,,True,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,30,Carlos María de Pena Bonino,4.0,9.0,8.0,2.0,6.0,7.0,,3.0,,,,,,,,,,,,
172,-1.48,Grêmio,16,Soteldo,soteldo,0.5,4.77,6,284,8.84,5,87258,Soteldo,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,30,Yeferson Julio Soteldo Martínez,1.0,8.0,2.0,4.0,4.0,25.0,,2.0,2.0,4.0,,,3.0,,,,,,,
173,0.0,Grêmio,13,Kannemann,kannemann,0.0,2.79,6,284,4.46,3,87342,Kannemann,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,30,Walter Kannemann,7.0,17.0,22.0,1.0,3.0,10.0,3.0,2.0,,,,1.0,,1.0,,,,,,
174,-1.51,Criciúma,19,Allano,allano,3.6,2.96,3,288,4.09,5,87391,Allano,,True,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,30,Allano Brendon de Souza Lima,6.0,23.0,28.0,8.0,8.0,35.0,,2.0,2.0,,,2.0,4.0,,,,,,,
175,0.17,Bahia,27,Thaciano,thaciano,2.0,3.79,7,265,6.37,4,87470,Thaciano,,True,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,30,Thaciano Mickael da Silva,4.0,16.0,17.0,7.0,23.0,13.0,,2.0,1.0,6.0,,,21.0,,,,,,,
176,0.0,Cuiabá,0,Mateus Pasinato,mateus-pasinato,0.0,-1.0,6,1371,2.59,1,87603,M. Pasinato,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,30,Mateus Pasinato,1.0,,,,,,,,,,,,,,,,,,,
177,0.01,Vasco,13,Galdames,galdames,0.9,1.92,6,267,4.39,4,87660,Galdames,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,30,Pablo Ignacio Galdames Millán,3.0,18.0,26.0,2.0,3.0,9.0,,1.0,,,,,1.0,,,,,,,
178,0.0,Bahia,7,Yago Felipe,yago-felipe,0.0,0.16,6,265,1.83,4,87747,Y. Felipe,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,30,Yago Felipe da Costa Rocha,2.0,3.0,6.0,,1.0,1.0,,,,,,,,,,,,,,
179,0.0,Atlético-GO,1,Philipe Sampaio,philipe-sampaio,0.0,0.7,6,373,3.84,3,87808,P. Sampaio,,False,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,30,Philipe Sampaio Azevedo,,,1.0,,,2.0,,,,,,,,,,,,,,
180,0.0,Atlético-MG,6,Mauricio Lemos,mauricio-lemos,0.0,2.65,6,282,9.41,3,87853,M. Lemos,,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,30,Paolo Mauricio Lemos Merladett,3.0,4.0,10.0,,2.0,1.0,3.0,,,,,,,,,,,,,
181,-0.94,Flamengo,14,Arrascaeta,arrascaeta,0.5,6.54,6,262,12.5,4,87863,Arrascaeta,,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,30,Giorgian Daniel de Arrascaeta Benedetti,2.0,12.0,11.0,5.0,7.0,26.0,,5.0,,4.0,,,2.0,,,,,1.0,,
182,-0.37,Atlético-MG,26,Gustavo Scarpa,gustavo-scarpa,0.9,5.49,6,282,10.42,4,87999,G. Scarpa,,True,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,30,Gustavo Henrique Furtado Scarpa,3.0,26.0,10.0,17.0,22.0,33.0,,5.0,2.0,4.0,,,4.0,,,,,,,
183,-0.06,Cuiabá,22,Alan Empereur,alan-empereur,5.5,2.52,7,1371,3.99,3,88033,A. Empereur,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,30,Alan Pereira Empereur,6.0,14.0,9.0,2.0,4.0,13.0,6.0,1.0,,,,,,,,,,,,
184,0.0,Internacional,0,Ivan,ivan,0.0,0.0,5,285,3.0,1,88136,Ivan,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,30,Ivan Quaresma da Silva,,,,,,,,,,,,,,,,,,,,
185,0.0,Atlético-MG,9,Junior Alonso,junior-alonso,0.0,3.72,6,282,7.01,3,88312,J. Alonso,,False,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,30,Júnior Osmar Ignacio Alonso Mujica,2.0,11.0,13.0,,4.0,,3.0,,,1.0,,,,,,,,,,
186,-0.02,Corinthians,21,Ángel Romero,angel-romero,2.1,4.06,6,264,6.33,5,88323,Ã. Romero,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,30,Ángel Rodrigo Romero Villamayor,6.0,16.0,14.0,9.0,15.0,34.0,,,,5.0,,,5.0,,,,1.0,1.0,,
187,-2.07,Flamengo,25,Ayrton Lucas,ayrton-lucas,1.1,4.55,7,262,7.42,2,88393,A. Lucas,,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,30,Ayrton Lucas Dantas de Medeiros,3.0,27.0,18.0,4.0,12.0,28.0,6.0,2.0,2.0,2.0,,,,1.0,,,,,,
188,0.39,Cruzeiro,8,Walace,walace,3.3,1.25,7,283,4.56,4,88479,Walace,,True,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,30,Walace Souza Silva,2.0,8.0,7.0,1.0,1.0,5.0,,,,,,,,,,,,,,
189,0.0,Corinthians,3,Héctor Hernández,hector-hernandez,0.0,0.6,6,264,3.66,5,89048,H. Hernández,,False,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,30,Héctor José Hernández Marrero,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
190,0.33,Criciúma,21,Barreto,barreto,2.9,3.04,6,288,4.94,4,89224,Barreto,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,30,Gustavo Bonatto Barreto,3.0,32.0,37.0,3.0,4.0,20.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,,
191,0.0,Flamengo,27,Gerson,gerson,0.0,4.65,6,262,6.77,4,89256,Gerson,,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,30,Gerson Santos da Silva,1.0,32.0,25.0,10.0,12.0,51.0,,5.0,,3.0,,,3.0,,,,,,,
192,-0.13,Grêmio,23,João Pedro,joao-pedro,0.6,3.54,7,284,5.37,2,89273,J. Pedro,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,30,João Pedro Maturano dos Santos,3.0,22.0,8.0,4.0,9.0,9.0,6.0,2.0,2.0,,,,1.0,2.0,,,,,,
193,0.28,Cruzeiro,26,William,william,4.5,7.77,7,283,11.76,2,89275,William,,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,30,Willian de Asevedo Furtado,6.0,68.0,32.0,8.0,17.0,16.0,10.0,3.0,,5.0,,,,,,,,,,
194,-1.3,Grêmio,8,Braithwaite,braithwaite,2.3,7.66,7,284,12.79,5,89368,Braithwaite,,True,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,30,Martin Christensen Braithwaite,,3.0,12.0,4.0,6.0,8.0,,1.0,2.0,5.0,,,3.0,,,,,,,1.0
195,0.1,Juventude,24,Erick,erick,1.2,3.03,6,286,4.63,5,89467,Erick,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,30,Erick Samuel Correa Farias,1.0,22.0,9.0,11.0,6.0,7.0,,1.0,,3.0,,,4.0,,,,,,,
196,0.25,Atlético-MG,11,Igor Rabello,igor-rabello,0.4,1.78,7,282,4.94,3,89493,I. Rabello,,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,30,Igor Rabello da Costa,2.0,8.0,8.0,1.0,1.0,3.0,3.0,,,,,1.0,1.0,1.0,,,,,,
197,0.0,Internacional,18,Thiago Maia,thiago-maia,0.0,3.34,6,285,5.2,4,89637,T. Maia,,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,30,Thiago Maia Alencar,3.0,27.0,19.0,2.0,5.0,6.0,,4.0,,1.0,,,1.0,1.0,,,,,,
198,0.47,São Paulo,24,Calleri,calleri,7.6,4.05,7,276,10.02,5,89840,Calleri,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,30,Jonathan Calleri,6.0,10.0,34.0,9.0,13.0,41.0,,3.0,2.0,5.0,,,22.0,,,,,1.0,,
199,-0.64,Grêmio,25,Cristaldo,cristaldo,0.2,4.53,7,284,8.34,4,89846,Cristaldo,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,30,Franco Cristaldo,1.0,22.0,9.0,10.0,12.0,30.0,,2.0,1.0,5.0,,,2.0,,,,,1.0,,
200,-0.26,Grêmio,24,Dodi,dodi,3.3,2.1,3,284,3.64,4,89883,Dodi,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,30,Douglas Moreira Fagundes,6.0,33.0,24.0,2.0,4.0,27.0,,1.0,,,,,,,,,,,,
201,-0.9,Fortaleza,18,Bruno Pacheco,bruno-pacheco,-0.3,3.87,3,356,6.94,2,90061,B. Pacheco,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,30,Bruno de Jesus Pacheco,3.0,25.0,12.0,1.0,4.0,18.0,5.0,,,1.0,,,,,,,,,,
202,-0.06,Flamengo,21,Bruno Henrique,bruno-henrique,4.5,4.97,3,262,8.62,5,90285,B. Henrique,,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,30,Bruno Henrique Pinto,6.0,28.0,35.0,12.0,8.0,44.0,,,1.0,5.0,,,4.0,,,,,2.0,,
203,0.0,Criciúma,5,Pedro Rocha,pedro-rocha,0.0,2.1,6,288,4.21,5,90302,P. Rocha,,False,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,30,Pedro Rocha Neves,,4.0,1.0,,,2.0,,1.0,,,,,,,,,,,,
204,0.05,Bragantino,19,Lincoln,lincoln,2.9,3.46,7,280,5.97,4,90303,Lincoln,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,30,Lincoln Henrique Oliveira dos Santos,3.0,16.0,9.0,3.0,7.0,28.0,,1.0,,3.0,,,,,,,,,,
205,0.0,Vasco,23,David,david,0.0,3.88,5,267,7.19,5,90309,David,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,30,David Correa da Fonseca,5.0,24.0,24.0,3.0,18.0,23.0,,3.0,,4.0,,1.0,9.0,,,,,,,
206,0.0,Bahia,17,Rezende,rezende,0.0,1.39,5,265,3.7,4,90449,Rezende,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,30,Júlio César de Rezende Miranda,3.0,16.0,12.0,,2.0,13.0,,,1.0,,,,,,,,,,,
207,0.0,Juventude,4,Diego Gonçalves,diego-goncalves,0.0,1.25,6,286,3.52,5,90540,D. Gonçalves,,False,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,30,Diego Gonçalves,,3.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,
208,0.0,Juventude,16,Caíque,caique,0.0,2.84,5,286,4.32,4,90588,Caíque,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,30,Caique de Jesus Gonçalves,5.0,35.0,17.0,,2.0,26.0,,,,,,,,1.0,,,,,,
209,-1.45,Juventude,5,Mateus Claus,mateus-claus,-3.0,2.3,7,286,3.29,1,90590,M. Claus,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,30,Mateus Eduardo Claus,3.0,,,,,1.0,,,,,,,,,24.0,10.0,,,,
210,-0.28,Cuiabá,22,Lucas Mineiro,lucas-mineiro,-1.6,1.26,6,1371,2.23,4,90634,L. Mineiro,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,30,Lucas da Silva Izidoro,5.0,29.0,44.0,,4.0,16.0,,,,,,,1.0,,,,,,,
211,-0.57,Vitória,26,Matheuzinho,matheuzinho,3.9,5.85,7,287,8.76,4,90703,Matheuzinho,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,30,Matheus Martins Fogaça de Paulo,5.0,33.0,18.0,15.0,17.0,63.0,,5.0,1.0,4.0,,,3.0,,,,,,,
212,0.0,Atlético-GO,24,Luiz Fernando,luiz-fernando,0.0,4.48,6,373,7.64,5,90715,L. Fernando,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,30,Luiz Fernando Moraes dos Santos,6.0,21.0,23.0,9.0,22.0,41.0,,,,6.0,,,8.0,,,1.0,,,,
213,0.22,Flamengo,22,Fabrício Bruno,fabricio-bruno,2.5,2.2,7,262,4.68,3,90768,F. Bruno,,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,30,Fabrício Bruno Soares de Faria,3.0,16.0,5.0,2.0,4.0,10.0,3.0,,,1.0,,,,,,,,,,
214,0.84,Vitória,10,Carlos Eduardo,carlos-eduardo,7.2,3.42,6,287,5.39,5,90917,C. Eduardo,,True,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,30,Carlos Eduardo Ferreira de Souza,1.0,13.0,6.0,4.0,7.0,13.0,,1.0,,,,,5.0,1.0,,,,1.0,,
215,0.85,Juventude,16,Zé Marcos,ze-marcos,5.3,1.78,7,286,3.39,3,90943,Z. Marcos,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,30,José Marcos Alves Luis,6.0,15.0,12.0,1.0,3.0,19.0,2.0,,,,,1.0,,,,,,,,
216,0.0,Fortaleza,15,Cardona,cardona,0.0,3.69,6,356,5.73,3,90947,Cardona,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,30,Tomás Cardona,3.0,21.0,22.0,1.0,2.0,4.0,7.0,,,,,,1.0,,,,,,,
217,0.01,Atlético-GO,22,Ronaldo,ronaldo,5.5,2.79,7,373,4.49,1,91101,Ronaldo,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,30,Ronaldo de Oliveira Strada,3.0,,2.0,,,4.0,4.0,1.0,,,,1.0,,,66.0,32.0,,,1.0,
218,1.26,Vitória,10,Everaldo,everaldo,7.9,2.53,6,287,5.09,5,91151,Everaldo,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,30,Everaldo Silva do Nascimento,2.0,5.0,9.0,1.0,1.0,12.0,,,,2.0,,,,,,,,,,
219,0.0,Vitória,10,PK,pk,0.0,2.68,5,287,4.6,2,91190,PK,,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,30,Ítaro Patric Cardoso Calmon,,10.0,7.0,1.0,3.0,3.0,2.0,1.0,,,,1.0,2.0,,,,,,,
220,0.0,Flamengo,16,Erick Pulgar,erick-pulgar,0.0,2.0,6,262,3.9,4,91473,E. Pulgar,,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,30,Erick Antonio Pulgar Farfán,4.0,28.0,26.0,2.0,1.0,8.0,,,1.0,,,,,,,,,,,
221,0.0,Juventude,11,Rodrigo Sam,rodrigo-sam,0.0,3.17,6,286,3.95,3,91509,R. Sam,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,30,Rodrigo Eduardo da Silva,4.0,15.0,13.0,,1.0,8.0,3.0,,,1.0,,1.0,,,,,,,,
222,0.0,São Paulo,24,Arboleda,arboleda,0.0,4.24,6,276,7.01,3,91573,Arboleda,,False,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,30,Robert Abel Arboleda Escobar,3.0,33.0,16.0,2.0,4.0,11.0,8.0,,1.0,2.0,,,2.0,,,,,,,
223,0.0,Palmeiras,28,Rony,rony,0.0,3.25,6,275,6.33,5,91607,Rony,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,30,Ronielson da Silva Barbosa,4.0,15.0,21.0,17.0,17.0,27.0,,1.0,,4.0,,,13.0,,,,,,,
224,0.0,Juventude,3,Dudu Vieira,dudu-vieira,0.0,2.83,6,286,4.05,4,91627,D. Vieira,,False,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,30,Carlos Eduardo de Souza Vieira,,6.0,3.0,1.0,,2.0,,,,,,,,,,,,,,
225,-0.45,Botafogo,2,Adryelson,adryelson,2.0,3.5,7,263,7.56,3,91664,Adryelson,,True,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,30,Adryelson Shawann Lima Silva,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
226,-0.48,Cruzeiro,21,Marlon,marlon,1.2,3.35,7,283,7.68,2,91706,Marlon,,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,30,Marlon Rodrigues Xavier,1.0,34.0,24.0,2.0,2.0,10.0,7.0,,,,,2.0,,,,,,,,
227,0.0,Bahia,1,David Duarte,david-duarte,0.0,8.5,6,265,6.84,3,91772,D. Duarte,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,30,David de Duarte Macedo,,,,,,1.0,,,,1.0,,,,,,,,,,
228,0.0,Cruzeiro,22,Zé Ivaldo,ze-ivaldo,0.0,3.99,6,283,5.47,3,91866,Z. Ivaldo,,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,30,José Ivaldo Almeida Silva,7.0,21.0,21.0,9.0,13.0,16.0,8.0,,,1.0,,,3.0,1.0,,,,,,
229,0.0,Grêmio,14,Pavón,pavon,0.0,3.25,6,284,7.11,5,91908,Pavón,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,30,Cristian David Pavón,3.0,10.0,8.0,9.0,9.0,6.0,,2.0,,1.0,,,1.0,,,,,,,
230,0.51,Corinthians,18,Ramón Díaz,ramon-diaz,7.91,5.17,7,264,8.72,6,92075,R. Díaz,,True,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,30,Ramón Ángel Díaz,,,,,,,,,,,6.0,,,,,,,,,
231,0.0,Atlético-MG,7,Lyanco,lyanco,0.0,2.83,6,282,6.11,3,92087,Lyanco,,False,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,30,Lyanco Evangelista Silveira Neves Vojnovic,2.0,13.0,14.0,,3.0,2.0,2.0,,,,,1.0,,,,,,,,
232,0.31,Cuiabá,16,André Luís,andre-luis,2.3,0.74,6,1371,2.35,5,92146,A. Luís,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,30,Andre Luis da Costa Alfredo,2.0,4.0,8.0,2.0,3.0,14.0,,,,,,,2.0,,,,,,,
233,0.0,Internacional,13,Alario,alario,0.0,0.2,6,285,2.27,5,92149,Alario,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,30,Lucas Nicolás Alario,4.0,1.0,14.0,2.0,9.0,4.0,,,,,,,9.0,1.0,,,,,,
234,0.33,Juventude,21,Jair Ventura,jair-ventura,6.85,3.97,7,286,6.17,6,92180,J. Ventura,,True,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,30,Jair Ventura,,,,,,,,,,,5.0,,,,,,,,,
235,0.0,Grêmio,4,Caíque,caique,0.0,1.5,6,284,3.71,1,92207,Caíque,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,30,Caíque Luiz Santos da Purificação,1.0,,,,,,,,,,,,,,13.0,6.0,,,,
236,-0.03,Grêmio,16,Rodrigo Ely,rodrigo-ely,4.7,3.98,7,284,5.67,3,92237,R. Ely,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,30,Rodrigo Ely,5.0,17.0,11.0,6.0,7.0,8.0,5.0,,1.0,1.0,,,1.0,1.0,,,,,,
237,0.03,Corinthians,11,André Ramalho,andre-ramalho,-0.6,1.63,7,264,4.86,3,92440,A. Ramalho,,True,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,30,André Ramalho Silva,3.0,12.0,13.0,1.0,1.0,5.0,2.0,,,,,1.0,1.0,1.0,,,,,,
238,0.28,Bragantino,21,Raul,raul,2.2,2.48,6,280,3.02,4,92496,Raul,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,30,Raul Lô Gonçalves,1.0,30.0,18.0,2.0,5.0,12.0,,1.0,,1.0,,,,,,,,,,1.0
239,-0.85,Fortaleza,24,Renato Kayzer,renato-kayzer,-0.3,3.48,6,356,5.38,5,92696,R. Kayzer,,True,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,30,Renato Kayzer de Souza,2.0,15.0,30.0,8.0,13.0,24.0,,1.0,1.0,5.0,,1.0,8.0,,,,,,,
240,0.0,Atlético-MG,11,Deyverson,deyverson,0.0,2.66,6,282,6.19,5,92708,Deyverson,,False,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,30,Deyverson Brum Silva Acosta,2.0,2.0,9.0,4.0,4.0,13.0,,1.0,,2.0,,,9.0,,,,1.0,1.0,,
241,0.0,Palmeiras,0,Bruno Rodrigues,bruno-rodrigues,0.0,0.0,5,275,5.0,5,92811,B. Rodrigues,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,30,Bruno Rafael Rodrigues do Nascimento,,,,,,,,,,,,,,,,,,,,
242,0.75,Internacional,13,Borré,borre,9.7,7.01,7,285,12.23,5,92854,Borré,,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,30,Rafael Santos Borré Maury,3.0,17.0,21.0,10.0,15.0,10.0,,1.0,1.0,6.0,,,8.0,,,,1.0,,,
243,3.21,Juventude,4,Ronaldo,ronaldo,17.2,8.8,7,286,11.11,4,92981,Ronaldo,,True,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,30,Ronaldo da Silva Souza,,10.0,6.0,1.0,1.0,4.0,,1.0,,2.0,,,,,,,,,,
244,-0.23,Cruzeiro,13,Mateus Vital,mateus-vital,0.0,1.5,6,283,3.45,4,93108,M. Vital,,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,30,Mateus da Silva Vital Assumpção,,1.0,1.0,2.0,4.0,10.0,,,,1.0,,,,,,,,,,
245,0.0,Internacional,15,Wanderson,wanderson,0.0,1.75,6,285,4.6,5,93478,Wanderson,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,30,Wanderson Maciel Sousa Campos,2.0,9.0,12.0,4.0,4.0,10.0,,,,1.0,,,2.0,,,,,,,
246,1.35,Atlético-GO,15,Bruno Tubarão,bruno-tubarao,9.1,2.31,7,373,4.62,2,93637,B. Tubarão,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,30,Bruno Nunes de Barros,2.0,17.0,13.0,2.0,4.0,9.0,2.0,,,,,,1.0,,,,,,,
247,0.0,Juventude,13,Gabriel Inocêncio,gabriel-inocencio,0.0,3.47,6,286,4.65,2,93702,G. Inocêncio,,False,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,30,Gabriel de Souza Inocêncio,2.0,19.0,19.0,1.0,3.0,15.0,4.0,,,,,,2.0,1.0,,,,,,
248,0.03,Vasco,28,Paulo Henrique,paulo-henrique,1.2,4.11,7,267,5.91,2,93716,P. Henrique,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,30,Paulo Henrique de Oliveira Alves,4.0,60.0,35.0,3.0,8.0,19.0,6.0,,,1.0,,,,,,,,,,
249,0.35,Botafogo,25,Marlon Freitas,marlon-freitas,2.8,2.13,7,263,4.1,4,93790,M. Freitas,,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,30,Marlon Rodrigues Freitas,7.0,25.0,18.0,3.0,8.0,5.0,,4.0,1.0,,,,,,,,,,,
250,0.0,Vasco,0,Keiller,keiller,0.0,0.0,6,267,4.0,1,93834,Keiller,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,30,Keiller da Silva Nunes,,,,,,,,,,,,,,,,,,,,
251,0.0,Bragantino,20,Cleiton,cleiton,0.0,3.94,6,280,7.36,1,93882,Cleiton,,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,30,Cleiton Schwengber,3.0,,1.0,,,4.0,4.0,,,,,1.0,,,72.0,23.0,,,2.0,
252,0.0,Criciúma,18,Matheusinho,matheusinho,0.0,4.7,6,288,6.96,4,93886,Matheusinho,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,30,Matheus Leonardo Sales Cardoso,2.0,15.0,11.0,5.0,10.0,16.0,,3.0,1.0,4.0,,,2.0,,,,,,,
