,atletas.status_id,atletas.posicao_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.jogos_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube_id,atletas.media_num,atletas.rodada_id,atletas.foto,CA,DS,FC,FF,FS,I,SG,A,G,DE,GS,V,FD,FT,CV,PC,PS,DP,PP,GC
510,6,1,0.0,111837,0.0,Gustavo Ramalho,1.0,G. Ramalho,Gustavo Ramalho Bremer Pinto,gustavo-ramalho,0,Fluminense,,False,266,0.0,32,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,,,,,,,,,,,,,,,,,,,,
511,6,3,0.0,111839,0.0,Felipe Andrade,3.56,F. Andrade,Felipe de Andrade Vieira,felipe-andrade,6,Fluminense,,False,266,2.18,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,,6.0,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,
512,7,4,6.6,112017,0.53,Felipinho,3.75,Felipinho,Antonio Feliphe Costa Silva,felipinho,11,Athlético-PR,,True,293,2.3,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,2.0,19.0,9.0,1.0,8.0,,,,,,,,2.0,,,,,,,
513,6,5,0.0,112020,0.0,Adriano,1.0,Adriano,Adriano Silveira Borges Filho,adriano,0,Criciúma,,False,288,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,,,,,,,,,,,,,,,,,,,,
514,6,2,0.0,112141,0.0,Paulo Victor,3.0,P. Victor,Paulo Victor de Almeida Barbosa,paulo-victor,0,Internacional,,False,285,0.0,32,https://s.sde.globo.com/media/person_role/2024/08/29/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,
515,6,1,0.0,112616,0.0,Gabriel Grando,4.0,G. Grando,Gabriel Hamester Grando,gabriel-grando,0,Cruzeiro,,False,283,0.0,32,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,,,,,,,,,,,,,,,,,,,,
516,6,2,0.0,112709,0.0,Kaiki Bruno,6.53,K. Bruno,Kaiki Bruno da Silva,kaiki-bruno,14,Cruzeiro,,False,283,4.53,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,2.0,26.0,17.0,5.0,18.0,,5.0,,,,,,1.0,,,,,,,
517,6,4,2.6,112869,0.09,Aníbal Moreno,5.42,A. Moreno,Aníbal Ismael Moreno,anibal-moreno,28,Palmeiras,,True,275,3.04,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,7.0,48.0,25.0,12.0,27.0,1.0,,1.0,1.0,,,,5.0,,,,,,,
518,6,5,3.3,112886,-0.58,Lucas Barbosa,8.4,L. Barbosa,Lucas Henrique Barbosa,lucas-barbosa,23,Juventude,,True,286,4.81,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,7.0,54.0,45.0,19.0,27.0,4.0,,2.0,3.0,,,,6.0,,1.0,,,,,
519,6,4,0.0,112906,0.0,Sforza,3.51,Sforza,Juan Sebastián Sforza,sforza,23,Vasco,,False,267,1.87,32,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,3.0,20.0,16.0,5.0,21.0,,,,1.0,,,,1.0,1.0,,,,,,
520,6,4,0.0,112985,0.0,Peralta,2.96,Peralta,Fabrizio José Peralta Ramírez,peralta,6,Cruzeiro,,False,283,1.15,32,,2.0,6.0,7.0,2.0,2.0,,,,,,,,1.0,,,,,,,
521,6,1,0.0,113014,0.0,Lucas Wingert,3.0,L. Wingert,Lucas Leandro Wingert,lucas-wingert,0,Juventude,,False,286,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,,,,,,,,,,,,,,,,,,,,
522,6,4,0.0,113073,0.0,Kervin Andrade,5.39,K. Andrade,Kervin Mario Andrade Navarro,kervin-andrade,10,Fortaleza,,False,356,2.91,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,2.0,9.0,6.0,4.0,7.0,,,1.0,1.0,,,,2.0,,,,,,,
523,7,2,17.0,113078,2.98,Mancuso,9.59,Mancuso,Eros Nazareno Mancuso,mancuso,6,Fortaleza,,True,356,6.45,32,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_uJ8Vv8I.png,1.0,13.0,13.0,3.0,4.0,,2.0,1.0,1.0,,,,3.0,,1.0,,,,,
524,6,5,2.3,113103,-0.08,Flaco López,6.91,F. López,José Manuel Alberto López,flaco-lopez,29,Palmeiras,,True,275,4.56,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,7.0,12.0,41.0,20.0,22.0,17.0,,3.0,9.0,,,,15.0,2.0,,,1.0,,,
525,6,2,0.0,113157,0.0,Nathan Mendes,4.85,N. Mendes,Nathan Gabriel de Souza Mendes,nathan-mendes,15,Bragantino,,False,280,2.66,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,5.0,19.0,12.0,1.0,13.0,1.0,2.0,1.0,,,,,3.0,,,,,,,
526,6,5,0.0,113158,0.0,Marquinhos,7.39,Marquinhos,Marcus Vinícius Oliveira Alencar,marquinhos,16,Fluminense,,False,266,3.93,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,2.0,21.0,15.0,8.0,31.0,1.0,,1.0,,,,,6.0,3.0,,,1.0,,,
527,6,3,0.0,113159,0.0,Michel,2.0,Michel,Michel Augusto Modesto Rafael dos Santos,michel,0,Palmeiras,,False,275,0.0,32,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,,,,,,,,,,,,,,,,,,,,
528,5,4,0.0,113359,0.0,Pablo Maia,6.49,P. Maia,Pablo Gonçalves Maia Fortunato,pablo-maia,3,São Paulo,,False,276,2.73,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,,4.0,6.0,4.0,4.0,,,,,,,,,,,,,,,
529,6,5,0.9,113434,-0.34,Lacava,3.55,Lacava,Matías Rafael Lacava González,lacava,8,Atlético-GO,,True,373,1.95,32,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_ZNed6IC.png,1.0,7.0,9.0,6.0,5.0,,,,,,,,3.0,,,,,,,
530,6,4,0.0,113687,0.0,Du Queiroz,5.31,D. Queiroz,Eduardo Santos Queiroz,du-queiroz,14,Grêmio,,False,284,2.31,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,2.0,24.0,6.0,4.0,1.0,,,,,,,,3.0,,,,,,,
531,6,3,0.0,114311,0.0,Douglas Mendes,4.27,D. Mendes,Douglas Mendes Moreira,douglas-mendes,15,Bragantino,,False,280,3.15,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,2.0,15.0,19.0,6.0,2.0,,3.0,,2.0,,,,,,,,,,,
532,6,3,0.0,114334,0.0,Gamarra,5.73,Gamarra,Mateo Gamarra González,gamarra,16,Athlético-PR,,False,293,2.96,32,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,7.0,19.0,15.0,9.0,7.0,,3.0,,,,,,6.0,1.0,,,,,,
533,6,2,0.0,114497,0.0,Juan Tavares,2.48,J. Tavares,Juan Pablo Vilela Tavares,juan-tavares,3,Cuiabá,,False,1371,2.67,32,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,1.0,8.0,4.0,2.0,,,,,,,,,,,,1.0,,,,
534,6,3,0.0,114790,0.0,Cleiton,2.2,Cleiton,Cleiton Santana dos Santos,cleiton,2,Flamengo,,False,262,1.1,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,,1.0,2.0,2.0,,,,,,,,,,,,,,,,
535,6,3,1.2,115141,0.09,Lucas Freitas,2.35,L. Freitas,Lucas de Freitas Molarinho Chagas,lucas-freitas,10,Juventude,,True,286,1.69,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,1.0,9.0,7.0,3.0,4.0,1.0,2.0,,,,,,,,1.0,2.0,,,,
536,6,5,0.0,115227,0.0,Caio Matheus,2.0,C. Matheus,Caio Matheus da Silva,caio-matheus,0,São Paulo,,False,276,0.0,32,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,,,,,,,,,,,,,,,,,,,,
537,6,2,0.0,115239,0.0,Wesley,5.87,Wesley,Wesley Vinícius França Lima,wesley,25,Flamengo,,False,262,4.17,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,1.0,46.0,30.0,5.0,43.0,2.0,4.0,2.0,,,,,3.0,1.0,,,,,,1.0
538,6,3,0.0,115246,0.0,Naves,5.89,Naves,Kaiky Marques Naves,naves,11,Palmeiras,,False,275,3.69,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,1.0,17.0,17.0,1.0,1.0,,5.0,,,,,,,,,,,,,
539,7,4,2.2,115248,-0.23,Jhon Jhon,5.75,J. Jhon,Jhonatan dos Santos Rosa,jhon-jhon,13,Bragantino,,True,280,3.82,32,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_LO4nXCP.png,2.0,23.0,10.0,3.0,8.0,,,1.0,1.0,,,,3.0,1.0,,,1.0,,,
540,6,3,0.0,115268,0.0,Rômulo,2.28,Rômulo,Rômulo Helberte Pereira Junior,romulo,8,Atlético-MG,,False,282,2.36,32,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,2.0,13.0,9.0,3.0,1.0,,,,1.0,,,,,,1.0,,,,,
541,6,5,1.8,115273,-0.02,Emersonn,2.36,Emersonn,Emersonn Correia da Silva,emersonn,6,Athlético-PR,,True,293,2.23,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,,6.0,2.0,3.0,4.0,,,,,,,,2.0,,,,,,,
542,6,3,0.0,115511,0.0,Yan Souto,3.69,Y. Souto,Yan da Cruz Souto,yan-souto,4,Juventude,,False,286,3.33,32,https://s.sde.globo.com/media/person_role/2024/07/21/photo_FORMATO_4OIbgLq.png,,3.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,
543,6,5,0.0,115524,0.0,Iarley,1.0,Iarley,Iarley Gilberto de Barros Leal,iarley,0,Fortaleza,,False,356,0.0,32,,,,,,,,,,,,,,,,,,,,,
544,6,3,0.0,115537,0.0,Marcos Victor,2.58,M. Victor,Marcos Victor Ferreira da Silva,marcos-victor,0,Athlético-PR,,False,293,-1.0,32,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_aXHJ3Hz.png,1.0,,,,,,,,,,,,,,,,,,,
545,6,2,0.0,115594,0.0,Marcos Paulo,1.0,M. Paulo,Marcos Paulo Lima Batista Silva,marcos-paulo,0,Bragantino,,False,280,0.0,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_OfzIXTE.png,,,,,,,,,,,,,,,,,,,,
546,6,4,0.0,115671,0.0,Mila,3.0,Mila,Lucas Eduardo Müller - Milla,mila,0,Grêmio,,False,284,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,,,,,,,,,,,,,,,,,,,,
547,6,2,0.0,115672,0.0,Hiago,1.0,Hiago,Hiago Accinelli da Roza,hiago,0,Criciúma,,False,288,0.0,32,,,,,,,,,,,,,,,,,,,,,
548,6,1,1.0,115674,0.15,Gabriel Delfim,2.15,G. Delfim,Gabriel Delfim Ferreira,gabriel-delfim,1,Atlético-MG,,True,282,1.0,32,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,,,,,,,,,,2.0,1.0,,,,,,,,,
549,6,4,-0.4,115914,-0.54,Evertton Araújo,2.88,E. Araújo,Everton Gustavo Fernandes Araújo,evertton-araujo,10,Flamengo,,True,262,2.03,32,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,2.0,7.0,5.0,1.0,6.0,,,,1.0,,,,3.0,,,,,,,
550,5,5,0.0,115915,0.0,Lelê,4.0,Lelê,Leanderson da Silva Genésio,lele,0,Fluminense,,False,266,0.0,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,,,,,,,,,,,,,,,,,,,,
551,6,4,0.9,115986,-0.07,Denilson,2.68,Denilson,Denilson Alves Borges,denilson,24,Cuiabá,,True,1371,1.71,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,5.0,23.0,24.0,8.0,19.0,,,1.0,,,,,5.0,,,1.0,,,,
552,6,4,2.6,116012,-0.05,Matheus Gonçalves,4.42,M. Gonçalves,Matheus Gonçalves Martins,matheus-goncalves,10,Flamengo,,True,262,2.74,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,1.0,10.0,10.0,3.0,6.0,,,,1.0,,,,5.0,,,,,,,
553,6,5,1.2,116056,0.08,Zé Hugo,3.71,Z. Hugo,José Hugo Sousa dos Santos,ze-hugo,24,Vitória,,True,287,2.14,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,2.0,14.0,11.0,3.0,14.0,1.0,,2.0,1.0,,,,3.0,3.0,,,,,,
554,6,2,6.2,116065,-0.89,Cuiabano,9.42,Cuiabano,Luís Eduardo Soares da Silva,cuiabano,22,Botafogo,,True,263,6.84,32,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,4.0,37.0,32.0,8.0,29.0,,8.0,3.0,4.0,,,,8.0,1.0,,1.0,,,,
555,6,1,0.0,116067,0.0,Thiago Beltrame,1.0,T. Beltrame,Thiago Beltrame Stallbaum,thiago-beltrame,0,Grêmio,,False,284,0.0,32,,,,,,,,,,,,,,,,,,,,,
556,6,2,0.0,116137,0.0,João Moreira,6.84,J. Moreira,João Moreira Sanmartin Souza,joao-moreira,3,São Paulo,,False,276,5.53,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,,4.0,3.0,,3.0,,2.0,,,,,,1.0,,,,,,,
557,7,4,0.0,116447,-1.05,Hércules,4.52,Hércules,Hércules Pereira do Nascimento,hercules,25,Fortaleza,,True,356,2.76,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,5.0,30.0,36.0,7.0,8.0,,,1.0,4.0,,,,2.0,2.0,2.0,,,,,
558,6,5,0.0,116655,0.0,Di Yorio,3.69,D. Yorio,Lucas Gabriel Di Yorio,di-yorio,18,Athlético-PR,,False,293,2.09,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,1.0,3.0,10.0,7.0,8.0,2.0,,,3.0,,,,4.0,,,,,,,
559,6,1,0.0,116937,0.0,Kauã Moroso,1.0,K. Moroso,Kauã Inacio Moroso,kaua-moroso,0,Criciúma,,False,288,0.0,32,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,,,,,,,,,,,,,,,,,,,,
560,6,2,0.0,116939,0.0,Guilherme Silva,1.0,G. Silva,Guilherme Silva,guilherme-silva,0,Criciúma,,False,288,0.0,32,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,,,,,,,,,,,,,,,,,,,,
561,6,5,0.0,116994,0.0,Popó,0.66,Popó,Werik Silva Pinto,popo,6,Criciúma,,False,288,-0.3,32,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_KbhAMte.png,,1.0,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,
562,6,3,0.0,117061,0.0,Gabriel,1.83,Gabriel,Gabriel Knesowitsch,gabriel,3,Cuiabá,,False,1371,1.3,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,,2.0,,,3.0,,,,,,,,,,,,,,,
563,6,5,0.0,117314,0.0,Thiago Borbas,3.63,T. Borbas,Thiago Nicolás Borbas Silva,thiago-borbas,19,Bragantino,,False,280,0.94,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,3.0,5.0,20.0,2.0,9.0,1.0,,,1.0,,,,6.0,,,,,,,
564,6,1,0.0,117339,0.0,Gabriel Souza,1.0,G. Souza,Gabriel Gonçalves de Souza,gabriel-souza,0,Bahia,,False,265,0.0,32,,,,,,,,,,,,,,,,,,,,,
565,6,3,0.0,117343,0.0,Kawan,1.0,Kawan,Kawan Thomaz Reis de Moraes,kawan,0,Botafogo,,False,263,0.0,32,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,,,,,,,,,,,,,,,,,,,,
566,6,5,0.0,117350,0.0,Jhosefer,1.12,Jhosefer,Jhosefer Raphael Januário,jhosefer,1,Cruzeiro,,False,283,0.6,32,,,1.0,2.0,,,,,,,,,,,,,,,,,
567,6,1,0.0,117404,0.0,Otávio,1.0,Otávio,Otávio Eleodoro Rezende Costa,otavio,0,Cruzeiro,,False,283,0.0,32,,,,,,,,,,,,,,,,,,,,,
568,6,2,0.0,117459,0.0,Léo Maná,1.11,L. Maná,Leonardo Mana Hernandes,leo-mana,5,Corinthians,,False,264,0.24,32,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,1.0,3.0,3.0,,1.0,,,,,,,,,,,1.0,,,,
569,6,4,0.0,117579,0.0,Galoppo,3.89,Galoppo,Giuliano Galoppo,galoppo,13,São Paulo,,False,276,1.25,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,2.0,7.0,8.0,5.0,7.0,,,,,,,,4.0,,,,,,,
570,7,5,3.0,117622,-0.24,Alejo Cruz,2.87,A. Cruz,Alejo Cruz Techera,alejo-cruz,28,Atlético-GO,,True,373,1.7,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,4.0,22.0,14.0,6.0,25.0,1.0,,1.0,,,,,6.0,,,,,,,
571,7,4,18.5,117632,2.17,Garro,11.19,Garro,Rodrigo Garro,garro,30,Corinthians,,True,264,7.03,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,8.0,42.0,34.0,16.0,101.0,4.0,,7.0,7.0,,,,19.0,1.0,,1.0,,,,
572,6,1,0.0,117818,0.0,Young,0.64,Young,Young Navarro Moraes,young,0,São Paulo,,False,276,-1.0,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,1.0,,,,,,,,,,,,,,,,,,,
573,6,4,0.0,117842,0.0,Vitinho,2.44,Vitinho,Vitor Hugo Amorim de Assis,vitinho,17,Cruzeiro,,False,283,1.42,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,1.0,5.0,3.0,6.0,6.0,1.0,,,1.0,,,,1.0,1.0,,,,,,
574,6,5,0.0,117849,0.0,Giovane,2.89,Giovane,Giovane Santana do Nascimento,giovane,11,Corinthians,,False,264,2.22,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,1.0,,6.0,7.0,6.0,2.0,,,1.0,,,,4.0,2.0,,,,,,
575,6,4,-0.1,117910,-0.24,Breno Bidon,3.0,B. Bidon,Breno de Souza Bidon,breno-bidon,23,Corinthians,,True,264,2.07,32,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,5.0,28.0,26.0,4.0,31.0,1.0,,,,,,,7.0,,,,,,,
576,6,3,0.0,118090,0.0,Iago,1.0,Iago,Iago Teodoro da Silva Nogueira,iago,0,Flamengo,,False,262,0.0,32,,,,,,,,,,,,,,,,,,,,,
577,6,4,0.0,118175,0.0,Nathan Camargo,3.0,N. Camargo,Nathan Camargo dos Santos,nathan-camargo,0,Bragantino,,False,280,0.0,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,,,,,,,,,,,,,,,,,,,,
578,7,6,7.36,118181,0.62,Anderson Gomes,7.63,A. Gomes,Anderson Leal Gomes,anderson-gomes,5,Atlético-GO,,True,373,4.89,32,https://s.sde.globo.com/media/person_role/2022/05/16/2cac4df92578f2317dc3afe8d728b472_FORMATO.png,,,,,,,,,,,,1.0,,,,,,,,
579,6,4,0.0,118238,0.0,Ronald,1.73,Ronald,Ronald Cardoso Falkoski,ronald,9,Grêmio,,False,284,0.1,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,,1.0,1.0,,,,,,,,,,,,,,,,,
580,6,3,0.0,118293,0.0,Pedrão,2.0,Pedrão,Pedro Henrique Franklim da Silva,pedrao,0,Cruzeiro,,False,283,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,,,,,,,,,,,,,,,,,,,,
581,6,4,0.0,118305,0.0,Eliédson,2.13,Eliédson,Eliédson Pereira de Souza,eliedson,2,Criciúma,,False,288,-0.15,32,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,,,1.0,,,,,,,,,,,,,,,,,
582,7,6,4.28,118368,0.19,Bernardo Franco,6.98,B. Franco,Bernardo Franco Junior,bernardo-franco,8,Cuiabá,,True,1371,4.16,32,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_87JlQEr.png,,,,,,,,,,,,2.0,,,,,,,,
583,6,3,0.0,118490,0.0,Jackson,1.0,Jackson,Jackson Henrique Marcelino Crispim,jackson,0,Criciúma,,False,288,0.0,32,,,,,,,,,,,,,,,,,,,,,
584,6,2,0.0,118501,0.0,Zé Welinton,1.0,Z. Welinton,José Welinton Campos Menezes,ze-welinton,0,Flamengo,,False,262,0.0,32,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,,,,,,,,,,,,,,,,,,,,
585,6,4,0.0,118563,0.0,Rodriguinho,3.28,Rodriguinho,Rodrigo Huendra Almeida Mendonça,rodriguinho,3,São Paulo,,False,276,2.77,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,,4.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,
586,6,5,0.0,118745,0.0,Eliel,3.58,Eliel,Eliel Chrytian Pereira Silva,eliel,15,Cuiabá,,False,1371,1.69,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,1.0,6.0,3.0,4.0,13.0,1.0,,,1.0,,,,2.0,,,,,,,
587,7,4,2.0,118752,-0.52,Mateus Carvalho,5.69,M. Carvalho,Mateus Carvalho dos Santos,mateus-carvalho,26,Vasco,,True,267,3.53,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,8.0,59.0,35.0,3.0,26.0,2.0,,1.0,2.0,,,,5.0,,1.0,,,,,
588,6,5,1.2,118775,-0.28,Lautaro Díaz,5.08,L. Díaz,Lautaro Ariel Díaz,lautaro-diaz,11,Cruzeiro,,True,283,2.18,32,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_UT1KNbY.png,1.0,10.0,8.0,3.0,3.0,1.0,,,1.0,,,,3.0,,,,,,,
589,6,4,0.0,118802,0.0,Victor Hugo,1.08,V. Hugo,Victor Hugo Ramos de Souza,victor-hugo,4,Fluminense,,False,266,-0.13,32,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8JgPovx.png,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,
590,7,6,4.3,120397,-0.97,Lucho González,8.98,L. González,Luis Oscar González,lucho-gonzalez,5,Athlético-PR,,True,293,5.37,32,https://s.sde.globo.com/media/person_role/2024/09/24/photo_FORMATO_NPW1OXm.png,,,,,,,,,,,,1.0,,,,,,,,
591,6,2,0.0,120433,0.0,Léo Derik,2.0,L. Derik,Leonardo Derik Dias Gonçalves,leo-derik,0,Athlético-PR,,False,293,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EwfDXbc.png,,,,,,,,,,,,,,,,,,,,
592,6,5,0.0,120856,-0.05,Arthur Sousa,0.79,A. Sousa,Arthur Sousa Araújo,arthur-sousa,6,Bragantino,,True,280,-0.18,32,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_BnMztX7.png,1.0,,2.0,,1.0,,,,,,,,,,,,,,,
593,6,2,0.0,121220,0.0,Dija,1.0,Dija,Diego Kauan Silva Santos,dija,0,Bragantino,,False,280,0.0,32,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,,,,,,,,,,,,,,,,,,,,
594,6,4,0.0,121237,0.0,Kauan,1.87,Kauan,Kauan Rodrigues da Silva,kauan,3,Fortaleza,,False,356,0.73,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,,1.0,,,2.0,,,,,,,,,,,,,,,
595,6,5,0.0,121263,0.0,Gabryel Freitas,1.0,G. Freitas,Gabryel Vinícius Araújo Freitas,gabryel-freitas,0,Cuiabá,,False,1371,0.0,32,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_2WJ0Lb4.png,,,,,,,,,,,,,,,,,,,,
596,6,5,0.0,121331,0.0,Eli Júnior,1.35,E. Júnior,Eli Silvano Kovalik Júnior,eli-junior,1,Atlético-GO,,False,373,1.2,32,https://s.sde.globo.com/media/person_role/2024/08/11/photo_220x220_ZPyikzh.png,,,,,,,,,,,,,1.0,,,,,,,
597,6,2,0.0,121397,0.0,Da Rocha,1.0,D. Rocha,Cauê Pereira da Rocha,da-rocha,0,Juventude,,False,286,0.0,32,,,,,,,,,,,,,,,,,,,,,
598,6,2,0.0,121636,0.0,Dorival,1.0,Dorival,Dorival Silva de Oliveira,dorival,0,Cruzeiro,,False,283,0.0,32,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_VH8v9YX.png,,,,,,,,,,,,,,,,,,,,
599,6,4,0.0,121762,0.0,Guilherme Madruga,1.98,G. Madruga,Guilherme Miranda Madruga Gomes,guilherme-madruga,4,Cuiabá,,False,1371,-0.25,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,1.0,,4.0,,,,,,,,,,1.0,,,,,,,
600,5,5,0.0,121792,0.0,André,4.0,André,André Henrique da Silva Martins,andre,0,Grêmio,,False,284,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,,,,,,,,,,,,,,,,,,,,
601,6,4,0.0,121824,0.0,Kayke,0.79,Kayke,Kayke Ferrari Guimarães,kayke,2,Corinthians,,False,264,0.0,32,,,,,,,,,,,,,,,,,,,,,
602,6,4,0.0,121827,0.0,Kauê,1.93,Kauê,Kauê Rodrigues Pessanha,kaue,8,Botafogo,,False,263,1.32,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,,1.0,4.0,2.0,2.0,,,,1.0,,,,,,,,,,,
